match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_wonContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_dispossessed,stat_wasFouled,captain,stat_errorLeadToAShot,stat_totalCross,stat_blockedScoringAttempt,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_ownGoals,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_accurateCross,stat_hitWoodwork,player_sofascoreId,stat_totalOffside
12448277,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196.0,132,M,945955,EUR,878256000,G,1,1,False,35.0,15.0,28.0,8.0,0.0,11.0,16.0,4.0,19.0,1.0,7.0,1.0,4.0,5.0,90.0,45.0,6.0,20.0,0.00067169,0,-1.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Hamdi Akujobi,hamdi-akujobi,H. Akujobi,D,,175.0,76,M,983662,EUR,948326400,D,20,20,False,24.0,18.0,3.0,1.0,0.0,8.0,9.0,10.0,15.0,5.0,5.0,,,,90.0,45.0,5.8,11.0,0.065953,0,,4.0,2.0,1.0,1.0,4.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Joey Jacobs,joey-jacobs,J. Jacobs,D,3,183.0,24,M,930838,EUR,955324800,D,3,3,False,20.0,13.0,6.0,2.0,0.0,10.0,13.0,3.0,7.0,4.0,1.0,,,,90.0,32.0,5.5,8.0,0.00065289,0,,3.0,6.0,1.0,,1.0,1.0,1.0,,2.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Christopher Mamengi,christopher-mamengi,C. Mamengi,D,,182.0,33,M,929632,EUR,986256000,D,25,25,False,15.0,11.0,3.0,,0.0,10.0,12.0,1.0,3.0,3.0,4.0,,,,75.0,21.0,6.0,5.0,0.00090793,0,,2.0,1.0,,,2.0,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Vasilios Zagaritis,vassilis-zagaritis,V. Zagaritis,D,19,178.0,227,M,1064426,EUR,988934400,D,14,14,False,14.0,7.0,3.0,,0.0,5.0,7.0,2.0,7.0,2.0,2.0,,,,90.0,39.0,5.4,11.0,0.00157747,0,,5.0,5.0,3.0,,1.0,1.0,,2.0,1.0,1.0,1.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Stije Resink,stije-resink,S. Resink,M,6,186.0,608,M,1090328,EUR,1053993600,M,8,8,False,16.0,13.0,5.0,3.0,0.0,7.0,7.0,6.0,9.0,5.0,2.0,,,,90.0,28.0,5.8,5.0,0.0084716,0,,5.0,3.0,2.0,,,1.0,1.0,,,,3.0,1.0,,Stije Resink,,1.0,1.0,True,1.0,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Alex Balboa,alex-balboa,A. Balboa,M,8,181.0,73,M,1167698,EUR,983836800,M,23,23,False,13.0,7.0,3.0,1.0,0.0,3.0,5.0,4.0,8.0,4.0,2.0,,,,75.0,26.0,6.3,7.0,0.0127595,0,,5.0,5.0,,,,3.0,,3.0,1.0,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Logan Delaurier-Chaubet,logan-delaurier-chaubet,L. Delaurier-Chaubet,M,22,173.0,92,M,1170533,EUR,1019433600,M,27,27,False,13.0,8.0,1.0,,0.0,1.0,2.0,7.0,13.0,1.0,3.0,,,,66.0,27.0,5.8,13.0,0.0418971,1,,6.0,,3.0,,2.0,,,,1.0,,1.0,,2.0,Logan Delaurier,,1.0,,,,2.0,1.0,0.0273,,,,,,,,,,,,
12448277,home,Almere City FC,Jochem Ritmeester van de Kamp,jochem-ritmeester-van-de-kamp,J. R. v. d. Kamp,M,39,177.0,175,M,1157777,EUR,1067731200,M,5,5,False,31.0,24.0,2.0,2.0,1.0,11.0,13.0,13.0,19.0,2.0,,,,,90.0,44.0,6.8,10.0,0.594837,0,,3.0,5.0,1.0,1.0,1.0,1.0,1.0,,,2.0,2.0,1.0,,Jochem van de Kamp,,1.0,1.0,,,1.0,,,3.0,,,,,,,,,,,
12448277,home,Almere City FC,Faiz Mattoir,mattoir-faiz,F. Mattoir,F,24,164.0,48,M,1007838,EUR,963360000,M,24,24,False,21.0,12.0,2.0,,0.0,7.0,11.0,5.0,11.0,,5.0,,,,66.0,33.0,6.0,17.0,0.00771977,0,,8.0,4.0,,,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,5.0,1.0,,,1.0,,,,,,,,,,,,,,
12448277,home,Almere City FC,Kornelius Normann,kornelius-hansen,K. Hansen,M,11,175.0,64,M,989864,EUR,989107200,F,17,17,False,11.0,8.0,,,0.0,4.0,5.0,4.0,7.0,,4.0,,,,90.0,22.0,6.6,11.0,0.0199843,1,,11.0,2.0,7.0,,,,,1.0,5.0,,,2.0,2.0,,,,,,,1.0,,0.1867,,1.0,1.0,0.8167,,,,,,,,
12448277,home,Almere City FC,Jeffry Puriel,jeffry-puriel,J. Puriel,M,27,196.0,14,M,1046943,EUR,1037404800,F,37,37,True,2.0,2.0,,,0.0,2.0,2.0,,,,2.0,,,,24.0,5.0,6.5,1.0,4.66e-06,0,,,1.0,,,,1.0,,,,,,,1.0,Jeffry Puriel,,,,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Emanuel Poku,emanuel-poku,E. Poku,F,17,,70,M,1887071,EUR,1121731200,F,39,39,True,3.0,1.0,,,0.0,,,1.0,3.0,,1.0,,,,24.0,10.0,6.4,4.0,0.00085135,1,,1.0,2.0,1.0,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,1.0,0.0509,,,,,,,,,,,,
12448277,home,Almere City FC,Theo Barbet,theo-barbet,T. Barbet,D,22,184.0,56,M,911846,EUR,983836800,D,22,22,True,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,,,,15.0,10.0,6.0,1.0,0.00013551,0,,,2.0,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
12448277,home,Almere City FC,Adi Nalić,adi-nalic,A. Nalić,M,22,190.0,162,M,875437,EUR,880934400,M,16,16,True,4.0,4.0,,,0.0,3.0,3.0,1.0,2.0,,2.0,,,,15.0,10.0,6.3,3.0,0.00029493,0,,1.0,2.0,2.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,
12448277,home,Almere City FC,Joel Van der Wilt,van-der-wilt-joel,J. v. d. Wilt,G,30,198.0,14,M,1521867,EUR,1083024000,G,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Joël van der Wilt,,,,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Jonas Wendlinger,jonas-wendlinger,J. Wendlinger,G,1,191.0,30,M,951497,EUR,963792000,G,29,29,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Jaden Pinas,jaden-pinas,J. Pinas,D,27,187.0,12,M,1392224,EUR,1072569600,D,34,34,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Jaden Pinas,,,,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Jay Kuiper,kuiper-jay,J. Kuiper,D,30,,7,M,1842238,EUR,1074729600,D,30,30,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Jay Kuiper,,,,,,,,,,,,,,,,,,,,
12448277,home,Almere City FC,Marley  Dors,marley-dors,M. Dors,F,40,,41,M,1648769,EUR,1118448000,M,40,40,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,Marley ,Dors,,,,,,,,,,,,,,,,,,,
