match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,player_sofascoreId,stat_totalClearance,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,captain,stat_totalOffside,stat_hitWoodwork,stat_punches,stat_goals,stat_bigChanceCreated
12117169,home,Palmeiras,Marcelo Lomba,,,marcelo-lomba,M. Lomba,G,14,187,2235,M,34141,EUR,535248000,G,14,14,False,21.0,18.0,4.0,1.0,0.0,18.0,20.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,90.0,27.0,6.3,3.0,9.205e-05,0,-0.9708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117169,home,Palmeiras,Agustín Giay,Agustín Giay,,agustin-giay,A. Giay,D,4,180,5030,M,1106603,EUR,1074211200,D,4,4,False,86.0,77.0,8.0,3.0,0.0,30.0,32.0,60.0,1.0,12.0,4.0,,,,90.0,126.0,7.2,19.0,0.0544491,1,,48.0,6.0,1.0,1.0,8.0,1.0,1.0,3.0,1.0,1.0,2.0,9.0,2.0,2.0,2.0,0.0237,1.0,,,,,,,,,,,,,
12117169,home,Palmeiras,Vitor Reis,,,reis-vitor,V. Reis,D,12,186,12928,M,1485300,EUR,1137024000,D,44,44,False,77.0,69.0,5.0,2.0,0.0,41.0,43.0,34.0,6.0,10.0,3.0,,,,90.0,87.0,6.7,9.0,0.110759,0,,28.0,,,4.0,5.0,1.0,,,,,,3.0,,1.0,,,1.0,vitorreiss_06,1.0,1.0,,,,,,,,,,
12117169,home,Palmeiras,Kaiky Naves,Kaiky Naves,,kaiky-naves,K. Naves,D,4,186,1828,M,1167068,EUR,1020816000,D,34,34,False,100.0,93.0,10.0,9.0,0.0,47.0,51.0,49.0,1.0,3.0,4.0,,,,90.0,110.0,6.9,7.0,0.0527756,1,,46.0,,,6.0,9.0,1.0,,,,1.0,,2.0,2.0,,3.0,0.0105,1.0,,2.0,,1.0,,,,,,,,,
12117169,home,Palmeiras,Caio Paulista,,,caio-paulista,C. Paulista,D,38,184,1649,M,931591,EUR,894844800,D,16,16,False,36.0,34.0,1.0,1.0,0.0,14.0,14.0,27.0,,1.0,5.0,,,,54.0,59.0,6.8,11.0,0.0886252,1,,21.0,5.0,1.0,,2.0,,1.0,2.0,1.0,,1.0,,,,,0.054,2.0,,1.0,3.0,,1.0,,,,,,,,
12117169,home,Palmeiras,Richard Ríos,,,richard-rios,R. Ríos,M,20,185,34402,M,1015292,EUR,959904000,M,27,27,False,61.0,55.0,7.0,4.0,0.0,29.0,30.0,34.0,,,6.0,,,,67.0,78.0,7.1,12.0,0.0515353,3,,27.0,3.0,1.0,,2.0,,1.0,1.0,3.0,,3.0,,,,,0.0575,2.0,richardrios,1.0,2.0,,,,,,,,,,
12117169,home,Palmeiras,Gabriel Menino,,,gabriel-menino,G. Menino,M,25,176,2791,M,974556,EUR,970185600,M,25,25,False,37.0,36.0,5.0,5.0,0.0,17.0,17.0,24.0,,3.0,2.0,,,,54.0,50.0,7.1,6.0,0.0418501,1,,19.0,4.0,,,3.0,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,,2.0,0.0196,1.0,,,,,1.0,,,,,,,,
12117169,home,Palmeiras,Estêvão,Estêvão,,estevao,Estêvão,M,41,176,196577,M,1597265,EUR,1177372800,M,41,41,False,27.0,23.0,4.0,3.0,0.0,4.0,5.0,28.0,1.0,4.0,2.0,,,,68.0,49.0,6.2,18.0,0.0945005,1,,20.0,6.0,1.0,1.0,12.0,1.0,3.0,6.0,,,,1.0,1.0,1.0,2.0,0.0184,2.0,Estêvão,,,1.0,1.0,,,,,,,,
12117169,home,Palmeiras,Mauricio,,,mauricio,Mauricio,M,18,174,5655,M,986233,EUR,993168000,M,18,18,False,41.0,35.0,3.0,3.0,0.0,5.0,7.0,42.0,,4.0,3.0,,,,90.0,60.0,7.4,16.0,0.202014,2,,32.0,8.0,2.0,,1.0,,,1.0,,,1.0,3.0,1.0,1.0,,0.1066,2.0,,,2.0,1.0,,1.0,0.0677,,,,,,
12117169,home,Palmeiras,Lázaro,,,lazaro,Lázaro,F,7,181,1899,M,1002556,EUR,1015891200,M,17,17,False,9.0,8.0,,,0.0,2.0,2.0,7.0,,1.0,,,,,45.0,18.0,6.2,6.0,0.00804912,0,,6.0,,,,6.0,1.0,1.0,3.0,,,,,,1.0,1.0,,,,,1.0,,,,,,,,,,
12117169,home,Palmeiras,Rony,,,rony,Rony,F,11,167,5631,M,835260,EUR,800150400,F,10,10,False,14.0,12.0,,,0.0,3.0,3.0,14.0,4.0,7.0,,,,,90.0,31.0,7.4,7.0,0.128958,5,,9.0,3.0,,4.0,7.0,,1.0,,3.0,,,2.0,1.0,1.0,2.0,0.2319,1.0,Rony,,1.0,1.0,,1.0,0.0381,True,1.0,,,,
12117169,home,Palmeiras,José López,José López,,jose-lopez,J. López,F,42,188,16738,M,1094179,EUR,976060800,F,42,42,True,6.0,3.0,2.0,1.0,0.0,,,7.0,4.0,5.0,1.0,,,,45.0,16.0,6.8,5.0,0.0247961,4,,3.0,1.0,,5.0,7.0,1.0,,1.0,2.0,,,,,1.0,,0.2387,,,,,1.0,,1.0,0.0798,,,,,,
12117169,home,Palmeiras,Vanderlan,Vanderlan,,vanderlan,Vanderlan,D,6,183,1727,M,1067640,EUR,1031356800,D,6,6,True,16.0,14.0,,,0.0,6.0,7.0,12.0,1.0,1.0,1.0,,,,36.0,27.0,6.5,4.0,0.163876,1,,10.0,3.0,2.0,,3.0,1.0,,,1.0,,1.0,,,,2.0,0.0162,1.0,,,1.0,,,,,,,,,,
12117169,home,Palmeiras,Felipe Anderson,,,felipe-anderson,F. Anderson,M,7,175,6076,M,152276,EUR,734832000,M,9,9,True,25.0,21.0,3.0,2.0,0.0,4.0,5.0,21.0,,2.0,2.0,,,,36.0,33.0,6.9,7.0,0.0196646,1,,17.0,1.0,,,2.0,,,3.0,1.0,,1.0,1.0,,,,0.0146,,F_Andersoon,,,,1.0,,,,,1.0,,,
12117169,home,Palmeiras,Aníbal Moreno,,,anibal-moreno,A. Moreno,M,5,177,5203,M,977677,EUR,926553600,M,5,5,True,34.0,27.0,3.0,2.0,0.0,8.0,10.0,25.0,2.0,4.0,3.0,,,,23.0,38.0,7.2,7.0,0.0750468,0,,20.0,1.0,1.0,,,,,,,,,2.0,2.0,,,,2.0,,,,,,,,,,,,,
12117169,home,Palmeiras,Dudu,,,dudu,Dudu,F,92,167,5188,M,147464,EUR,694742400,F,7,7,True,20.0,14.0,2.0,1.0,0.0,2.0,4.0,25.0,,1.0,3.0,,,,22.0,33.0,6.9,14.0,0.377176,0,,13.0,9.0,1.0,,,,,,,,,1.0,1.0,,,,1.0,7_dudu,,,,,,,,,,,,
12117169,home,Palmeiras,Weverton,,,weverton,Weverton,G,1,189,7138,M,243529,EUR,566352000,G,21,21,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Weverton,,,,,,,,,,,,
12117169,home,Palmeiras,Marcos Rocha,,,marcos-rocha,M. Rocha,D,14,176,2464,M,82576,EUR,597801600,D,2,2,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117169,home,Palmeiras,Gustavo Gómez,,,gustavo-gomez,G. Gómez,D,15,185,8380,M,220833,EUR,736646400,D,15,15,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,gustavogomez,,,,,,,,,,,,
12117169,home,Palmeiras,Zé Rafael,,,ze-rafael,Z. Rafael,M,6,175,2603,M,329069,EUR,740188800,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117169,home,Palmeiras,Rômulo,Rômulo,,romulo,Rômulo,M,10,176,1438,M,1105078,EUR,1002412800,M,20,20,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117169,home,Palmeiras,Fabinho,,,fabinho,Fabinho,M,5,178,1291,M,1117513,EUR,1018310400,M,35,35,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117169,home,Palmeiras,Luighi Hanri,Luighi,,luighi,Luighi,F,31,182,3805,M,1597267,EUR,1146355200,F,57,57,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
