match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotValueNormalized,captain,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_onTargetScoringAttempt,player_firstName,stat_shotOffTarget,stat_dispossessed,player_lastName,stat_bigChanceMissed,stat_bigChanceCreated,stat_hitWoodwork,stat_totalOffside,stat_accurateCross,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goals
14073464,home,Middlesbrough,Dael Fry,dael-fry,D. Fry,D,6,185.0,117,M,548194,EUR,872899200,D,6,6,True,22.0,19.0,,,0.0,13.0,15.0,7.0,2.0,,,30.0,31.0,6.8,4.0,,0,0.06,0.01,-0.07,,6.0,,1.0,5.0,3.0,7.0,,,,,4.0,2.0,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,,,
14073464,home,Middlesbrough,Hayden Hackney,hayden-hackney,H. Hackney,M,7,178.0,1282,M,1008471,EUR,1025049600,M,7,7,True,37.0,28.0,1.0,,0.0,5.0,6.0,31.0,4.0,,,29.0,48.0,6.8,12.0,,2,-0.09,0.51,-0.11,,23.0,1.0,,,3.0,3.0,,3.0,2.0,2.0,,,2.0,,2.0,,-0.07,,,1.0,,,,,,,,,,,1.0,,,,
14073464,home,Middlesbrough,Aidan Morris,aidan-morris,A. Morris,M,18,173.0,554,M,1014841,EUR,1005868800,M,18,18,True,50.0,47.0,3.0,1.0,0.0,16.0,18.0,32.0,4.0,,,29.0,61.0,7.6,4.0,,0,0.4,0.29,0.22,,31.0,,,,,4.0,,,,,,,1.0,3.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,
14073464,home,Middlesbrough,Micah Hamilton,micah-hamilton,M. Hamilton,M,10,177.0,839,M,1082714,EUR,1068681600,F,17,17,True,12.0,9.0,,,0.0,,,12.0,,,,12.0,16.0,6.7,5.0,,1,0.06,0.26,-0.01,,9.0,1.0,,1.0,1.0,2.0,,2.0,1.0,,,,,,,1.0,-0.21,,,,,,,1.0,,,,,,,,,,,
14073464,home,Middlesbrough,Marcus Forss,marcus-forss,M. Forss,M,24,182.0,371,M,944201,EUR,929664000,F,21,21,True,4.0,3.0,,,0.0,2.0,2.0,2.0,,,,12.0,6.0,6.3,1.0,,1,-0.22,0.03,0.13,,1.0,,1.0,,1.0,1.0,,,,1.0,,,,,,1.0,-0.38,,,1.0,1.0,,,,,,,,,,,,,,
14073464,home,Middlesbrough,Solomon Brynn,solomon-brynn,S. Brynn,G,31,184.0,58,M,1007050,EUR,972864000,G,31,31,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073464,home,Middlesbrough,Daniel Barlaser,daniel-barlaser,D. Barlaser,M,22,184.0,128,M,817564,EUR,853545600,M,4,4,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073464,home,Middlesbrough,Alexander Gilbert,gilbert-alexander,A. Gilbert,F,14,183.0,135,M,1005765,EUR,1009497600,F,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073464,home,Middlesbrough,Sonny Finch,sonny-finch,S. Finch,F,39,180.0,61,M,1146633,EUR,1123200000,F,39,39,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073464,away,Doncaster Rovers,Ian Lawlor,ian-lawlor,I. Lawlor,G,41,193.0,21,M,149596,EUR,783216000,G,1,1,False,34.0,13.0,25.0,4.0,0.0,9.0,11.0,23.0,8.0,2.0,5.0,90.0,44.0,7.8,21.0,0.4185,0,0.17,0.0,0.23,0.37,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,
14073464,away,Doncaster Rovers,Tom Nixon,tom-nixon,T. Nixon,D,16,185.0,12,M,1093872,EUR,1038182400,D,16,16,False,34.0,23.0,7.0,1.0,0.0,10.0,13.0,21.0,6.0,,,90.0,64.0,8.4,18.0,,2,0.3,0.07,0.15,,13.0,3.0,,1.0,4.0,5.0,2.0,,,,2.0,,3.0,1.0,1.0,1.0,0.55,,1.0,3.0,2.0,1.0,,1.0,1.0,,,,,,1.0,,,,1.0
14073464,away,Doncaster Rovers,Sean Grehan,sean-grehan,S. Grehan,D,27,182.0,98,M,1117775,EUR,1073520000,D,27,27,False,32.0,26.0,5.0,2.0,0.0,19.0,20.0,12.0,4.0,,,90.0,56.0,7.8,7.0,,1,0.04,0.1,0.99,,7.0,1.0,,2.0,2.0,4.0,,,,,11.0,2.0,,,2.0,,-0.19,,1.0,2.0,1.0,,Sean Grehan,1.0,,,,,,,,,,,
14073464,away,Doncaster Rovers,Jay McGrath,mcgrath-jay,J. McGrath,D,6,190.0,38,M,1491126,EUR,1050364800,D,6,6,False,36.0,26.0,7.0,4.0,0.0,14.0,19.0,17.0,1.0,,,78.0,49.0,7.4,10.0,,0,0.11,0.06,0.44,,12.0,,,2.0,2.0,3.0,1.0,,,,4.0,3.0,,1.0,1.0,,,True,2.0,,,,,,,,,,,,,,,,
14073464,away,Doncaster Rovers,Jack Senior,jack-senior,J. Senior,D,23,173.0,21,M,849743,EUR,853113600,D,23,23,False,30.0,28.0,3.0,2.0,0.0,12.0,12.0,18.0,4.0,,,90.0,47.0,7.3,4.0,,0,0.1,0.16,0.35,,16.0,,1.0,2.0,4.0,5.0,1.0,1.0,,,6.0,,1.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
14073464,away,Doncaster Rovers,Robbie Gotts,robbie-gotts,R. Gotts,M,22,177.0,43,M,967501,EUR,942105600,M,22,22,False,30.0,23.0,1.0,,0.0,9.0,12.0,18.0,5.0,,,90.0,45.0,7.4,12.0,,2,-0.16,0.39,-0.02,,14.0,2.0,1.0,,8.0,2.0,3.0,,,1.0,1.0,,,2.0,1.0,,0.5,,1.0,,,1.0,,,3.0,,,,,,,,,,1.0
14073464,away,Doncaster Rovers,Ben Close,ben-close,B. Close,M,33,175.0,19,M,555392,EUR,839462400,M,33,33,False,65.0,53.0,7.0,1.0,0.0,30.0,32.0,33.0,9.0,,,90.0,81.0,8.1,13.0,,1,0.16,0.1,0.25,,23.0,,,,5.0,6.0,1.0,1.0,,,3.0,,,1.0,3.0,3.0,0.51,,1.0,5.0,3.0,1.0,,,,,,,,,,,,,1.0
14073464,away,Doncaster Rovers,Oyindamola Ajayi,ajayi-oyindamola,O. Ajayi,F,25,176.0,701,M,1403125,EUR,1135641600,M,19,19,False,18.0,16.0,1.0,1.0,0.0,7.0,8.0,10.0,1.0,,,65.0,26.0,7.6,6.0,,2,-0.02,-0.37,-0.01,,9.0,3.0,,,3.0,,,2.0,,1.0,,,,,1.0,1.0,0.56,,,,,1.0,,,,,,,,,1.0,,,,1.0
14073464,away,Doncaster Rovers,Joe Sbarra,joe-sbarra,J. Sbarra,M,22,178.0,39,M,851603,EUR,914198400,M,10,10,False,22.0,19.0,1.0,1.0,0.0,6.0,6.0,16.0,2.0,,,65.0,29.0,6.5,7.0,,1,-0.33,0.17,0.14,,13.0,2.0,,,1.0,1.0,1.0,,,1.0,1.0,,2.0,,,1.0,-0.41,,,1.0,1.0,,,,,,,,,,,,,,
14073464,away,Doncaster Rovers,Jordan Gibson,jordan-gibson,J. Gibson,M,11,178.0,42,M,895179,EUR,888624000,M,11,11,False,16.0,15.0,1.0,,0.0,,1.0,15.0,3.0,,,65.0,33.0,6.9,7.0,,5,0.22,0.42,-0.04,,15.0,2.0,,1.0,4.0,3.0,1.0,2.0,1.0,4.0,,,2.0,1.0,1.0,1.0,-0.65,,,,,,,1.0,1.0,,1.0,,,,,,,,
14073464,away,Doncaster Rovers,Billy Sharp,billy-sharp,B. Sharp,F,14,175.0,216,M,20514,EUR,507945600,F,14,14,False,13.0,8.0,2.0,1.0,1.0,2.0,2.0,11.0,3.0,,,70.0,22.0,6.8,8.0,,0,0.25,0.29,0.17,,6.0,1.0,2.0,2.0,6.0,4.0,,,,,1.0,,2.0,3.0,3.0,2.0,,,,,,,,,1.0,,,1.0,,,1.0,,,,
14073464,away,Doncaster Rovers,Luke Molyneux,molyneux-luke,L. Molyneux,M,7,180.0,130,M,920577,EUR,891129600,M,7,7,True,8.0,8.0,1.0,1.0,1.0,1.0,1.0,7.0,2.0,,,25.0,18.0,7.6,5.0,,0,-0.03,0.13,0.14,,7.0,2.0,,,3.0,,,1.0,,,,,1.0,,,2.0,,,1.0,,,,,,2.0,,,,,,1.0,,,,
14073464,away,Doncaster Rovers,Glenn Middleton,glenn-middleton,G. Middleton,M,17,175.0,48,M,867799,EUR,946684800,M,17,17,True,13.0,10.0,3.0,1.0,0.0,6.0,8.0,5.0,4.0,,,25.0,18.0,6.6,3.0,,1,0.11,0.21,-0.06,,4.0,1.0,1.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,1.0,1.0,-0.25,,,,,,,,,,,,,,1.0,,,,
14073464,away,Doncaster Rovers,Owen Bailey,bailey-owen,O. Bailey,M,4,180.0,97,M,920604,EUR,916963200,M,4,4,True,12.0,10.0,2.0,2.0,0.0,8.0,8.0,4.0,2.0,,,25.0,18.0,6.9,4.0,,1,-0.03,0.01,0.23,,2.0,1.0,,1.0,1.0,1.0,,,,,1.0,,,,,1.0,0.0,,1.0,,,,,1.0,1.0,,,1.0,,,,,,,
14073464,away,Doncaster Rovers,Joe Ironside,joe-ironside,J. Ironside,F,29,180.0,49,M,255051,EUR,750729600,F,20,20,True,5.0,4.0,,,0.0,3.0,3.0,2.0,,,,20.0,13.0,6.2,3.0,,2,-0.13,0.06,0.13,,1.0,,4.0,3.0,6.0,6.0,,1.0,1.0,,,,1.0,2.0,1.0,,-0.28,,,,,1.0,Joe,1.0,1.0,Ironside,1.0,,1.0,,,,,,
14073464,away,Doncaster Rovers,Connor O'Riordan,connor-oriordan,C. O'Riordan,D,26,193.0,71,M,1133480,EUR,1066521600,D,12,12,True,5.0,3.0,2.0,,0.0,2.0,3.0,2.0,2.0,,,12.0,10.0,6.9,2.0,,0,0.0,0.02,0.27,,1.0,,,,,1.0,,,,,3.0,1.0,,,,,,,,1.0,1.0,,Connor O'Riordan,,,,,,,,,,,,
14073464,away,Doncaster Rovers,Thimothee Lo-Tutala,lo-tutala-thimothee,T. Lo-Tutala,G,29,185.0,93,M,1008256,EUR,1045094400,G,29,29,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073464,away,Doncaster Rovers,James Maxwell,james-maxwell,J. Maxwell,D,3,179.0,29,M,999270,EUR,1007856000,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073464,away,Doncaster Rovers,Zain Westbrooke,zain-westbrooke,Z. Westbrooke,M,25,180.0,35,M,879126,EUR,846460800,M,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14073464,away,Doncaster Rovers,Charlie Crew,charlie-crew,C. Crew,M,18,180.0,238,M,1158066,EUR,1150329600,M,18,18,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlie Crew,,,,,,,,,,,,
