match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_totalShots,stat_duelLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_possessionLostCtrl,stat_keyPass,stat_aerialLost,stat_wasFouled,stat_totalCross,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_goalAssist,stat_dispossessed,stat_shotOffTarget,stat_outfielderBlock,stat_bigChanceMissed,stat_onTargetScoringAttempt,captain,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside
10462552,home,Bologna,Łukasz Skorupski,lukasz-skorupski,Ł. Skorupski,G,1,187,4403,M,lukaszskorupski28,44906,EUR,673401600,G,28,28,False,18.0,18.0,2.0,2.0,17.0,17.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,1.0,90.0,30.0,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10462552,home,Bologna,Adama Soumaoro,adama-soumaoro,A. Soumaoro,D,,187,123,M,,158573,EUR,708825600,D,5,5,False,40.0,39.0,1.0,,18.0,18.0,21.0,22.0,1.0,2.0,3.0,1.0,,,90.0,48.0,7.1,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
10462552,home,Bologna,Gary Medel,gary-medel,G. Medel,D,17,171,1841,M,,22975,EUR,554947200,D,17,17,False,100.0,92.0,20.0,18.0,49.0,51.0,43.0,49.0,1.0,2.0,1.0,7.0,,,90.0,106.0,7.5,0,2.0,2.0,,,,8.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10462552,home,Bologna,Kevin Bonifazi,kevin-bonifazi,K. Bonifazi,D,33,187,230,M,,365992,EUR,832464000,D,14,14,False,88.0,74.0,5.0,2.0,34.0,39.0,40.0,50.0,4.0,5.0,6.0,4.0,,,90.0,105.0,7.1,0,4.0,2.0,,,2.0,17.0,,2.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10462552,home,Bologna,Jerdy Schouten,jerdy-schouten,J. Schouten,M,22,185,1244,M,,844234,EUR,853027200,M,30,30,False,70.0,65.0,2.0,2.0,21.0,24.0,44.0,46.0,2.0,3.0,3.0,3.0,,,90.0,82.0,7.3,2,2.0,1.0,1.0,1.0,,8.0,1.0,,,,1.0,,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,
10462552,home,Bologna,Lorenzo De Silvestri,lorenzo-de-silvestri,L. De Silvestri,D,29,185,373,M,,14718,EUR,580348800,M,29,29,False,24.0,19.0,,,5.0,6.0,14.0,18.0,1.0,4.0,,3.0,,,81.0,42.0,6.2,4,4.0,,2.0,1.0,2.0,7.0,1.0,2.0,1.0,,,,1.0,,1.0,2.0,,3.0,2.0,,,,,,,,,,,,,
10462552,home,Bologna,Roberto Soriano,roberto-soriano,R. Soriano,M,,182,250,,,80406,EUR,665971200,M,21,21,False,31.0,24.0,2.0,1.0,4.0,5.0,21.0,28.0,2.0,2.0,,5.0,,,82.0,43.0,7.1,1,6.0,,,,1.0,12.0,5.0,,,2.0,2.0,,1.0,,1.0,1.0,,,,True,1.0,2.0,1.0,,,,,,,,,
10462552,home,Bologna,Nicolás Domínguez,nicolas-dominguez,N. Domínguez,M,16,179,3185,M,,871765,EUR,898992000,M,8,8,False,35.0,26.0,3.0,1.0,8.0,11.0,18.0,24.0,1.0,3.0,,10.0,,,71.0,50.0,7.1,2,3.0,2.0,2.0,,,10.0,,1.0,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,
10462552,home,Bologna,Charalampos Lykogiannis,charalampos-lykogiannis,C. Lykogiannīs,D,22,188,699,M,,98212,EUR,751248000,M,22,22,False,33.0,23.0,3.0,1.0,5.0,8.0,21.0,35.0,2.0,4.0,3.0,4.0,,,90.0,71.0,7.7,3,4.0,2.0,1.0,,2.0,20.0,1.0,1.0,1.0,10.0,1.0,,1.0,,,2.0,1.0,,1.0,,3.0,,1.0,,,,,,,,,
10462552,home,Bologna,Marko Arnautović,marko-arnautovic,M. Arnautović,F,89,192,8617,M,m.arnautovic7,21927,EUR,608947200,F,9,9,False,36.0,30.0,1.0,1.0,4.0,6.0,26.0,32.0,,1.0,,,,,90.0,50.0,7.0,6,5.0,,,,1.0,13.0,4.0,1.0,,2.0,2.0,1.0,2.0,,2.0,2.0,,1.0,3.0,,,,,1.0,,,,,,,,
10462552,home,Bologna,Nicola Sansone,nicola-sansone,N. Sansone,F,,175,196,M,,100580,EUR,684460800,F,10,10,False,18.0,13.0,,,2.0,4.0,12.0,21.0,1.0,3.0,,3.0,,,71.0,38.0,7.5,5,5.0,,,,1.0,15.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,,3.0,1.0,,1.0,3.0,,1.0,,1.0,1.0,Nicola,Sansone,1.0,,,,,
10462552,home,Bologna,Michel Aebischer,michel-aebischer,M. Aebischer,M,20,182,1215,M,,850891,EUR,852508800,M,20,20,True,22.0,21.0,,,8.0,8.0,13.0,14.0,,,,1.0,,,19.0,22.0,6.6,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10462552,home,Bologna,Musa Barrow,musa-barrow,M. Barrow,F,99,183,3277,M,,916680,EUR,911001600,F,99,99,True,15.0,15.0,,,3.0,3.0,12.0,13.0,,2.0,,1.0,,,19.0,20.0,6.9,0,1.0,,1.0,1.0,,3.0,1.0,,1.0,1.0,,,2.0,,,,,,,,,1.0,1.0,,,,,,,,,
10462552,home,Bologna,Andrea Cambiaso,cambiaso-andrea,A. Cambiaso,D,27,181,7434,M,andrea_cambiaso,917048,EUR,951004800,D,50,50,True,4.0,4.0,,,2.0,2.0,2.0,4.0,,,1.0,,,,9.0,8.0,6.6,0,,,,,,2.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
