match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_outfielderBlock,stat_challengeLost,stat_accurateCross,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAShot,stat_penaltyWon
12528094,home,Adana Demirspor,Murat Uğur Eser,Murat Ugur Eser,murat-ugur-eser,M. U. Eser,G,25,191.0,34,M,1550761,EUR,1117843200,G,25,25,False,35.0,19.0,26.0,10.0,0.0,12.0,17.0,7.0,18.0,1.0,1.0,9.0,1.0,1.0,5.0,1.0,8.0,90.0,50.0,8.1,16.0,0.00098506,0.0,1.0443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528094,home,Adana Demirspor,Breyton Fougeu,Breyton,breyton-fougeu,B. Fougeu,F,,175.0,51,M,1545020,EUR,1073347200,D,93,93,False,24.0,22.0,1.0,1.0,1.0,15.0,16.0,7.0,9.0,3.0,7.0,6.0,,1.0,,,,82.0,46.0,7.3,6.0,0.0877296,1.0,,Fougeu,1.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,0.0402,0.2656,2.0,,,,,,,,,,,,,,,,
12528094,home,Adana Demirspor,Ali Arda Yildiz,,yildiz-ali-arda,A. A. Yildiz,D,61,183.0,12,M,2086501,EUR,1176681600,D,61,61,False,38.0,32.0,6.0,3.0,0.0,24.0,25.0,8.0,13.0,2.0,3.0,6.0,,2.0,,,,90.0,47.0,6.7,6.0,0.00952833,0.0,,,,,,,,,4.0,,3.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,
12528094,home,Adana Demirspor,Yusuf Bugra Demirkiran,,demirkiran-yusuf-bugra,Y. B. Demirkiran,D,23,187.0,14,M,2086502,EUR,1142985600,D,53,53,False,18.0,13.0,4.0,1.0,0.0,11.0,13.0,2.0,5.0,,1.0,2.0,,,,,,74.0,24.0,6.4,5.0,0.00049733,0.0,,,,,,,,,1.0,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,,
12528094,home,Adana Demirspor,Gokdeniz Tunc,,tunc-gokdeniz,G. Tunc,F,22,176.0,9,M,2086510,EUR,1154908800,D,13,13,False,20.0,18.0,2.0,1.0,0.0,13.0,15.0,5.0,5.0,3.0,2.0,3.0,,1.0,,,,61.0,32.0,6.5,4.0,0.00303595,0.0,,,,1.0,,1.0,1.0,,1.0,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,
12528094,home,Adana Demirspor,Ali Yavuz Kol,,ali-yavuz-kol,A. Y. Kol,M,11,175.0,109,M,910091,EUR,980726400,M,80,80,False,26.0,15.0,1.0,,1.0,3.0,5.0,13.0,26.0,11.0,10.0,5.0,,3.0,,,,82.0,56.0,6.8,23.0,0.110701,3.0,,,5.0,2.0,3.0,8.0,3.0,,1.0,1.0,2.0,1.0,2.0,2.0,0.1234,,3.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,
12528094,home,Adana Demirspor,Bunyamin Balat,,bunyamin-balat,B. Balat,M,,172.0,28,M,996317,EUR,852422400,M,21,21,False,39.0,30.0,5.0,2.0,0.0,11.0,13.0,19.0,26.0,8.0,7.0,7.0,,,,,,90.0,60.0,6.8,16.0,0.0971539,1.0,,,,1.0,,4.0,2.0,1.0,2.0,,2.0,1.0,,3.0,0.0193,0.1712,2.0,,1.0,,4.0,,,,,,,,,,,,
12528094,home,Adana Demirspor,Tayfun Aydoğan,,tayfun-aydogan,T. Aydoğan,M,8,175.0,43,M,816435,EUR,833328000,M,8,8,False,43.0,37.0,6.0,3.0,0.0,21.0,22.0,16.0,22.0,3.0,4.0,5.0,,1.0,,,,90.0,56.0,7.6,8.0,0.190727,1.0,,,1.0,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,1.0,,1.0,0.0377,0.0646,4.0,,,,1.0,,,2.0,,,,,,,,,
12528094,home,Adana Demirspor,Abat Aimbetov,,abat-aimbetov,A. Aimbetov,F,,184.0,999,M,189193,EUR,807753600,F,17,17,False,9.0,7.0,,,0.0,4.0,5.0,3.0,4.0,2.0,3.0,1.0,,,,,,82.0,20.0,6.6,6.0,0.001774,1.0,,,,1.0,,,,,,,1.0,1.0,2.0,2.0,0.142,,,,,,1.0,1.0,,,1.0,,,,,,,,
12528094,home,Adana Demirspor,Ozan Demirbağ,Ozan Demirbag,ozan-demirbag,O. Demirbağ,F,99,178.0,189,M,1654166,EUR,1202774400,M,60,60,False,23.0,18.0,,,0.0,7.0,9.0,11.0,14.0,10.0,6.0,4.0,,3.0,,,,90.0,42.0,6.6,9.0,0.0336112,5.0,,,,5.0,3.0,2.0,1.0,2.0,1.0,1.0,,,2.0,2.0,0.3023,0.2573,3.0,,1.0,,1.0,1.0,2.0,,1.0,1.0,,,,,,,
