match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,player_firstName,player_lastName,player_sofascoreId,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalOffside,stat_bigChanceMissed,stat_goals,stat_outfielderBlock,stat_fouls,stat_wasFouled,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_dispossessed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalsPrevented
10389862,home,Stade Rennais,Steve Mandanda,steve-mandanda,S. Mandanda,G,30,185,792,M,27029,EUR,480816000,G,30,30,False,32.0,27.0,9.0,6.0,22.0,24.0,5.0,8.0,9.0,1.0,2.0,90.0,42.0,6.7,5.0,0.0,0.0,0.0016231,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389862,home,Stade Rennais,Hamari Traoré,hamari-traore,H. Traoré,D,14,175,4235,M,362014,EUR,696470400,D,27,27,False,62.0,52.0,3.0,,28.0,30.0,24.0,34.0,6.0,,,81.0,78.0,7.1,14.0,0.2441,0.0442,0.222387,3,,,hamarintos27,True,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
10389862,home,Stade Rennais,Warmed Omari,omari-warmed,W. Omari,D,17,185,538,M,999030,EUR,956448000,D,23,23,False,87.0,83.0,4.0,4.0,57.0,60.0,26.0,27.0,3.0,,,90.0,92.0,7.2,5.0,0.0,0.0,0.012931,0,,,,,,,2.0,,3.0,,,,,2.0,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10389862,home,Stade Rennais,Arthur Theate,arthur-theate,A. Theate,D,3,186,2210,M,965778,EUR,959212800,D,5,5,False,71.0,65.0,6.0,2.0,44.0,45.0,21.0,26.0,6.0,,,90.0,82.0,8.0,7.0,0.6819,0.6813,0.00913396,5,,,,,,,,2.0,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,,,,,1.0,,1.0,1.0,2.0,,,,,,,,,,
10389862,home,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,18,18,False,37.0,33.0,1.0,1.0,20.0,21.0,13.0,17.0,4.0,,,90.0,57.0,7.2,6.0,0.0328,0.0,0.0203308,1,,,,,1.0,,1.0,1.0,3.0,,,,1.0,,2.0,1.0,1.0,,,,3.0,,,,,1.0,,,,,,,,,
10389862,home,Stade Rennais,Baptiste Santamaria,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,False,52.0,48.0,3.0,2.0,22.0,23.0,26.0,31.0,9.0,,,77.0,63.0,7.4,7.0,0.0775,0.0,0.0322832,1,,,,,2.0,1.0,3.0,1.0,7.0,,1.0,,,,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,,1.0,,,,,,,,
10389862,home,Stade Rennais,Jérémy Doku,jeremy-doku,J. Doku,M,11,173,69678,M,934386,EUR,1022457600,M,10,10,False,49.0,47.0,2.0,1.0,8.0,8.0,41.0,44.0,5.0,,,88.0,73.0,9.4,10.0,0.1481,0.0,0.885745,2,,,Dokss,,3.0,,,1.0,9.0,,1.0,,1.0,,1.0,,5.0,6.0,7.0,6.0,,,,,,,2.0,2.0,2.0,2.0,,,,,
10389862,home,Stade Rennais,Benjamin Bourigeaud,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,64.0,55.0,8.0,6.0,19.0,20.0,41.0,53.0,3.0,,,87.0,90.0,9.2,16.0,1.0383,0.4892,0.432777,4,,,,,9.0,,,1.0,3.0,,1.0,2.0,1.0,,2.0,1.0,1.0,5.0,,,2.0,,1.0,1.0,,,1.0,,5.0,1.0,1.0,,,,
10389862,home,Stade Rennais,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,21,21,False,48.0,41.0,5.0,2.0,13.0,13.0,29.0,38.0,8.0,,,90.0,66.0,7.2,12.0,0.4267,0.3278,0.310076,3,,,lovromajer,,3.0,2.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,,3.0,3.0,1.0,2.0,,,,,1.0,,,1.0,2.0,,1.0,,1.0,,,,
10389862,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,M,19,19,False,27.0,20.0,,,6.0,7.0,14.0,20.0,5.0,,,90.0,41.0,6.9,13.0,0.6161,0.0,0.835929,4,,,amine_gouiri,,,,,5.0,2.0,1.0,4.0,,,,1.0,1.0,2.0,2.0,3.0,,,,1.0,,,,1.0,,,2.0,1.0,1.0,,,
