match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_totalOffside,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_fouls,stat_aerialLost,stat_keyPass,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_onTargetScoringAttempt,captain,stat_outfielderBlock,stat_shotOffTarget,stat_hitWoodwork,stat_goals,stat_blockedScoringAttempt,stat_punches,stat_bigChanceMissed,player_sofascoreId
10570022,home,Bradford City,Harry Lewis,,,harry-lewis,H. Lewis,G,21,191.0,26,M,815927,EUR,882576000,G,1,1,False,33.0,23.0,24.0,14.0,13.0,16.0,10.0,17.0,1.0,2.0,10.0,2.0,3.0,4.0,1.0,1.0,90.0,50.0,6.9,11.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10570022,home,Bradford City,Brad Halliday,,,brad-halliday,B. Halliday,M,16,180.0,41,M,822341,EUR,805334400,D,2,2,False,29.0,19.0,5.0,3.0,11.0,15.0,8.0,15.0,8.0,2.0,11.0,,,,,,90.0,58.0,7.3,15.0,0,1.0,1.0,1.0,6.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10570022,home,Bradford City,Matthew Platt,,,matthew-platt,M. Platt,D,5,188.0,17,M,872329,EUR,875836800,D,5,5,False,40.0,28.0,13.0,6.0,19.0,20.0,9.0,20.0,6.0,5.0,3.0,,,,,,90.0,59.0,6.7,16.0,0,,,,4.0,3.0,3.0,1.0,,1.0,5.0,3.0,1.0,3.0,1.0,,,,,,,,,,,,,,,
10570022,home,Bradford City,Romoney Crichlow,,,romoney-crichlow,R. Crichlow,D,24,184.0,28,M,994677,EUR,928368000,D,24,24,False,28.0,25.0,3.0,1.0,16.0,17.0,9.0,11.0,1.0,5.0,2.0,,,,,,90.0,39.0,6.0,5.0,0,,1.0,,,,1.0,,,1.0,5.0,3.0,,2.0,,1.0,,,,,,,,,,,,,,
10570022,home,Bradford City,Liam Ridehalgh,Liam,Ridehalgh,liam-ridehalgh,L. Ridehalgh,D,3,178.0,6,M,73584,EUR,672105600,D,3,3,False,19.0,13.0,7.0,3.0,4.0,6.0,9.0,15.0,4.0,1.0,2.0,,,,,,90.0,35.0,6.7,9.0,0,2.0,,,3.0,2.0,1.0,,,1.0,2.0,1.0,,2.0,1.0,,2.0,,,,,,,,,,,,,
10570022,home,Bradford City,Scott Banks,,,scott-banks,S. Banks,M,18,183.0,119,M,944027,EUR,978307200,M,12,12,False,15.0,11.0,2.0,2.0,6.0,8.0,6.0,9.0,4.0,1.0,3.0,,,,,,74.0,28.0,7.0,7.0,1,2.0,2.0,1.0,1.0,1.0,1.0,2.0,,,3.0,2.0,,1.0,,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,
10570022,home,Bradford City,Richard Smallwood,Richard,Smallwood,richard-smallwood,R. Smallwood,M,36,180.0,31,M,124698,EUR,662428800,M,6,6,False,30.0,23.0,3.0,1.0,12.0,12.0,11.0,19.0,6.0,2.0,5.0,,,,,,82.0,46.0,6.9,10.0,0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,,,4.0,,1.0,3.0,3.0,,,,,,,True,1.0,,,,,,,
10570022,home,Bradford City,Alex Gilliead,,,alex-gilliead,A. Gilliead,M,20,183.0,23,M,284451,EUR,823996800,M,11,11,False,17.0,13.0,3.0,1.0,8.0,8.0,5.0,9.0,2.0,1.0,3.0,,,,,,71.0,32.0,6.6,7.0,0,,,,2.0,2.0,2.0,,,,6.0,3.0,,6.0,3.0,,,,,,,,,,,,,,,
10570022,home,Bradford City,Harry Chapman,,,harry-chapman,H. Chapman,M,32,177.0,13,M,833062,EUR,878688000,M,20,20,False,22.0,18.0,4.0,2.0,5.0,5.0,13.0,18.0,2.0,1.0,7.0,,,,,,82.0,38.0,6.6,11.0,1,1.0,3.0,1.0,1.0,,2.0,,,,4.0,1.0,1.0,3.0,,,,,,,,,1.0,1.0,,,,,,
10570022,home,Bradford City,Kian Harratt,,,kian-harratt,K. Harratt,F,29,179.0,38,M,1004096,EUR,1024617600,F,23,23,False,14.0,8.0,,,5.0,6.0,3.0,10.0,,,1.0,,,,,,90.0,22.0,6.6,12.0,1,2.0,,,,,4.0,,2.0,,1.0,1.0,,,,,,,,,,,,1.0,1.0,,,,,
