match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_outfielderBlock,stat_fouls,stat_totalTackle,stat_totalContest,stat_onTargetScoringAttempt,stat_wonTackle,stat_keyPass,captain,stat_blockedScoringAttempt,stat_wonContest,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,player_sofascoreId,stat_accurateCross,stat_hitWoodwork,stat_goals,stat_goalAssist
10389941,home,Auxerre,Benoît Costil,benoit-costil,B. Costil,G,188,146,M,26965,EUR,552268800,G,23,23,False,28.0,18.0,17.0,7.0,12.0,15.0,6.0,13.0,8.0,4.0,5.0,90.0,37.0,7.2,10.0,0.0,0.0,0.003719,0,0.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389941,home,Auxerre,Paul Joly,paul-joly,P. Joly,D,182,234,M,1130986,EUR,960336000,D,26,26,False,61.0,47.0,15.0,6.0,24.0,28.0,23.0,37.0,4.0,,,90.0,88.0,6.2,21.0,0.0034,0.0,0.0160637,1,,Paul Joly,,26,4.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10389941,home,Auxerre,Jubal,jubal,Jubal,D,190,384,M,329195,EUR,746582400,D,4,4,False,43.0,40.0,11.0,8.0,29.0,31.0,11.0,12.0,1.0,,,90.0,53.0,6.6,3.0,0.0,0.0,0.00706205,0,,,,5,,,3.0,2.0,,,,,4.0,3.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,
10389941,home,Auxerre,Alexandre Coeff,alexandre-coeff,A. Coeff,D,184,94,M,73057,EUR,698544000,D,20,20,False,41.0,36.0,6.0,3.0,25.0,25.0,11.0,16.0,3.0,,,90.0,53.0,6.7,5.0,0.0,0.0,0.00486831,0,,,,29,,1.0,2.0,3.0,1.0,,,,8.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,
10389941,home,Auxerre,Gideon Mensah,gideon-mensah,G. Mensah,D,177,2401,M,844942,EUR,900720000,D,14,14,False,58.0,49.0,8.0,5.0,19.0,21.0,30.0,39.0,10.0,,,90.0,78.0,6.7,14.0,0.018,0.0323,0.0832533,1,,,,14,2.0,,7.0,4.0,2.0,,,,,2.0,1.0,,1.0,,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,
10389941,home,Auxerre,Birama Touré,birama-toure,B. Touré,M,183,136,M,246507,EUR,707788800,M,12,12,False,44.0,36.0,6.0,4.0,20.0,22.0,16.0,22.0,6.0,,,90.0,59.0,7.3,8.0,0.0674,0.0,0.0084054,2,,,,60,,,3.0,8.0,2.0,,,1.0,,6.0,,1.0,3.0,,1.0,4.0,,,1.0,,True,1.0,,,,,,,,,
10389941,home,Auxerre,Gauthier Hein,gauthier-hein,G. Hein,M,170,632,M,842391,EUR,839376000,M,7,7,False,30.0,27.0,7.0,7.0,10.0,10.0,17.0,22.0,6.0,,,69.0,50.0,7.3,10.0,0.3517,0.2124,0.0437234,1,,,,10,2.0,,2.0,6.0,,2.0,,,,2.0,2.0,2.0,,,,4.0,,1.0,4.0,1.0,,,,,,,,,,,
10389941,home,Auxerre,Hamza Sakhi,hamza-sakhi,H. Sakhi,M,172,812,M,340547,EUR,834105600,M,22,22,False,31.0,28.0,4.0,4.0,12.0,12.0,16.0,24.0,4.0,,,90.0,49.0,7.0,13.0,0.0925,0.0,0.0124937,1,,,,78,5.0,1.0,3.0,6.0,1.0,1.0,,1.0,,,3.0,1.0,,,,4.0,1.0,,2.0,1.0,,,1.0,,,,,,,,
10389941,home,Auxerre,Rayan Raveloson,rayan-raveloson,R. Raveloson,M,182,2740,M,757742,EUR,853372800,M,97,97,False,19.0,16.0,,,4.0,4.0,12.0,15.0,4.0,,,57.0,36.0,6.4,10.0,0.0,0.0,0.0261422,0,,,,45,,1.0,6.0,5.0,,2.0,,,1.0,2.0,2.0,2.0,1.0,,,1.0,4.0,,,,,,1.0,1.0,,,,,,,
10389941,home,Auxerre,Mathias Autret,mathias-autret,M. Autret,M,179,39,M,101451,EUR,667785600,M,29,29,False,39.0,33.0,5.0,3.0,13.0,14.0,20.0,26.0,5.0,,,69.0,46.0,6.8,11.0,0.0,0.0,0.345212,0,,,,,1.0,,2.0,1.0,,1.0,,,,1.0,1.0,,,,,1.0,1.0,,,2.0,,,,,1.0,,,,,,
10389941,home,Auxerre,Nuno Da Costa,nuno-da-costa,N. Da Costa,F,184,1014,M,209374,EUR,666144000,F,9,9,False,16.0,12.0,,,5.0,5.0,7.0,11.0,2.0,,,78.0,27.0,7.0,7.0,0.0,0.0,0.170269,0,,,,10,,3.0,5.0,7.0,2.0,,,,,1.0,2.0,1.0,2.0,,,2.0,2.0,,2.0,1.0,,,2.0,,,,,,,,
10389941,home,Auxerre,M'Baye Niang,mbaye-niang,M. Niang,F,188,1652,M,139228,EUR,787795200,F,11,11,True,8.0,5.0,,,1.0,2.0,4.0,6.0,,,,33.0,13.0,6.5,6.0,0.0,0.0,0.0018732,0,,,,29,,1.0,3.0,4.0,,,,,,,2.0,,3.0,,1.0,1.0,1.0,,,,,,,,,,,,,,
10389941,home,Auxerre,Gaëtan Perrin,gaetan-perrin,G. Perrin,M,169,447,M,827506,EUR,834105600,F,10,10,True,7.0,5.0,2.0,1.0,3.0,3.0,2.0,4.0,2.0,,,21.0,14.0,6.4,6.0,0.0,0.0,0.00871222,0,,,,28,,,3.0,2.0,1.0,1.0,,,,,1.0,1.0,,,,,2.0,,,,,,1.0,,,,,,,,
10389941,home,Auxerre,Lassine Sinayoko,sinayoko-lassine,L. Sinayoko,F,186,10455,M,927005,EUR,944611200,F,17,17,True,5.0,3.0,,,,1.0,3.0,4.0,3.0,,,21.0,10.0,6.4,4.0,0.0605,0.0,0.00343524,1,,,,10,,,2.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,
10389941,home,Auxerre,Youssouf M'Changama,youssouf-mchangama,Y. M'Changama,M,175,694,M,197550,EUR,651888000,M,6,6,True,8.0,8.0,,,5.0,5.0,3.0,4.0,,,,12.0,13.0,6.7,1.0,0.0097,0.0,0.00047921,1,,,,10,1.0,,,2.0,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
10389941,home,Auxerre,Donovan Léon,donovan-leon,D. Léon,G,186,316,M,159837,EUR,720748800,G,16,16,True,,,,,,,,,,,,,,,,,0.0,,0,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389941,home,Auxerre,Brayann Pereira,brayann-pereira,B. Pereira,D,172,175,M,1012639,EUR,1053475200,D,2,2,True,,,,,,,,,,,,,,,,,0.0,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
