match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_shotValueNormalized,stat_bigChanceMissed,stat_outfielderBlock,stat_keyPass,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_errorLeadToAShot,stat_goals,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalOffside,stat_hitWoodwork
14288995,home,Rio Ave,Ennio Van Der Gouw,ennio-van-der-gouw,E. V. D. Gouw,G,99,195.0,75,M,1005270,EUR,978307200,G,99,99,False,34.0,25.0,10.0,1.0,0.0,24.0,25.0,1.0,9.0,1.0,4.0,1.0,1.0,1.0,90.0,39.0,6.1,9.0,0.0002986,70.341737709803,11.0,47.131495600761,0.0,0.2178,0,-1.2241,0.01,0.03,-0.18,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14288995,home,Rio Ave,Marios Vrousai,marios-vrousai,M. Vrousai,D,17,183.0,245,M,848521,EUR,899337600,D,17,17,False,46.0,36.0,2.0,2.0,0.0,15.0,15.0,21.0,31.0,,10.0,,,,90.0,82.0,6.6,17.0,0.0167679,137.22142954906,20.0,29.638484561953,1.0,,5,,0.03,0.39,-0.31,,,,True,2.0,1.0,2.0,6.0,12.0,1.0,4.0,3.0,2.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,3.0,0.3215,0.0899,11.524277416278,12.22257403332,-0.51,,,,,,,,,,,,,,
14288995,home,Rio Ave,Jakub Brabec,jakub-brabec,J. Brabec,D,32,186.0,152,M,72020,EUR,713059200,D,32,32,False,82.0,76.0,8.0,5.0,0.0,58.0,58.0,18.0,24.0,4.0,6.0,,,,90.0,91.0,6.5,6.0,0.00837231,201.04548176129,33.0,69.232307209913,0.0,,0,,0.26,0.09,-0.3,,,,,,1.0,,1.0,2.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14288995,home,Rio Ave,Gustavo Mancha,gustavo-mancha,G. Mancha,D,39,190.0,583,M,2034540,EUR,1089849600,D,39,39,False,96.0,81.0,16.0,7.0,0.0,62.0,65.0,19.0,31.0,2.0,5.0,,,,90.0,104.0,6.5,16.0,0.0118617,339.05307277832,44.0,177.27828909419,0.0,,1,,0.18,0.15,-0.35,,,,,,1.0,1.0,3.0,3.0,,,,,,1.0,,1.0,,1.0,1.0,3.0,0.071,,,,-0.1,,,,,,,,,,,,,,
14288995,home,Rio Ave,Omar Richards,omar-richards,O. Richards,D,77,174.0,527,M,892483,EUR,887500800,D,77,77,False,50.0,50.0,2.0,2.0,0.0,29.0,29.0,21.0,21.0,,4.0,,,,89.0,69.0,6.8,5.0,0.014601,134.85173715259,23.0,19.034269881546,0.0,,0,,0.16,0.03,-0.28,,,,,4.0,,1.0,1.0,5.0,,1.0,,,,,1.0,1.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,
14288995,home,Rio Ave,Tamás Nikitscher,nikitscher-tamas,T. Nikitscher,M,44,193.0,969,M,1393242,EUR,941587200,M,44,44,False,29.0,25.0,2.0,,0.0,15.0,16.0,10.0,13.0,,3.0,,,,60.0,41.0,6.4,7.0,0.0145993,82.229694232977,13.0,24.996204564824,0.0,,1,,0.08,0.09,-0.1,,,,,,1.0,,3.0,2.0,2.0,,,1.0,,,3.0,,,1.0,2.0,,0.0918,,,,-0.18,1.0,,,,,,,,,,,,,
14288995,home,Rio Ave,Andreas Ndoj,andreas-ndoj,A. Ndoj,D,5,190.0,433,M,1005992,EUR,1044144000,M,5,5,False,50.0,38.0,8.0,2.0,1.0,11.0,12.0,27.0,38.0,,10.0,,,,84.0,64.0,7.7,13.0,0.152379,176.93809643641,18.0,102.05702161256,3.0,,1,,0.51,0.36,0.33,,,,,,6.0,1.0,8.0,7.0,,1.0,1.0,,,1.0,2.0,2.0,2.0,,3.0,3.0,0.0306,,23.605055144149,77.299348285375,-0.08,,2.0,3.0,,,,,,,,,,,
14288995,home,Rio Ave,Diogo Bezerra,diogo-bezerra,D. Bezerra,M,7,186.0,119,M,1176881,EUR,1026777600,M,7,7,False,34.0,26.0,4.0,3.0,0.0,4.0,5.0,22.0,29.0,,5.0,,,,90.0,83.0,7.3,33.0,0.439886,197.60738608922,24.0,95.781076714341,4.0,,3,,0.84,0.37,-0.35,,Diogo Bezerra,,,18.0,1.0,,10.0,9.0,2.0,8.0,5.0,1.0,2.0,,1.0,1.0,1.0,6.0,3.0,2.0,0.3677,0.3105,18.715932797165,84.766773981576,-0.65,1.0,,3.0,5.0,2.0,1.0,1.0,,,,,,,
14288995,home,Rio Ave,Jalen Blesa,jalen-blesa,J. Blesa,F,11,187.0,182,M,1499082,EUR,981331200,M,11,11,False,26.0,20.0,1.0,,0.0,9.0,10.0,11.0,16.0,,4.0,,,,90.0,38.0,7.6,8.0,0.110663,63.604971362913,6.0,5.0190693532141,0.0,,2,,-0.07,-0.12,-0.13,,,,,1.0,,4.0,2.0,6.0,,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,0.1533,0.3126,,,0.5,,,1.0,,,,,1.0,,,,,,
14288995,home,Rio Ave,Dario Špikić,dario-spikic,D. Špikić,M,18,183.0,794,M,826024,EUR,922060800,M,18,18,False,18.0,14.0,1.0,,0.0,5.0,6.0,9.0,12.0,,3.0,,,,60.0,30.0,6.4,7.0,0.00726373,103.13562484714,13.0,21.029094205458,1.0,,2,,-0.18,0.09,-0.06,,,,,1.0,1.0,,2.0,6.0,1.0,1.0,1.0,1.0,,1.0,,2.0,2.0,1.0,3.0,,0.1051,,12.445607617749,17.267027103703,-0.31,,,1.0,,,,,,,,,,,
14288995,home,Rio Ave,Tamblé Monteiro,tamble-monteiro,T. Monteiro,F,9,191.0,317,M,1094384,EUR,974246400,F,9,9,False,22.0,15.0,,,0.0,3.0,4.0,12.0,18.0,,4.0,,,,90.0,30.0,6.0,12.0,0.0182906,46.240589980851,7.0,-10.953867168102,0.0,,0,,-0.01,-0.51,-0.02,,,,,,6.0,3.0,11.0,5.0,1.0,2.0,1.0,,,,,,,3.0,1.0,3.0,,,,,,,,,,,,,,,,,,,
14288995,home,Rio Ave,Antonis Papakanellos,papakanellos-antonis,A. Papakanellos,M,19,186.0,647,M,1196014,EUR,1123718400,M,19,19,True,21.0,16.0,,,0.0,4.0,4.0,12.0,17.0,,1.0,,,,30.0,32.0,6.6,11.0,0.141193,70.607764505774,11.0,7.5243912999965,0.0,,0,,0.15,0.01,-0.06,,Antonis Papakanellos,,,4.0,1.0,,5.0,3.0,,4.0,1.0,,,,,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,
14288995,home,Rio Ave,Ole Pohlmann,ole-pohlmann,O. Pohlmann,M,80,184.0,237,M,930273,EUR,986428800,M,80,80,True,15.0,15.0,2.0,2.0,0.0,5.0,5.0,10.0,10.0,,1.0,,,,30.0,26.0,6.8,5.0,0.00352955,73.519747664983,6.0,30.8214292836,2.0,,3,,0.05,0.15,0.15,,,,,1.0,,1.0,4.0,2.0,2.0,1.0,,1.0,2.0,,,,,1.0,1.0,1.0,0.1901,0.2565,12.081339049532,30.804392938459,-0.08,,,,,,,,,,,,,,
14288995,home,Rio Ave,Ryan Guilherme,ryan,Ryan,M,8,185.0,555,M,1105850,EUR,1039219200,M,8,8,True,15.0,12.0,,,0.0,2.0,2.0,10.0,13.0,,4.0,,,,12.0,17.0,6.7,3.0,0.00361084,53.884048639675,8.0,17.538884970085,0.0,,0,,0.02,0.04,-0.03,,Ryan,,,,,1.0,1.0,3.0,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,
14288995,home,Rio Ave,João Graça,joao-graca,J. Graça,M,21,177.0,46,M,309296,EUR,803433600,M,21,21,True,6.0,6.0,,,0.0,3.0,3.0,3.0,3.0,,,,,,8.0,8.0,6.8,1.0,0.0198108,30.845297376732,4.0,20.200380893563,0.0,,0,,0.15,0.03,0.13,,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,
14288995,home,Rio Ave,Kevin Chamorro,kevin-chamorro,K. Chamorro,G,22,183.0,262,M,905406,EUR,955152000,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
