match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_clearanceOffLine,stat_outfielderBlock,stat_unsuccessfulTouch,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_expectedGoals,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialLost,stat_challengeLost,stat_wonContest,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_punches,stat_errorLeadToAShot,stat_totalOffside
12437532,home,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,TheOctopus,70988,EUR,705542400,G,1,1,False,29.0,23.0,14.0,8.0,0.0,18.0,18.0,5.0,11.0,1.0,11.0,2.0,3.0,5.0,90.0,45.0,8.1,6.0,0.00674596,1.0,0,-0.0371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437532,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,61.0,57.0,3.0,3.0,1.0,27.0,29.0,30.0,36.0,,4.0,,,,90.0,77.0,7.5,11.0,0.0354087,1.0,0,,,,True,4.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437532,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,D,14,14,False,56.0,53.0,4.0,2.0,0.0,36.0,37.0,17.0,19.0,,7.0,,,,90.0,67.0,6.8,3.0,0.0177661,1.0,1,,,,,,,,,,,2.0,,,1.0,1.0,3.0,1.0,0.2621,,,,,,,,,,,,,,,,
12437532,home,Real Madrid,Raúl Asencio,raul-asencio,R. Asencio,D,17,184,117937,M,asencio,1156645,EUR,1045094400,D,35,35,False,43.0,41.0,1.0,,0.0,33.0,34.0,8.0,9.0,,5.0,,,,67.0,50.0,7.1,2.0,0.00979651,1.0,0,,,,,,,,2.0,,,,,,,,3.0,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12437532,home,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,frangarci11,851271,EUR,934588800,D,20,20,False,66.0,60.0,5.0,2.0,0.0,33.0,35.0,27.0,32.0,,3.0,,,,90.0,76.0,6.8,8.0,0.0834087,2.0,1,,,,,1.0,,1.0,2.0,,,,1.0,,,1.0,1.0,,0.0339,,2.0,2.0,,1.0,,,,,,,,,,,
12437532,home,Real Madrid,Dani Ceballos,dani-ceballos,D. Ceballos,M,19,179,67396,M,Danifuli10,547838,EUR,839376000,M,19,19,False,66.0,65.0,2.0,2.0,0.0,33.0,33.0,32.0,33.0,,5.0,,,,74.0,69.0,7.0,1.0,0.0178181,1.0,1,,,,,,,1.0,2.0,,,,,,,1.0,,,0.0207,,1.0,1.0,1.0,,1.0,,,,,,,,,,
12437532,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,8,8,False,65.0,63.0,2.0,1.0,0.0,25.0,26.0,38.0,40.0,1.0,6.0,,,,90.0,75.0,7.1,6.0,0.112802,1.0,0,,,,,1.0,1.0,2.0,3.0,3.0,,1.0,1.0,,,,,1.0,,,1.0,1.0,,,,1.0,,,,,,,,,
12437532,home,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,399381,M,AGüler,1091116,EUR,1109289600,M,15,15,False,62.0,62.0,3.0,3.0,1.0,19.0,19.0,45.0,48.0,2.0,2.0,,,,83.0,77.0,8.7,6.0,0.536183,3.0,4,,Arda Guler,,,5.0,,4.0,2.0,1.0,,,2.0,1.0,2.0,1.0,,,0.6267,,1.0,1.0,,,2.0,1.0,2.0,1.0,3.0,1.0,1.458,,,,
12437532,home,Real Madrid,Jude Bellingham,jude-bellingham,J. Bellingham,M,5,188,1013050,M,JudeBell,991011,EUR,1056844800,M,5,5,False,64.0,57.0,6.0,6.0,1.0,20.0,20.0,37.0,45.0,,7.0,,,,90.0,86.0,7.3,15.0,0.0572194,1.0,3,,,,,1.0,2.0,7.0,8.0,3.0,,,1.0,1.0,,3.0,1.0,1.0,0.1374,,2.0,,3.0,,,1.0,,4.0,,,,,,,
12437532,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,ViniJr,868812,EUR,963360000,M,7,7,False,45.0,35.0,5.0,4.0,0.0,7.0,8.0,28.0,37.0,,5.0,,,,90.0,68.0,7.4,19.0,0.206085,1.0,2,,,,,,,4.0,9.0,8.0,,,3.0,,,2.0,,,0.0727,,1.0,1.0,3.0,,,5.0,,1.0,,,,,,,
