match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_aerialWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_keyPass,stat_shotOffTarget,stat_goals,stat_lastManTackle,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_penaltyMiss,stat_penaltyWon
11396205,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,True,36.0,10.0,33.0,7.0,4.0,6.0,6.0,30.0,1.0,14.0,1.0,1.0,1.0,4.0,2.0,5.0,90.0,47.0,7.2,26.0,0.0030431,0,1.3149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396205,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,,31.0,22.0,7.0,4.0,13.0,17.0,9.0,16.0,3.0,5.0,,,,,,,90.0,51.0,7.5,11.0,0.0269602,0,,2.0,1.0,8.0,2.0,4.0,1.0,2.0,7.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396205,home,1. FSV Mainz 05,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2107,M,924378,EUR,1008806400,D,3,3,False,,20.0,14.0,2.0,,8.0,10.0,6.0,10.0,5.0,2.0,,,,,,,90.0,38.0,7.6,7.0,0.00343441,3,,,5.0,6.0,,7.0,2.0,1.0,1.0,1.0,,5.0,2.0,1.0,1.0,0.2882,0.0855,,,,,,,,,,,,,,,
11396205,home,1. FSV Mainz 05,Andreas Hanche-Olsen,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,370,M,794294,EUR,853459200,D,25,25,False,,19.0,8.0,5.0,2.0,7.0,15.0,1.0,4.0,1.0,1.0,,1.0,,,,,90.0,25.0,6.4,12.0,0.0017036,0,,,,2.0,1.0,2.0,,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11396205,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,,20.0,18.0,3.0,3.0,6.0,7.0,13.0,16.0,5.0,5.0,1.0,3.0,,,,,64.0,42.0,6.9,7.0,0.101864,0,,3.0,1.0,6.0,,,,1.0,4.0,2.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11396205,home,1. FSV Mainz 05,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2537,M,906800,EUR,946857600,M,8,8,False,,18.0,13.0,3.0,,6.0,6.0,7.0,12.0,5.0,3.0,,2.0,,,,,90.0,34.0,7.5,6.0,0.126489,4,,,2.0,2.0,1.0,2.0,,1.0,2.0,2.0,,,1.0,2.0,1.0,0.3468,0.7274,,,,,,,,1.0,1.0,1.0,,,,,
11396205,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,18,18,False,,27.0,19.0,3.0,,7.0,8.0,14.0,32.0,7.0,7.0,,2.0,,,,,90.0,59.0,6.5,26.0,0.180098,2,,13.0,1.0,3.0,,1.0,,,2.0,1.0,1.0,,,2.0,3.0,0.1517,,,,2.0,,4.0,,4.0,,,,,,,,
11396205,home,1. FSV Mainz 05,Phillipp Mwene,phillipp-mwene,P. Mwene,M,2,170,470,M,138126,EUR,759801600,M,2,2,False,,16.0,10.0,6.0,2.0,5.0,7.0,5.0,9.0,4.0,3.0,,2.0,,,,,90.0,35.0,6.7,9.0,0.01955,0,,,,6.0,1.0,4.0,,1.0,4.0,1.0,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,
11396205,home,1. FSV Mainz 05,Brajan Gruda,gruda-brajan,B. Gruda,M,10,178,2919,M,1198075,EUR,1085961600,F,43,43,False,,25.0,18.0,1.0,,5.0,5.0,14.0,24.0,13.0,1.0,,3.0,,,,,87.0,52.0,7.0,21.0,0.611613,1,,4.0,2.0,7.0,,,,,,,1.0,2.0,,,1.0,0.0352,,Brajan Gruda,,1.0,2.0,10.0,4.0,3.0,1.0,,,1.0,,,,
11396205,home,1. FSV Mainz 05,Karim Onisiwo,karim-onisiwo,K. Onisiwo,F,9,188,465,M,165413,EUR,700790400,F,9,9,False,,8.0,5.0,2.0,1.0,,,5.0,8.0,5.0,2.0,,,,,,,56.0,19.0,7.1,5.0,0.00878952,2,,,3.0,8.0,,,,1.0,1.0,1.0,4.0,3.0,1.0,,,0.0642,0.2991,,,,1.0,1.0,,,1.0,,,,,,,
