match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_outfielderBlock,captain,stat_challengeLost,stat_accurateCross,stat_keyPass,player_sofascoreId,stat_totalOffside,stat_blockedScoringAttempt,stat_shotOffTarget
10389795,home,Ajaccio,Benjamin Leroy,,,benjamin-leroy,B. Leroy,G,16,184,45,M,80392,EUR,607910400,G,1,1,False,30.0,18.0,17.0,5.0,14.0,16.0,4.0,14.0,1.0,1.0,12.0,1.0,2.0,1.0,2.0,90.0,41.0,7.5,12.0,0.0,0.0,0.00051189,0,0.193082,,,,,,,,,,,,,,,,,,,,,,
10389795,home,Ajaccio,Ismaël Diallo,,,ismael-diallo,I. Diallo,D,5,177,979,M,359208,EUR,854496000,D,3,3,False,32.0,25.0,4.0,1.0,17.0,20.0,8.0,13.0,3.0,12.0,10.0,5.0,,,,84.0,58.0,6.6,14.0,0.0,0.0,0.00452108,0,,1.0,3.0,7.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,
10389795,home,Ajaccio,Oumar Gonzalez,,,oumar-gonzalez,O. Gonzalez,D,21,186,314,M,842744,EUR,888364800,D,25,25,False,36.0,26.0,9.0,3.0,19.0,23.0,7.0,13.0,3.0,5.0,4.0,1.0,,,,90.0,44.0,7.1,10.0,0.0989,0.0979759,0.00176118,1,,,1.0,3.0,,,,3.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,
10389795,home,Ajaccio,Clement Vidal,,,clement-vidal,C. Vidal,D,5,181,43,M,940993,EUR,961286400,D,15,15,False,49.0,41.0,8.0,5.0,31.0,35.0,10.0,14.0,1.0,2.0,6.0,1.0,,,,90.0,65.0,7.8,9.0,0.0,0.0,0.0168732,0,,,2.0,2.0,,,,8.0,1.0,,,,,,3.0,,,,,,,,
10389795,home,Ajaccio,Youssouf Koné,,,youssouf-kone,Y. Koné,D,,174,242,M,333243,EUR,804902400,D,99,99,False,32.0,26.0,8.0,5.0,19.0,20.0,7.0,13.0,1.0,4.0,11.0,1.0,,,,90.0,59.0,7.0,13.0,0.0,0.0,0.00132513,0,,1.0,,3.0,2.0,,,3.0,1.0,2.0,1.0,2.0,1.0,,,,,,,,,,
10389795,home,Ajaccio,Mickaël Barreto,,,mickael-barreto,M. Barreto,M,4,174,23,M,143904,EUR,664156800,M,4,4,False,8.0,6.0,,,2.0,3.0,4.0,6.0,,1.0,2.0,,,,,17.0,15.0,6.6,5.0,0.0,0.0,0.00879383,0,,1.0,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,
10389795,home,Ajaccio,Vincent Marchetti,,,vincent-marchetti,V. Marchetti,M,4,181,112,M,795508,EUR,867974400,M,8,8,False,25.0,19.0,4.0,1.0,10.0,13.0,9.0,13.0,1.0,5.0,8.0,2.0,,,,90.0,38.0,6.2,11.0,0.0,0.0,0.00838214,0,,1.0,1.0,8.0,2.0,3.0,2.0,2.0,,,,1.0,1.0,,,True,3.0,,,,,,
10389795,home,Ajaccio,Thomas Mangani,,,thomas-mangani,T. Mangani,M,,183,41,M,14142,EUR,546652800,M,23,23,False,49.0,36.0,7.0,5.0,21.0,24.0,17.0,31.0,,2.0,4.0,2.0,,,,90.0,67.0,6.8,18.0,0.0,0.0,0.390344,0,,6.0,4.0,9.0,,,,2.0,,,,,1.0,,1.0,,4.0,2.0,2.0,,,,
10389795,home,Ajaccio,Youcef Belaïli,,,youcef-belaili,Y. Belaïli,M,11,178,24608,M,901827,EUR,700531200,M,10,10,False,22.0,18.0,1.0,1.0,9.0,10.0,9.0,14.0,,7.0,5.0,2.0,,,,62.0,43.0,6.8,15.0,0.053,0.0424987,0.00386713,1,,2.0,,5.0,3.0,4.0,2.0,,,3.0,1.0,3.0,,1.0,,,,,,belaili_youcef,,,
10389795,home,Ajaccio,Romain Hamouma,,,romain-hamouma,R. Hamouma,F,,178,82,,74139,EUR,543974400,F,17,17,False,24.0,20.0,,,8.0,8.0,13.0,19.0,,1.0,1.0,,,,,62.0,36.0,6.3,10.0,0.0,0.0,0.397789,0,,3.0,1.0,6.0,1.0,4.0,1.0,,,,,,,,,,1.0,1.0,,,,,
