match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,player_sofascoreId,stat_shotOffTarget,stat_outfielderBlock,stat_goalAssist,stat_aerialLost,stat_challengeLost,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_goals,stat_errorLeadToAGoal,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork
10385731,home,Southampton,Alex McCarthy,,,alex-mccarthy,A. McCarthy,G,1,193,297,M,45502,EUR,628646400,G,1,1,False,28.0,9.0,21.0,3.0,6.0,9.0,3.0,19.0,1.0,1.0,2.0,1.0,12.0,2.0,1.0,4.0,2.0,1.0,90.0,46.0,6.3,19.0,0.00037715,0,-0.6381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385731,home,Southampton,James Bree,,,james-bree,J. Bree,D,14,178,148,M,555406,EUR,881798400,D,14,14,False,22.0,18.0,,,12.0,15.0,6.0,7.0,,2.0,4.0,1.0,3.0,,,,,,90.0,39.0,6.2,7.0,0.00122215,1,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0331,0.0614,,,,,,,,,,,,,,,,,,,
10385731,home,Southampton,Jan Bednarek,,,jan-bednarek,J. Bednarek,D,5,189,6978,M,286085,EUR,829267200,D,35,35,False,28.0,24.0,4.0,1.0,21.0,23.0,3.0,5.0,4.0,7.0,10.0,2.0,5.0,,,,,,90.0,46.0,7.0,4.0,0.00151736,1,,,,,,,3.0,3.0,,0.0484,,janbednarek_,1.0,1.0,,,,,,,,,,,,,,,,
10385731,home,Southampton,Lyanco,,,lyanco,Lyanco,D,4,187,2875,M,797893,EUR,854755200,D,4,4,False,27.0,20.0,7.0,4.0,16.0,23.0,4.0,4.0,1.0,5.0,11.0,3.0,4.0,,,,,,90.0,55.0,7.7,8.0,0.00104866,0,,3.0,,1.0,1.0,,2.0,,,,,,,6.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
10385731,home,Southampton,Kyle Walker-Peters,,,kyle-walker-peters,K. Walker-Peters,D,2,173,1504,M,823085,EUR,860889600,D,2,2,False,25.0,21.0,,,14.0,17.0,7.0,8.0,,5.0,2.0,4.0,7.0,,,,,,90.0,58.0,6.5,11.0,0.0104352,1,,5.0,1.0,6.0,3.0,1.0,2.0,2.0,1.0,0.0381,0.228,,,,,,1.0,,,,,,,,,,,,,
10385731,home,Southampton,James Ward-Prowse,,,james-ward-prowse,J. Ward-Prowse,M,20,177,4256,M,161717,EUR,783648000,M,8,8,False,33.0,29.0,1.0,,17.0,19.0,12.0,14.0,,2.0,2.0,2.0,6.0,,,,,,87.0,45.0,7.4,5.0,0.0439655,2,,5.0,,,,2.0,2.0,2.0,1.0,0.151,0.3394,prowsey16,,3.0,,2.0,3.0,,,,True,1.0,,,,,,,,
10385731,home,Southampton,Roméo Lavia,Romeo Lavia,,romeo-lavia,R. Lavia,M,45,181,16643,M,1069488,EUR,1073347200,M,45,45,False,22.0,19.0,2.0,1.0,11.0,13.0,8.0,9.0,1.0,4.0,1.0,1.0,2.0,,,,,,62.0,36.0,6.2,5.0,0.00289497,0,,3.0,,1.0,,,3.0,3.0,1.0,,,romeolavia,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,
10385731,home,Southampton,Theo Walcott,,,theo-walcott,T. Walcott,M,,176,709,,10501,EUR,606009600,M,32,32,False,11.0,8.0,,,4.0,5.0,6.0,9.0,,4.0,,,4.0,,,,,,77.0,23.0,7.2,6.0,0.501478,1,,,,1.0,1.0,,1.0,1.0,2.0,0.0873,,,1.0,,1.0,,,2.0,,3.0,,,,3.0,2.0,1.0,,,,
10385731,home,Southampton,Carlos Alcaraz,,,carlos-alcaraz,C. Alcaraz,M,24,183,6146,M,1017392,EUR,1038614400,M,26,26,False,25.0,21.0,3.0,2.0,9.0,10.0,12.0,15.0,,8.0,2.0,,4.0,,,,,,90.0,50.0,6.4,13.0,0.0914745,1,,10.0,2.0,6.0,3.0,1.0,2.0,,3.0,0.0812,0.1785,_alcaraz22,,1.0,1.0,2.0,3.0,3.0,,2.0,,,,,,,,,,
10385731,home,Southampton,Mohamed Elyounoussi,,,mohamed-elyounoussi,M. Elyounoussi,M,10,176,2069,M,119151,EUR,775958400,M,24,24,False,17.0,11.0,,,6.0,9.0,6.0,10.0,2.0,5.0,,,2.0,,,,,,64.0,29.0,6.9,8.0,0.0256306,2,,3.0,,1.0,,1.0,2.0,1.0,,0.6295,0.844,,1.0,,,,,1.0,2.0,,,,,2.0,1.0,,,,,
10385731,home,Southampton,Kamaldeen Sulemana,,,kamaldeen-sulemana,K. Sulemana,F,7,174,8299,M,1019442,EUR,1013731200,F,20,20,False,12.0,6.0,,,2.0,3.0,4.0,9.0,2.0,6.0,,1.0,3.0,,,,,,86.0,27.0,8.7,8.0,0.0165816,5,,3.0,1.0,3.0,2.0,3.0,1.0,1.0,,0.6276,1.3824,kamaldeenho10,2.0,,,1.0,,1.0,,1.0,,2.0,,,,,,,,
10385731,home,Southampton,Adam Armstrong,Adam,Armstrong,adam-armstrong,A. Armstrong,F,9,172,1450,M,361352,EUR,855532800,F,9,9,True,2.0,1.0,,,1.0,1.0,,1.0,,,,1.0,2.0,,,,,,28.0,7.0,6.9,3.0,1.048e-05,1,,3.0,,2.0,,1.0,,,,0.1708,0.3804,,,,,1.0,,,,,,1.0,,,,,,,,
10385731,home,Southampton,Stuart Armstrong,,,stuart-armstrong,S. Armstrong,M,16,183,281,M,117083,EUR,701913600,M,17,17,True,6.0,4.0,1.0,,3.0,4.0,2.0,4.0,,2.0,,,3.0,,,,,,26.0,15.0,6.4,6.0,0.0186833,0,,2.0,1.0,1.0,1.0,,1.0,1.0,2.0,,,,,,,,1.0,,,1.0,,,,2.0,1.0,,1.0,,,
10385731,home,Southampton,Valentino Livramento,,,valentino-livramento,V. Livramento,D,21,181,4840,M,980634,EUR,1037059200,D,21,21,True,6.0,4.0,,,2.0,3.0,2.0,3.0,,4.0,2.0,1.0,3.0,,,,,,13.0,17.0,7.1,2.0,0.00067274,0,,,,2.0,2.0,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
