match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_blockedScoringAttempt,stat_totalOffside,stat_accurateCross,stat_onTargetScoringAttempt,captain,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceCreated,stat_bigChanceMissed,stat_goalAssist,stat_goals
10382106,home,SC Cambuur,João Virgínia,João,Virgínia,joao-virginia,J. Virgínia,G,12,191,817,M,930666,EUR,939513600,G,1,1,False,30.0,18.0,15.0,4.0,16.0,24.0,2.0,6.0,1.0,8.0,3.0,3.0,1.0,90.0,40.0,6.3,12.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Doke Schmidt,Doke,Schmidt,doke-schmidt,D. Schmidt,D,15,177,10,M,163571,EUR,702604800,D,5,5,False,51.0,39.0,8.0,3.0,22.0,27.0,17.0,25.0,2.0,5.0,,,,90.0,75.0,6.0,13.0,0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Marco Tol,,,marco-tol,M. Tol,D,3,188,40,M,860162,EUR,893462400,D,15,15,False,72.0,61.0,10.0,5.0,41.0,48.0,20.0,24.0,3.0,4.0,,,,90.0,84.0,7.1,11.0,0,,1.0,5.0,1.0,9.0,,1.0,2.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Leon Bergsma,,,leon-bergsma,L. Bergsma,D,21,185,33,M,795134,EUR,854150400,D,4,4,False,66.0,56.0,9.0,4.0,40.0,46.0,16.0,20.0,5.0,3.0,,,,79.0,76.0,7.0,10.0,0,,2.0,2.0,2.0,5.0,,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Alex Bangura,,,alex-bangura,A. Bangura,D,24,183,149,M,967178,EUR,931824000,D,16,16,False,43.0,35.0,7.0,3.0,25.0,28.0,10.0,16.0,1.0,9.0,,,,90.0,64.0,6.5,12.0,0,1.0,,,3.0,7.0,1.0,,,4.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
10382106,home,SC Cambuur,Jamie Jacobs,,,jamie-jacobs,J. Jacobs,M,23,182,92,M,893744,EUR,881107200,M,8,8,False,10.0,6.0,1.0,,4.0,5.0,2.0,6.0,1.0,,,,,45.0,19.0,6.5,6.0,1,1.0,,2.0,3.0,3.0,1.0,,1.0,1.0,1.0,,,,,2.0,,1.0,1.0,,,,,,,,,,
10382106,home,SC Cambuur,Mitchell Paulissen,,,mitchell-paulissen,M. Paulissen,M,6,183,32,M,192290,EUR,735350400,M,10,10,False,47.0,36.0,6.0,4.0,11.0,15.0,25.0,34.0,1.0,9.0,,,,90.0,60.0,6.5,17.0,0,2.0,2.0,,6.0,3.0,1.0,,,2.0,,,3.0,1.0,2.0,1.0,2.0,,,,,,,,,,,,
10382106,home,SC Cambuur,Daniel van Kaam,,,daniel-van-kaam,D. v. Kaam,M,8,175,86,M,876257,EUR,961718400,M,21,21,False,29.0,24.0,3.0,1.0,14.0,15.0,10.0,15.0,,7.0,,,,71.0,36.0,6.6,6.0,1,1.0,,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,
10382106,home,SC Cambuur,Silvester van der Water,Silvester,van der Water,silvester-van-der-water,S. v. d. Water,M,,184,93,M,807145,EUR,844041600,F,11,11,False,22.0,12.0,3.0,,2.0,4.0,11.0,26.0,,6.0,,,,90.0,52.0,7.0,26.0,1,8.0,3.0,1.0,11.0,8.0,2.0,,,4.0,3.0,,6.0,3.0,6.0,3.0,2.0,,,1.0,1.0,,,,,,,,
10382106,home,SC Cambuur,Roberts Uldriķis,,,roberts-uldrikis,R. Uldriķis,F,28,198,415,M,883327,EUR,891561600,F,28,28,False,12.0,6.0,1.0,1.0,3.0,4.0,3.0,8.0,2.0,2.0,,,,63.0,24.0,6.4,11.0,1,,1.0,,4.0,2.0,,,,,,1.0,2.0,1.0,3.0,1.0,,1.0,,,,True,1.0,,,,,,
10382106,home,SC Cambuur,Felix Mambimbi,,,felix-mambimbi,F. K. Mambimbi,F,10,170,317,M,910076,EUR,979776000,F,7,7,False,11.0,7.0,1.0,,4.0,5.0,3.0,7.0,,1.0,,,,63.0,16.0,6.5,7.0,0,1.0,1.0,,1.0,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Mees Hoedemakers,,,mees-hoedemakers,M. Hoedemakers,M,4,181,102,M,893748,EUR,887760000,M,6,6,True,24.0,18.0,6.0,2.0,8.0,10.0,10.0,14.0,,6.0,,,,45.0,33.0,6.8,6.0,3,,,2.0,2.0,5.0,1.0,,,3.0,1.0,,,,,1.0,,,,,,,,3.0,,,,,
10382106,home,SC Cambuur,David Sambissa,,,david-sambissa,D. Sambissa,M,7,177,220,M,280459,EUR,821318400,D,18,18,True,10.0,8.0,,,3.0,3.0,5.0,8.0,,1.0,,,,27.0,18.0,6.0,6.0,1,1.0,1.0,,2.0,1.0,,,,,,,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,
10382106,home,SC Cambuur,Milan Smit,Milan Smit,,milan-smit,M. Smit,F,49,191,546,M,1199214,EUR,1045094400,F,39,39,True,6.0,5.0,1.0,1.0,,,5.0,6.0,,,,,,27.0,10.0,6.5,2.0,1,,1.0,1.0,1.0,2.0,,,,,,1.0,,,1.0,,1.0,,,,,,,1.0,1.0,,,,
10382106,home,SC Cambuur,Michael Breij,,,michael-breij,M. Breij,M,14,181,83,M,915171,EUR,853286400,M,14,14,True,13.0,12.0,,,3.0,3.0,9.0,10.0,,,,,,19.0,15.0,7.0,2.0,0,,,,,,,,,,,,,,1.0,,3.0,,,,,,,,,1.0,,,
10382106,home,SC Cambuur,Remco Balk,,,remco-balk,R. Balk,F,7,176,183,M,1023004,EUR,983491200,F,30,30,True,3.0,2.0,,,1.0,1.0,1.0,2.0,,,,,,11.0,5.0,6.3,1.0,1,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,
10382106,home,SC Cambuur,Bret Minnema,,,bret-minnema,B. Minnema,G,,192,13,M,981601,EUR,1010275200,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Robbin Ruiter,,,robbin-ruiter,R. Ruiter,G,,196,25,M,40935,EUR,543628800,G,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Sai Van Wermeskerken,,,wermeskerken-sai-van,S. V. Wermeskerken,D,,178,82,M,795221,EUR,772761600,D,24,24,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Floris Smand,Floris Smand,,floris-smand,F. Smand,D,3,185,51,M,1394011,EUR,1043020800,D,33,33,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Jhondly van der Meer,Jhondly van der Meer,,jhondly-van-der-meer,J. v. d. Meer,D,,183,70,M,1062999,EUR,1016755200,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Calvin Mac-Intosh,Calvin,Mac-Intosh,calvin-mac-intosh,C. Mac-Intosh,D,3,180,21,M,73801,EUR,618624000,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382106,home,SC Cambuur,Robin Maulun,,,robin-maulun,R. Maulun,M,,176,35,M,787388,EUR,848707200,M,20,20,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382106,away,Vitesse,Kjell Scherpen,,,kjell-scherpen,K. Scherpen,G,37,205,781,M,852394,EUR,948585600,G,16,16,False,18.0,11.0,10.0,3.0,9.0,9.0,2.0,9.0,1.0,7.0,,1.0,1.0,56.0,24.0,6.7,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
