match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_errorLeadToAShot,stat_wasFouled,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_bigChanceCreated,stat_accurateCross,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_penaltyWon
12530742,home,Trabzonspor,Simon Banza,simon-banza,S. Banza,F,9,189,10384,M,825945,EUR,839894400,F,17,17,False,,10.0,8.0,2.0,2.0,0.0,5.0,5.0,3.0,5.0,5.0,3.0,,4.0,,,,,69.0,25.0,8.6,9.0,0.0813748,3,,,,,1.0,5.0,,,,,,4.0,,2.0,2.0,1.0,2.0,,,,1.0,,,1.55,1.0,2.0,1.6132,2.0,simbnz,,,,
12530742,home,Trabzonspor,Okay Yokuşlu,okay-yokuslu,O. Yokuşlu,M,5,190,809,M,97967,EUR,763171200,M,35,35,True,,6.0,3.0,1.0,,0.0,2.0,2.0,1.0,4.0,2.0,2.0,,,,,,,21.0,13.0,6.8,4.0,0.00031433,2,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,1.0,1.0,,0.0693,2.0,,,,,,,,
12530742,home,Trabzonspor,Enis Destan,enis-destan,E. Destan,F,94,184,566,M,1012480,EUR,1024099200,F,94,94,True,,6.0,6.0,,,0.0,2.0,2.0,4.0,4.0,4.0,,,2.0,,,,,21.0,12.0,6.7,2.0,0.0069226,0,,,,,3.0,4.0,1.0,1.0,,,,2.0,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,
12530742,home,Trabzonspor,Hüseyin Türkmen,huseyin-turkmen,H. Türkmen,D,4,183,128,M,913994,EUR,883612800,D,4,4,True,,4.0,4.0,,,0.0,3.0,3.0,1.0,1.0,,1.0,,,,,,,10.0,7.0,6.3,,0.00032434,0,,,,,1.0,2.0,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
12530742,home,Trabzonspor,Muhammed-Cham Saračević,muhammed-cham-saracevic,M. Cham-Saračević,M,10,180,990,M,958901,EUR,969926400,M,10,10,True,,5.0,4.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,,,,,,,,,10.0,5.0,6.5,1.0,0.00828901,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,home,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183,173,M,1138095,EUR,1054857600,D,77,77,True,,,,,,0.0,,,1.0,1.0,,,,,,,,,8.0,3.0,6.5,2.0,0.0148546,0,,Arif Bosluk,,1.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,
12530742,home,Trabzonspor,Muhammet Taha Tepe,muhammet-taha-tepe,M. T. Tepe,G,54,184,104,M,910094,EUR,978307200,G,54,54,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,home,Trabzonspor,Serdar Saatçı,serdar-saatci,S. Saatçı,D,15,190,431,M,1084880,EUR,1045180800,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,Serdar Saatci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,home,Trabzonspor,Ali Şahin Yılmaz,ali-sahin-yilmaz,A. Ş. Yılmaz,D,84,185,100,M,1145980,EUR,1072915200,D,84,84,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,home,Trabzonspor,Cihan Çanak,cihan-canak,C. Çanak,M,99,175,582,M,1127335,EUR,1106524800,F,61,61,True,,,,,,,,,,,,,,,,,,,,,,,,0,,Cihan Canak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,home,Trabzonspor,Ozan Tufan,ozan-tufan,O. Tufan,M,11,182,2045,M,251907,EUR,795916800,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Mustafa Burak Bozan,bozan-mustafa-burak,M. B. Bozan,G,71,196,107,M,934201,EUR,966988800,G,71,71,False,,30.0,17.0,21.0,9.0,0.0,14.0,18.0,3.0,12.0,,13.0,,,,1.0,,3.0,90.0,42.0,6.4,13.0,0.00131077,0,-0.4215,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Deian Sorescu,deian-sorescu,D. Sorescu,M,18,175,703,M,797602,EUR,872812800,D,18,18,False,,43.0,27.0,10.0,5.0,1.0,13.0,19.0,16.0,29.0,8.0,4.0,,1.0,,,,,90.0,72.0,7.0,22.0,0.170363,3,,,,5.0,1.0,3.0,1.0,,1.0,2.0,1.0,1.0,,1.0,2.0,2.0,,,,2.0,3.0,3.0,2.0,0.5556,,1.0,0.2293,,,1.0,,,
12530742,away,Gaziantep FK,Bruno Viana,bruno-viana,B. Viana,D,30,187,241,M,804703,EUR,791942400,D,36,36,False,,45.0,40.0,4.0,2.0,0.0,31.0,32.0,9.0,13.0,4.0,4.0,,,,,,,90.0,54.0,6.4,6.0,0.00352148,0,,,,,3.0,8.0,1.0,2.0,2.0,2.0,1.0,1.0,,4.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Arda Kızıldağ,arda-kizildag,A. Kızıldağ,D,4,187,127,M,904228,EUR,908409600,D,4,4,False,,40.0,29.0,9.0,1.0,0.0,20.0,26.0,9.0,14.0,2.0,3.0,,,,,,,88.0,52.0,6.2,12.0,0.00363266,0,,,,,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,,1.0,,1.0,,2.0,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Anel Husić,anel-husic,A. Husić,D,51,189,170,M,1122387,EUR,983404800,D,51,51,False,,44.0,35.0,9.0,2.0,0.0,18.0,20.0,17.0,25.0,5.0,8.0,,1.0,,,,,90.0,66.0,6.6,12.0,0.0152842,1,,Anel Husic,,1.0,,4.0,2.0,4.0,2.0,3.0,1.0,1.0,,2.0,1.0,1.0,,,1.0,,,,,0.0175,1.0,,,,,,,,
12530742,away,Gaziantep FK,Quentin Daubin,quentin-daubin,Q. Daubin,M,,183,31,M,826605,EUR,804729600,M,6,6,False,,8.0,5.0,,,0.0,3.0,6.0,2.0,2.0,5.0,3.0,,2.0,,,,,24.0,16.0,7.2,3.0,0.00040258,0,,,,,,1.0,1.0,,2.0,3.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Badou Ndiaye,badou-ndiaye,B. Ndiaye,M,,180,427,M,228342,EUR,656985600,M,20,20,False,,25.0,22.0,2.0,1.0,0.0,12.0,14.0,10.0,11.0,3.0,1.0,,1.0,,,,,63.0,30.0,6.2,5.0,0.00549099,0,,,,,,4.0,1.0,,,2.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Kacper Kozłowski,kacper-kozlowski,K. Kozłowski,M,10,182,3151,M,984602,EUR,1066262400,M,10,10,False,,25.0,20.0,3.0,2.0,0.0,8.0,8.0,12.0,18.0,9.0,2.0,,1.0,,,,,90.0,42.0,6.8,9.0,0.0267697,3,,,,1.0,,7.0,4.0,1.0,2.0,2.0,1.0,1.0,,1.0,,3.0,,,,,5.0,3.0,1.0,0.4135,1.0,1.0,0.6785,,,,1.0,1.0,
12530742,away,Gaziantep FK,Alexandru Maxim,alexandru-maxim,A. Maxim,M,44,177,793,M,180511,EUR,647395200,M,44,44,False,True,52.0,48.0,8.0,7.0,0.0,19.0,22.0,31.0,40.0,6.0,5.0,,4.0,,,,,90.0,74.0,8.1,13.0,0.210247,3,,,,10.0,1.0,2.0,,,,2.0,2.0,,,,4.0,,,,1.0,2.0,1.0,,,0.8377,2.0,1.0,0.8971,1.0,,,,,
12530742,away,Gaziantep FK,David Okereke,david-okereke,D. Okereke,F,77,182,891,M,831290,EUR,872812800,M,77,77,False,,14.0,9.0,2.0,,0.0,3.0,4.0,6.0,10.0,1.0,2.0,,1.0,,,,,64.0,27.0,6.8,9.0,0.0232714,3,,,,,1.0,2.0,,,,,,2.0,,,2.0,,1.0,1.0,,,,,,0.0825,2.0,1.0,0.0598,,,,,,
12530742,away,Gaziantep FK,Halil Dervişoğlu,halil-dervisoglu,H. Dervişoğlu,F,11,183,812,M,930775,EUR,944611200,F,9,9,False,,10.0,5.0,,,0.0,3.0,4.0,2.0,6.0,4.0,2.0,,1.0,,,,,64.0,19.0,6.8,7.0,0.00911855,1,,,,,2.0,3.0,,,,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,2.0,2.0,,0.0434,1.0,,,,,,,,
12530742,away,Gaziantep FK,Ogün Özçiçek,ogun-ozcicek,O. Özçiçek,M,61,172,50,M,859783,EUR,917136000,M,25,25,True,,35.0,27.0,4.0,3.0,0.0,15.0,18.0,12.0,17.0,4.0,5.0,,1.0,,,,,66.0,44.0,6.9,10.0,0.0193263,0,,,,,,4.0,2.0,1.0,,1.0,1.0,1.0,,1.0,2.0,,,,,,3.0,2.0,,,,,,,,,,,
12530742,away,Gaziantep FK,Semih Güler,semih-guler,S. Güler,D,6,184,112,M,325155,EUR,786153600,D,17,17,True,,22.0,17.0,5.0,3.0,0.0,10.0,13.0,7.0,9.0,1.0,3.0,,,,,,,27.0,28.0,7.4,6.0,0.00249218,1,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,0.0162,,1.0,0.2073,1.0,,,,,
12530742,away,Gaziantep FK,Emmanuel Boateng,emmanuel-boateng,E. Boateng,F,9,175,586,M,580392,EUR,832809600,F,21,21,True,,5.0,5.0,,,0.0,2.0,2.0,3.0,3.0,3.0,1.0,,1.0,,,,,26.0,12.0,6.7,3.0,0.00074046,1,,,,,,,,1.0,,,,2.0,,,,1.0,,,,,1.0,1.0,,0.0818,1.0,,,,,,,,
12530742,away,Gaziantep FK,Christophe Lungoyi,christophe-lungoyi,C. Lungoyi,F,11,180,197,M,883355,EUR,962668800,F,11,11,True,,9.0,6.0,,,0.0,1.0,2.0,5.0,8.0,4.0,2.0,,2.0,,,,,26.0,17.0,6.8,7.0,0.00781624,1,,,,1.0,,2.0,,,,,,2.0,,1.0,,1.0,,,,,2.0,1.0,,0.1652,,1.0,0.705,,,1.0,,,1.0
12530742,away,Gaziantep FK,Kenan Kodro,kenan-kodro,K. Kodro,F,19,187,435,M,591140,EUR,745718400,F,19,19,True,,1.0,1.0,,,0.0,,,1.0,1.0,1.0,,,,,,,,2.0,1.0,,,0.00134601,0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Sokratis Dioudis,sokratis-dioudis,S. Dioudis,G,13,189,266,M,173933,EUR,728697600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Ömürcan Artan,omurcan-artan,Ö. Artan,D,2,179,17,M,1016384,EUR,933033600,D,27,27,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Ertuğrul Ersoy,ertugrul-ersoy,E. Ersoy,D,5,185,88,M,355004,EUR,855792000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Emre Taşdemir,emre-tasdemir,E. Taşdemir,D,33,176,74,M,190191,EUR,807840000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530742,away,Gaziantep FK,Furkan Soyalp,furkan-soyalp,F. Soyalp,M,33,175,70,M,226992,EUR,802915200,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
