match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_bigChanceCreated,stat_shotOffTarget,stat_outfielderBlock,player_firstName,player_lastName,stat_fouls,stat_unsuccessfulTouch,stat_wasFouled,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,captain,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox
11352494,home,Chelsea,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,dj.petrovic12,882604,EUR,939340800,G,28,28,False,34.0,32.0,3.0,1.0,32.0,32.0,2.0,1.0,1.0,2.0,7.0,3.0,2.0,1.0,1.0,1.0,90.0,46.0,7.6,2.0,3.8e-05,0,0.6241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352494,home,Chelsea,Trevoh Chalobah,trevoh-chalobah,T. Chalobah,D,23,190,14453,M,yungchalobah,826134,EUR,931132800,D,14,14,False,69.0,66.0,3.0,2.0,38.0,39.0,30.0,3.0,4.0,5.0,1.0,,,,,,83.0,81.0,7.5,3.0,0.254648,1,,28.0,2.0,2.0,1.0,1.0,1.0,1.0,0.1493,0.0432,1.0,,,,,,,,,,,,,,,,,,,,,,
11352494,home,Chelsea,Thiago Silva,thiago-silva,T. Silva,D,3,181,42659,M,ThiagoSilva,33541,EUR,464659200,D,6,6,False,75.0,74.0,1.0,1.0,48.0,48.0,28.0,,3.0,9.0,2.0,,,,,,82.0,90.0,8.1,1.0,0.0794251,1,,27.0,1.0,,,,3.0,3.0,0.1099,,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
11352494,home,Chelsea,Benoît Badiashile,benoit-badiashile,B. Badiashile,D,5,194,10555,M,badiashile,904827,EUR,985564800,D,5,5,False,95.0,88.0,6.0,3.0,67.0,68.0,27.0,,1.0,4.0,2.0,,,,,,90.0,105.0,7.3,7.0,0.00512928,0,,21.0,1.0,,,4.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11352494,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,75.0,68.0,1.0,,35.0,38.0,37.0,1.0,7.0,,3.0,,,,,,90.0,92.0,7.2,8.0,0.034332,0,,33.0,8.0,4.0,,,5.0,3.0,,,,,,,2.0,,,1.0,,,2.0,1.0,1.0,,,,,,,,,,
11352494,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,103.0,95.0,7.0,6.0,47.0,50.0,53.0,,7.0,,3.0,,,,,,90.0,119.0,7.9,10.0,0.204459,1,,48.0,9.0,4.0,,,3.0,2.0,0.0293,,1.0,1.0,,,1.0,1.0,,1.0,,,2.0,,,2.0,4.0,4.0,1.0,,,,,,
11352494,home,Chelsea,Conor Gallagher,conor-gallagher,C. Gallagher,M,22,182,16658,M,conorgallagher92,904970,EUR,949795200,M,23,23,False,61.0,60.0,1.0,1.0,24.0,24.0,38.0,,3.0,3.0,3.0,,,,,,90.0,74.0,7.5,4.0,0.0846222,2,,37.0,9.0,4.0,1.0,1.0,2.0,1.0,0.8142,0.788,3.0,,1.0,1.0,,,1.0,,,,3.0,1.0,1.0,2.0,,,,True,1.0,1.0,1.0,,
11352494,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40178,M,nonzinoo10,966547,EUR,1015718400,M,11,11,False,46.0,43.0,2.0,2.0,10.0,10.0,39.0,,5.0,2.0,1.0,,,,,,76.0,70.0,9.5,9.0,0.583191,7,,35.0,5.0,1.0,4.0,,,,0.6628,1.3064,6.0,1.0,3.0,2.0,,1.0,,,,,1.0,2.0,2.0,,6.0,3.0,3.0,,,,1.0,1.0,
11352494,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,58.0,53.0,2.0,1.0,22.0,23.0,41.0,,4.0,,4.0,,,,,,89.0,74.0,8.5,12.0,0.576809,4,,32.0,2.0,,2.0,,1.0,,0.364,0.6092,4.0,,6.0,1.0,,2.0,1.0,,,,1.0,,,,4.0,3.0,1.0,,,,1.0,,
11352494,home,Chelsea,Mykhaylo Mudryk,mykhaylo-mudryk,M. Mudryk,M,10,175,54452,M,MMudryk10,958966,EUR,978652800,M,10,10,False,24.0,21.0,1.0,1.0,5.0,7.0,19.0,1.0,3.0,,2.0,,,,,,76.0,36.0,6.9,7.0,0.158401,2,,17.0,3.0,1.0,2.0,1.0,,,0.3722,0.232,2.0,,2.0,1.0,,,,,,,,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,
11352494,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89434,M,NJackson11,1085381,EUR,992995200,F,15,15,False,27.0,21.0,,,6.0,8.0,19.0,1.0,7.0,,7.0,,,,,,90.0,49.0,9.7,13.0,0.0388841,7,,15.0,4.0,,4.0,,1.0,1.0,1.7178,1.5921,4.0,1.0,,,,,1.0,,Nicolas Jackson,,,2.0,2.0,2.0,5.0,3.0,2.0,,,,2.0,,
11352494,home,Chelsea,Cesare Casadei,cesare-casadei,C. Casadei,M,22,192,6575,M,cesarecasadei,1016788,EUR,1042156800,M,31,31,True,7.0,7.0,,,5.0,5.0,2.0,,,,,,,,,,14.0,7.0,6.4,,0.00503361,0,,2.0,3.0,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
11352494,home,Chelsea,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,49218,M,Nkunku,769333,EUR,879465600,F,18,18,True,19.0,17.0,1.0,1.0,5.0,5.0,14.0,,,,,,,,,,14.0,21.0,6.6,4.0,0.0122266,0,,12.0,2.0,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,
11352494,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,9725,M,axel_disasi,827243,EUR,889574400,D,2,2,True,22.0,22.0,,,21.0,21.0,1.0,,,,,,,,,,8.0,22.0,6.6,,0.00024421,0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352494,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,True,17.0,16.0,,,8.0,8.0,9.0,,3.0,1.0,2.0,,,,,,13.0,22.0,7.0,1.0,0.00875143,0,,8.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,
11352494,home,Chelsea,Alfie Gilchrist,alfie-gilchrist,A. Gilchrist,D,14,183,4310,M,,1114837,EUR,1069977600,D,42,42,True,9.0,9.0,,,8.0,8.0,1.0,,,,,,,,,,1.0,9.0,,,0.00048314,0,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11352494,home,Chelsea,Marcus Bettinelli,marcus-bettinelli,M. Bettinelli,G,13,194,7689,M,marcusbettss,257993,EUR,706665600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352494,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352494,home,Chelsea,Raheem Sterling,raheem-sterling,R. Sterling,F,,170,36469,M,Sterling7,138534,EUR,786844800,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352494,home,Chelsea,Deivid Washington,deivid-washington,D. Washington,F,36,186,6815,M,deividwashington_,1485371,EUR,1117929600,F,36,36,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Deivid Washington,,,,,,,,,,,,,,
11352494,away,West Ham United,Alphonse Aréola,alphonse-areola,A. Aréola,G,23,195,3046,M,,96531,EUR,730771200,G,23,23,False,10.0,8.0,6.0,4.0,6.0,7.0,3.0,,,1.0,8.0,,9.0,,,,90.0,27.0,8.1,2.0,0.00038438,0,-0.4291,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0
11352494,away,West Ham United,Vladimír Coufal,vladimir-coufal,V. Coufal,D,34,179,1722,M,,138024,EUR,714441600,D,5,5,False,33.0,27.0,3.0,1.0,16.0,18.0,20.0,1.0,2.0,2.0,1.0,,,,,,90.0,54.0,6.1,13.0,0.0352628,0,,12.0,3.0,,,1.0,,,,,1.0,,5.0,1.0,1.0,,,,,,2.0,,,,1.0,1.0,,,,,,,
11352494,away,West Ham United,Kurt Zouma,kurt-zouma,K. Zouma,D,4,190,2248,M,,139227,EUR,783216000,D,4,4,False,25.0,22.0,4.0,2.0,14.0,16.0,9.0,,2.0,5.0,,,,,,,90.0,36.0,6.3,4.0,0.00218028,0,,8.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,2.0,,,,,,,1.0,,,True,,,,,
11352494,away,West Ham United,Angelo Ogbonna,angelo-ogbonna,A. Ogbonna,D,,191,389,M,,21164,EUR,580348800,D,21,21,False,29.0,23.0,6.0,1.0,18.0,18.0,11.0,,1.0,,1.0,,,,,,90.0,31.0,5.7,6.0,0.0008923,0,,5.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,
11352494,away,West Ham United,Emerson Palmieri,emerson-palmieri,Emerson,D,33,176,2398,M,,155997,EUR,775872000,D,33,33,False,27.0,21.0,2.0,,9.0,12.0,16.0,,2.0,3.0,2.0,,,,,,90.0,46.0,5.9,7.0,0.0667227,2,,13.0,7.0,3.0,,1.0,2.0,1.0,0.3025,,1.0,,1.0,1.0,1.0,,2.0,2.0,,,3.0,,,,,,,,1.0,,,,
11352494,away,West Ham United,Edson Álvarez,edson-alvarez,E. Álvarez,M,11,190,10872,M,EdsonAlvarez19,847151,EUR,877651200,M,19,19,False,24.0,19.0,5.0,2.0,12.0,16.0,8.0,,1.0,1.0,2.0,,,,,,45.0,28.0,6.1,5.0,0.00592873,0,,7.0,3.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11352494,away,West Ham United,Tomáš Souček,tomas-soucek,T. Souček,M,28,192,3256,M,,799041,EUR,793843200,M,28,28,False,30.0,24.0,1.0,,14.0,16.0,14.0,1.0,4.0,4.0,3.0,,,,,,90.0,42.0,6.3,7.0,0.00385647,1,,10.0,4.0,2.0,,,2.0,1.0,0.0459,,1.0,,,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,,,,,,
11352494,away,West Ham United,Jarrod Bowen,jarrod-bowen,J. Bowen,M,20,174,9125,M,jarrodbowen,552884,EUR,851040000,M,20,20,False,25.0,19.0,1.0,,11.0,13.0,13.0,1.0,5.0,,1.0,,,,,,90.0,43.0,6.4,14.0,0.00672102,4,,8.0,8.0,,,,2.0,2.0,0.3078,,,,1.0,,2.0,,4.0,,,,,1.0,2.0,4.0,2.0,,,,1.0,3.0,,,
11352494,away,West Ham United,Lucas Paquetá,lucas-paqueta,L. Paquetá,M,20,180,63569,M,Paqueta,839981,EUR,872640000,M,10,10,False,36.0,26.0,7.0,4.0,7.0,8.0,30.0,1.0,3.0,2.0,3.0,,,,,,76.0,49.0,7.3,15.0,0.273674,1,,19.0,2.0,,,,,,0.0595,,3.0,,2.0,,,1.0,1.0,,,,1.0,2.0,1.0,,2.0,1.0,,,,,,,
