match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,captain,stat_accurateCross,stat_errorLeadToAShot,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_expectedGoals,stat_wonContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,stat_punches,stat_bigChanceMissed,stat_penaltyMiss,player_sofascoreId,stat_penaltyWon,stat_errorLeadToAGoal
12530870,home,Konyaspor,Jakub Słowik,jakub-slowik,J. Słowik,G,24,190,232,M,95437,EUR,683596800,G,27,27,False,36.0,23.0,27.0,14.0,0.0,12.0,13.0,11.0,23.0,6.0,1.0,4.0,1.0,1.0,4.0,90.0,46.0,7.7,13.0,0.00668229,0,1.0537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530870,home,Konyaspor,Uğurcan Yazğılı,ugurcan-yazgili,U. Yazğılı,D,5,184,99,M,904303,EUR,923616000,D,5,5,False,22.0,14.0,3.0,3.0,0.0,4.0,5.0,10.0,18.0,,,,,,,88.0,47.0,6.7,12.0,0.0289923,0,,1.0,2.0,3.0,6.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
12530870,home,Konyaspor,Adil Demirbağ,adil-demirbag,A. Demirbağ,D,4,182,168,M,787949,EUR,881712000,D,4,4,False,31.0,22.0,9.0,5.0,0.0,18.0,21.0,4.0,10.0,,,,,,,90.0,41.0,6.7,9.0,0.00115401,0,,,1.0,3.0,2.0,4.0,,,5.0,1.0,1.0,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12530870,home,Konyaspor,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184,356,M,227196,EUR,845078400,D,20,20,False,37.0,31.0,10.0,7.0,0.0,23.0,26.0,8.0,11.0,4.0,,,,,,90.0,44.0,6.7,6.0,0.00726423,0,,,2.0,1.0,3.0,3.0,1.0,,3.0,1.0,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530870,home,Konyaspor,Guilherme Haubert Sityá,guilherme-haubert-sitya,G. H. Sityá,D,12,179,254,M,224112,EUR,638928000,D,12,12,False,31.0,23.0,4.0,2.0,0.0,14.0,15.0,10.0,19.0,5.0,,,,,,90.0,52.0,6.6,12.0,0.225548,0,,3.0,,1.0,5.0,6.0,1.0,2.0,2.0,,2.0,5.0,2.0,,,2.0,True,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12530870,home,Konyaspor,Danijel Aleksić,danijel-aleksic,D. Aleksić,M,9,182,137,M,45377,EUR,672969600,M,9,9,False,19.0,15.0,1.0,,0.0,8.0,11.0,7.0,9.0,,,,,,,73.0,28.0,6.2,7.0,0.00885071,2,,1.0,1.0,,5.0,2.0,2.0,1.0,,,,1.0,,,1.0,,,,,,1.0,1.0,1.0,0.0685,,,,,,,,,,,,,,,,
12530870,home,Konyaspor,Marko Jevtović,marko-jevtovic,M. Jevtović,M,16,194,134,M,310068,EUR,743472000,M,16,16,False,30.0,25.0,3.0,2.0,0.0,19.0,19.0,6.0,11.0,1.0,,,,,,90.0,38.0,6.6,7.0,0.00538801,1,,,,2.0,2.0,5.0,,1.0,,,1.0,2.0,2.0,,,1.0,,,,,1.0,1.0,,0.039,1.0,1.0,,,,,,,,,,,,,,
12530870,home,Konyaspor,Alassane Ndao,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,19.0,18.0,4.0,4.0,0.0,4.0,4.0,14.0,17.0,3.0,,,,,,90.0,39.0,10.0,4.0,0.502486,5,,2.0,4.0,,4.0,6.0,,1.0,,1.0,1.0,1.0,1.0,,4.0,,,,,2.0,,1.0,,0.7781,1.0,1.0,,,4.0,1.0,3.0,2.1673,,,,,,,,
12530870,home,Konyaspor,Pedrinho,pedrinho,Pedrinho,M,8,173,205,M,1015939,EUR,850953600,M,8,8,False,13.0,9.0,3.0,3.0,1.0,3.0,3.0,8.0,14.0,2.0,,,,,,75.0,28.0,7.0,11.0,0.105752,2,,4.0,,1.0,5.0,4.0,1.0,3.0,,,,1.0,,,1.0,1.0,,2.0,,3.0,1.0,1.0,1.0,0.0998,1.0,2.0,,,,,,,1.0,,,,,,,
12530870,home,Konyaspor,Yusuf Erdoğan,yusuf-erdogan,Y. Erdoğan,M,10,172,204,M,256663,EUR,713145600,M,10,10,False,16.0,10.0,1.0,,1.0,4.0,5.0,8.0,15.0,3.0,,,,,,88.0,30.0,7.1,11.0,0.198454,0,,4.0,2.0,2.0,3.0,4.0,,,,,1.0,,,,2.0,1.0,,2.0,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,
