match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_wonTackle,captain,stat_outfielderBlock,stat_goalAssist,stat_shotOffTarget,player_sofascoreId,stat_totalOffside
10382284,home,FC Twente,Lars Unnerstall,lars-unnerstall,L. Unnerstall,G,1,198.0,265,M,94835,EUR,648432000,G,1,1,False,21.0,16.0,9.0,4.0,14.0,15.0,2.0,6.0,9.0,3.0,3.0,1.0,1.0,90.0,31.0,7.6,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382284,home,FC Twente,Joshua Brenet,joshua-brenet,J. Brenet,D,30,181.0,142,M,296438,EUR,764121600,D,20,20,False,46.0,35.0,2.0,1.0,14.0,17.0,22.0,36.0,10.0,,,,,78.0,78.0,7.6,23.0,3,7.0,1.0,5.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,
10382284,home,FC Twente,Julio Pleguezuelo,julio-pleguezuelo,J. Pleguezuelo,D,5,180.0,108,M,788238,EUR,854236800,D,4,4,False,53.0,38.0,9.0,4.0,22.0,29.0,16.0,24.0,7.0,,,,,90.0,65.0,6.7,16.0,0,,,7.0,4.0,1.0,1.0,,,,,,,,5.0,,1.0,,,1.0,1.0,,,,4.0,2.0,1.0,,,,,,
10382284,home,FC Twente,Robin Pröpper,robin-propper,R. Pröpper,D,3,190.0,269,M,196082,EUR,748742400,D,3,3,False,44.0,36.0,12.0,8.0,18.0,21.0,18.0,24.0,5.0,,,,,69.0,53.0,7.3,9.0,2,1.0,,4.0,5.0,,,,,,,1.0,1.0,,1.0,1.0,2.0,,,,2.0,,,,3.0,3.0,2.0,True,1.0,,,,
10382284,home,FC Twente,Gijs Smal,gijs-smal,G. Smal,D,5,183.0,339,M,860160,EUR,872985600,D,5,5,False,59.0,49.0,6.0,4.0,14.0,15.0,37.0,47.0,7.0,,,,,90.0,78.0,9.2,12.0,2,3.0,2.0,2.0,2.0,,1.0,,,3.0,,,1.0,,2.0,2.0,1.0,,,,1.0,3.0,,,,1.0,1.0,,,3.0,1.0,,
10382284,home,FC Twente,Sem Steijn,sem-steijn,S. Steijn,M,14,173.0,3417,M,944467,EUR,1005523200,M,14,14,False,25.0,22.0,3.0,3.0,6.0,7.0,16.0,20.0,5.0,,,,,90.0,46.0,7.2,8.0,6,2.0,,6.0,4.0,3.0,1.0,1.0,1.0,,1.0,2.0,1.0,1.0,1.0,1.0,,,1.0,2.0,2.0,,,,,1.0,,,,,3.0,,
10382284,home,FC Twente,Ramiz Zerrouki,ramiz-zerrouki,R. Zerrouki,M,6,183.0,8083,M,989882,EUR,896140800,M,8,8,False,57.0,50.0,4.0,3.0,22.0,24.0,28.0,33.0,7.0,,,,,75.0,71.0,7.5,7.0,0,,,3.0,9.0,1.0,,1.0,1.0,,,,,,1.0,3.0,3.0,,,4.0,2.0,,,,1.0,1.0,1.0,,,,,rramizz_,
10382284,home,FC Twente,Michel Vlap,michel-vlap,M. Vlap,M,14,189.0,423,M,798181,EUR,865209600,M,18,18,False,44.0,42.0,1.0,1.0,7.0,7.0,35.0,38.0,3.0,,,,,69.0,58.0,7.0,7.0,4,1.0,,6.0,,3.0,,1.0,,,1.0,3.0,,1.0,,,,,2.0,,2.0,2.0,,,,,,,,,1.0,,
10382284,home,FC Twente,Václav Černý,vaclav-cerny,V. Černý,M,18,182.0,3495,M,280631,EUR,877046400,F,7,7,False,44.0,34.0,4.0,4.0,4.0,4.0,31.0,45.0,7.0,,,,,90.0,73.0,8.7,19.0,6,5.0,1.0,3.0,3.0,1.0,1.0,4.0,3.0,3.0,,,2.0,,,,,,3.0,,,6.0,,,,,,,,1.0,4.0,,2.0
10382284,home,FC Twente,Ricky van Wolfswinkel,ricky-van-wolfswinkel,R. van Wolfswinkel,F,9,186.0,794,M,35193,EUR,601862400,F,9,9,False,20.0,13.0,1.0,1.0,2.0,4.0,12.0,18.0,4.0,,,,,90.0,29.0,7.4,11.0,3,2.0,1.0,5.0,1.0,1.0,2.0,,,,,1.0,2.0,1.0,,,,,,,1.0,3.0,,,1.0,1.0,,,,,,,
