match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_fouls,stat_keyPass,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_dispossessed,captain,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_goalAssist,player_sofascoreId,stat_errorLeadToAShot
10408393,home,Elche,Édgar Badía,,,edgar-badia,É. Badía,G,13,181,194,M,811557,EUR,697852800,G,13,13,False,17.0,14.0,7.0,4.0,12.0,13.0,2.0,4.0,3.0,90.0,20.0,6.3,3.0,0.0,0.0,0.00081023,0,-0.9363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408393,home,Elche,José Ángel Carmona,,,jose-angel-carmona,J. Á. Carmona,D,2,183,1021,M,1015240,EUR,1012262400,D,40,40,False,17.0,13.0,,,3.0,5.0,10.0,14.0,4.0,45.0,31.0,6.2,9.0,0.0,0.0,0.0110648,0,,2.0,1.0,1.0,5.0,2.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408393,home,Elche,Helibelton Palacios,,,helibelton-palacios,H. Palacios,D,13,181,376,M,329597,EUR,739584000,D,14,14,False,44.0,34.0,8.0,1.0,16.0,20.0,18.0,26.0,7.0,90.0,61.0,6.6,14.0,0.0,0.0,0.0194981,0,,2.0,,3.0,3.0,5.0,,,2.0,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,
10408393,home,Elche,Enzo Roco,,,enzo-roco,E. Roco,D,3,191,401,M,105971,EUR,713923200,D,3,3,False,22.0,16.0,4.0,3.0,9.0,11.0,7.0,11.0,2.0,85.0,37.0,7.1,7.0,0.2183,0.0433,0.00264307,1,,,2.0,2.0,3.0,8.0,1.0,1.0,1.0,,,1.0,1.0,4.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,
10408393,home,Elche,Lisandro Magallán,,,lisandro-magallan,L. Magallán,D,16,185,272,M,248125,EUR,749088000,D,7,7,False,34.0,25.0,8.0,4.0,15.0,17.0,11.0,18.0,8.0,90.0,49.0,7.3,9.0,0.0216,0.1452,0.145823,1,,1.0,1.0,6.0,5.0,11.0,,,3.0,1.0,1.0,2.0,1.0,3.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,
10408393,home,Elche,Carlos Clerc,,,carlos-clerc,C. Clerc,D,18,182,71,M,192430,EUR,698630400,D,23,23,False,15.0,10.0,2.0,,5.0,7.0,6.0,13.0,3.0,63.0,39.0,7.0,10.0,0.0,0.0,0.134739,0,,5.0,1.0,,2.0,5.0,,,1.0,2.0,,,,3.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,,,,
10408393,home,Elche,Gerard Gumbau,,,gerard-gumbau,G. Gumbau,M,15,187,380,M,326471,EUR,787708800,M,20,20,False,31.0,24.0,5.0,2.0,7.0,8.0,19.0,26.0,4.0,72.0,45.0,6.4,9.0,0.0878,0.0,0.0603505,2,,3.0,,,4.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,1.0,,,1.0,2.0,,1.0,1.0,,,,,,,,,,
10408393,home,Elche,Omar Mascarell,,,omar-mascarell,O. Mascarell,M,5,181,553,M,255999,EUR,728611200,M,21,21,False,50.0,45.0,7.0,4.0,21.0,21.0,26.0,33.0,4.0,90.0,63.0,7.4,9.0,0.0317,0.0546,0.126164,1,,4.0,2.0,2.0,6.0,2.0,1.0,,1.0,4.0,1.0,1.0,2.0,,,,1.0,,,2.0,1.0,,,1.0,,,,,,,,,
10408393,home,Elche,Fidel,,,fidel,Fidel,F,10,179,132,M,116607,EUR,625449600,M,16,16,False,43.0,34.0,6.0,5.0,9.0,10.0,26.0,35.0,4.0,90.0,63.0,6.4,19.0,0.0,0.0,0.0750343,0,,2.0,,,8.0,2.0,2.0,,1.0,3.0,2.0,,,1.0,1.0,,,4.0,1.0,1.0,1.0,,,3.0,True,,,,,,,,
10408393,home,Elche,Lucas Boyé,,,lucas-boye,L. Boyé,F,15,183,1345,M,814385,EUR,825465600,F,9,9,False,23.0,21.0,2.0,2.0,3.0,4.0,18.0,21.0,2.0,90.0,55.0,6.3,12.0,0.888,0.5702,0.0549839,9,,2.0,3.0,3.0,10.0,8.0,5.0,3.0,2.0,1.0,,,2.0,,,3.0,2.0,3.0,2.0,,1.0,5.0,2.0,3.0,,,,,,,,,
