match_id,side,team,player_name,player_firstName,player_slug,player_shortName,player_jerseyNumber,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_position,player_height,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_keyPass,stat_wonContest,stat_dispossessed,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,player_lastName,stat_goalAssist,stat_goals
12134249,home,Vereinigung Erzgebirge,Steve Paul,Steve Paul,steve-paul,S. Paul,77,0,M,1825595,EUR,874454400,G,77,77,False,26.0,15.0,21.0,11.0,11.0,17.0,4.0,9.0,1.0,1.0,2.0,1.0,1.0,16.0,1.0,5.0,8.0,90.0,48.0,8.5,13.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
12134249,home,Vereinigung Erzgebirge,Patrick Murphy,Patrick Murphy,patrick-murphy,P. Murphy,24,0,M,1825525,EUR,925689600,D,24,24,False,36.0,26.0,8.0,2.0,16.0,20.0,10.0,16.0,,4.0,4.0,,2.0,7.0,,,,90.0,49.0,6.4,11.0,0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12134249,home,Vereinigung Erzgebirge,Ramzi Qawasmy,Ramzi Qawasmy,ramzi-qawasmy,R. Qawasmy,,4,,1476363,EUR,943920000,D,55,55,False,38.0,29.0,9.0,4.0,23.0,26.0,6.0,12.0,2.0,1.0,3.0,,7.0,4.0,,,,90.0,53.0,6.9,9.0,1,1.0,,1.0,1.0,,,,D,183.0,1.0,2.0,,,,,,,,,,,,,,,
12134249,home,Vereinigung Erzgebirge,Christian Williams,Christian Williams,christian-williams,C. Williams,5,0,M,1825506,EUR,848966400,D,5,5,False,25.0,16.0,5.0,1.0,12.0,17.0,4.0,8.0,2.0,,2.0,,1.0,1.0,,,,90.0,29.0,6.3,9.0,0,,,,,,,,,,,,True,2.0,,,,,,,,,,,,,
12134249,home,Vereinigung Erzgebirge,Christian Gomez,Christian Gomez,christian-gomez,C. Gomez,3,0,M,1825562,EUR,852422400,D,3,3,False,27.0,17.0,10.0,4.0,11.0,16.0,8.0,18.0,,1.0,,,2.0,3.0,,,,81.0,41.0,6.9,15.0,0,1.0,,,,,,,,,,1.0,,,7.0,2.0,2.0,,,,,,,,,,
12134249,home,Vereinigung Erzgebirge,Braden Salvati,Braden Salvati,braden-salvati,B. Salvati,2,0,M,1825590,EUR,876355200,M,2,2,False,27.0,12.0,8.0,2.0,6.0,12.0,6.0,15.0,2.0,3.0,4.0,,1.0,5.0,,,,81.0,32.0,6.5,16.0,0,2.0,,,,1.0,2.0,1.0,,,,,,1.0,,,,,,,,,,,,,
12134249,home,Vereinigung Erzgebirge,Aidan Watkins,Aidan Watkins,aidan-watkins,A. Watkins,8,0,M,1825587,EUR,927244800,M,8,8,False,39.0,31.0,5.0,1.0,16.0,18.0,16.0,23.0,,2.0,2.0,3.0,1.0,5.0,,,,90.0,47.0,6.5,12.0,0,,1.0,,,2.0,,,,,,,,,2.0,1.0,,2.0,,,,,,,,,
12134249,home,Vereinigung Erzgebirge,Mark Garrity,Mark Garrity,mark-garrity,M. Garrity,27,0,M,1830749,EUR,690854400,M,27,27,False,24.0,17.0,2.0,,11.0,15.0,7.0,11.0,,3.0,2.0,1.0,,8.0,,,,81.0,38.0,6.6,14.0,0,,1.0,2.0,,3.0,,,D,,,1.0,,1.0,2.0,1.0,1.0,,1.0,1.0,,,,,,,
12134249,home,Vereinigung Erzgebirge,Antoine Hoppenot,,antoine-hoppenot,A. Hoppenot,,1,M,224904,EUR,659318400,M,23,23,False,19.0,13.0,3.0,1.0,3.0,4.0,11.0,18.0,,4.0,6.0,2.0,2.0,6.0,,,,90.0,35.0,6.9,11.0,1,2.0,,1.0,,1.0,5.0,1.0,F,173.0,,,,1.0,3.0,1.0,1.0,,,,1.0,,,,,,
12134249,home,Vereinigung Erzgebirge,Christopher Baker,Christopher Baker,christopher-baker,C. Baker,9,0,M,1825534,EUR,899078400,M,9,9,False,9.0,6.0,,,3.0,4.0,3.0,5.0,,3.0,2.0,1.0,1.0,2.0,,,,75.0,20.0,6.4,7.0,3,1.0,,2.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,1.0,2.0,1.0,,,
