match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_possessionLostCtrl,captain,stat_challengeLost,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_outfielderBlock,stat_dispossessed,stat_accurateCross,stat_shotOffTarget,stat_expectedGoals,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_goals,player_firstName,player_lastName,stat_totalOffside,stat_errorLeadToAShot,stat_hitWoodwork,stat_ownGoals,stat_bigChanceMissed
12450225,home,Olympique de Marseille,Gerónimo Rulli,geronimo-rulli,G. Rulli,G,1,189,13363,M,gerorulli,128383,EUR,706320000,G,1,1,False,22.0,22.0,8.0,8.0,0.0,22.0,22.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,1.0,1.0,90.0,33.0,7.4,0.00014945,1.0,0,0.3651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450225,home,Olympique de Marseille,Amir Murillo,michael-murillo,A. Murillo,D,62,183,3561,M,,839493,EUR,823996800,D,62,62,False,41.0,35.0,2.0,1.0,0.0,18.0,20.0,2.0,7.0,3.0,9.0,,,,,,90.0,62.0,6.9,0.0261737,,0,,17.0,24.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,12.0,,,,,,,,,,,,,,,,,,,,,,
12450225,home,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,leobalerdi5,928236,EUR,917308800,D,5,5,False,53.0,49.0,4.0,3.0,0.0,38.0,40.0,4.0,10.0,6.0,2.0,,,,,,77.0,70.0,7.3,0.00490642,,0,,11.0,13.0,,2.0,4.0,3.0,3.0,,2.0,2.0,1.0,6.0,True,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,
12450225,home,Olympique de Marseille,Geoffrey Kondogbia,geoffrey-kondogbia,G. Kondogbia,M,19,188,2269,M,,96544,EUR,729734400,D,19,19,False,68.0,66.0,1.0,1.0,0.0,54.0,55.0,4.0,8.0,9.0,4.0,,,,,,90.0,85.0,7.7,0.00538672,,0,,12.0,13.0,,1.0,1.0,,,1.0,,1.0,,2.0,,,,3.0,2.0,2.0,,,,,,,,,,,,,,,,
12450225,home,Olympique de Marseille,Ulisses Garcia,ulisses-garcia,U. Garcia,D,23,185,742,M,,558320,EUR,821318400,D,6,6,False,39.0,34.0,1.0,1.0,0.0,18.0,19.0,,1.0,2.0,3.0,,,,,,77.0,55.0,6.4,0.00920052,,0,,16.0,21.0,1.0,1.0,4.0,1.0,,1.0,1.0,1.0,,10.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,
12450225,home,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172,1149,M,,581314,EUR,786758400,M,21,21,False,39.0,29.0,1.0,1.0,0.0,15.0,21.0,,5.0,1.0,4.0,,,,,,67.0,49.0,6.7,0.00965095,,0,,14.0,18.0,,2.0,7.0,4.0,4.0,1.0,,1.0,3.0,12.0,,,,,,,2.0,,,,,,,,,,,,,,,
12450225,home,Olympique de Marseille,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,23,23,False,77.0,70.0,5.0,3.0,0.0,52.0,56.0,,3.0,1.0,4.0,,,,,,90.0,85.0,7.0,0.186217,1.0,0,,19.0,22.0,1.0,1.0,5.0,1.0,1.0,2.0,,1.0,2.0,8.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
12450225,home,Olympique de Marseille,Mason Greenwood,mason-greenwood,M. Greenwood,F,10,181,65939,M,MGreenwood,942116,EUR,1001894400,M,10,10,False,22.0,16.0,,,1.0,5.0,5.0,,2.0,,2.0,,,,,,83.0,34.0,7.9,0.153109,3.0,2,,11.0,18.0,1.0,,6.0,3.0,1.0,1.0,,1.0,3.0,10.0,,,,,,,1.0,,2.0,0.0516,,,,,,,,,,,,
12450225,home,Olympique de Marseille,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11335,M,adrienrabiot_25,250737,EUR,796867200,M,25,25,False,39.0,33.0,2.0,,1.0,15.0,16.0,2.0,8.0,1.0,4.0,,,,,,90.0,58.0,8.1,0.21014,2.0,0,,18.0,24.0,1.0,,3.0,2.0,2.0,1.0,4.0,3.0,2.0,12.0,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,
12450225,home,Olympique de Marseille,Luís Henrique,luis-henrique,L. Henrique,M,11,181,6103,M,,977679,EUR,1008288000,M,44,44,False,38.0,30.0,4.0,3.0,1.0,10.0,13.0,,3.0,,3.0,,,,,,90.0,55.0,7.2,0.051144,1.0,2,,21.0,27.0,2.0,1.0,4.0,4.0,2.0,,1.0,1.0,,13.0,,,,,,,1.0,1.0,,0.1036,,1.0,1.0,0.0309,,,,,,,,
