match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_unsuccessfulTouch,stat_clearanceOffLine,stat_lastManTackle,stat_errorLeadToAShot,stat_wasFouled,captain,stat_dispossessed,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_bigChanceCreated,stat_blockedScoringAttempt,player_sofascoreId,stat_goals,stat_totalOffside
12448409,home,NAC Breda,Daniel Bielica,,,bielica-daniel,D. Bielica,G,99,189,296,M,939460,EUR,925430400,G,99,99,False,22.0,15.0,14.0,7.0,0.0,10.0,12.0,5.0,10.0,3.0,8.0,2.0,4.0,6.0,2.0,1.0,1.0,90.0,36.0,7.9,8.0,0.0007093,0,-0.8798,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448409,home,NAC Breda,Boyd Lucassen,Boyd,Lucassen,boyd-lucassen,B. Lucassen,D,2,173,39,M,912651,EUR,899251200,D,2,2,False,25.0,16.0,3.0,2.0,0.0,10.0,11.0,6.0,14.0,,6.0,,,,,,,90.0,44.0,6.6,9.0,0.0307489,2,,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,0.0295,0.0548,1.0,,,,,,,,,,,,,,,,,
12448409,home,NAC Breda,Fredrik Jensen,Fredrik,Jensen,fredrik-jensen,F. Jensen,M,20,185,100,M,226762,EUR,737683200,D,20,20,False,24.0,17.0,4.0,1.0,0.0,13.0,13.0,4.0,11.0,2.0,1.0,,,,,,,81.0,36.0,6.1,9.0,0.00302307,0,,1.0,,4.0,1.0,1.0,,,2.0,1.0,1.0,,2.0,,,,2.0,,,,,,,,,,,,,,,,
12448409,home,NAC Breda,Terence Kongolo,Terence,Kongolo,terence-kongolo,T. Kongolo,D,,188,165,M,138837,EUR,761184000,D,23,23,False,21.0,15.0,3.0,1.0,0.0,13.0,15.0,2.0,6.0,6.0,4.0,,,,,,,90.0,41.0,7.4,6.0,0.00137164,0,,1.0,1.0,2.0,4.0,,,,3.0,3.0,2.0,1.0,2.0,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,
12448409,home,NAC Breda,Jan Van den Bergh,,,jan-van-den-bergh,J. Van den Bergh,D,52,189,155,M,929498,EUR,781056000,D,5,5,False,39.0,24.0,8.0,4.0,0.0,15.0,19.0,9.0,20.0,5.0,5.0,,,,,,,90.0,62.0,6.6,21.0,0.0358442,1,,2.0,1.0,5.0,4.0,2.0,,1.0,1.0,2.0,3.0,1.0,,0.067,0.1822,,2.0,,,,,True,1.0,,,,,,,,,,
12448409,home,NAC Breda,Boy Kemper,Boy,Kemper,boy-kemper,B. Kemper,D,4,185,120,M,858242,EUR,929923200,D,4,4,False,23.0,11.0,3.0,,0.0,7.0,9.0,5.0,16.0,2.0,4.0,,,,,,,90.0,47.0,6.9,15.0,0.156558,3,,1.0,4.0,4.0,11.0,,2.0,1.0,,3.0,3.0,2.0,3.0,0.2663,0.167,1.0,1.0,,,,3.0,,,2.0,1.0,1.0,1.0,1.0,,,,,
12448409,home,NAC Breda,Raul Paula,Raul Paula,,paula-raul,R. Paula,M,11,177,105,M,1083398,EUR,1074988800,M,11,11,False,8.0,6.0,1.0,1.0,0.0,5.0,5.0,1.0,3.0,2.0,2.0,,,,,,,62.0,15.0,6.3,5.0,0.00039217,0,,3.0,,4.0,1.0,,,,,,,,,,,,2.0,,,,1.0,,1.0,,,,,,,,,,
12448409,home,NAC Breda,Maximilien Balard,Maximilien,Balard,balard-maximilien,M. Balard,M,16,178,164,M,1096511,EUR,974592000,M,16,16,False,35.0,24.0,7.0,2.0,0.0,13.0,18.0,11.0,17.0,3.0,6.0,,,,,,,90.0,45.0,6.8,12.0,0.0736391,0,,1.0,,5.0,2.0,1.0,,,1.0,2.0,,,2.0,,,2.0,,,,,2.0,,1.0,,,,,,,,,,
12448409,home,NAC Breda,Clint Leemans,Clint,Leemans,clint-franciscus-henricus-leemans,C. Leemans,M,8,187,91,M,336811,EUR,811123200,M,8,8,False,14.0,7.0,2.0,,0.0,5.0,5.0,3.0,11.0,3.0,3.0,,,,,,,62.0,25.0,6.9,9.0,0.240297,0,,,,1.0,3.0,,,,,1.0,2.0,2.0,,,,1.0,,,,,,,1.0,2.0,1.0,1.0,1.0,,1.0,,,,
12448409,home,NAC Breda,Leo Sauer,Leo Sauer,,sauer-leo,L. Sauer,M,16,184,1911,M,1150938,EUR,1134691200,M,77,77,False,13.0,10.0,,,0.0,,2.0,10.0,12.0,,4.0,,,,,,,81.0,33.0,6.6,11.0,0.0421518,4,,,1.0,6.0,6.0,1.0,2.0,,,,2.0,1.0,,0.0856,,2.0,2.0,,,,1.0,,,1.0,,7.0,2.0,,,2.0,,,
12448409,home,NAC Breda,Matthew Garbett,,,matthew-garbett,M. Garbett,M,28,188,184,M,1002607,EUR,1018656000,F,7,7,False,14.0,10.0,2.0,1.0,0.0,5.0,7.0,5.0,7.0,,4.0,,,,,,,62.0,22.0,6.3,8.0,0.00522446,1,,1.0,,6.0,1.0,1.0,1.0,,,,,,1.0,0.0413,,,1.0,,,,1.0,,3.0,,,,,,,,,,
12448409,home,NAC Breda,Lars Mol,Lars,Mol,lars-mol,L. Mol,M,28,185,35,M,1515523,EUR,1095206400,D,28,28,True,5.0,3.0,,,0.0,3.0,5.0,,1.0,,2.0,,,,,,,28.0,9.0,6.3,5.0,2.281e-05,0,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,
12448409,home,NAC Breda,Dominik Janošek,,,dominik-janosek,D. Janošek,M,39,183,161,M,891420,EUR,897696000,F,39,39,True,16.0,14.0,1.0,1.0,0.0,9.0,9.0,6.0,11.0,,4.0,,,,,,,28.0,26.0,6.6,10.0,0.0419629,0,,,,3.0,,,,,,,,,1.0,,,1.0,3.0,,,,,,1.0,4.0,1.0,1.0,,,,,,,
12448409,home,NAC Breda,Kacper Kostorz,,,kacper-kostorz,K. Kostorz,F,,188,270,M,882645,EUR,935193600,F,9,9,True,7.0,4.0,,,0.0,2.0,3.0,2.0,4.0,,,,,,,,,28.0,10.0,6.3,6.0,0.00193172,0,,,2.0,2.0,2.0,,,,,,,,1.0,,,,2.0,,,,,,,,,1.0,,,,,,,
12448409,home,NAC Breda,Casper Staring,,,casper-staring,C. Staring,M,6,186,53,M,1048427,EUR,980985600,M,6,6,True,2.0,2.0,,,0.0,2.0,2.0,,,,,,,,,,,9.0,2.0,6.5,,8.04e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448409,home,NAC Breda,Saná Fernandes,,,sana-fernandes,S. Fernandes,F,77,165,364,M,1513787,EUR,1141948800,F,19,19,True,6.0,5.0,,,0.0,3.0,3.0,2.0,3.0,,1.0,,,,,,,9.0,7.0,6.5,2.0,0.00331593,0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
12448409,home,NAC Breda,Tein Troost,,,tein-troost,T. Troost,G,1,186,83,M,961617,EUR,1011052800,G,49,49,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
