match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_bigChanceCreated,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,stat_totalContest,stat_wonContest,captain,stat_goals,stat_accurateCross,player_sofascoreId,stat_bigChanceMissed,stat_errorLeadToAGoal,stat_clearanceOffLine,stat_hitWoodwork,stat_penaltyWon
14025224,home,Leeds United,Lucas Perri,,,lucas-perri,L. Perri,G,1,196,3418,M,871290,EUR,881712000,G,1,1,False,50.0,37.0,16.0,3.0,0.0,35.0,37.0,2.0,13.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,90.0,58.0,6.2,14.0,0.00058324,32.046943289961,7.0,29.4,5.67,0.2395,0,-0.1024,0.06,-0.06,-0.39,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025224,home,Leeds United,Joe Rodon,,,rodon-joe,J. Rodon,D,6,193,1190,M,828640,EUR,877478400,D,6,6,False,41.0,36.0,3.0,3.0,0.0,22.0,23.0,14.0,18.0,5.0,5.0,,,,,,,90.0,66.0,7.0,12.0,0.0226694,36.884328582895,6.0,13.545,8.925,,4,,0.31,0.05,0.14,,1.0,4.0,4.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,0.2542,-0.58,,,,,,,,,,,,,,,,,,,
14025224,home,Leeds United,Jaka Bijol,,,jaka-bijol,J. Bijol,D,15,192,2511,M,886930,EUR,918172800,D,15,15,False,75.0,64.0,9.0,3.0,1.0,52.0,52.0,12.0,23.0,3.0,2.0,,,,,,,90.0,88.0,7.8,14.0,0.290943,258.01630069524,26.0,192.045,20.37,,0,,0.55,0.15,-0.07,,1.0,3.0,6.0,8.0,,,,4.0,,2.0,1.0,1.0,1.0,1.0,,,1.0,17.623216533879,1.0,1.0,,,,,,,,,,,,,,,
14025224,home,Leeds United,Pascal Struijk,,,pascal-struijk,P. Struijk,D,5,190,1365,M,836675,EUR,934329600,D,5,5,False,56.0,50.0,4.0,2.0,0.0,40.0,42.0,10.0,14.0,5.0,5.0,,,,,,,90.0,75.0,6.6,7.0,0.00544804,84.017940391893,14.0,20.055,13.545,,4,,0.06,0.03,-0.08,,,4.0,7.0,9.0,,2.0,1.0,8.0,,1.0,2.0,1.0,1.0,,0.4855,-0.75,,,,,1.0,1.0,1.0,0.5312,,,,,,,,,,,
14025224,home,Leeds United,Jayden Bogle,,,bogle-jayden,J. Bogle,D,2,178,805,M,929132,EUR,964656000,M,2,2,False,16.0,13.0,,,0.0,5.0,5.0,8.0,11.0,3.0,3.0,,,,,,,80.0,28.0,6.3,7.0,0.0040103,24.293611129265,4.0,-1.785,2.31,,0,,-0.01,0.01,0.13,,,1.0,,1.0,1.0,,,3.0,,,1.0,1.0,2.0,,,,,,,,1.0,,1.0,,,,,,,,,,,,
14025224,home,Leeds United,Brenden Aaronson,,,brenden-aaronson,B. Aaronson,M,11,178,2596,M,973431,EUR,972172800,M,11,11,False,22.0,19.0,1.0,1.0,0.0,8.0,9.0,11.0,13.0,6.0,4.0,,,,,,,77.0,43.0,6.9,14.0,0.00987589,120.52022299311,10.0,37.17,30.345,,1,,0.26,0.1,0.13,,2.0,1.0,2.0,5.0,3.0,1.0,,1.0,,1.0,1.0,1.0,4.0,1.0,0.0178,0.0,,44.506262994848,2.0,,1.0,,,,2.0,1.0,,,,,,,,,
14025224,home,Leeds United,Ethan Ampadu,,,ethan-ampadu,E. Ampadu,D,4,182,2540,M,847097,EUR,968889600,M,4,4,False,38.0,31.0,4.0,3.0,0.0,16.0,17.0,15.0,21.0,3.0,9.0,,1.0,,,,,87.0,66.0,8.7,18.0,0.0318305,105.70038958298,13.0,42.63,19.005,,1,,0.24,0.17,0.25,,1.0,2.0,3.0,9.0,,,,3.0,,,3.0,2.0,1.0,2.0,0.1275,0.51,,28.281463204721,1.0,1.0,,1.0,,0.7599,1.0,1.0,True,1.0,,,,,,,
14025224,home,Leeds United,Anton Stach,,,anton-stach,A. Stach,M,18,192,1468,M,889861,EUR,911088000,M,18,18,False,33.0,27.0,4.0,2.0,0.0,11.0,12.0,16.0,21.0,5.0,6.0,,1.0,,,,,90.0,57.0,8.9,15.0,0.559935,75.882322504805,8.0,44.14,17.115,,3,,0.86,0.24,-0.04,,10.0,1.0,,2.0,2.0,1.0,1.0,2.0,1.0,,2.0,1.0,2.0,,0.1142,0.56,,46.890574423123,3.0,5.0,1.0,1.0,,0.328,,,,1.0,5.0,,,,,,
14025224,home,Leeds United,Gabriel Gudmundsson,,,gabriel-gudmundsson,G. Gudmundsson,D,3,181,1194,M,834308,EUR,925344000,M,3,3,False,28.0,22.0,5.0,,0.0,13.0,13.0,9.0,15.0,5.0,2.0,,,,,,,90.0,56.0,6.6,14.0,0.299713,64.243142711099,10.0,13.335,9.03,,3,,0.49,-0.35,0.14,,2.0,,1.0,4.0,2.0,1.0,,2.0,,1.0,2.0,2.0,1.0,1.0,0.4107,-0.53,,,,,,2.0,,,3.0,,,,1.0,,,,,,
14025224,home,Leeds United,Dominic Calvert-Lewin,,,dominic-calvert-lewin,D. Calvert-Lewin,F,9,187,5857,M,372344,EUR,858470400,F,9,9,False,12.0,6.0,,,0.0,,,6.0,12.0,7.0,,,1.0,,,,,87.0,26.0,8.2,11.0,0.079998,28.638541326437,4.0,-3.32,6.655,,3,,0.1,-0.6,0.14,,2.0,3.0,1.0,4.0,2.0,,,1.0,,,,,,2.0,1.285,0.78,,,,1.0,,3.0,,1.547,2.0,1.0,,2.0,,CalvertLewin14,1.0,,,,
14025224,home,Leeds United,Noah Okafor,,,noah-okafor,N. Okafor,F,19,185,5947,M,865523,EUR,959126400,F,19,19,False,10.0,7.0,,,0.0,1.0,1.0,6.0,9.0,5.0,,,,,,,,77.0,26.0,6.7,11.0,0.0265083,16.509967884847,3.0,13.65,8.925,,0,,0.05,-0.26,0.13,,2.0,1.0,1.0,5.0,,,,1.0,,1.0,,,2.0,1.0,,,,,,1.0,1.0,,,,6.0,3.0,,,,noah.arinze,,,,,
14025224,home,Leeds United,Ao Tanaka,,,ao-tanaka,A. Tanaka,M,22,180,4892,M,871886,EUR,905385600,M,22,22,True,5.0,4.0,,,0.0,3.0,3.0,1.0,2.0,,,,,,,,,13.0,10.0,6.3,4.0,0.00099252,9.1801741051988,2.0,7.35,6.09,,0,,0.02,0.03,-0.05,,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
14025224,home,Leeds United,Wilfried Gnonto,,,wilfried-gnonto,W. Gnonto,M,29,170,3597,M,998951,EUR,1067990400,F,29,29,True,7.0,6.0,2.0,2.0,0.0,3.0,3.0,3.0,4.0,1.0,2.0,,,,,,,13.0,13.0,7.3,2.0,0.0570854,94.261514972013,3.0,91.455,41.685,,1,,0.25,0.39,0.34,,,1.0,1.0,2.0,,,1.0,2.0,,,1.0,1.0,1.0,,0.0376,0.0,,94.261514972013,3.0,,,,,,,,,,,,,,,,
14025224,home,Leeds United,James Justin,,,james-justin,J. Justin,D,24,183,1165,M,827681,EUR,888192000,D,24,24,True,3.0,3.0,,,0.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,10.0,9.0,6.3,3.0,0.00073304,,,,,,0,,0.03,,-0.18,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
