match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_goals,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_clearanceOffLine,stat_errorLeadToAGoal
12764388,home,Paris Saint-Germain,Gianluigi Donnarumma,gianluigi-donnarumma,G. Donnarumma,G,25,196,70015,M,donnarumma,824509,EUR,919900800,G,1,1,False,24.0,20.0,11.0,7.0,0.0,19.0,19.0,1.0,5.0,1.0,1.0,3.0,1.0,4.0,5.0,1.0,90.0,32.0,6.8,4.0,0.0001336,0,0.4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764388,home,Paris Saint-Germain,Achraf Hakimi,hakimi-achraf,A. Hakimi,D,2,181,124695,M,AHakimi,814594,EUR,910137600,D,2,2,False,70.0,63.0,4.0,4.0,0.0,19.0,21.0,44.0,50.0,5.0,,4.0,1.0,,,,90.0,90.0,7.4,13.0,0.0761274,2,,1.0,2.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0844,0.0266,2.0,,,,,,,,,,,,,,,,,,
12764388,home,Paris Saint-Germain,Marquinhos,marquinhos,Marquinhos,D,5,183,36487,M,marquinhosm5,155995,EUR,768873600,D,5,5,False,72.0,70.0,3.0,2.0,0.0,45.0,46.0,25.0,26.0,2.0,2.0,3.0,,,,,90.0,79.0,6.8,2.0,0.013413,0,,,,,,,,,,,,,,,,,True,2.0,1.0,,,,,,,,,,,,,,,
12764388,home,Paris Saint-Germain,Willian Pacho,willian-pacho,W. Pacho,D,51,187,25706,M,pachowilliam,979480,EUR,1003190400,D,51,51,False,66.0,62.0,1.0,,0.0,53.0,55.0,9.0,11.0,1.0,3.0,1.0,1.0,,,,90.0,76.0,6.5,5.0,0.00357847,0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,
12764388,home,Paris Saint-Germain,Nuno Mendes,nuno-mendes,N. Mendes,D,25,180,37488,M,nunomendes_5,989768,EUR,1024444800,D,25,25,False,65.0,59.0,5.0,5.0,0.0,29.0,33.0,30.0,35.0,9.0,1.0,4.0,2.0,,,,90.0,94.0,7.1,13.0,0.427589,0,,3.0,,5.0,1.0,4.0,3.0,,,4.0,2.0,2.0,2.0,,,1.0,,,,4.0,1.0,1.0,,,,,,,,,,,,
12764388,home,Paris Saint-Germain,João Neves,joao-neves,J. Neves,M,87,174,37245,M,joao_neves,1190933,EUR,1096243200,M,87,87,False,62.0,55.0,3.0,1.0,0.0,19.0,21.0,36.0,41.0,11.0,1.0,6.0,1.0,,,,90.0,88.0,8.0,10.0,0.0589455,7,,,,5.0,,4.0,2.0,1.0,3.0,7.0,5.0,1.0,3.0,0.6578,0.7393,2.0,,1.0,,1.0,,,2.0,3.0,1.0,,,,,,,,,
12764388,home,Paris Saint-Germain,Vitinha,vitinha,Vitinha,M,17,172,50727,M,vitinha,902029,EUR,950400000,M,17,17,False,88.0,83.0,11.0,10.0,1.0,34.0,36.0,51.0,54.0,1.0,3.0,5.0,1.0,,,,90.0,104.0,7.8,9.0,0.307234,3,,2.0,1.0,4.0,2.0,1.0,,,3.0,,,1.0,,0.0803,,4.0,,,,1.0,,,,,,,,2.0,2.0,,,,,
12764388,home,Paris Saint-Germain,Fabián Ruiz,fabian-ruiz,F. Ruiz,M,8,189,21886,M,fabianruiz52,784655,EUR,828489600,M,8,8,False,45.0,42.0,4.0,4.0,0.0,15.0,16.0,27.0,31.0,4.0,,4.0,,,,,61.0,55.0,6.7,6.0,0.0422254,1,,2.0,,4.0,,1.0,,1.0,,4.0,3.0,,1.0,0.2129,,1.0,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,
12764388,home,Paris Saint-Germain,Désiré Doué,desire-doue,D. Doué,F,14,181,92603,M,DD14,1154605,EUR,1117756800,F,14,14,False,41.0,36.0,1.0,1.0,0.0,12.0,13.0,24.0,32.0,2.0,,3.0,1.0,,,,61.0,61.0,7.0,14.0,0.0753335,2,,4.0,,5.0,2.0,2.0,,1.0,,1.0,1.0,1.0,,0.0548,0.1127,,,,,1.0,1.0,,,1.0,,Désiré Doué,,,,1.0,,,,
12764388,home,Paris Saint-Germain,Kang-in Lee,kang-in-lee,K. Lee,M,19,173,19315,M,kanginlee,917087,EUR,982540800,F,19,19,False,22.0,20.0,1.0,1.0,0.0,7.0,7.0,15.0,20.0,1.0,,3.0,1.0,,,,45.0,31.0,7.2,6.0,0.164674,0,,5.0,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,2.0,1.0,,,,,
