match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,stat_dispossessed,captain,stat_totalContest,stat_goals,stat_wonContest,stat_totalOffside,stat_errorLeadToAGoal,stat_lastManTackle,player_sofascoreId,stat_hitWoodwork
12448382,home,RKC Waalwijk,Yanick van Osch,,,yanick-van-osch,Y. van Osch,G,1,183.0,70,M,361764,EUR,859161600,G,21,21,False,53.0,38.0,29.0,14.0,0.0,32.0,33.0,6.0,20.0,2.0,9.0,1.0,5.0,6.0,2.0,2.0,90.0,64.0,7.8,15.0,0.00385254,0,-0.1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448382,home,RKC Waalwijk,Julian Lelieveld,,,julian-lelieveld,J. Lelieveld,D,2,184.0,104,M,798179,EUR,880329600,D,2,2,False,24.0,20.0,2.0,1.0,0.0,12.0,13.0,8.0,11.0,6.0,3.0,,,,,,75.0,47.0,6.7,4.0,0.0177662,1,,1.0,1.0,7.0,4.0,3.0,1.0,1.0,3.0,2.0,3.0,0.0403,,,,,,,,,,,,,,,,,,,,
12448382,home,RKC Waalwijk,Roshon van Eijma,,,roshon-van-eijma,R. v. Eijma,D,3,186.0,59,M,925930,EUR,897350400,D,17,17,False,36.0,26.0,11.0,4.0,0.0,20.0,24.0,6.0,12.0,11.0,2.0,,,,,,90.0,55.0,6.7,12.0,0.00436304,0,,,1.0,1.0,3.0,1.0,,,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,
12448382,home,RKC Waalwijk,Liam van Gelderen,,,liam-van-gelderen,L. v. Gelderen,D,4,178.0,172,M,910049,EUR,985305600,D,4,4,False,41.0,32.0,6.0,2.0,0.0,28.0,34.0,4.0,7.0,8.0,1.0,,,,,,90.0,54.0,6.7,9.0,0.00085713,0,,2.0,2.0,2.0,3.0,,,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
12448382,home,RKC Waalwijk,Juan Familia-Castillo,,,juan-castillo,J. Familia-Castillo,D,5,175.0,185,M,856735,EUR,947721600,D,5,5,False,37.0,26.0,10.0,3.0,1.0,15.0,16.0,12.0,23.0,3.0,2.0,,,,,,90.0,64.0,7.1,16.0,0.170252,2,,1.0,3.0,1.0,4.0,,,,1.0,,,0.0641,2.0,,,2.0,1.0,1.0,1.0,1.0,0.0455,1.0,,,,,,,,,,
12448382,home,RKC Waalwijk,Daouda Weidmann,,,weidmann-daouda,D. Weidmann,M,42,180.0,95,M,1142678,EUR,1052006400,M,30,30,False,14.0,8.0,1.0,,0.0,3.0,5.0,5.0,10.0,1.0,1.0,,,,,,83.0,28.0,6.6,10.0,0.00963999,0,,,,3.0,2.0,,,2.0,1.0,1.0,1.0,,1.0,1.0,,1.0,,,,,,,2.0,,,,,,,,,
12448382,home,RKC Waalwijk,Godfried Roemeratoe,,,godfried-roemeratoe,G. Roemeratoe,M,6,178.0,106,M,825849,EUR,935020800,M,24,24,False,22.0,20.0,6.0,5.0,0.0,14.0,15.0,6.0,7.0,4.0,5.0,,,,,,90.0,38.0,6.7,7.0,0.0067016,0,,,,3.0,3.0,,,2.0,3.0,2.0,,,2.0,,,,,,,,,,1.0,True,2.0,,,,,,,
12448382,home,RKC Waalwijk,Silvester van der Water,Silvester,van der Water,silvester-van-der-water,S. v. d. Water,M,,184.0,93,M,807145,EUR,844041600,M,18,18,False,13.0,7.0,2.0,,0.0,2.0,5.0,5.0,8.0,2.0,3.0,,,,,,60.0,21.0,6.9,9.0,0.00490252,1,,,,3.0,1.0,1.0,,1.0,1.0,1.0,,0.1511,1.0,,,,,,,1.0,0.888,,2.0,,,1.0,,,,,,
12448382,home,RKC Waalwijk,Tim van de Loo,Tim van de Loo,,tim-van-de-loo,T. v. d. Loo,M,22,180.0,36,M,1174460,EUR,1045872000,M,22,22,False,13.0,10.0,,,0.0,5.0,5.0,5.0,8.0,,3.0,,,,,,75.0,26.0,6.5,7.0,0.00727201,1,,1.0,,3.0,3.0,,,1.0,2.0,,1.0,0.0396,2.0,1.0,,,,,1.0,,,,1.0,,,,,,,,,
12448382,home,RKC Waalwijk,Denilho Cleonise,,,denilho-cleonise,D. Cleonise,F,7,179.0,62,M,971006,EUR,1007769600,M,7,7,False,12.0,10.0,1.0,1.0,0.0,4.0,4.0,7.0,10.0,,4.0,,,,,,90.0,19.0,6.6,5.0,0.0239441,0,,,,1.0,1.0,,,1.0,,,,,1.0,1.0,,2.0,1.0,,,,,1.0,1.0,,,,,,,,,
