match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_dispossessed,stat_shotOffTarget,stat_wasFouled,stat_expectedGoals,stat_interceptionWon,stat_fouls,stat_totalContest,stat_wonContest,player_sofascoreId,stat_blockedScoringAttempt,stat_challengeLost,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_totalOffside,stat_expectedGoalsOnTarget,stat_goalAssist,stat_goals
11451036,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,30.0,17.0,19.0,6.0,13.0,14.0,4.0,16.0,1.0,1.0,1.0,11.0,2.0,1.0,3.0,90.0,45.0,7.0,13.0,0.00137597,0,-0.6736,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11451036,home,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,369,M,44848,EUR,667094400,D,19,19,False,,51.0,41.0,3.0,1.0,17.0,20.0,25.0,34.0,2.0,3.0,2.0,4.0,,,,90.0,71.0,7.0,19.0,0.0487955,0,,,,3.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11451036,home,Trabzonspor,Rayyan Baniya,rayyan-baniya,R. Baniya,D,23,192,339,M,929739,EUR,919296000,D,2,2,False,,56.0,50.0,3.0,2.0,39.0,41.0,11.0,15.0,3.0,3.0,2.0,6.0,,,,90.0,66.0,6.9,8.0,0.0109554,1,,,,,,1.0,2.0,1.0,,,1.0,1.0,1.0,1.0,1.0,0.0309,,,,,,,,,,,,,
11451036,home,Trabzonspor,Stefano Denswil,stefano-denswil,S. Denswil,D,4,188,263,M,97404,EUR,736732800,D,24,24,False,,63.0,55.0,6.0,3.0,35.0,36.0,20.0,27.0,4.0,6.0,4.0,5.0,,,,90.0,73.0,7.2,8.0,0.0260091,0,,,,,,1.0,2.0,,2.0,1.0,,,,,,,4.0,1.0,,,,,,,,,,,
11451036,home,Trabzonspor,Eren Elmalı,eren-elmali,E. Elmalı,D,17,180,4102,M,981483,EUR,962928000,D,18,18,False,,30.0,26.0,4.0,2.0,18.0,20.0,8.0,11.0,1.0,9.0,,8.0,,,,90.0,51.0,7.2,7.0,0.00391425,1,,,,1.0,,1.0,3.0,,5.0,2.0,,,1.0,1.0,3.0,0.1027,3.0,1.0,,,,,,,,,,,
11451036,home,Trabzonspor,Berat Ayberk Özdemir,berat-ayberk-ozdemir,B. A. Özdemir,M,2,187,216,M,876857,EUR,895881600,M,5,5,False,,39.0,33.0,2.0,1.0,16.0,17.0,17.0,24.0,1.0,4.0,3.0,6.0,,,,64.0,50.0,7.0,9.0,0.0285943,0,,,,2.0,,,1.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,1.0,,,,,,,,,
11451036,home,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,642,M,826155,EUR,930268800,M,10,10,False,,46.0,39.0,1.0,,12.0,15.0,28.0,32.0,,5.0,,5.0,,,,78.0,62.0,7.1,10.0,0.104279,0,,,,1.0,1.0,,3.0,,4.0,3.0,,2.0,1.0,,1.0,,2.0,1.0,1.0,,,,,,,,,,
11451036,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1000,M,109779,EUR,635212800,M,7,7,False,,23.0,19.0,3.0,3.0,9.0,9.0,13.0,22.0,,,,1.0,,,,64.0,39.0,7.2,12.0,0.241228,2,,,,8.0,3.0,,2.0,,,,,1.0,2.0,2.0,,0.1086,1.0,,,,,,,,,,,,
11451036,home,Trabzonspor,Nicolas Pépé,nicolas-pepe,N. Pépé,F,19,183,12626,M,593526,EUR,801705600,M,29,29,False,,19.0,18.0,1.0,1.0,4.0,4.0,14.0,15.0,,3.0,,1.0,,,,38.0,26.0,7.0,2.0,0.0332588,1,,,,,,1.0,1.0,,,,1.0,,,,,0.0747,,,3.0,3.0,nicolas_pepe19,1.0,,,,,,,
11451036,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38551,M,295361,EUR,780969600,M,27,27,False,,31.0,25.0,,,5.0,6.0,21.0,28.0,,9.0,,6.0,,,,78.0,61.0,7.5,16.0,0.281958,3,,,,3.0,1.0,,4.0,,3.0,2.0,4.0,3.0,,2.0,4.0,0.1731,1.0,1.0,5.0,2.0,mahmoudtrezeguet,1.0,1.0,,,,,,
