match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,captain,stat_aerialWon,stat_shotOffTarget,stat_keyPass,stat_totalCross,stat_wasFouled,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_punches,stat_ownGoals,stat_goalAssist,stat_dispossessed,stat_goals
11396275,home,SV Werder Bremen,Michael Zetterer,michael-zetterer,M. Zetterer,G,23,187,476,M,190161,EUR,805507200,G,30,30,False,33.0,28.0,13.0,8.0,24.0,25.0,4.0,8.0,6.0,2.0,2.0,90.0,38.0,6.7,5.0,0.00273104,0,-0.5244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396275,home,SV Werder Bremen,Julián Malatini,julian-malatini,J. Malatini,D,22,191,563,M,1087043,EUR,991267200,D,22,22,False,59.0,54.0,4.0,3.0,44.0,46.0,10.0,13.0,5.0,,,90.0,77.0,7.1,9.0,0.00745243,1,,Julian Malatini,,4.0,6.0,4.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,1.0,0.0142,,,,,,,,,,,,,,,,,,,,
11396275,home,SV Werder Bremen,Christian Groß,christian-gross,C. Groß,D,,182,27,M,40323,EUR,602899200,D,36,36,False,81.0,77.0,3.0,3.0,57.0,57.0,20.0,24.0,7.0,,,90.0,93.0,7.6,4.0,0.0544633,1,,,,4.0,6.0,5.0,,,1.0,,5.0,2.0,2.0,,2.0,0.2094,True,3.0,1.0,2.0,,,,,,,,,,,,,,,,
11396275,home,SV Werder Bremen,Anthony Jung,anthony-jung,A. Jung,D,5,186,138,M,103442,EUR,689126400,D,3,3,False,72.0,66.0,6.0,4.0,49.0,52.0,17.0,23.0,5.0,,,90.0,92.0,7.1,11.0,0.00699003,1,,,,,,5.0,,,1.0,1.0,,2.0,2.0,1.0,,0.014,,2.0,1.0,,3.0,1.0,,,,,,,,,,,,,,
11396275,home,SV Werder Bremen,Mitchell Weiser,mitchell-weiser,M. Weiser,M,8,176,1411,M,138150,EUR,766886400,M,8,8,False,54.0,46.0,3.0,1.0,22.0,25.0,27.0,37.0,5.0,,,90.0,88.0,7.3,16.0,0.276364,0,,,,2.0,4.0,8.0,1.0,,1.0,,1.0,3.0,3.0,2.0,,,,,,2.0,8.0,2.0,3.0,4.0,3.0,,,,,,,,,,,
11396275,home,SV Werder Bremen,Romano Schmid,romano-schmid,R. Schmid,M,20,168,1020,M,830127,EUR,948931200,M,20,20,False,35.0,29.0,1.0,1.0,6.0,7.0,23.0,30.0,1.0,,,77.0,47.0,7.4,10.0,0.125243,1,,,,1.0,3.0,5.0,,,,,1.0,,,2.0,2.0,0.3832,,1.0,1.0,2.0,2.0,3.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,
11396275,home,SV Werder Bremen,Senne Lynen,senne-lynen,S. Lynen,M,14,182,401,M,826171,EUR,919382400,M,14,14,False,42.0,32.0,6.0,2.0,19.0,21.0,13.0,21.0,5.0,,,76.0,52.0,6.7,12.0,0.0262079,0,,,,,2.0,5.0,,,1.0,,2.0,2.0,1.0,2.0,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,,
11396275,home,SV Werder Bremen,Jens Stage,jens-stage,J. Stage,M,6,187,697,M,830142,EUR,847411200,M,6,6,False,56.0,43.0,6.0,1.0,28.0,30.0,15.0,26.0,3.0,,,90.0,70.0,7.4,15.0,0.160869,2,,,,3.0,3.0,2.0,,,2.0,2.0,1.0,,,1.0,,0.2323,,1.0,2.0,2.0,,1.0,,,,1.0,,,,,,,,,,
11396275,home,SV Werder Bremen,Felix Agu,agu-felix,F. Agu,M,27,180,629,M,933398,EUR,938390400,M,27,27,False,22.0,12.0,3.0,,8.0,9.0,4.0,13.0,4.0,,,63.0,42.0,6.5,15.0,0.00424347,1,,,,1.0,5.0,7.0,,1.0,1.0,,,2.0,2.0,,1.0,0.0273,,2.0,,,,1.0,,5.0,2.0,,,,,,,,,,,
11396275,home,SV Werder Bremen,Marvin Ducksch,marvin-ducksch,M. Ducksch,F,33,187,1088,M,258325,EUR,762998400,F,7,7,False,28.0,24.0,2.0,2.0,6.0,6.0,19.0,26.0,3.0,,,90.0,42.0,7.0,12.0,0.344113,4,,,,2.0,3.0,,,1.0,,,,,,3.0,1.0,0.3865,,,,3.0,4.0,,1.0,1.0,,,1.0,2.0,3.0,0.8306,,,,,,
11396275,home,SV Werder Bremen,Justin Njinmah,justin-njinmah,J. Njinmah,F,11,185,714,M,1005343,EUR,974246400,F,17,17,False,7.0,5.0,,,2.0,2.0,4.0,7.0,3.0,,,63.0,21.0,6.7,8.0,0.420782,1,,,,,5.0,4.0,2.0,,,,,1.0,,2.0,,0.2409,,,,2.0,2.0,,1.0,6.0,3.0,1.0,1.0,1.0,1.0,0.2305,,,,,,
11396275,home,SV Werder Bremen,Olivier Deman,deman-olivier,O. Deman,D,2,181,445,M,960114,EUR,954979200,D,2,2,True,11.0,10.0,,,2.0,2.0,8.0,9.0,,,,27.0,16.0,6.7,1.0,0.0470661,0,,,,,,3.0,,,,,,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
11396275,home,SV Werder Bremen,Nick Woltemade,nick-woltemade,N. Woltemade,F,27,198,55679,M,980623,EUR,1013644800,F,29,29,True,14.0,12.0,1.0,1.0,2.0,2.0,10.0,12.0,2.0,,,27.0,22.0,6.7,5.0,0.0498736,1,,,,1.0,3.0,1.0,1.0,,1.0,,,,,1.0,,0.1696,,,1.0,,,1.0,,1.0,,,,,,,,,,,,
11396275,home,SV Werder Bremen,Leonardo Bittencourt,leonardo-bittencourt,L. Bittencourt,M,10,171,295,M,111969,EUR,756259200,M,10,10,True,12.0,11.0,,,5.0,5.0,6.0,8.0,1.0,,,14.0,17.0,6.7,2.0,0.0986052,1,,,,2.0,2.0,2.0,,,,,,1.0,,,,0.0719,,,1.0,1.0,1.0,,,1.0,1.0,,,1.0,,,,,,,,
