match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_errorLeadToAGoal,stat_fouls,stat_expectedGoals,captain,stat_aerialLost,stat_shotOffTarget,stat_interceptionWon,stat_totalOffside,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_goals,stat_punches,stat_lastManTackle,stat_bigChanceMissed,stat_bigChanceCreated
13473391,home,Santos,Gabriel Brazão,,,gabriel-brazao,G. Brazão,G,77,191,3074,M,905448,EUR,970704000,G,77,77,False,30.0,21.0,13.0,4.0,0.0,18.0,19.0,3.0,11.0,1.0,2.0,1.0,6.0,2.0,4.0,4.0,1.0,1.0,90.0,41.0,7.0,9.0,0.00038349,0,-0.4961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473391,home,Santos,Luis Fellipe,Luis Fellipe,,luis-fellipe,L. Fellipe,D,25,192,558,M,1467379,EUR,1063065600,D,25,25,False,24.0,17.0,4.0,2.0,0.0,11.0,13.0,6.0,11.0,1.0,4.0,2.0,3.0,1.0,,,,,68.0,46.0,6.1,11.0,0.0102586,2,,2.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0578,,,,,,,,,,,,,,,,,
13473391,home,Santos,Gil,,,gil,Gil,D,4,191,1081,M,106402,EUR,550454400,D,4,4,False,35.0,32.0,3.0,2.0,0.0,27.0,28.0,5.0,7.0,3.0,5.0,2.0,3.0,,,,,,90.0,41.0,6.7,3.0,0.00180592,1,,,,3.0,,,,,2.0,1.0,,1.0,0.0394,True,2.0,1.0,1.0,,,,,,,,,,,,,
13473391,home,Santos,Zé Ivaldo,,,ze-ivaldo,Z. Ivaldo,D,2,185,1464,M,844602,EUR,856483200,D,2,2,False,45.0,40.0,5.0,4.0,0.0,31.0,31.0,9.0,14.0,4.0,4.0,4.0,4.0,,,,,,90.0,53.0,6.8,5.0,0.0503879,1,,,,,,,,,,,,,0.023,,,1.0,,1.0,,,,,,,,,,,,
13473391,home,Santos,Gonzalo Escobar,,,gonzalo-escobar,G. Escobar,D,31,171,1242,M,840500,EUR,858470400,D,31,31,False,51.0,43.0,2.0,,0.0,19.0,25.0,24.0,26.0,,7.0,,4.0,,,,,,90.0,81.0,7.1,14.0,0.106412,2,,4.0,2.0,4.0,1.0,2.0,1.0,2.0,6.0,3.0,,,0.0897,,2.0,1.0,1.0,,1.0,2.0,,,,,,,,,,
13473391,home,Santos,João Schmidt,,,joao-schmidt,J. Schmidt,M,5,183,1085,M,244591,EUR,737769600,M,5,5,False,50.0,44.0,5.0,4.0,0.0,21.0,22.0,23.0,28.0,4.0,8.0,1.0,6.0,,,,,,90.0,63.0,7.3,7.0,0.0567572,3,,,,4.0,2.0,,,,4.0,2.0,,1.0,0.1891,,,2.0,1.0,,,,1.0,1.0,0.0471,,,,,,,
13473391,home,Santos,Diego Pituca,,,diego-pituca,D. Pituca,M,21,175,649,M,866417,EUR,713836800,M,21,21,False,33.0,30.0,2.0,1.0,0.0,14.0,15.0,16.0,18.0,1.0,5.0,2.0,2.0,2.0,,,,,78.0,46.0,7.0,6.0,0.0406838,1,,3.0,1.0,3.0,1.0,,,1.0,2.0,1.0,,2.0,0.0136,,,1.0,,,,1.0,,,,1.0,,,,,,
13473391,home,Santos,Gabriel Veron,,,gabriel-veron,G. Veron,M,27,176,2553,M,1002819,EUR,1031011200,M,70,70,False,16.0,12.0,2.0,1.0,0.0,3.0,4.0,9.0,12.0,1.0,6.0,,3.0,2.0,,,,,68.0,30.0,7.0,8.0,0.0960604,1,,1.0,1.0,4.0,1.0,1.0,,1.0,3.0,2.0,,,0.1411,,,,,,,,2.0,1.0,0.2346,2.0,,,,,,
13473391,home,Santos,Benjamín Rollheiser,,,benjamin-rollheiser,B. Rollheiser,M,32,175,4255,M,922454,EUR,953856000,M,32,32,False,38.0,31.0,3.0,3.0,0.0,11.0,13.0,20.0,25.0,,2.0,,,1.0,,,,,88.0,53.0,7.0,16.0,0.234147,1,,10.0,3.0,5.0,1.0,1.0,1.0,,,,,3.0,0.0662,,,,,1.0,1.0,,1.0,,,4.0,,,,,,
13473391,home,Santos,Guilherme,,,guilherme,Guilherme,M,11,178,3515,M,844605,EUR,797731200,M,11,11,False,16.0,13.0,,,0.0,5.0,5.0,8.0,11.0,3.0,7.0,3.0,2.0,3.0,,,,,78.0,39.0,7.3,11.0,0.192985,1,,5.0,2.0,3.0,1.0,,1.0,,1.0,1.0,,,0.0151,,1.0,,,,,3.0,1.0,,,3.0,,,,,,
13473391,home,Santos,Tiquinho Soares,,,tiquinho-soares,Tiquinho,F,9,187,4683,M,789100,EUR,664070400,F,9,9,False,21.0,12.0,1.0,1.0,0.0,3.0,3.0,9.0,18.0,2.0,5.0,,4.0,2.0,,,,,90.0,30.0,7.1,13.0,0.0159652,2,,1.0,,5.0,,1.0,,,,,,3.0,0.1441,,3.0,2.0,,,1.0,2.0,,,,1.0,tiquinho_soares_29,,,,,
13473391,home,Santos,Aderlan,,,aderlan,Aderlan,D,13,180,379,M,584432,EUR,650937600,D,13,13,True,9.0,7.0,1.0,1.0,0.0,2.0,2.0,5.0,7.0,,,1.0,1.0,,,,,,22.0,14.0,6.6,2.0,0.0681794,0,,,,2.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,2.0,,,,,,
13473391,home,Santos,Deivid Washington,Deivid Washington,,deivid-washington,D. Washington,F,36,186,6765,M,1485371,EUR,1117929600,F,36,36,True,4.0,4.0,,,0.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,,,,,22.0,14.0,7.6,2.0,0.0131542,4,,,,3.0,,2.0,1.0,,,,,1.0,0.3224,,,2.0,,,,,,1.0,0.2423,,deividwashington_,1.0,,,,
13473391,home,Santos,Hyan,,,hyan,Hyan,M,20,184,546,M,1656040,EUR,1080086400,M,20,20,True,10.0,8.0,1.0,,0.0,3.0,3.0,5.0,7.0,,1.0,,2.0,1.0,,,,,12.0,13.0,6.7,3.0,0.00922395,0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,
13473391,home,Santos,Mateus Xavier de Sousa,Mateus,Xavier de Sousa,mateus-xavier,M. X. d. Sousa,M,47,172,627,M,1884605,EUR,1182988800,F,41,41,True,2.0,2.0,,,0.0,,,2.0,2.0,,1.0,,,,,,,,12.0,5.0,6.3,2.0,0.00346956,0,,,,1.0,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,
13473391,home,Santos,Luca Meirelles,Luca Oliveira Meirelles,,luca-oliveira-meirelles,L. O. Meirelles,F,49,185,1590,M,1633781,EUR,1173916800,F,79,79,True,6.0,6.0,,,0.0,1.0,1.0,5.0,5.0,,,,1.0,,,,,,8.0,7.0,6.5,1.0,0.0105873,0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
13473391,home,Santos,João Paulo,,,joao-paulo,J. Paulo,G,34,188,1599,M,795177,EUR,804384000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473391,home,Santos,João Basso,,,joao-basso,J. Basso,D,13,189,689,M,850955,EUR,853113600,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473391,home,Santos,Luan Peres,,,luan-peres,L. Peres,D,14,190,1198,M,842098,EUR,774576000,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473391,home,Santos,Kevyson,Kevyson,,kevyson,Kevyson,D,38,174,451,M,1389980,EUR,1080518400,D,38,38,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473391,home,Santos,Leonardo Godoy,,,leonardo-godoy,L. Godoy,D,29,174,518,M,794006,EUR,799027200,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473391,home,Santos,João Pedro Chermont,João Pedro Chermont,,joao-pedro-chermont,J.P. Chermont,D,44,181,1566,M,1482361,EUR,1137542400,D,44,44,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473391,home,Santos,Tomás Rincón,,,tomas-rincon,T. Rincón,M,8,175,2716,M,46798,EUR,569030400,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13473391,away,Red Bull Bragantino,Cleiton,,,cleiton,Cleiton,G,1,190,551,M,844576,EUR,871948800,G,1,1,False,25.0,20.0,9.0,4.0,0.0,17.0,17.0,3.0,8.0,1.0,1.0,1.0,5.0,1.0,2.0,2.0,,,90.0,33.0,6.8,5.0,0.0004476,0,-0.4759,,,,,,,,,,,,,True,,,,,,,,,,,,,1.0,,,
13473391,away,Red Bull Bragantino,José Andrés Hurtado,,,andres-hurtado,J. A. Hurtado,D,34,178,537,M,987589,EUR,1009065600,D,34,34,False,21.0,21.0,2.0,2.0,0.0,14.0,14.0,7.0,7.0,,3.0,1.0,4.0,,,,,,69.0,38.0,6.8,4.0,0.00432183,1,,2.0,,3.0,,,1.0,,3.0,1.0,,3.0,0.0236,,,,2.0,,,1.0,,,,,,,,,,
