match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_totalOffside,stat_shotOffTarget,stat_challengeLost,stat_dispossessed,captain,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceMissed,player_sofascoreId,stat_savedShotsFromInsideTheBox,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_goalAssist,stat_goals
10385080,home,NEC Nijmegen,Mattijs Branderhorst,mattijs-branderhorst,M. Branderhorst,G,31,192,151,M,146871,EUR,757296000,G,1,1,False,32.0,15.0,28.0,11.0,10.0,14.0,5.0,18.0,1.0,6.0,2.0,1.0,1.0,90.0,40.0,6.4,17.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385080,home,NEC Nijmegen,Bart van Rooij,bart-van-rooij,B. v. Rooij,D,28,174,343,M,946506,EUR,990835200,D,28,28,False,32.0,21.0,4.0,3.0,13.0,16.0,8.0,17.0,6.0,7.0,,,,90.0,61.0,6.9,17.0,0,,,1.0,4.0,4.0,6.0,7.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
10385080,home,NEC Nijmegen,Iván Márquez,ivan-marquez,I. Márquez,D,44,191,78,M,862479,EUR,771120000,D,4,4,False,40.0,25.0,15.0,3.0,18.0,23.0,7.0,17.0,11.0,7.0,,,,90.0,60.0,7.4,15.0,1,,,,2.0,8.0,2.0,9.0,,,2.0,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10385080,home,NEC Nijmegen,Joris Kramer,joris-kramer,J. Kramer,D,4,190,140,M,793742,EUR,838944000,D,5,5,False,39.0,34.0,5.0,3.0,26.0,28.0,8.0,11.0,2.0,5.0,,,,90.0,48.0,6.9,5.0,1,,,,,1.0,,1.0,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,,
10385080,home,NEC Nijmegen,Souffian El Karouani,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,28.0,14.0,8.0,2.0,7.0,12.0,7.0,20.0,1.0,9.0,,,,90.0,68.0,6.3,28.0,1,,,4.0,1.0,,7.0,4.0,3.0,,1.0,3.0,3.0,3.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,,,,
10385080,home,NEC Nijmegen,Lasse Schöne,lasse-schone,L. Schöne,M,,178,570,M,10077,EUR,517536000,M,20,20,False,34.0,25.0,2.0,2.0,7.0,9.0,21.0,31.0,1.0,1.0,,,,90.0,53.0,7.5,14.0,0,,,6.0,1.0,,5.0,1.0,,,4.0,,,,1.0,,2.0,1.0,,,1.0,2.0,True,3.0,1.0,2.0,,,,,,,,
10385080,home,NEC Nijmegen,Dirk Proper,dirk-proper,D. Proper,M,71,167,193,M,961685,EUR,1014508800,M,71,71,False,20.0,16.0,,,7.0,9.0,9.0,11.0,,2.0,,,,88.0,28.0,6.6,6.0,0,,,,,1.0,4.0,3.0,,,2.0,1.0,,1.0,1.0,,,1.0,,,2.0,1.0,,,,1.0,,,,,,,,
10385080,home,NEC Nijmegen,Elayis Tavsan,elayis-tavsan,E. Tavsan,F,7,183,301,M,929631,EUR,988588800,M,7,7,False,16.0,14.0,1.0,1.0,6.0,8.0,8.0,8.0,2.0,4.0,,,,88.0,34.0,6.4,12.0,1,,,,2.0,1.0,9.0,5.0,5.0,2.0,,,,4.0,1.0,1.0,,2.0,,,1.0,2.0,,,,1.0,,,,,,,,
10385080,home,NEC Nijmegen,Oussama Tannane,oussama-tannane,O. Tannane,F,14,178,2916,M,249435,EUR,764380800,M,14,14,False,35.0,28.0,3.0,2.0,7.0,9.0,22.0,29.0,,9.0,,,,90.0,61.0,7.7,20.0,4,,,3.0,1.0,,8.0,6.0,2.0,2.0,,4.0,2.0,6.0,2.0,1.0,,,1.0,2.0,1.0,4.0,,1.0,1.0,4.0,1.0,,,,,,,
10385080,home,NEC Nijmegen,Mikkel Duelund,mikkel-duelund,M. Duelund,F,10,178,139,M,770075,EUR,867542400,M,10,10,False,25.0,19.0,1.0,,3.0,4.0,16.0,21.0,2.0,4.0,,,,70.0,43.0,6.7,12.0,0,,,,2.0,1.0,6.0,6.0,2.0,2.0,1.0,1.0,1.0,4.0,2.0,,,2.0,,,1.0,1.0,,,,,,,,,,,,
