match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_interceptionWon,stat_aerialWon,stat_duelWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_dispossessed,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_keyPass,stat_challengeLost,stat_blockedScoringAttempt,stat_totalContest,stat_wonContest,stat_totalOffside,stat_bigChanceMissed
10408355,home,Sevilla,Bono,,,bono,Bono,G,37,195,54576,M,BonoY,360938,EUR,670809600,G,13,13,False,26.0,21.0,10.0,5.0,19.0,20.0,2.0,6.0,5.0,1.0,1.0,90.0,29.0,7.3,5.0,0.0,0.0,0.00075247,0,0.2456,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408355,home,Sevilla,Jesús Navas,,,jesus-navas,J. Navas,D,16,170,1580,M,,11869,EUR,501379200,D,16,16,False,38.0,34.0,2.0,,13.0,15.0,22.0,27.0,4.0,,,39.0,50.0,6.7,7.0,0.0,0.0,0.0407242,0,,True,4.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10408355,home,Sevilla,Loïc Badé,,,loic-bade,L. Badé,D,5,191,3177,M,,1006489,EUR,955411200,D,22,22,False,115.0,111.0,10.0,9.0,56.0,58.0,55.0,57.0,9.0,,,90.0,124.0,7.6,4.0,0.0,0.0,0.0260945,0,,,,,2.0,3.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10408355,home,Sevilla,Karim Rekik,,,karim-rekik,K. Rekik,D,4,185,255,M,,138827,EUR,786326400,D,4,4,False,91.0,88.0,4.0,3.0,40.0,41.0,48.0,50.0,6.0,,,62.0,97.0,6.7,6.0,0.0,0.0,0.0327804,0,,,,,,2.0,,,1.0,2.0,1.0,1.0,,,2.0,1.0,,,,,,,,,,,,,
10408355,home,Sevilla,Marcos Acuña,,,marcos-acuna,M. Acuña,D,21,172,8244,M,marcos.acuna10,578560,EUR,688608000,D,19,19,False,90.0,83.0,10.0,8.0,28.0,29.0,59.0,68.0,5.0,,,90.0,124.0,10.0,15.0,0.1419,0.0603,1.22035,2,,,7.0,4.0,,5.0,2.0,1.0,,5.0,5.0,2.0,,,5.0,,1.0,1.0,1.0,1.0,1.0,2.0,5.0,,,,,,
10408355,home,Sevilla,Óliver Torres,,,oliver-torres,Ó. Torres,M,8,178,952,M,,231776,EUR,784425600,M,21,21,False,82.0,73.0,10.0,8.0,18.0,20.0,56.0,65.0,6.0,,,90.0,94.0,6.9,11.0,0.3335,0.4141,0.123752,3,,,3.0,1.0,,5.0,,,,4.0,3.0,3.0,1.0,2.0,,,,,1.0,1.0,,,1.0,3.0,1.0,,,,
10408355,home,Sevilla,Fernando,,,fernando-reges,Fernando,M,5,183,1112,M,,41837,EUR,554169600,M,20,20,False,63.0,54.0,4.0,2.0,21.0,24.0,33.0,39.0,5.0,,,71.0,75.0,7.1,11.0,0.0465,0.0,0.0453574,1,,,,,,3.0,1.0,,2.0,4.0,1.0,1.0,,1.0,1.0,1.0,,,1.0,,,2.0,,1.0,,1.0,1.0,,
10408355,home,Sevilla,Ivan Rakitić,,,ivan-rakitic,I. Rakitić,M,,184,13189,M,ivan_rakitic,7635,EUR,573955200,M,10,10,False,59.0,51.0,4.0,3.0,16.0,16.0,35.0,43.0,4.0,,,62.0,78.0,7.7,11.0,0.1924,0.2728,0.0553081,4,,,,,,1.0,,,,7.0,5.0,,2.0,,,,,,1.0,2.0,,,,,1.0,1.0,,,
10408355,home,Sevilla,Suso,,,suso,Suso,M,11,176,1350,M,,96370,EUR,753667200,F,7,7,False,57.0,53.0,7.0,6.0,13.0,14.0,41.0,50.0,4.0,,,90.0,72.0,8.0,11.0,0.0,0.0,0.475392,0,,,7.0,1.0,,1.0,,,,4.0,3.0,1.0,1.0,,,,1.0,1.0,,,,,3.0,,,1.0,,2.0,
10408355,home,Sevilla,Youssef En-Nesyri,,,youssef-en-nesyri,Y. En-Nesyri,F,21,190,34177,M,ennesyri15,846470,EUR,865123200,F,15,15,False,14.0,11.0,,,3.0,3.0,8.0,11.0,1.0,,,71.0,19.0,8.2,5.0,0.6176,0.8864,0.0685823,2,,,,,5.0,6.0,,,1.0,1.0,,,,,1.0,1.0,,,,2.0,2.0,,1.0,,,,,1.0,
