match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_interceptionWon,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalClearance,stat_outfielderBlock,stat_shotOffTarget,stat_expectedGoals,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_accurateCross,stat_goals,stat_wasFouled,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_clearanceOffLine
12765006,away,NK Celje,Aljoša Matko,aljosa-matko,A. Matko,M,17,177,321,M,907454,EUR,954288000,M,7,7,False,,12.0,7.0,2.0,2.0,0.0,6.0,7.0,1.0,5.0,2.0,,90.0,24.0,7.9,8.0,0.00028489,2,,,,,3.0,4.0,1.0,,,,,1.0,1.0,2.0,,,,1.0,,1.0,1.0,1.0,0.0976,3.0,2.0,1.0,0.6489,,1.0,1.0,,,,,1.0
12765006,away,NK Celje,Luka Bobičanec,luka-bobicanec,L. Bobičanec,M,8,178,146,M,896412,EUR,732844800,M,8,8,False,,33.0,24.0,5.0,4.0,0.0,17.0,20.0,8.0,17.0,4.0,,63.0,44.0,6.5,13.0,0.0492055,1,,Luka Bobičanec,,4.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,0.0479,,,,,1.0,,,1.0,,,,
12765006,away,NK Celje,Marco Dulca,marco-dulca,M. Dulca,M,88,184,78,M,920622,EUR,926380800,M,4,4,False,,24.0,21.0,3.0,3.0,0.0,18.0,19.0,3.0,5.0,2.0,,63.0,27.0,6.6,3.0,0.00109941,0,,Marco,Dulca,,,3.0,,,,,,2.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,
12765006,away,NK Celje,Tamar Svetlin,tamar-svetlin,T. Svetlin,M,88,175,177,M,959616,EUR,996451200,M,88,88,False,,25.0,19.0,2.0,1.0,0.0,10.0,10.0,9.0,15.0,3.0,,90.0,38.0,6.7,10.0,0.00473315,0,,,,,5.0,7.0,1.0,2.0,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0,,,3.0,2.0,,,,,3.0,,,,,
12765006,away,NK Celje,Juanjo Nieto,juanjo-nieto,J. Nieto,D,2,175,74,M,868329,EUR,781142400,M,2,2,False,,20.0,15.0,2.0,,0.0,10.0,11.0,6.0,11.0,2.0,,45.0,32.0,6.4,10.0,0.0294715,0,,,,2.0,3.0,1.0,,1.0,,,,1.0,1.0,1.0,,,1.0,,,1.0,,,,2.0,,,,1.0,,,,,,,
12765006,away,NK Celje,Svit Sešlar,svit-seslar,S. Sešlar,M,10,185,669,M,946291,EUR,1010534400,F,11,11,False,,27.0,20.0,1.0,,0.0,10.0,11.0,10.0,19.0,2.0,,90.0,40.0,6.9,14.0,0.161219,1,,,,3.0,7.0,3.0,,,,1.0,,3.0,2.0,1.0,2.0,,,3.0,,,,,0.0416,2.0,,1.0,0.0225,,,,,,,,
12765006,away,NK Celje,Armandas Kučys,armandas-kucys,A. Kučys,F,47,194,917,M,1124208,EUR,1046304000,F,47,47,False,,10.0,6.0,,,0.0,1.0,2.0,5.0,8.0,1.0,,73.0,21.0,6.3,8.0,0.0386334,0,,,,,7.0,3.0,1.0,,,,,,,2.0,1.0,,1.0,3.0,2.0,,,,,2.0,,,,,,2.0,,,,,
12765006,away,NK Celje,Ivan Brnić,ivan-brnic,I. Brnić,M,77,175,376,M,916182,EUR,998524800,F,77,77,True,,15.0,12.0,3.0,3.0,1.0,8.0,10.0,4.0,5.0,3.0,,45.0,20.0,6.9,6.0,0.0126105,0,,,,,2.0,1.0,,1.0,,,,,,1.0,,,2.0,,,,,,,2.0,1.0,,,,,,,,,,
12765006,away,NK Celje,Nino Kouter,nino-kouter,N. Kouter,M,10,170,45,M,124594,EUR,756259200,M,10,10,True,,17.0,17.0,1.0,1.0,0.0,8.0,8.0,9.0,9.0,1.0,,27.0,22.0,6.5,2.0,0.0142296,1,,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,0.0357,1.0,,,,,,,1.0,,,,
12765006,away,NK Celje,Clement Lhernault,clement-lhernault,C. Lhernault,M,88,176,30,M,1513253,EUR,1045094400,M,5,5,True,,21.0,18.0,1.0,1.0,0.0,11.0,12.0,7.0,9.0,3.0,,27.0,22.0,6.6,3.0,0.00454415,0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
12765006,away,NK Celje,Edmilson,edmilson,Edmilson,F,26,190,464,M,1417710,EUR,861408000,F,30,30,True,,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,17.0,6.0,6.6,3.0,8.199e-05,0,,Edmilson,,,1.0,3.0,,,,,,,,2.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,
12765006,away,NK Celje,Luka Kolar,luka-kolar,L. Kolar,G,12,192,33,M,1128821,EUR,1126224000,G,12,12,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12765006,away,NK Celje,Lovro Štubljar,lovro-stubljar,L. Štubljar,G,13,191,142,M,1004481,EUR,1092009600,G,98,98,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
