match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,captain,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_aerialLost,stat_dispossessed,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_clearanceOffLine,player_firstName,stat_wonTackle,stat_totalCross,stat_accurateCross,stat_challengeLost,stat_wonContest,stat_keyPass,stat_errorLeadToAShot,stat_penaltyConceded,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_totalOffside,stat_goals,player_lastName,stat_punches,stat_hitWoodwork,stat_penaltyMiss
13558930,home,Bournemouth,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26081,M,KepaA,232422,EUR,781142400,G,13,13,False,36.0,16.0,24.0,4.0,0.0,13.0,18.0,3.0,18.0,1.0,14.0,2.0,3.0,1.0,1.0,4.0,3.0,3.0,90.0,48.0,7.5,22.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558930,home,Bournemouth,Lewis Cook,lewis-cook,L. Cook,M,4,175,885,M,,548188,EUR,854928000,D,4,4,False,38.0,26.0,7.0,1.0,0.0,17.0,22.0,9.0,16.0,3.0,7.0,,,,,,,,90.0,59.0,6.3,18.0,0,True,1.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
13558930,home,Bournemouth,Ilya Zabarnyi,illia-zabarnyi,I. Zabarnyi,D,6,189,17070,M,IlliaZabarnyi,1023567,EUR,1030838400,D,27,27,False,39.0,29.0,8.0,3.0,0.0,21.0,23.0,8.0,16.0,4.0,3.0,,,,,,,,90.0,48.0,6.4,11.0,0,,1.0,2.0,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
13558930,home,Bournemouth,Marcos Senesi,marcos-senesi,M. Senesi,D,5,184,5647,M,,830659,EUR,863222400,D,5,5,False,41.0,29.0,8.0,2.0,0.0,24.0,30.0,5.0,11.0,6.0,1.0,,,,,,,,85.0,56.0,7.1,14.0,1,,3.0,1.0,3.0,,1.0,3.0,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
13558930,home,Bournemouth,Julio Soler,julio-soler,J. Soler,D,20,175,3909,M,,1201520,EUR,1108512000,D,20,20,False,8.0,6.0,1.0,1.0,0.0,3.0,4.0,3.0,4.0,,3.0,,,,,,,,57.0,23.0,6.4,6.0,0,,1.0,5.0,4.0,,,1.0,2.0,2.0,1.0,3.0,2.0,1.0,,,,Julio Soler,1.0,,,,,,,,,,,,,,,,,
13558930,home,Bournemouth,Ryan Christie,ryan-christie,R. Christie,M,10,178,1202,M,,322391,EUR,793411200,M,10,10,False,20.0,16.0,3.0,1.0,0.0,14.0,14.0,3.0,7.0,1.0,4.0,,,,,,,,73.0,31.0,6.6,6.0,0,,,3.0,4.0,1.0,,,2.0,,1.0,1.0,,1.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
13558930,home,Bournemouth,Tyler Adams,tyler-adams,T. Adams,M,12,175,2920,M,,800419,EUR,918950400,M,12,12,False,36.0,28.0,3.0,2.0,0.0,17.0,21.0,11.0,15.0,1.0,1.0,,,,,,,,90.0,49.0,6.2,11.0,0,,,4.0,3.0,1.0,1.0,,1.0,,2.0,2.0,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,
13558930,home,Bournemouth,David Brooks,david-brooks,D. Brooks,M,7,173,1279,M,,855731,EUR,868320000,M,7,7,False,7.0,3.0,,,0.0,3.0,4.0,1.0,4.0,,4.0,,,,,,,,57.0,12.0,6.6,6.0,0,,,3.0,,,,,,1.0,,,,1.0,,,,,,1.0,1.0,2.0,,2.0,,,1.0,,,,,,,,,
13558930,home,Bournemouth,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6947,M,justinkluivert,851596,EUR,925862400,M,19,19,False,17.0,15.0,1.0,,1.0,6.0,6.0,9.0,14.0,1.0,2.0,,,,,,,,90.0,33.0,6.6,9.0,2,,,9.0,3.0,2.0,,1.0,1.0,,1.0,4.0,1.0,3.0,1.0,,,,1.0,3.0,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,
13558930,home,Bournemouth,Antoine Semenyo,antoine-semenyo,A. Semenyo,M,24,185,91394,M,antoinesemenyo42,934354,EUR,947203200,M,24,24,False,11.0,8.0,1.0,1.0,0.0,3.0,5.0,5.0,7.0,1.0,5.0,,,,,,,,90.0,36.0,5.2,16.0,1,,2.0,16.0,4.0,4.0,,1.0,1.0,3.0,1.0,2.0,4.0,5.0,,,,,,1.0,,1.0,,,,,,1.0,,1.0,2.0,,,,,
