match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_ownGoals,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_keyPass,captain,stat_totalCross,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_wonContest,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_accurateCross,stat_goalAssist,stat_onTargetScoringAttempt,player_sofascoreId,stat_errorLeadToAShot,stat_goals
11392841,home,Le Havre,Arthur Desmas,arthur-desmas,A. Desmas,G,16,196,105,M,798306,EUR,765676800,G,30,30,False,22.0,14.0,11.0,3.0,13.0,14.0,1.0,8.0,7.0,1.0,4.0,5.0,90.0,32.0,7.2,8.0,0.0,0.0,7.653e-05,0,-0.989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392841,home,Le Havre,Yoann Salmier,yoann-salmier,Y. Salmier,D,21,188,61,M,785518,EUR,722304000,D,22,22,False,32.0,25.0,1.0,,16.0,18.0,9.0,14.0,4.0,,,,90.0,54.0,6.4,10.0,0.0,0.0,0.00502615,0,,2.0,2.0,8.0,6.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,4.0,,,,,,,,,,,,,,,,,,,
11392841,home,Le Havre,Étienne Youte Kinkoue,etienne-youte-kinkoue,É. Y. Kinkoue,D,6,195,254,M,980406,EUR,1010966400,D,6,6,False,55.0,51.0,4.0,2.0,44.0,47.0,7.0,8.0,2.0,,,,90.0,62.0,6.6,4.0,0.0,0.0,0.00494762,0,,,1.0,,1.0,,6.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11392841,home,Le Havre,Gautier Lloris,gautier-lloris,G. Lloris,D,4,188,195,M,287887,EUR,806025600,D,4,4,False,65.0,60.0,4.0,2.0,45.0,48.0,15.0,17.0,4.0,,,,90.0,75.0,6.7,5.0,0.0,0.0,0.00327276,0,,2.0,2.0,2.0,2.0,,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11392841,home,Le Havre,Christopher Operi,christopher-operi,C. Operi,D,21,182,1311,M,858977,EUR,862272000,D,27,27,False,45.0,36.0,2.0,,25.0,30.0,11.0,17.0,4.0,,,,90.0,71.0,6.2,16.0,0.0,0.0,0.00655779,0,,1.0,1.0,6.0,6.0,1.0,1.0,,1.0,4.0,2.0,,,1.0,,,,,True,2.0,3.0,1.0,,,,,,,,,,,,
11392841,home,Le Havre,Josué Casimir,josue-casimir,J. Casimir,M,7,178,9086,M,1035986,EUR,1001289600,M,23,23,False,8.0,6.0,,,4.0,5.0,2.0,3.0,3.0,,,,70.0,17.0,6.4,6.0,0.083,0.0,0.19369,1,,2.0,,6.0,2.0,1.0,,,,1.0,,,1.0,1.0,2.0,,,1.0,,,,1.0,1.0,1.0,,,,,,,,,,
11392841,home,Le Havre,Daler Kuzyaev,daler-kuzyaev,D. Kuzyaev,M,14,182,744,M,541426,EUR,727056000,M,14,14,False,29.0,23.0,1.0,,12.0,16.0,11.0,13.0,2.0,,,,90.0,34.0,6.3,9.0,0.0,0.0,0.00793883,0,,,1.0,4.0,2.0,1.0,1.0,,,,,,1.0,,2.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,
11392841,home,Le Havre,Abdoulaye Touré,abdoulaye-toure,A. Touré,M,94,187,3161,M,149732,EUR,762652800,M,94,94,False,34.0,30.0,4.0,3.0,20.0,21.0,10.0,13.0,4.0,,,,84.0,48.0,6.3,9.0,0.5321,0.0,0.0152096,1,,,,5.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,,4.0,,2.0,,,,,,2.0,,,,,,1.0,1.0,,,,,,
11392841,home,Le Havre,Rassoul Ndiaye,rassoul-ndiaye,R. Ndiaye,M,14,179,1884,M,992026,EUR,1008028800,M,19,19,False,37.0,31.0,2.0,1.0,21.0,23.0,10.0,14.0,5.0,,,,70.0,45.0,6.6,6.0,0.0,0.0,0.00664495,0,,,,4.0,4.0,,1.0,,1.0,4.0,3.0,,,,1.0,,,,,,3.0,,,,,,,,,,,,,
11392841,home,Le Havre,Issa Soumaré,issa-soumare,I. Soumaré,F,45,182,607,M,1001458,EUR,971136000,M,45,45,False,14.0,10.0,,,5.0,5.0,5.0,10.0,3.0,,,,61.0,28.0,6.3,11.0,0.1889,0.0,0.00264771,2,,4.0,5.0,11.0,9.0,2.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,3.0,4.0,1.0,,2.0,2.0,1.0,2.0,,,,,,
11392841,home,Le Havre,Nabil Alioui,alioui-nabil,N. Alioui,F,10,175,375,M,873049,EUR,919296000,F,10,10,False,10.0,7.0,,,3.0,4.0,5.0,11.0,,,,,61.0,23.0,6.6,12.0,0.0214,0.0,0.0664168,1,,,,3.0,1.0,3.0,,,,,,,1.0,,,,,1.0,,5.0,,1.0,,,1.0,3.0,,1.0,1.0,,,,,
11392841,home,Le Havre,Samuel Grandsir,samuel-grandsir,S. Grandsir,M,,168,123,M,839112,EUR,839980800,F,29,29,True,14.0,12.0,1.0,,5.0,5.0,7.0,14.0,1.0,,,,29.0,23.0,6.6,8.0,0.0,0.0,0.0131617,0,,,,3.0,1.0,,,,1.0,1.0,1.0,,,,2.0,,,,,5.0,,1.0,,,,,,,,,,,,
