match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_totalTackle,stat_unsuccessfulTouch,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_totalClearance,stat_wonTackle,stat_fouls,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialWon,stat_shotOffTarget,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_keyPass,stat_dispossessed,captain,stat_blockedScoringAttempt,stat_totalContest,stat_bigChanceMissed,stat_totalOffside,stat_wonContest,stat_punches,stat_errorLeadToAShot
12501534,home,Cagliari,Elia Caprile,,,elia-caprile,E. Caprile,G,1,191,1685,M,947954,EUR,998697600,G,25,25,False,37.0,22.0,25.0,11.0,0.0,17.0,20.0,5.0,17.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,45.0,7.1,16.0,0.00106383,0,0.2147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12501534,home,Cagliari,Gabriele Zappa,,,gabriele-zappa,G. Zappa,D,28,183,617,M,927304,EUR,945820800,D,28,28,False,31.0,22.0,3.0,,0.0,12.0,19.0,10.0,13.0,2.0,6.0,2.0,3.0,,,,,90.0,52.0,6.9,16.0,0.00484277,0,,1.0,1.0,2.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
12501534,home,Cagliari,Yerry Mina,,,yerry-mina,Y. Mina,D,26,195,5988,M,360396,EUR,780278400,D,26,26,False,32.0,30.0,3.0,1.0,0.0,26.0,27.0,4.0,5.0,8.0,7.0,3.0,1.0,,,,,90.0,51.0,8.4,3.0,0.00146729,1,,,2.0,2.0,3.0,2.0,,yerrymina,1.0,1.0,1.0,3.0,5.0,0.1823,0.4783,,,,,,,,,,,,,,,
12501534,home,Cagliari,Sebastiano Luperto,,,sebastiano-luperto,S. Luperto,D,6,191,784,M,352736,EUR,841968000,D,6,6,False,29.0,23.0,4.0,,0.0,18.0,19.0,5.0,10.0,3.0,3.0,1.0,1.0,,,,,90.0,41.0,7.1,8.0,0.00200954,1,,,,,4.0,1.0,,,,,,2.0,,0.132,,2.0,1.0,,,,,,,,,,,,,
12501534,home,Cagliari,Nadir Zortea,,,zortea-nadir,N. Zortea,M,20,187,1108,M,928104,EUR,929750400,M,19,19,False,23.0,15.0,7.0,4.0,1.0,4.0,7.0,12.0,20.0,1.0,6.0,1.0,,,,,,87.0,35.0,7.1,11.0,0.0737509,1,,4.0,2.0,7.0,2.0,1.0,4.0,,,,,1.0,,0.0154,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
12501534,home,Cagliari,Michel Adopo,,,michel-ndary-adopo,M. N. Adopo,M,8,187,534,M,928777,EUR,963964800,M,8,8,False,35.0,32.0,3.0,3.0,0.0,14.0,15.0,19.0,21.0,3.0,5.0,2.0,3.0,,,,,87.0,47.0,7.3,7.0,0.169822,0,,1.0,,2.0,,1.0,,,,,,1.0,1.0,,,,,1.0,2.0,1.0,2.0,,,,,,,,,
12501534,home,Cagliari,Antoine Makoumbou,,,antoine-makoumbou,A. Makoumbou,M,29,186,535,M,920391,EUR,900720000,M,29,29,False,44.0,38.0,7.0,3.0,1.0,17.0,21.0,21.0,23.0,1.0,1.0,1.0,,,,,,74.0,50.0,7.1,7.0,0.0319206,0,,,,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,2.0,1.0,,,,,,,,
12501534,home,Cagliari,Alessandro Deiola,,,alessandro-deiola,A. Deiola,M,14,189,280,M,328109,EUR,807235200,M,14,14,False,21.0,13.0,3.0,1.0,0.0,2.0,4.0,11.0,17.0,6.0,4.0,3.0,1.0,,,,,75.0,32.0,7.6,9.0,0.0101761,2,,,,2.0,3.0,2.0,1.0,,1.0,1.0,,1.0,,0.1009,0.7705,3.0,1.0,,1.0,,1.0,,True,,,,,,,
12501534,home,Cagliari,Tommaso Augello,,,tommaso-augello,T. Augello,M,3,181,354,M,596736,EUR,778204800,M,3,3,False,36.0,30.0,6.0,2.0,1.0,13.0,16.0,19.0,28.0,2.0,3.0,1.0,2.0,,,,,90.0,62.0,7.6,16.0,0.41201,1,,8.0,,1.0,5.0,1.0,,,,,1.0,,,0.0085,,1.0,,2.0,,1.0,3.0,1.0,,1.0,,,,,,
12501534,home,Cagliari,Roberto Piccoli,,,roberto-piccoli,R. Piccoli,F,91,190,1557,M,958982,EUR,980553600,F,91,91,False,22.0,11.0,,,0.0,4.0,6.0,7.0,17.0,11.0,3.0,,8.0,,,,,90.0,51.0,6.4,22.0,0.017337,9,,1.0,3.0,8.0,,,,,2.0,1.0,,,2.0,0.9844,0.5552,9.0,2.0,,3.0,,,1.0,,5.0,1.0,3.0,2.0,,,
