match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,player_firstName,player_lastName,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_totalCross,stat_accurateCross,stat_wasFouled,stat_keyPass,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_goals,captain,stat_goodHighClaim,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11396420,home,Borussia M'gladbach,Alassane Pléa,alassane-plea,A. Pléa,M,14,180,1816,M,192308,EUR,731721600,F,14,14,False,21.0,9.0,,,1.0,3.0,8.0,19.0,1.0,,,64.0,27.0,6.4,13.0,0.6482,0.6991,0.0299556,5,,1.0,2.0,2.0,2.0,,,2.0,,,,,,,,,2.0,2.0,,1.0,1.0,,,,,,,,1.0,,,,,,
11396420,home,Borussia M'gladbach,Manu Koné,manu-kone,M. Koné,M,17,186,6974,M,974087,EUR,990057600,M,17,17,True,22.0,22.0,2.0,2.0,5.0,5.0,17.0,17.0,3.0,,,26.0,34.0,6.9,3.0,0.0,0.0,0.0138379,0,,3.0,,5.0,4.0,1.0,1.0,,,,,3.0,2.0,,,,,,2.0,1.0,,,,,,,,1.0,,,,,,,
11396420,home,Borussia M'gladbach,Nathan N'Goumou,nathan-ngoumou,N. Ngoumou,M,19,182,657,M,962409,EUR,952992000,M,19,19,True,12.0,8.0,,,2.0,2.0,6.0,11.0,1.0,,,26.0,20.0,7.2,7.0,0.1001,0.2579,0.005988,3,,2.0,2.0,2.0,3.0,,,,,,,1.0,1.0,,,,,2.0,1.0,,1.0,,,1.0,1.0,,,,1.0,,,,,,
11396420,home,Borussia M'gladbach,Tomáš Čvančara,tomas-cvancara,T. Čvančara,F,11,190,835,M,929163,EUR,966124800,F,31,31,True,9.0,7.0,,,1.0,1.0,6.0,8.0,1.0,,,26.0,15.0,6.1,3.0,0.9467,1.145,0.00628541,4,,,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,2.0,2.0,,,,,,,,,,1.0,1.0,,,,,,
11396420,home,Borussia M'gladbach,Joseph Scally,scally-joseph,J. Scally,D,29,184,1087,M,1002920,EUR,1041292800,D,29,29,True,12.0,12.0,,,7.0,7.0,5.0,7.0,,,,11.0,18.0,7.8,2.0,0.0147,0.4287,0.00288948,1,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,1.0,,,,,
11396420,home,Borussia M'gladbach,Robin Hack,robin-hack,R. Hack,M,25,176,520,M,876858,EUR,904176000,M,25,25,True,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,,,11.0,5.0,6.4,1.0,0.0,0.0,0.00208884,0,,1.0,,3.0,1.0,,,,,,,1.0,,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,,,
11396420,home,Borussia M'gladbach,Jan Olschowsky,jan-olschowsky,J. Olschowsky,G,23,182,143,M,972510,EUR,1006041600,G,41,41,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396420,home,Borussia M'gladbach,Fabio Chiarodia,fabio-chiarodia,F. Chiarodia,D,2,186,609,M,1130067,EUR,1117929600,D,2,2,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,Fabio Chiarodia,,,,,,,,,,,,,,,,,,,,,
11396420,home,Borussia M'gladbach,Marvin Friedrich,marvin-friedrich,M. Friedrich,D,5,193,161,M,254449,EUR,818812800,D,5,5,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396420,home,Borussia M'gladbach,Patrick Herrmann,patrick-herrmann,P. Herrmann,F,,179,113,M,103289,EUR,666316800,F,7,7,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396420,away,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,29.0,17.0,18.0,6.0,15.0,16.0,2.0,13.0,15.0,6.0,7.0,90.0,51.0,8.4,13.0,0.0,0.0,0.00056724,0,1.2007,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,True,4.0,1.0,1.0,1.0
11396420,away,1. FSV Mainz 05,Sepp van den Berg,sepp-van-den-berg,S. van den Berg,D,4,192,2107,M,924378,EUR,1008806400,D,3,3,False,46.0,34.0,4.0,,28.0,33.0,6.0,13.0,3.0,,,90.0,64.0,7.0,12.0,0.0,0.0,0.00274905,0,,1.0,4.0,3.0,8.0,,,,6.0,1.0,2.0,4.0,1.0,,,,,,,2.0,,,,,,,,,,,,,,,
11396420,away,1. FSV Mainz 05,Stefan Bell,stefan-bell,S. Bell,D,16,192,142,M,106662,EUR,682992000,D,16,16,False,48.0,35.0,7.0,1.0,29.0,34.0,6.0,14.0,8.0,,,90.0,63.0,6.8,13.0,0.0248,0.0806,0.00306126,1,,4.0,3.0,6.0,7.0,,,,6.0,2.0,,2.0,2.0,,,1.0,,1.0,,1.0,,,2.0,,,,,,,,,,,,
11396420,away,1. FSV Mainz 05,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190,345,M,330099,EUR,829526400,D,20,20,False,51.0,47.0,13.0,10.0,31.0,33.0,18.0,22.0,4.0,,,90.0,67.0,7.4,6.0,0.0174,0.0,0.074319,2,,1.0,,1.0,,,,,6.0,1.0,1.0,,,,,,,,,,4.0,2.0,,3.0,1.0,,,,2.0,,,,,,
11396420,away,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,M,21,21,False,24.0,16.0,4.0,1.0,5.0,10.0,11.0,15.0,6.0,,,90.0,50.0,6.8,11.0,0.0068,0.0473,0.0119467,1,,3.0,1.0,6.0,5.0,3.0,3.0,,5.0,,2.0,1.0,,,,3.0,,1.0,,,1.0,,,,,,,,,,,,,,
11396420,away,1. FSV Mainz 05,Tom Krauß,tom-krauss,T. Krauß,M,5,182,398,M,930272,EUR,993168000,M,14,14,False,25.0,17.0,2.0,,12.0,13.0,5.0,12.0,9.0,,,86.0,38.0,6.8,11.0,0.015,0.0,0.00159961,0,,,1.0,2.0,4.0,,,,3.0,,1.0,2.0,1.0,,,,,,2.0,1.0,,,1.0,,,,,1.0,,,,,,,
11396420,away,1. FSV Mainz 05,Leandro Barreiro,leandro-barreiro,L. Barreiro,M,18,170,2537,M,906800,EUR,946857600,M,8,8,False,52.0,44.0,4.0,3.0,31.0,35.0,13.0,17.0,8.0,,,90.0,72.0,7.0,12.0,0.0206,0.0,0.00892568,1,,3.0,2.0,9.0,6.0,4.0,2.0,,1.0,2.0,4.0,1.0,1.0,,,,,,,2.0,,,1.0,,,,,2.0,1.0,,,,,,
11396420,away,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,36.0,27.0,5.0,1.0,18.0,24.0,9.0,13.0,6.0,,,79.0,51.0,6.7,12.0,0.1177,0.0,0.0156883,3,,1.0,1.0,1.0,2.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,2.0,,,,,,
11396420,away,1. FSV Mainz 05,Brajan Gruda,gruda-brajan,B. Gruda,M,10,178,2919,M,1198075,EUR,1085961600,F,43,43,False,14.0,11.0,1.0,,4.0,5.0,7.0,12.0,6.0,,,70.0,44.0,7.6,20.0,0.0322,0.8843,0.114178,2,,1.0,,10.0,5.0,4.0,2.0,,,,,1.0,,Brajan Gruda,,1.0,,2.0,3.0,1.0,3.0,,2.0,3.0,,1.0,1.0,5.0,,1.0,,,,,
11396420,away,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,24.0,16.0,3.0,1.0,7.0,8.0,9.0,16.0,6.0,,,70.0,37.0,6.6,9.0,0.2976,0.1201,0.0349054,2,,1.0,2.0,5.0,3.0,,,1.0,3.0,,4.0,,,,,3.0,1.0,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,
11396420,away,1. FSV Mainz 05,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1365,M,343971,EUR,762134400,F,17,17,False,31.0,22.0,2.0,1.0,13.0,16.0,9.0,15.0,5.0,,,90.0,45.0,6.7,16.0,0.0,0.0,0.0674043,0,,3.0,7.0,7.0,9.0,1.0,,,,,,1.0,1.0,,,,,,3.0,2.0,,,2.0,1.0,,,,2.0,,,,,,,
11396420,away,1. FSV Mainz 05,Aymen Barkok,aymen-barkok,A. Barkok,M,6,188,1379,M,856594,EUR,895708800,M,4,4,True,4.0,1.0,1.0,,1.0,2.0,,2.0,1.0,,,20.0,9.0,6.9,4.0,0.2364,0.6651,5.78e-06,2,,,,1.0,1.0,,,,,,,1.0,,,,,1.0,2.0,,,,,,,,,,1.0,,1.0,,,,,
11396420,away,1. FSV Mainz 05,Anwar El Ghazi,anwar-el-ghazi,A. E. Ghazi,M,27,188,868,M,362470,EUR,799459200,M,34,34,True,5.0,3.0,1.0,,,2.0,3.0,4.0,,,,20.0,10.0,7.0,6.0,0.0,0.0,0.0107508,0,,,,2.0,1.0,3.0,1.0,,,,,,,,,,,,1.0,,1.0,,,2.0,1.0,2.0,,,,,,,,,
11396420,away,1. FSV Mainz 05,Matondo-Merveille Papela,matondo-merveille-papela,M. Papela,M,21,174,63,M,930279,EUR,979776000,M,24,24,True,,,,,,,,,,,,11.0,,6.3,,0.0,0.0,0.0,0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
11396420,away,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,M,31,31,True,1.0,,,,,,,1.0,,,,10.0,2.0,6.5,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396420,away,1. FSV Mainz 05,Lasse Riess,lasse-riess,L. Riess,G,1,191,83,M,1069252,EUR,996192000,G,1,1,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396420,away,1. FSV Mainz 05,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,210,M,45686,EUR,653702400,M,23,23,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396420,away,1. FSV Mainz 05,Marco Richter,marco-richter,M. Richter,M,23,176,248,M,796027,EUR,880329600,F,10,10,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396420,away,1. FSV Mainz 05,Silvan Widmer,silvan-widmer,S. Widmer,M,30,182,532,M,157377,EUR,731289600,D,30,30,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396420,away,1. FSV Mainz 05,David Mamutovic,mamutovic-david,D. Mamutovic,F,45,189,10,M,991096,EUR,975974400,M,45,45,True,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
