match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_expectedGoals,stat_dispossessed,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_totalCross,stat_challengeLost,player_sofascoreId,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_wasFouled,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_errorLeadToAGoal,stat_bigChanceMissed
11391349,home,Stade de Reims,Yehvann Diouf,,,yehvann-diouf,Y. Diouf,G,80,188,2968,M,845183,EUR,942710400,G,94,94,False,36.0,33.0,9.0,6.0,27.0,27.0,6.0,9.0,1.0,1.0,1.0,14.0,1.0,3.0,3.0,1.0,1.0,1.0,90.0,49.0,7.4,3.0,0.00128176,0,0.3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391349,home,Stade de Reims,Thomas Foket,,,thomas-foket,T. Foket,D,25,177,267,M,245615,EUR,780451200,D,32,32,False,25.0,23.0,2.0,1.0,14.0,14.0,9.0,11.0,,,,1.0,,,,,,,62.0,29.0,6.7,3.0,0.0132985,1,,1.0,1.0,1.0,1.0,1.0,1.0,0.116,,,,,,,,,,,,,,,,,,,,,,
11391349,home,Stade de Reims,Emmanuel Agbadou,,,emmanuel-agbadou,E. Agbadou,D,12,192,3192,M,1013842,EUR,866505600,D,24,24,False,83.0,75.0,10.0,6.0,39.0,41.0,36.0,42.0,1.0,2.0,3.0,5.0,,,,,,,90.0,101.0,7.5,10.0,0.198143,1,,1.0,4.0,1.0,2.0,1.0,,0.2199,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11391349,home,Stade de Reims,Yunis Abdelhamid,,,yunis-abdelhamid,Y. Abdelhamid,D,5,190,1888,M,178721,EUR,559785600,D,5,5,False,69.0,63.0,6.0,5.0,30.0,30.0,33.0,39.0,5.0,7.0,6.0,,,,,,,,90.0,82.0,7.0,7.0,0.0212242,1,,1.0,4.0,1.0,,1.0,1.0,0.043,,,2.0,,4.0,,True,,,,,,,,,,,,,,,
11391349,home,Stade de Reims,Thibault De Smet,,,thibault-de-smet,T. D. Smet,D,28,182,215,M,844744,EUR,897004800,D,25,25,False,33.0,31.0,4.0,3.0,12.0,14.0,19.0,22.0,,2.0,1.0,2.0,,,,,,,62.0,50.0,6.8,9.0,0.0213148,0,,,3.0,,,1.0,,,,1.0,2.0,2.0,1.0,1.0,,3.0,1.0,,,,,,,,,,,,,
11391349,home,Stade de Reims,Junya Ito,,,junya-ito,J. Ito,M,10,176,4867,M,783278,EUR,731635200,M,7,7,False,33.0,23.0,2.0,,8.0,8.0,21.0,43.0,1.0,6.0,1.0,5.0,,,,,,,90.0,66.0,8.1,27.0,1.1232,1,,,4.0,,,1.0,2.0,0.1496,1.0,5.0,1.0,,1.0,6.0,,18.0,,ItouJky,6.0,3.0,1.0,1.0,1.0,0.8154,,,,,,
11391349,home,Stade de Reims,Valentin Atangana Edoa,Valentin Atangana Edoa,,atangana-edoa-valentin,V. A. Edoa,M,6,173,1036,M,1154611,EUR,1124928000,M,6,6,False,33.0,32.0,1.0,1.0,14.0,14.0,18.0,19.0,3.0,7.0,3.0,5.0,,,,,,,84.0,49.0,7.1,4.0,0.0246504,2,,2.0,2.0,1.0,,1.0,3.0,0.191,,,1.0,,,,,,,,,,,,3.0,,1.0,,,,,
11391349,home,Stade de Reims,Marshall Munetsi,,,marshall-munetsi,M. Munetsi,M,18,187,1937,M,894733,EUR,835401600,M,15,15,False,28.0,22.0,2.0,1.0,10.0,12.0,12.0,16.0,2.0,5.0,2.0,3.0,,,,,,,90.0,40.0,6.5,11.0,0.0186847,1,,1.0,6.0,,,,2.0,0.0554,1.0,3.0,2.0,2.0,2.0,,,,,,,1.0,,,,,1.0,,,,,
11391349,home,Stade de Reims,Mohamed Daramy,,,mohamed-daramy,M. Daramy,F,9,180,1589,M,957279,EUR,1010361600,M,9,9,False,36.0,31.0,3.0,2.0,6.0,6.0,25.0,31.0,,2.0,,2.0,,,,,,,73.0,44.0,7.0,10.0,0.109605,1,,,1.0,,,,2.0,0.0151,,1.0,,,,1.0,,1.0,,,,,1.0,,2.0,0.3232,,,,,,
11391349,home,Stade de Reims,Reda Khadra,,,reda-khadra,R. Khadra,M,30,175,253,M,995671,EUR,994204800,F,14,14,False,27.0,24.0,2.0,2.0,6.0,6.0,19.0,25.0,,2.0,2.0,4.0,,,,,,,90.0,45.0,8.1,13.0,0.100355,1,,,6.0,,,,2.0,0.0512,4.0,2.0,1.0,1.0,1.0,3.0,,4.0,1.0,,1.0,1.0,1.0,,,0.2129,,2.0,2.0,,,
