match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_goals,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,captain,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_unsuccessfulTouch,stat_wasFouled,stat_outfielderBlock,stat_interceptionWon,stat_accurateCross,stat_penaltyWon,stat_bigChanceCreated,stat_dispossessed,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_totalOffside,stat_penaltyMiss,player_sofascoreId,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
12450909,home,Stade Brestois,Marco Bizot,marco-bizot,M. Bizot,G,40,194,898,M,100390,EUR,668563200,G,40,40,False,25.0,20.0,12.0,7.0,0.0,15.0,16.0,5.0,9.0,1.0,9.0,2.0,3.0,90.0,36.0,6.9,6.0,0.00209734,0,-0.3454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450909,home,Stade Brestois,Kenny Lala,kenny-lala,K. Lala,D,77,178,604,M,141080,EUR,686448000,D,7,7,False,38.0,35.0,2.0,,0.0,19.0,21.0,16.0,22.0,2.0,3.0,,,90.0,62.0,7.3,12.0,0.0583937,1,,5.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,0.7884,0.7984,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12450909,home,Stade Brestois,Brendan Chardonnet,brendan-chardonnet,B. Chardonnet,D,5,181,234,M,328035,EUR,788054400,D,5,5,False,64.0,53.0,15.0,7.0,0.0,40.0,43.0,13.0,21.0,1.0,2.0,,,90.0,68.0,6.4,12.0,0.00572292,1,,,1.0,3.0,3.0,,,,,,,,2.0,0.2193,,,,,True,2.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12450909,home,Stade Brestois,Julien Le Cardinal,julien-le-cardinal,J. L. Cardinal,D,26,182,203,M,1129751,EUR,870566400,D,25,25,False,47.0,41.0,11.0,5.0,1.0,33.0,33.0,8.0,15.0,5.0,2.0,,,90.0,61.0,7.3,8.0,0.0231624,0,,1.0,,1.0,2.0,,1.0,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,1.0,3.0,,,,,,,,,,,,,
12450909,home,Stade Brestois,Massadio Haïdara,massadio-haidara,M. Haïdara,D,21,179,600,M,143344,EUR,723254400,D,22,22,False,22.0,20.0,2.0,1.0,0.0,10.0,10.0,11.0,16.0,6.0,4.0,,,90.0,53.0,7.8,8.0,0.0112437,0,,4.0,,,6.0,,2.0,2.0,,,,,,,,,,,,,,,,2.0,4.0,,4.0,1.0,1.0,,,,,,,,,,,
12450909,home,Stade Brestois,Mahdi Camara,camara-mahdi,M. Camara,M,45,178,964,M,916041,EUR,899164800,M,45,45,False,35.0,33.0,,,0.0,25.0,26.0,8.0,9.0,2.0,2.0,,,90.0,46.0,6.9,2.0,0.00751415,0,,,,3.0,5.0,1.0,1.0,1.0,,,4.0,1.0,2.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,
12450909,home,Stade Brestois,Edimilson Fernandes,edimilson-fernandes,E. Fernandes,M,6,190,348,M,330099,EUR,829526400,M,6,6,False,14.0,13.0,3.0,2.0,0.0,10.0,10.0,3.0,4.0,1.0,2.0,,,50.0,18.0,7.1,2.0,0.16618,0,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,1.0,,,,,,,,,,
12450909,home,Stade Brestois,Mama Baldé,mama-balde,M. Baldé,F,17,183,1081,M,557166,EUR,815616000,M,14,14,False,13.0,10.0,1.0,,0.0,5.0,5.0,6.0,10.0,,1.0,,,67.0,26.0,5.9,11.0,0.0895011,1,,2.0,1.0,8.0,,1.0,2.0,,1.0,,,,3.0,0.2214,0.3782,1.0,,,,,1.0,,,3.0,,,1.0,1.0,,,1.0,,,,,,,,,
12450909,home,Stade Brestois,Romain Faivre,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,M,21,21,False,15.0,13.0,,,0.0,1.0,1.0,12.0,16.0,,2.0,,,67.0,26.0,6.7,8.0,0.0110405,2,,2.0,1.0,5.0,2.0,1.0,2.0,,2.0,,2.0,2.0,,0.129,0.5484,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,
12450909,home,Stade Brestois,Mathias Pereira Lage,mathias-pereira-lage,M. P. Lage,M,28,180,349,M,831400,EUR,849312000,M,26,26,False,10.0,4.0,1.0,1.0,0.0,1.0,3.0,4.0,10.0,3.0,4.0,,,80.0,31.0,7.9,12.0,0.190726,3,,3.0,1.0,6.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,0.2656,0.9386,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,1.0,1.0,,,,,,
12450909,home,Stade Brestois,Ludovic Ajorque,ludovic-ajorque,L. Ajorque,F,19,196,1367,M,343971,EUR,762134400,F,19,19,False,24.0,20.0,2.0,2.0,1.0,11.0,12.0,9.0,13.0,1.0,3.0,,,90.0,31.0,6.4,7.0,0.0123542,2,,1.0,2.0,6.0,5.0,1.0,,,1.0,,,,3.0,0.8062,0.8809,1.0,,,,5.0,1.0,,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,
12450909,home,Stade Brestois,Hugo Magnetti,hugo-magnetti,H. Magnetti,M,8,173,194,M,861324,EUR,896486400,M,8,8,True,18.0,16.0,,,0.0,11.0,13.0,5.0,5.0,2.0,5.0,,,40.0,25.0,6.5,3.0,0.00691223,0,,,,2.0,1.0,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450909,home,Stade Brestois,Kamory Doumbia,kamory-doumbia,K. Doumbia,M,23,170,5674,M,1156353,EUR,1045526400,M,9,9,True,11.0,10.0,1.0,1.0,0.0,4.0,4.0,6.0,7.0,,2.0,,,23.0,18.0,6.7,3.0,0.00591593,0,,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,Kamory Doumbia,,,1.0,,,,2.0,,,2.0,,,,,,,1.0,,kamory_doumbia03,,,,
12450909,home,Stade Brestois,Abdallah Sima,abdallah-sima,A.Sima,F,19,188,2455,M,1029018,EUR,992736000,F,17,17,True,2.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,23.0,7.0,6.4,4.0,0.00042148,0,,1.0,,2.0,1.0,,,,,,,,1.0,,,,,,,1.0,,,,2.0,,,,,,,1.0,,,,,,,,,
12450909,home,Stade Brestois,Romain Del Castillo,romain-del-castillo,R. Del Castillo,M,10,172,689,M,825681,EUR,828057600,M,10,10,True,10.0,6.0,1.0,,0.0,1.0,1.0,5.0,9.0,,1.0,,,10.0,12.0,7.5,4.0,0.0932277,1,,,,1.0,1.0,1.0,,,1.0,1.0,,,,0.0319,0.1823,,,,,,,,,,1.0,,,,,,,,,,,,,,,
12450909,home,Stade Brestois,Grégoire Coudert,gregoire-coudert,G. Coudert,G,30,190,94,M,891508,EUR,923097600,G,30,30,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450909,home,Stade Brestois,Abdoulaye Ndiaye,abdoulaye-ndiaye,A. Ndiaye,D,3,195,1264,M,984527,EUR,1018396800,D,3,3,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450909,home,Stade Brestois,Luc Zogbé,luc-zogbe,L. Zogbé,D,12,178,643,M,1499870,EUR,1111622400,D,12,12,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450909,home,Stade Brestois,Axel Camblan,axel-camblan,A. Camblan,M,7,169,84,M,1135605,EUR,1055894400,M,11,11,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,Axel Camblan,,,,,,,,,,,,,,,,,,,,,,,
12450909,home,Stade Brestois,Ibrahim Salah,ibrahim-salah,I. Salah,F,21,185,2215,M,1386639,EUR,999129600,F,34,34,True,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450909,away,RC Strasbourg,Đorđe Petrović,dorde-petrovic,Đ. Petrović,G,1,194,8562,M,882604,EUR,939340800,G,1,1,False,59.0,55.0,10.0,6.0,0.0,54.0,56.0,1.0,3.0,1.0,10.0,5.0,5.0,90.0,70.0,7.9,4.0,0.00075959,0,0.7268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dj.petrovic12,1.0,1.0,2.0,
12450909,away,RC Strasbourg,Guéla Doué,guela-doue,G. Doué,D,22,187,10608,M,1002033,EUR,1034812800,D,22,22,False,65.0,56.0,4.0,2.0,0.0,34.0,38.0,24.0,32.0,5.0,3.0,,,90.0,99.0,6.4,14.0,0.0342928,3,,5.0,2.0,2.0,2.0,,,,1.0,,,,1.0,0.1161,0.0447,,,,,1.0,,,,1.0,1.0,,,2.0,,,,,2.0,,,,,,,1.0
12450909,away,RC Strasbourg,Saïdou Sow,saidou-sow,S. Sow,D,4,185,2742,M,1063237,EUR,1025740800,D,4,4,False,114.0,108.0,8.0,5.0,0.0,90.0,93.0,18.0,21.0,5.0,1.0,,,90.0,122.0,6.5,6.0,0.00946567,0,,,1.0,2.0,1.0,,,,,,,,1.0,,,,Saïdou,Sow,,1.0,,,,,,2.0,,,,,,,,,,,,,,1.0
12450909,away,RC Strasbourg,Mamadou Sarr,sarr-mamadou,M. Sarr,D,19,194,21849,M,1154657,EUR,1125273600,D,23,23,False,80.0,76.0,4.0,,0.0,56.0,58.0,20.0,22.0,2.0,2.0,,,90.0,93.0,6.6,6.0,0.00719995,1,,,4.0,5.0,9.0,,2.0,2.0,,,1.0,1.0,,0.0348,,,Mamadou Sarr,,,3.0,,1.0,,1.0,3.0,,,,,,1.0,,,,,,,,,
