match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_challengeLost,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_expectedGoalsOnTarget,captain,stat_fouls,stat_goalAssist,stat_accurateCross,stat_totalOffside,stat_goals,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_hitWoodwork
11391427,home,Nice,Marcin Bułka,marcin-bulka,M. Bułka,G,99,198,4805,M,marcinbulka1,889590,EUR,938995200,G,1,1,False,40.0,32.0,12.0,4.0,31.0,37.0,1.0,3.0,7.0,1.0,1.0,1.0,90.0,45.0,6.4,8.0,0.00022328,0,-0.6384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391427,home,Nice,Jordan Lotomba,jordan-lotomba,J. Lotomba,D,30,177,509,M,,796279,EUR,907027200,D,23,23,False,45.0,35.0,2.0,,19.0,21.0,16.0,25.0,4.0,,,,90.0,79.0,7.0,21.0,0.00861872,1,,,,1.0,1.0,1.0,4.0,5.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.0417,2.0,,,,,,,,,,,,,,,
11391427,home,Nice,Jean-Clair Todibo,jean-clair-todibo,J-C. Todibo,D,25,189,2607,M,,945217,EUR,946512000,D,6,6,False,57.0,53.0,3.0,1.0,42.0,43.0,11.0,15.0,9.0,,,,90.0,74.0,7.1,6.0,0.00371111,2,,,,1.0,,1.0,2.0,4.0,,2.0,1.0,,,6.0,1.0,1.0,1.0,,1.0,0.1923,,1.0,1.0,1.0,1.0,1.0,0.1994,,,,,,,,,
11391427,home,Nice,Dante,dante,Dante,D,4,188,1257,M,,3577,EUR,435283200,D,4,4,False,70.0,65.0,7.0,6.0,46.0,49.0,19.0,21.0,11.0,,,,90.0,78.0,6.9,5.0,0.0142211,0,,,,,1.0,1.0,3.0,3.0,,,,,,3.0,2.0,2.0,,,,,1.0,1.0,,,,,,True,1.0,,,,,,,
11391427,home,Nice,Melvin Bard,melvin-bard,M. Bard,D,26,173,502,M,,906075,EUR,973468800,D,26,26,False,48.0,43.0,1.0,,23.0,26.0,20.0,23.0,7.0,,,,90.0,71.0,6.7,11.0,0.0257494,0,,,,1.0,3.0,2.0,7.0,5.0,1.0,3.0,2.0,,,1.0,,,,1.0,1.0,,,,,,,1.0,,,3.0,,,,,,,
11391427,home,Nice,Pablo Rosario,pablo-rosario,P. Rosario,M,13,188,1208,M,,804472,EUR,852595200,M,8,8,False,25.0,20.0,,,9.0,11.0,11.0,14.0,3.0,,,,83.0,38.0,6.7,11.0,0.0157082,2,,,,,1.0,,5.0,2.0,1.0,2.0,2.0,,1.0,,,,,5.0,,0.0788,,,,1.0,,,0.026,,3.0,,,,,,,
11391427,home,Nice,Youssouf Ndayishimiye,youssouf-ndayishimiye,Y. Ndayishimiye,D,55,183,1788,M,,985934,EUR,909446400,M,55,55,False,50.0,43.0,3.0,,29.0,32.0,14.0,18.0,1.0,,,,90.0,63.0,7.3,9.0,0.0096658,1,,,,,,3.0,1.0,9.0,1.0,,,,1.0,,1.0,6.0,4.0,1.0,,0.1094,1.0,,,,,1.0,,,,,,,,,,
11391427,home,Nice,Morgan Sanson,morgan-sanson,M. Sanson,M,8,182,499,M,,250133,EUR,777168000,M,11,11,False,44.0,38.0,4.0,1.0,21.0,22.0,19.0,28.0,7.0,,,,83.0,65.0,7.4,13.0,0.0623505,2,,,,6.0,,1.0,3.0,7.0,,5.0,4.0,,1.0,,1.0,1.0,,,1.0,0.1004,2.0,,,1.0,,,0.186,,2.0,1.0,2.0,1.0,,,,
11391427,home,Nice,Terem Moffi,terem-moffi,T. Moffi,F,29,188,3115,M,,894396,EUR,927590400,F,9,9,False,20.0,16.0,1.0,,6.0,7.0,10.0,14.0,2.0,,,,90.0,36.0,6.9,13.0,0.0559896,2,,,,1.0,1.0,,5.0,2.0,2.0,3.0,2.0,,2.0,,1.0,,,3.0,,0.0825,2.0,1.0,,,,,,,,,,2.0,,,,
11391427,home,Nice,Gaëtan Laborde,gaetan-laborde,G. Laborde,F,9,181,848,M,,149730,EUR,767923200,F,24,24,False,16.0,11.0,1.0,1.0,4.0,4.0,7.0,12.0,3.0,,,,76.0,27.0,7.3,9.0,0.0061873,2,,,,,1.0,,9.0,3.0,2.0,2.0,1.0,,1.0,,,2.0,2.0,,,0.167,,1.0,,1.0,,,0.2616,,4.0,,,3.0,1.0,,,
