match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_interceptionWon,stat_fouls,stat_totalOffside,stat_outfielderBlock,stat_challengeLost,stat_shotOffTarget,stat_expectedGoals,stat_keyPass,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_dispossessed,stat_goalAssist,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,captain,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_accurateCross
11067608,home,Grêmio,Ferreirinha,,,ferreira,Ferreira,M,11,176,8644,M,998499,EUR,883526400,F,10,10,False,32.0,27.0,3.0,3.0,3.0,5.0,24.0,27.0,1.0,2.0,,4.0,,,,,80.0,40.0,7.3,8.0,0.0998845,1,,,1.0,1.0,,1.0,,1.0,,,,,0.0508,4.0,,,3.0,,,1.0,,0.4422,,,,,,
11067608,home,Grêmio,Gustavo Martins,Gustavo Martins,,gustavo-martins,G. Martins,D,53,191,1207,M,1105796,EUR,1029024000,D,53,53,True,34.0,30.0,4.0,2.0,16.0,19.0,14.0,16.0,1.0,2.0,2.0,,,,,,61.0,47.0,6.6,8.0,0.0164626,0,,1.0,1.0,,,2.0,,2.0,,,,,,,,,2.0,,,,,,,,,,,
11067608,home,Grêmio,Nathan,,,nathan,Nathan,M,,177,486,M,358538,EUR,826675200,M,14,14,True,6.0,4.0,,,,,4.0,6.0,,1.0,,1.0,1.0,,,,20.0,10.0,6.6,2.0,0.00251717,0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
11067608,home,Grêmio,André Henrique,,,andre-henrique,A. Henrique,F,77,189,1034,M,1463912,EUR,1008547200,F,77,77,True,10.0,8.0,1.0,,3.0,3.0,5.0,7.0,2.0,2.0,1.0,3.0,,,,,20.0,15.0,6.4,4.0,0.00392337,0,,,,,,4.0,1.0,1.0,,,1.0,,,,,,,2.0,,,,,,,,,,
11067608,home,Grêmio,Cuiabano,Cuiabano,,cuiabano,Cuiabano,D,6,179,2699,M,1160554,EUR,1045353600,D,54,54,True,6.0,3.0,,,1.0,2.0,2.0,4.0,1.0,1.0,,1.0,,,,,10.0,8.0,6.8,4.0,0.00296584,1,,,,,,,,,,,,,0.2175,,,,1.0,,,1.0,,0.0688,,,,,,
11067608,home,Grêmio,Ronald,Ronald,Falkoski,ronald,Ronald,M,8,186,749,M,1587711,EUR,1044921600,M,35,35,True,11.0,9.0,1.0,1.0,4.0,4.0,5.0,7.0,,1.0,1.0,1.0,1.0,,,,9.0,14.0,6.8,2.0,0.00570181,0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
11067608,home,Grêmio,Gabriel Grando,Gabriel Grando,,gabriel-grando,G. Grando,G,12,192,1323,M,1111770,EUR,954288000,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,home,Grêmio,Bruno Uvini,,,bruno-uvini,Bruno Uvini,D,,187,190,M,158267,EUR,675907200,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,home,Grêmio,Lucas Besozzi,Lucas Besozzi,,lucas-besozzi,L. Besozzi,M,77,176,272,M,1086339,EUR,1043193600,F,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,home,Grêmio,João Pedro Galvão,,,joao-pedro-galvao,João Pedro Galvão,F,9,184,2071,M,123208,EUR,700099200,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,home,Grêmio,Everton Galdino,,,everton-galdino,Everton Galdino,F,17,177,260,M,871162,EUR,858556800,M,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,home,Grêmio,Luan,,,luan,Luan,F,,180,1036,M,386210,EUR,733190400,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,home,Grêmio,Juan Iturbe,,,juan-iturbe,J. Iturbe,F,11,170,695,M,146415,EUR,739152000,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Léo Jardim,,,leo-jardim,L. Jardim,G,1,188,5904,M,595598,EUR,795657600,G,1,1,False,20.0,17.0,10.0,7.0,11.0,12.0,6.0,8.0,,,,7.0,,,4.0,,90.0,30.0,6.8,3.0,0.00346812,0,-0.1509,,,,,,,,,,,,,,,,,,,,,,leocjardim,,,,2.0,
11067608,away,Vasco da Gama,Robson Bambu,,,robson-bambu,R. Bambu,D,3,184,359,M,923186,EUR,879292800,D,30,30,False,24.0,21.0,2.0,,15.0,16.0,6.0,8.0,,3.0,2.0,2.0,2.0,,,,76.0,33.0,6.7,4.0,0.00182512,0,,,,,,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,,,,,,,,,
11067608,away,Vasco da Gama,Maicon,,,maicon,Maicon,D,3,191,836,M,44691,EUR,590198400,D,4,4,False,43.0,41.0,6.0,6.0,30.0,30.0,11.0,14.0,1.0,2.0,1.0,4.0,,,,,90.0,53.0,7.1,3.0,0.00653402,0,,1.0,1.0,1.0,2.0,3.0,3.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Léo,,,leo,Léo,D,3,183,707,M,360940,EUR,826070400,D,3,3,False,51.0,44.0,7.0,4.0,27.0,29.0,17.0,22.0,,2.0,3.0,7.0,,,,,90.0,61.0,6.6,8.0,0.0101381,0,,,,,,4.0,1.0,3.0,,,1.0,,,,2.0,2.0,1.0,,,,,,,True,,,,
11067608,away,Vasco da Gama,Puma Rodríguez,,,puma-rodriguez,P. Rodríguez,D,2,183,2505,M,877591,EUR,858297600,M,2,2,False,44.0,34.0,3.0,1.0,14.0,16.0,20.0,33.0,1.0,1.0,,5.0,,,,,90.0,71.0,6.9,19.0,0.0344671,2,,5.0,,,1.0,1.0,4.0,,,1.0,,1.0,0.1286,,,,1.0,,,,1.0,,,,,,,
11067608,away,Vasco da Gama,Paulinho Paula,,,paulinho-paula,Paulinho,M,18,173,1795,M,879902,EUR,852681600,M,18,18,False,37.0,32.0,4.0,3.0,12.0,14.0,20.0,25.0,,2.0,,2.0,1.0,,,,61.0,48.0,6.6,11.0,0.0103435,0,,2.0,,,,3.0,1.0,,,1.0,,,,,4.0,1.0,1.0,,,,,,,,,,,
11067608,away,Vasco da Gama,Zé Gabriel,,,ze-gabriel,Zé Gabriel,M,35,184,375,M,988852,EUR,916876800,M,23,23,False,27.0,24.0,1.0,1.0,10.0,11.0,14.0,16.0,,2.0,,3.0,,,,,61.0,30.0,6.6,4.0,0.00556018,0,,,1.0,1.0,,2.0,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,
11067608,away,Vasco da Gama,Lucas Piton,,,lucas-piton,L. Piton,D,6,176,3645,M,982174,EUR,971049600,M,6,6,False,44.0,37.0,4.0,1.0,16.0,20.0,21.0,30.0,,2.0,2.0,6.0,2.0,,,,90.0,70.0,6.5,16.0,0.241396,0,,6.0,,,4.0,7.0,4.0,2.0,,,,,,,1.0,,1.0,,,,,,,,,,,
11067608,away,Vasco da Gama,Marlon Gomes,Marlon Gomes,,marlon-gomes,M. Gomes,M,6,184,1923,M,1105833,EUR,1071360000,F,25,25,False,40.0,39.0,1.0,,19.0,19.0,21.0,22.0,,6.0,1.0,7.0,3.0,,,,89.0,67.0,6.7,11.0,0.445268,1,,1.0,2.0,1.0,,10.0,4.0,2.0,,,,1.0,0.0322,1.0,7.0,1.0,2.0,2.0,,,,,,,,,,1.0
11067608,away,Vasco da Gama,Pablo Vegetti,,,pablo-vegetti,P. Vegetti,F,99,187,16902,M,583974,EUR,592876800,F,99,99,False,17.0,13.0,,,7.0,7.0,6.0,14.0,2.0,6.0,3.0,4.0,4.0,,,,90.0,40.0,6.8,12.0,0.00584985,4,,4.0,,,5.0,9.0,,2.0,1.0,,1.0,2.0,0.5697,,,,2.0,2.0,,,2.0,,pablovegetti,,,,,
11067608,away,Vasco da Gama,Gabriel Pec,,,gabriel-pec,G. Pec,F,11,172,4603,M,995072,EUR,981849600,F,11,11,False,15.0,11.0,,,4.0,6.0,8.0,11.0,,4.0,,4.0,1.0,,,,76.0,31.0,6.8,11.0,0.111262,0,,2.0,1.0,1.0,,3.0,,,,,,,,2.0,5.0,2.0,3.0,,,,,,GabrielPec,,,,,1.0
11067608,away,Vasco da Gama,Dimitri Payet,,,dimitri-payet,D. Payet,M,,175,8203,M,14216,EUR,543974400,M,10,10,True,13.0,9.0,,,4.0,4.0,5.0,14.0,,2.0,,,2.0,,,,29.0,21.0,6.6,10.0,0.0217499,0,,5.0,,,,,,,,,,,,1.0,,,1.0,,,,,,payet27,,,,,
11067608,away,Vasco da Gama,Jair,,,jair,Jair,M,8,178,1707,M,268419,EUR,777859200,M,8,8,True,24.0,22.0,4.0,3.0,10.0,10.0,12.0,14.0,,1.0,,3.0,1.0,,,,29.0,26.0,6.5,2.0,0.00777916,0,,,,,,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Bruno Praxedes,,,bruno-praxedes,B. Praxedes,M,25,186,445,M,1018093,EUR,1013126400,M,21,21,True,11.0,9.0,,,2.0,3.0,7.0,8.0,,1.0,,1.0,,,,,14.0,16.0,7.0,3.0,0.0149812,1,,,1.0,1.0,,,,,,,,,0.0971,1.0,,,,,,1.0,,0.3015,,,,,,
11067608,away,Vasco da Gama,Rossi,,,rossi,Rossi,M,,170,602,M,243425,EUR,735436800,F,31,31,True,4.0,3.0,,,1.0,1.0,2.0,6.0,,1.0,,,1.0,,,,14.0,9.0,6.6,4.0,0.00062044,0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Serginho,,,serginho,Serginho,M,70,180,332,M,849301,EUR,797126400,F,70,70,True,4.0,3.0,1.0,,,,3.0,6.0,,2.0,,2.0,1.0,,,,9.0,9.0,6.8,3.0,0.00204164,0,,2.0,1.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Ivan Quaresma,,,ivan-quaresma,Ivan,G,12,195,673,M,795029,EUR,855273600,G,97,97,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Paulo Henrique,,,paulo-henrique,P. Henrique,D,96,175,6662,M,1021721,EUR,838252800,D,96,96,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Miranda,,,miranda,Miranda,D,16,182,158,M,926868,EUR,948240000,D,35,35,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Manuel Capasso,,,manuel-capasso,M. Capasso,D,28,188,442,M,940611,EUR,829872000,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Mateus Carvalho,Matheus Carvalho,,mateus-carvalho,M. Carvalho,M,85,180,1394,M,1391962,EUR,1016409600,M,85,85,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Sebastián Ferreira,,,sebastian-ferreira,S. Ferreira,F,11,181,444,M,822783,EUR,887328000,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067608,away,Vasco da Gama,Alex Teixeira,,,alex-teixeira,A. Teixeira,F,90,173,1081,M,39649,EUR,631584000,F,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
