match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotValueNormalized,stat_aerialLost,stat_challengeLost,stat_outfielderBlock,stat_wonTackle,stat_accurateCross,stat_keyPass,stat_wonContest,stat_onTargetScoringAttempt,captain,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalkeeperValueNormalized,player_sofascoreId
14015649,home,Arminia Bielefeld,Jonas Thomas Kersken,,,jonas-thomas-kersken,J. T. Kersken,G,1,192,151,M,951531,EUR,967766400,G,1,1,False,41.0,32.0,17.0,8.0,0.0,27.0,28.0,5.0,13.0,3.0,10.0,2.0,4.0,4.0,90.0,50.0,6.9,9.0,0,0.13,0.01,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14015649,home,Arminia Bielefeld,Christopher Lannert,,,christopher-lannert,C. Lannert,D,24,180,18,M,886258,EUR,897264000,D,24,24,False,42.0,32.0,6.0,3.0,0.0,13.0,17.0,19.0,25.0,5.0,4.0,,,,90.0,73.0,6.9,18.0,2,0.15,0.05,0.18,3.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,-0.17,,,,,,,,,,,,,,,,,,,
14015649,home,Arminia Bielefeld,Leon Schneider,,,leon-schneider,L. Schneider,D,23,184,20,M,901416,EUR,961372800,D,23,23,False,46.0,43.0,6.0,3.0,0.0,32.0,32.0,11.0,14.0,6.0,4.0,,,,90.0,57.0,7.6,3.0,1,0.16,0.09,0.5,,4.0,3.0,6.0,,,1.0,,,2.0,,,2.0,-0.27,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,
14015649,home,Arminia Bielefeld,Maximilian Großer,,,maximilian-grosser,M. Großer,D,19,192,75,M,1014486,EUR,995846400,D,19,19,False,39.0,35.0,4.0,2.0,0.0,25.0,26.0,10.0,13.0,7.0,2.0,,,,90.0,50.0,7.6,4.0,0,0.07,0.03,0.38,,6.0,1.0,7.0,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
14015649,home,Arminia Bielefeld,Tim Handwerker,,,tim-handwerker,T. Handwerker,M,29,181,121,M,857917,EUR,895536000,D,29,29,False,10.0,8.0,1.0,,0.0,4.0,4.0,4.0,6.0,,3.0,,,,21.0,15.0,6.7,5.0,0,0.16,0.06,0.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,
14015649,home,Arminia Bielefeld,Marvin Mehlem,,,marvin-mehlem,M. Mehlem,M,10,174,152,M,797691,EUR,873936000,M,10,10,False,20.0,15.0,2.0,,0.0,5.0,8.0,10.0,12.0,,3.0,,,,79.0,33.0,7.0,7.0,0,-0.09,0.0,-0.07,,,4.0,6.0,,2.0,,,1.0,3.0,1.0,2.0,1.0,,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,
14015649,home,Arminia Bielefeld,Stefano Russo,,,russo-stefano,S. Russo,M,21,183,87,M,984804,EUR,962236800,M,21,21,False,73.0,61.0,12.0,5.0,0.0,24.0,30.0,37.0,43.0,4.0,5.0,,,,90.0,90.0,7.5,15.0,1,0.28,0.11,0.28,2.0,3.0,5.0,7.0,1.0,,1.0,,2.0,3.0,,1.0,1.0,0.0,1.0,2.0,,3.0,,1.0,,,,,,,,,,,,,
14015649,home,Arminia Bielefeld,Sam Schreck,,,sam-schreck,S. Schreck,M,8,180,66,M,836708,EUR,917568000,M,8,8,False,36.0,32.0,4.0,2.0,0.0,20.0,23.0,12.0,13.0,3.0,4.0,,,,90.0,48.0,6.9,6.0,1,0.12,0.08,0.19,,,4.0,4.0,1.0,1.0,,,1.0,1.0,,3.0,1.0,-0.02,,1.0,,1.0,,,,1.0,,,,,,,,,,,
14015649,home,Arminia Bielefeld,Mael Corboz,,,mael-corboz,M. Corboz,M,6,180,68,M,829211,EUR,778809600,M,6,6,False,35.0,28.0,5.0,2.0,0.0,10.0,12.0,18.0,23.0,1.0,3.0,,,,90.0,46.0,7.4,10.0,1,0.52,0.1,0.17,2.0,,1.0,2.0,,1.0,1.0,,,1.0,1.0,,,-0.05,1.0,,,,1.0,2.0,1.0,,True,1.0,,,,,,,,,
14015649,home,Arminia Bielefeld,Noah Joel Sarenren Bazee,,,noah-joel-sarenren-bazee,N. J. S. Bazee,F,37,182,134,M,801378,EUR,840585600,F,37,37,False,5.0,3.0,,,0.0,1.0,2.0,2.0,3.0,,3.0,,,,45.0,15.0,6.3,9.0,0,-0.01,0.12,0.0,,1.0,9.0,3.0,6.0,1.0,,,,,1.0,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,,,,
