match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_lastManTackle,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,stat_interceptionWon,player_firstName,player_lastName,stat_dispossessed,stat_shotOffTarget,stat_totalOffside,stat_expectedGoals,stat_shotValueNormalized,captain,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_goodHighClaim,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14131879,home,Famalicão,Lazar Carević,lazar-carevic,L. Carević,G,25,195,237,M,886204,EUR,921542400,G,25,25,False,29.0,24.0,9.0,4.0,0.0,24.0,25.0,4.0,1.0,1.0,2.0,12.0,4.0,8.0,2.0,90.0,47.0,8.7,6.0,0.00014095,0.5141,0,1.757,0.02,0.02,0.22,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131879,home,Famalicão,Rodrigo Pinheiro,pinheiro-rodrigo,R. Pinheiro,D,17,181,262,M,991924,EUR,1030492800,D,17,17,False,27.0,20.0,3.0,1.0,0.0,11.0,16.0,11.0,1.0,6.0,2.0,8.0,,,,90.0,49.0,7.7,13.0,0.0598939,,0,,0.2,0.11,0.76,,9.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
14131879,home,Famalicão,Léo Realpe,leonardo-realpe,L. Realpe,D,3,186,467,M,977676,EUR,983145600,D,3,3,False,64.0,51.0,17.0,5.0,0.0,39.0,41.0,23.0,1.0,3.0,7.0,6.0,,,,90.0,78.0,7.2,14.0,0.00784268,,0,,0.19,0.08,0.32,,12.0,,,1.0,2.0,1.0,,1.0,,1.0,,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,
14131879,home,Famalicão,Justin De Haas,justin-de-haas,J. De Haas,D,16,192,307,M,876255,EUR,949363200,D,16,16,False,60.0,55.0,4.0,,0.0,45.0,45.0,15.0,2.0,2.0,12.0,,,,,90.0,74.0,6.9,5.0,0.00534546,,0,,0.14,0.05,0.29,,10.0,,,,4.0,1.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
14131879,home,Famalicão,Rafa Soares,rafa-soares,R. Soares,D,5,177,195,M,190137,EUR,799977600,D,5,5,False,17.0,14.0,1.0,,0.0,8.0,10.0,7.0,,1.0,1.0,3.0,,,,45.0,25.0,6.6,5.0,0.00592659,,0,,-0.05,0.01,0.13,,6.0,2.0,,2.0,2.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
14131879,home,Famalicão,Tom Van De Looi,tom-van-de-looi,T. V. D. Looi,M,6,186,105,M,836676,EUR,930873600,M,6,6,False,35.0,27.0,4.0,4.0,0.0,14.0,17.0,18.0,4.0,8.0,3.0,7.0,,,,83.0,46.0,7.6,8.0,0.0205022,,0,,0.18,0.06,0.45,,13.0,1.0,1.0,1.0,4.0,,,1.0,,2.0,2.0,,2.0,3.0,1.0,,,,,,,,,,,,,,,,,,,
14131879,home,Famalicão,Mathias De Amorim,de-amorim-mathias,M. D. Amorim,M,14,178,237,M,1511656,EUR,1102636800,M,14,14,False,21.0,17.0,,,0.0,8.0,8.0,13.0,,7.0,1.0,5.0,,,,78.0,41.0,6.6,11.0,0.0168818,,1,,0.16,-0.3,0.14,,9.0,,,2.0,9.0,1.0,,,,5.0,3.0,2.0,2.0,1.0,2.0,4.0,,1.0,,,1.0,1.0,1.0,0.0061,-0.19,,,,,,,,,
14131879,home,Famalicão,Gil Dias,gil-dias,Gil,M,23,186,342,M,583838,EUR,843868800,M,23,23,False,8.0,4.0,1.0,1.0,0.0,2.0,3.0,5.0,,3.0,1.0,3.0,,,,59.0,19.0,6.6,6.0,0.00465005,,3,,0.01,-0.03,-0.02,,2.0,,,1.0,5.0,2.0,,,,2.0,2.0,1.0,,1.0,,2.0,1.0,,,,,3.0,,0.077,-0.33,,,,,,,,,
14131879,home,Famalicão,Gustavo Sá,gustavo-sa,G. Sá,M,20,186,1268,M,1563665,EUR,1100131200,M,20,20,False,20.0,12.0,3.0,2.0,0.0,8.0,9.0,11.0,,4.0,,6.0,,,,90.0,30.0,6.9,10.0,0.0167991,,1,,0.07,0.18,0.28,,4.0,1.0,,1.0,3.0,,,,,1.0,,1.0,3.0,2.0,2.0,,,,,,,1.0,,0.014,-0.02,True,,,,,,,,
14131879,home,Famalicão,Sorriso,sorriso,Sorriso,M,7,175,556,M,1105595,EUR,982886400,M,7,7,False,27.0,19.0,2.0,1.0,0.0,6.0,7.0,20.0,,7.0,3.0,3.0,,,,90.0,56.0,6.9,16.0,0.078061,,3,,0.28,0.47,0.25,,13.0,5.0,2.0,5.0,9.0,,,,,2.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,,Sorriso,,2.0,2.0,,0.263,-0.61,,1.0,1.0,,,,,,
14131879,home,Famalicão,Simon Elisor,elisor-simon,S. Elisor,F,12,186,169,M,1049526,EUR,932515200,F,12,12,False,12.0,10.0,,,0.0,4.0,4.0,8.0,1.0,3.0,1.0,2.0,,,,83.0,24.0,7.3,6.0,0.00735921,,3,,-0.04,0.13,0.82,,6.0,,,4.0,8.0,,,2.0,,1.0,,2.0,1.0,2.0,,,,,,,2.0,,,0.1498,0.08,,,,3.0,0.2425,,,,
14131879,home,Famalicão,Pedro Bondo,pedro-bondo,P. Bondo,D,28,178,481,M,1102988,EUR,1100563200,D,28,28,True,13.0,8.0,3.0,,0.0,6.0,7.0,6.0,,2.0,2.0,1.0,,,,45.0,31.0,6.6,13.0,0.00157214,,0,,-0.01,0.0,-0.06,,2.0,2.0,,1.0,2.0,,,,,,,,1.0,,1.0,1.0,1.0,1.0,Pedro,Bondo Francisco,1.0,,,,,,,,,,1.0,,,
14131879,home,Famalicão,Pedro Santos,pedro-santos,P. Santos,M,80,178,297,M,1120040,EUR,1044835200,F,80,80,True,7.0,4.0,1.0,,0.0,1.0,2.0,5.0,,2.0,,,,,,31.0,12.0,6.5,4.0,0.00192734,,0,,-0.1,-0.05,0.16,,3.0,1.0,,1.0,2.0,,,,,2.0,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,
14131879,home,Famalicão,Otar Mamageishvili,otar-mamageishvili,O. Mamageishvili,M,15,180,223,M,1006067,EUR,1042588800,M,15,15,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,,,,,,12.0,6.0,6.7,1.0,0.00499915,,0,,0.05,,-0.01,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
14131879,home,Famalicão,Marcos Peña,pena-marcos,M. Peña,M,8,180,49,M,1493216,EUR,1106352000,M,8,8,True,4.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,3.0,,1.0,,,,8.0,7.0,6.8,1.0,0.0004736,,0,,-0.05,0.0,0.15,,2.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,,Marcos Peña,,,,,,,,,,,,,,,
14131879,home,Famalicão,Umar Abubakar,umar-abubakar,U. Abubakar,F,9,190,169,M,2194737,EUR,1139961600,F,9,9,True,1.0,1.0,,,0.0,,,1.0,1.0,2.0,,,,,,8.0,3.0,6.6,1.0,0.00043605,,0,,-0.02,,0.0,,1.0,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,Umar Abubakar,,,,,,,,,,,,,,,
14131879,home,Famalicão,Ivan Zlobin,ivan-zlobin,I. Zlobin,G,1,191,247,M,788203,EUR,857692800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131879,home,Famalicão,Ibrahima Ba,ibrahima-ba,I. Ba,D,55,190,178,M,1595506,EUR,1117065600,D,55,55,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Ibrahima Ba,,,,,,,,,,,,,,,
14131879,home,Famalicão,Gustavo García,gustavo-garcia,G. García,D,2,175,678,M,1002443,EUR,1010102400,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14131879,home,Famalicão,Yassir Zabiri,yassir-zabiri,Y. Zabiri,F,21,182,21044,M,1606013,EUR,1109116800,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,Yassir Zabiri,,,,,,,,,,,,,,,
14131879,away,Gil Vicente,Andrew,andrew,Andrew,G,42,189,2669,M,947893,EUR,993945600,G,42,42,False,40.0,29.0,17.0,7.0,0.0,24.0,27.0,13.0,2.0,3.0,4.0,14.0,3.0,3.0,3.0,90.0,58.0,7.9,12.0,0.00246043,0.4787,0,0.2425,0.14,0.23,0.59,0.41,5.0,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0
14131879,away,Gil Vicente,Zé Carlos,ze-carlos,Z. Carlos,D,2,177,69,M,1001662,EUR,901843200,D,2,2,False,41.0,34.0,8.0,6.0,0.0,20.0,23.0,18.0,4.0,9.0,9.0,2.0,,,,90.0,77.0,7.6,14.0,0.0388091,,1,,0.2,-0.32,0.16,,14.0,5.0,1.0,,6.0,1.0,,,,5.0,1.0,1.0,1.0,4.0,1.0,1.0,,,Zé,Carlos,,1.0,,0.0916,-0.06,True,,,,,,,,
