match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_keyPass,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_bigChanceMissed,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_bigChanceCreated,stat_outfielderBlock,stat_wasFouled,player_firstName,player_lastName,stat_fouls,stat_accurateCross,stat_onTargetScoringAttempt,stat_goals,stat_wonContest,stat_blockedScoringAttempt,player_sofascoreId,stat_totalOffside,captain,stat_penaltyWon,stat_penaltyFaced,stat_errorLeadToAShot,stat_hitWoodwork,stat_penaltyConceded
12624453,home,Al-Shabab,Yannick Carrasco,yannick-carrasco,Y. Carrasco,F,180.0,4751,M,182001,EUR,747100800,F,10,10,False,39.0,31.0,3.0,2.0,0.0,14.0,16.0,19.0,28.0,1.0,3.0,,,,,89.0,56.0,7.6,16.0,3.0,2,10,5.0,1.0,3.0,2.0,1.0,,,,2.0,,,,4.0,,,,2.0,,,1.0,2.0,,,,,yannickferreiracarrasco,,True,1.0,,,,
12624453,home,Al-Shabab,Leandrinho,leandrinho,Leandrinho,M,170.0,995,M,1589416,EUR,1111017600,M,3,3,True,7.0,6.0,,,0.0,2.0,2.0,4.0,5.0,,2.0,,,,,23.0,12.0,6.6,3.0,1.0,0,12,,,3.0,2.0,3.0,,2.0,,,,,,2.0,,,,,Leandro Viana,da Silva Gama,,,,,2.0,,,,,,,,,
12624453,home,Al-Shabab,Haroune Camara,haroune-camara,H. Camara,F,187.0,2967,M,926730,EUR,883612800,F,70,70,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,2.0,,,,,12.0,5.0,6.7,2.0,,0,70,,,,2.0,,,1.0,,,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,
12624453,home,Al-Shabab,Nawaf Al Ghulaimish,nawaf-al-ghulaimish,N. A. Ghulaimish,D,178.0,46,M,1630170,EUR,1114992000,D,66,66,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,11.0,4.0,6.5,1.0,,1,66,,,1.0,,,1.0,,,,,,,,,,,,Nawaf Al Ghulaimish,,,,,,,1.0,,,,,,,,
12624453,home,Al-Shabab,Nawaf Al Sadi,nawaf-alsadi,N. A. Sadi,M,172.0,64,M,1115888,EUR,972086400,M,21,21,True,,,,,0.0,,,,,,,,,,,1.0,,,,,0,18,,,,,,,,,,,,,,,,,,Nawaf Alsadi,,,,,,,,,,,,,,,
12624453,home,Al-Shabab,Hisham Al-Dubais,al-dubais-hisham,H. Al-Dubais,F,175.0,35,M,1653046,EUR,1001462400,M,34,34,True,,,,,0.0,,,,,,,,,,,1.0,,,,,0,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624453,home,Al-Shabab,Mohammed Al-Absi,mohammed-al-absi,M. Al-Absi,G,180.0,125,M,1168640,EUR,1032825600,G,50,50,True,,,,,,,,,,,,,,,,,,,,,0,50,,,,,,,,,,,,,,,,,,Mohammed Alabsi,,,,,,,,,,,,,,,
12624453,home,Al-Shabab,Mohammed Essa Harbush,mohammed-essa-harbush,M. E. Harbush,D,170.0,36,M,1201501,EUR,1051142400,D,38,38,True,,,,,,,,,,,,,,,,,,,,,0,38,,,,,,,,,,,,,,,,,,Mohammed Essa Harbush,,,,,,,,,,,,,,,
12624453,home,Al-Shabab,Majed Omar Kanabah,majed-omar-kanabah,M. O. Kanabah,M,172.0,36,M,828444,EUR,730771200,M,12,12,True,,,,,,,,,,,,,,,,,,,,,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624453,home,Al-Shabab,Younes Al-Shanqeeti,al-shanqeeti-younes,Y. Al-Shanqeeti,M,,44,M,1842132,EUR,1073347200,M,17,17,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Younes Al-Shanqeeti,,,,,,,,,,,,,,,
12624453,away,Al-Kholood,Marcelo Grohe,marcelo-grohe,M. Grohe,G,188.0,626,M,39427,EUR,537494400,G,34,34,False,22.0,18.0,12.0,8.0,0.0,17.0,20.0,1.0,2.0,2.0,9.0,1.0,4.0,,,90.0,34.0,7.3,4.0,,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,1.0,,,
12624453,away,Al-Kholood,Abdullah Al-Hawsawi,abdullah-al-hawsawi,A. Al-Hawsawi,D,176.0,23,M,1127819,EUR,823132800,D,24,24,False,30.0,29.0,1.0,1.0,0.0,14.0,15.0,15.0,15.0,3.0,6.0,,,,,90.0,49.0,6.8,5.0,,1,24,,,2.0,4.0,1.0,,2.0,,,2.0,2.0,2.0,3.0,1.0,,,,Abdullah Al-Hawsawi,,,,,,1.0,1.0,,,,,,,,
12624453,away,Al-Kholood,William Troost-Ekong,william-troost-ekong,W. Troost-Ekong,D,191.0,2266,M,338991,EUR,746841600,D,5,5,False,28.0,25.0,5.0,4.0,0.0,19.0,21.0,6.0,7.0,5.0,2.0,,,,,90.0,35.0,6.4,3.0,,0,5,,2.0,3.0,2.0,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,
12624453,away,Al-Kholood,Norbert Gyömbér,norbert-gyomber,N. Gyömbér,D,189.0,303,M,224456,EUR,710121600,D,23,23,False,34.0,32.0,4.0,3.0,0.0,21.0,21.0,11.0,13.0,5.0,5.0,,,,,90.0,42.0,6.6,2.0,,0,23,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
12624453,away,Al-Kholood,Hamdan Al-Shamrani,hamdan-al-shamrani,H. Al-Shamrani,D,176.0,29,M,882132,EUR,850521600,D,27,27,False,31.0,20.0,6.0,1.0,0.0,11.0,13.0,9.0,22.0,3.0,6.0,,,,,84.0,59.0,7.0,18.0,1.0,2,27,4.0,,,5.0,,,1.0,,2.0,3.0,3.0,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,,
12624453,away,Al-Kholood,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,184.0,92,M,823476,EUR,822268800,M,96,96,False,48.0,42.0,4.0,,0.0,16.0,17.0,26.0,31.0,1.0,6.0,,,,,90.0,61.0,6.9,11.0,3.0,1,96,,,3.0,2.0,1.0,,1.0,,,4.0,2.0,1.0,4.0,,,,,,,1.0,,,,,1.0,,,,,,1.0,,
12624453,away,Al-Kholood,Farhah Ali Alshamrani,alshamrani-farhah-ali,F. A. Alshamrani,M,166.0,121,M,1501453,EUR,1140998400,M,29,29,False,31.0,26.0,3.0,2.0,0.0,12.0,13.0,15.0,19.0,,2.0,,,,,77.0,42.0,6.3,10.0,1.0,0,29,1.0,,6.0,1.0,2.0,2.0,1.0,,,,1.0,1.0,2.0,,,,,,,1.0,1.0,,,,,,,,,,,,
12624453,away,Al-Kholood,Muhammad Sawan,muhammad-sawan,M. Sawan,M,170.0,23,M,1549247,EUR,965779200,M,11,11,False,20.0,12.0,,,0.0,1.0,1.0,11.0,21.0,,,,,,,66.0,37.0,6.5,14.0,,3,70,2.0,2.0,6.0,4.0,,1.0,5.0,,,1.0,1.0,1.0,,,,,,Muhammad Sawan,,1.0,,,,3.0,3.0,,1.0,,,,,1.0,1.0
12624453,away,Al-Kholood,Alex Collado,alex-collado,A. Collado,M,177.0,1606,M,859767,EUR,924739200,M,10,10,False,45.0,37.0,3.0,1.0,0.0,10.0,11.0,27.0,39.0,1.0,3.0,,,,,90.0,64.0,7.4,18.0,3.0,4,8,5.0,,6.0,3.0,1.0,3.0,3.0,,2.0,,1.0,1.0,,,,,1.0,Alex,Collado,,,2.0,,1.0,,,,,,,,,
12624453,away,Al-Kholood,Myziane Maolida,maolida-myziane,M. Maolida,M,180.0,638,M,851262,EUR,918950400,M,9,9,False,21.0,19.0,,,0.0,6.0,6.0,13.0,16.0,,2.0,,,,,66.0,39.0,7.3,8.0,2.0,3,9,1.0,,4.0,5.0,,,7.0,,,,1.0,1.0,2.0,,,,,,,1.0,,2.0,,4.0,1.0,,,,,,,,
12624453,away,Al-Kholood,Jackson Muleka,jackson-muleka,J. Muleka,F,180.0,3687,M,927649,EUR,938995200,F,18,18,False,22.0,18.0,3.0,2.0,0.0,5.0,6.0,14.0,17.0,,5.0,,,,,77.0,36.0,7.1,9.0,3.0,6,40,1.0,1.0,7.0,,,1.0,2.0,,2.0,,,,1.0,,,,,,,3.0,1.0,1.0,,,3.0,,,,,,,,
12624453,away,Al-Kholood,Abdulfattah Asiri,abdulfattah-asiri,A. Asiri,M,167.0,63,M,374524,EUR,762220800,F,45,45,True,13.0,11.0,,,0.0,1.0,1.0,11.0,13.0,,,,,,,24.0,22.0,6.9,5.0,2.0,0,,1.0,,1.0,3.0,,,3.0,,,1.0,1.0,,2.0,,,,,,,,1.0,,,2.0,,,,,,,,,
12624453,away,Al-Kholood,Hammam Al-Hammami,al-hammami-hammam,H. Al-Hammami,F,169.0,198,M,1836904,EUR,1075420800,F,22,22,True,7.0,6.0,,,0.0,1.0,1.0,6.0,7.0,,2.0,,,,,24.0,15.0,6.7,4.0,,0,22,1.0,,2.0,4.0,,,5.0,,,,,,1.0,,,,1.0,Hammam Al-Hammami,,,1.0,,,3.0,,,,,,,,,
12624453,away,Al-Kholood,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,176.0,22,M,990187,EUR,733536000,M,8,8,True,6.0,5.0,,,0.0,2.0,2.0,3.0,4.0,,,,,,,13.0,9.0,6.6,2.0,,0,8,,,1.0,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
12624453,away,Al-Kholood,Kebba Sowe,kebba-sowe,K. Sowe,F,189.0,331,M,1585739,EUR,1123459200,F,80,80,True,3.0,3.0,,,0.0,1.0,1.0,2.0,2.0,,,,,,,13.0,6.0,6.4,2.0,,0,9,,,2.0,,,,1.0,,,,,,1.0,,,,,Kebba Sowe,,1.0,,,,,,,,,,,,,
12624453,away,Al-Kholood,Zaid Al-Anazi,zaid-al-anazi,Z. Al-Anazi,M,,12,M,1868595,EUR,1091145600,M,51,51,True,5.0,4.0,1.0,,0.0,1.0,1.0,3.0,4.0,,2.0,,,,,12.0,12.0,6.7,4.0,,1,11,,,1.0,1.0,,,1.0,,,,1.0,,2.0,,,,,Zaid Al-Anazi,,,,1.0,,,,,,,,,,,
12624453,away,Al-Kholood,Mohammed Mazyad Alshammari,mohammed-mazyad-alshammari,M. M. Alshammari,G,184.0,7,M,873364,EUR,692323200,G,30,30,True,,,,,,,,,,,,,,,,,,,,,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624453,away,Al-Kholood,Mohammed Jahfali,mohammed-jahfali,M. Jahfali,D,185.0,103,M,791561,EUR,656726400,D,70,70,True,,,,,,,,,,,,,,,,,,,,,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624453,away,Al-Kholood,Hassan Al-Asmari,hassan-al-asmari,H. Al-Asmari,D,,11,M,1085419,EUR,1033862400,D,12,12,True,,,,,,,,,,,,,,,,,,,,,0,12,,,,,,,,,,,,,,,,,,Hassan Al-Asmari,,,,,,,,,,,,,,,
12624453,away,Al-Kholood,Bassem Al-Arini,bassem-al-arini,B. Al-Arini,F,,11,M,1927664,EUR,1074384000,M,20,20,True,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,Bassem Al-Arini,,,,,,,,,,,,,,,
