match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_totalClearance,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_aerialLost,stat_aerialWon,stat_duelWon,stat_wasFouled,stat_keyPass,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_fouls,stat_ownGoals,stat_accurateCross,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_outfielderBlock,stat_goals,stat_hitWoodwork
11360026,home,Energie Cottbus,Elias Bethke,Elias,Bethke,elias-bethke,E. Bethke,G,40,191,48,M,1210531,EUR,1048204800,G,12,12,False,25.0,24.0,1.0,1.0,24.0,25.0,7.0,1.0,2.0,1.0,1.0,90.0,34.0,4.5,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360026,home,Energie Cottbus,Paul Milde,,,paul-milde,P. Milde,D,,178,7,M,335355,EUR,790992000,D,31,31,False,11.0,10.0,1.0,1.0,4.0,4.0,1.0,,,,,34.0,21.0,6.1,5.0,0,6.0,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11360026,home,Energie Cottbus,Dennis Slamar,Dennis,Slamar,dennis-slamar,D. Slamar,D,27,187,11,M,169045,EUR,778982400,D,27,27,False,55.0,53.0,10.0,9.0,41.0,42.0,3.0,,,,,90.0,60.0,5.9,2.0,0,12.0,13.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,
11360026,home,Energie Cottbus,Jonas Hildebrandt,,,jonas-hildebrandt,J. Hildebrandt,M,,184,1,M,798186,EUR,850003200,D,17,17,False,60.0,59.0,9.0,8.0,48.0,48.0,5.0,,,,,90.0,66.0,5.8,1.0,0,11.0,12.0,,3.0,5.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11360026,home,Energie Cottbus,Axel Borgmann,Axel,Borgmann,axel-borgmann,A. Borgmann,M,20,179,19,M,169215,EUR,773625600,D,20,20,False,38.0,32.0,4.0,2.0,24.0,25.0,5.0,,,,,90.0,67.0,5.4,16.0,2,8.0,15.0,2.0,2.0,4.0,,1.0,,,2.0,1.0,,True,2.0,3.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,
11360026,home,Energie Cottbus,Jonas Hofmann,Jonas,Hofmann,jonas-hofmann,J. Hofmann,M,6,171,12,M,842867,EUR,855273600,M,6,6,False,21.0,13.0,1.0,,6.0,9.0,8.0,,,,,90.0,39.0,5.9,18.0,1,7.0,19.0,7.0,2.0,7.0,3.0,2.0,,1.0,3.0,,,,1.0,1.0,,,,1.0,1.0,2.0,1.0,2.0,,,,,,,,,
11360026,home,Energie Cottbus,Dominik Pelivan,Dominik,Pelivan,dominik-pelivan,D. Pelivan,M,5,185,14,M,569976,EUR,834192000,M,5,5,False,37.0,32.0,2.0,1.0,21.0,22.0,3.0,,,,,90.0,49.0,6.1,8.0,0,11.0,16.0,1.0,,4.0,2.0,1.0,,1.0,7.0,,1.0,,1.0,,,,,,,6.0,3.0,1.0,1.0,,,,,,,,
11360026,home,Energie Cottbus,Maximilian Oesterhelweg,,,maximilian-oesterhelweg,M. Oesterhelweg,M,,177,12,M,124763,EUR,648518400,M,10,10,False,17.0,10.0,2.0,1.0,6.0,6.0,4.0,,,,,45.0,25.0,6.6,10.0,1,4.0,12.0,1.0,,2.0,,1.0,1.0,,2.0,1.0,,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,
11360026,home,Energie Cottbus,Rudolf Dovn Ndualu,,,rudolf-dovn-ndualu,R. D. Ndualu,F,,181,6,M,878462,EUR,932601600,F,22,22,False,7.0,4.0,,,,1.0,3.0,,,,,45.0,20.0,5.9,11.0,0,4.0,6.0,,,10.0,2.0,,,,1.0,,,,1.0,4.0,,,,2.0,,1.0,1.0,3.0,,,,,,,,,
11360026,home,Energie Cottbus,Tim Heike,,,tim-heike,T. Heike,F,9,187,27,M,951706,EUR,951436800,F,9,9,False,19.0,14.0,1.0,1.0,7.0,7.0,1.0,,,,,65.0,28.0,6.4,10.0,0,7.0,12.0,,,5.0,,,1.0,,1.0,1.0,2.0,,3.0,1.0,,,,1.0,,,,,,,,,,,,,
11360026,home,Energie Cottbus,Alexander Prokopenko,Alexander,Prokopenko,alexander-prokopenko,A. Prokopenko,F,10,180,12,M,1397424,EUR,1010188800,F,37,37,False,15.0,10.0,2.0,1.0,2.0,3.0,1.0,,,,,65.0,34.0,6.7,15.0,2,8.0,15.0,3.0,,4.0,1.0,,,,2.0,,2.0,,1.0,4.0,2.0,1.0,,4.0,1.0,,,,,,,,,,,,
11360026,home,Energie Cottbus,Tobias Hasse,,,tobias-hasse,T. Hasse,D,,174,8,M,293557,EUR,820627200,M,14,14,True,25.0,24.0,1.0,1.0,16.0,16.0,2.0,,,,,56.0,33.0,6.4,3.0,0,9.0,11.0,2.0,1.0,3.0,2.0,,,,2.0,1.0,1.0,,,,,,,,,1.0,1.0,1.0,,1.0,1.0,,,,,,
11360026,home,Energie Cottbus,Joshua Putze,,,joshua-putze,J. Putze,M,,185,7,M,169141,EUR,786326400,M,8,8,True,7.0,5.0,1.0,,5.0,5.0,3.0,,,,,45.0,13.0,6.0,7.0,0,,2.0,,,2.0,,,,,1.0,,,,2.0,,,,,2.0,,1.0,,,,,,,,,,,
11360026,home,Energie Cottbus,Phil Halbauer,,,phil-halbauer,P. Halbauer,F,20,187,10,M,922495,EUR,903312000,M,11,11,True,5.0,5.0,,,2.0,2.0,,,,,,45.0,11.0,6.3,2.0,1,3.0,4.0,1.0,,3.0,,,,,2.0,,,,,2.0,1.0,1.0,,,,1.0,1.0,2.0,,,,,,,,,
