match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_aerialWon,stat_dispossessed,stat_outfielderBlock,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_fouls,stat_keyPass,player_sofascoreId,captain,stat_bigChanceMissed,stat_totalOffside,stat_bigChanceCreated,stat_hitWoodwork,stat_punches,stat_goals,stat_goalAssist
10389747,home,Stade Rennais,Amine Gouiri,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,19,19,False,19.0,14.0,,,5.0,6.0,9.0,13.0,5.0,,,,,,90.0,39.0,6.8,15.0,0.1367,0.0,0.0969967,3,,,,,,9.0,5.0,,2.0,,,2.0,1.0,4.0,2.0,3.0,1.0,3.0,,1.0,,2.0,1.0,1.0,1.0,amine_gouiri,,,,1.0,1.0,,,
10389747,home,Stade Rennais,Désiré Doué,desire-doue,D. Doué,F,14,181,91970,M,1154605,EUR,1117756800,M,33,33,True,24.0,17.0,1.0,1.0,5.0,7.0,13.0,20.0,3.0,,,,,,64.0,49.0,7.1,15.0,0.0364,0.0,0.0978355,1,,Désiré Doué,,3.0,1.0,6.0,11.0,1.0,5.0,5.0,,4.0,1.0,1.0,1.0,,1.0,3.0,,,,1.0,,2.0,1.0,DD14,,,,,,,,
10389747,home,Stade Rennais,Ibrahim Salah,ibrahim-salah,I. Salah,F,21,185,2215,M,1386639,EUR,999129600,F,34,34,True,11.0,8.0,1.0,,2.0,4.0,7.0,10.0,3.0,,,,,,17.0,19.0,7.3,6.0,0.0,0.0,0.206014,0,,,,3.0,1.0,1.0,4.0,,3.0,3.0,,1.0,,1.0,,1.0,,,,,,,,,2.0,,,,,,,,,
10389747,home,Stade Rennais,Lovro Majer,lovro-majer,L. Majer,M,10,179,4795,M,841947,EUR,884995200,M,21,21,True,8.0,8.0,,,3.0,3.0,5.0,6.0,1.0,,,,,,9.0,13.0,6.7,3.0,0.0372,0.0,0.00567062,1,,,,1.0,,,2.0,,,,,,,2.0,1.0,,1.0,,,1.0,,,,,,lovromajer,,,,,,,,
10389747,home,Stade Rennais,Doğan Alemdar,dogan-alemdar,D. Alemdar,G,80,192,620,M,947874,EUR,1035849600,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389747,home,Stade Rennais,Jeanuël Belocian,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,18,18,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389747,home,Stade Rennais,Birger Meling,birger-meling,B. Meling,D,24,172,241,M,606530,EUR,787622400,D,25,25,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389747,home,Stade Rennais,Joe Rodon,rodon-joe,J. Rodon,D,6,193,1190,M,828640,EUR,877478400,D,2,2,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389747,home,Stade Rennais,Christopher Wooh,christopher-wooh,C. Wooh,D,3,190,3805,M,930231,EUR,1000771200,D,15,15,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,chriswooh,,,,,,,,
10389747,home,Stade Rennais,Lesley Ugochukwu,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,1048916,EUR,1080259200,M,6,6,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,l.ugochukwu8,,,,,,,,
10389747,away,Olympique de Marseille,Pau López,pau-lopez,P. López,G,25,189,1242,M,548848,EUR,787276800,G,16,16,False,31.0,19.0,16.0,5.0,18.0,19.0,1.0,12.0,5.0,,2.0,2.0,,,90.0,36.0,7.5,12.0,0.0,0.0,0.00023532,0,0.0951,,,,,,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
10389747,away,Olympique de Marseille,Chancel Mbemba,chancel-mbemba,C. Mbemba,D,18,182,34725,M,238612,EUR,776304000,D,99,99,False,36.0,23.0,7.0,1.0,17.0,21.0,6.0,15.0,8.0,,,,,,90.0,45.0,6.9,13.0,0.0,0.0,0.00205199,0,,,,,,4.0,6.0,2.0,1.0,1.0,2.0,2.0,,,1.0,2.0,2.0,,1.0,,,,,,,chancel22,,,,,,,,
10389747,away,Olympique de Marseille,Leonardo Balerdi,leonardo-balerdi,L. Balerdi,D,5,188,7165,M,928236,EUR,917308800,D,5,5,False,51.0,42.0,5.0,3.0,27.0,31.0,15.0,20.0,4.0,,,,,,90.0,70.0,8.0,11.0,0.0,0.0,0.0135453,0,,,,,,4.0,8.0,,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,5.0,,4.0,,,,5.0,2.0,,leobalerdi5,,,,,,,,
10389747,away,Olympique de Marseille,Sead Kolašinac,sead-kolasinac,S. Kolašinac,D,23,183,3276,M,142148,EUR,740534400,D,23,23,False,48.0,39.0,5.0,3.0,18.0,22.0,21.0,26.0,12.0,,,,,,90.0,64.0,8.0,12.0,0.9604,0.961,0.023839,2,,,,,,2.0,6.0,1.0,,,3.0,3.0,2.0,3.0,1.0,1.0,2.0,,,1.0,1.0,,3.0,,,,,,,,,,1.0,
10389747,away,Olympique de Marseille,Nuno Tavares,nuno-tavares,N. Tavares,D,17,185,4853,M,944973,EUR,948844800,M,30,30,False,38.0,27.0,8.0,4.0,11.0,14.0,16.0,24.0,13.0,,,,,,90.0,73.0,7.1,21.0,0.0,0.0,0.0333683,0,,,,,,10.0,8.0,2.0,4.0,3.0,1.0,4.0,2.0,6.0,1.0,3.0,,3.0,1.0,,,,2.0,1.0,2.0,nuno_tavares71,,,,,,,,
10389747,away,Olympique de Marseille,Valentin Rongier,valentin-rongier,V. Rongier,M,21,172,1149,M,581314,EUR,786758400,M,21,21,False,47.0,38.0,11.0,6.0,24.0,28.0,14.0,19.0,7.0,,,,,,90.0,62.0,7.3,9.0,0.0,0.0,0.0190609,0,,,,,,10.0,12.0,2.0,,,1.0,6.0,3.0,,3.0,4.0,3.0,,,,,,2.0,4.0,,,True,,,,,,,
10389747,away,Olympique de Marseille,Jordan Veretout,jordan-veretout,J. Veretout,M,21,177,1268,M,151124,EUR,730944000,M,27,27,False,44.0,35.0,4.0,,19.0,22.0,16.0,22.0,9.0,,,,,,90.0,56.0,6.7,12.0,0.0966,0.0,0.0175121,2,,,,,,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,
10389747,away,Olympique de Marseille,Jonathan Clauss,jonathan-clauss,J. Clauss,M,92,178,2004,M,821728,EUR,717379200,M,7,7,False,37.0,31.0,2.0,,10.0,13.0,22.0,26.0,8.0,,,,,,80.0,57.0,6.6,11.0,0.0731,0.081,0.259512,2,,,,2.0,1.0,4.0,,3.0,1.0,,1.0,,,1.0,,,,,,1.0,1.0,,2.0,,1.0,,,,,,,,,
10389747,away,Olympique de Marseille,Cengiz Ünder,cengiz-under,C. Ünder,F,11,173,4735,M,758876,EUR,868838400,F,17,17,False,21.0,10.0,,,3.0,5.0,7.0,18.0,6.0,,,,,,85.0,40.0,7.4,19.0,0.2256,0.2042,0.640928,2,,,,2.0,,5.0,5.0,,2.0,2.0,1.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,,1.0,1.0,,1.0,,1.0,cengizunder,,1.0,1.0,1.0,,,,1.0
10389747,away,Olympique de Marseille,Mattéo Guendouzi,matteo-guendouzi,M. Guendouzi,M,6,185,7016,M,852404,EUR,924048000,F,6,6,False,19.0,17.0,1.0,1.0,5.0,7.0,12.0,12.0,3.0,,,,,,45.0,28.0,6.7,5.0,0.0,0.0,0.0615707,0,,,,,,5.0,4.0,2.0,,,1.0,3.0,,2.0,1.0,1.0,,1.0,,,,,,1.0,1.0,MatteoGuendouzi,,,,,,,,
10389747,away,Olympique de Marseille,Alexis Sánchez,alexis-sanchez,A. Sánchez,F,10,169,29898,M,34120,EUR,598492800,F,70,70,False,21.0,15.0,4.0,3.0,6.0,6.0,10.0,18.0,1.0,,,,,,85.0,41.0,7.1,15.0,0.1644,0.127,0.0869234,1,,,,3.0,1.0,7.0,3.0,,,,,2.0,,2.0,1.0,3.0,,4.0,,,1.0,,,,1.0,AlexisS,,,,1.0,,,,
10389747,away,Olympique de Marseille,Ruslan Malinovskyi,ruslan-malinovskyi,R. Malinovskyi,M,17,181,4666,M,195850,EUR,736473600,M,18,18,True,13.0,10.0,1.0,,7.0,9.0,3.0,5.0,6.0,,,,,,45.0,24.0,6.3,7.0,0.1138,0.0,0.0112861,2,,,,1.0,,7.0,3.0,2.0,2.0,2.0,,,,1.0,,3.0,1.0,2.0,,1.0,,1.0,,,,malinovskyi18,,,,,,,,
10389747,away,Olympique de Marseille,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180,16736,M,1006189,EUR,989625600,D,29,29,True,2.0,2.0,,,,,2.0,3.0,,,,,,,10.0,4.0,6.4,1.0,0.0,0.0,0.00155645,0,,,,1.0,,2.0,,,,,,,,,,1.0,,,,,,,,1.0,,issa_kabore_29,,,,,,,,
10389747,away,Olympique de Marseille,Azzedine Ounahi,azzedine-ounahi,A. Ounahi,M,18,182,33691,M,991421,EUR,956102400,M,8,8,True,3.0,3.0,,,1.0,1.0,2.0,2.0,,,,,,,10.0,5.0,6.2,1.0,0.0,0.0,0.00113101,0,,,,,,2.0,,1.0,,,,,,,,,,1.0,,,,,,,,azzedine_ounahi,,,,,,,,
10389747,away,Olympique de Marseille,Vitinha,vitinha,Vitinha,F,9,183,2248,M,1093695,EUR,953078400,F,9,9,True,2.0,2.0,,,,,2.0,2.0,1.0,,,,,,10.0,3.0,6.5,,0.0,0.0,0.00023491,0,,,,,,3.0,,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,
10389747,away,Olympique de Marseille,Simon Ngapandouetnbu,ngapandouetnbu-simon,S. Ngapandouetnbu,G,31,187,1042,M,988841,EUR,1050019200,G,1,1,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389747,away,Olympique de Marseille,Rubén Blanco,ruben-blanco,R. Blanco,G,,188,391,M,180515,EUR,806630400,G,36,36,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10389747,away,Olympique de Marseille,Eric Bailly,eric-bailly,E. Bailly,D,2,187,4273,M,606346,EUR,766108800,D,3,3,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,ericbailly,,,,,,,,
10389747,away,Olympique de Marseille,Dimitri Payet,dimitri-payet,D. Payet,M,10,175,8276,M,14216,EUR,543974400,M,10,10,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,payet27,,,,,,,,
10389747,away,Olympique de Marseille,Bartuğ Elmaz,bartug-elmaz,B. Elmaz,M,6,179,1231,M,997165,EUR,1045612800,M,47,47,True,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
