match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,captain,stat_outfielderBlock,player_firstName,player_lastName,stat_fouls,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_penaltyConceded,stat_totalOffside,player_sofascoreId,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goodHighClaim,stat_penaltyMiss,stat_penaltyWon
11452957,home,Al-Fayha,Vladimir Stojković,vladimir-stojkovic,V. Stojković,G,28,194.0,228,M,13691,EUR,428198400,G,88,88,False,19.0,17.0,4.0,2.0,17.0,18.0,1.0,1.0,6.0,1.0,1.0,90.0,25.0,7.0,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452957,home,Al-Fayha,Mohammed Al Baqawi,mohammed-al-baqawi,M. A. Baqawi,D,22,170.0,21,M,893199,EUR,805507200,D,22,22,False,24.0,21.0,,,9.0,9.0,16.0,,4.0,,,90.0,39.0,6.6,8.0,0,12.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,
11452957,home,Al-Fayha,Mokher Al-Rashidi,mokher-al-rashidi,M. Al-Rashidi,D,2,170.0,16,M,921767,EUR,927158400,D,2,2,False,65.0,59.0,4.0,3.0,36.0,37.0,29.0,3.0,5.0,,,90.0,77.0,7.2,9.0,0,23.0,1.0,2.0,4.0,5.0,1.0,,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,
11452957,home,Al-Fayha,Sami Al-Khaibary,sami-al-khaibary,S. Al-Khaibary,D,4,185.0,15,M,893198,EUR,622080000,D,4,4,False,71.0,68.0,10.0,8.0,56.0,57.0,15.0,6.0,4.0,,,90.0,83.0,7.3,7.0,0,12.0,1.0,1.0,1.0,3.0,,,,,2.0,,2.0,,1.0,1.0,True,,,,,,,,,,,,,,,,
11452957,home,Al-Fayha,Hussain Al-Shuweish,hussain-al-showaish,H. Al-Shuweish,D,33,185.0,17,M,818758,EUR,625881600,D,33,33,False,68.0,60.0,8.0,4.0,38.0,38.0,30.0,1.0,4.0,,,90.0,73.0,7.1,9.0,0,22.0,,,1.0,1.0,,,1.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
11452957,home,Al-Fayha,Mohanad Alqaydhi,mohanad-alqaydhi,M. Alqaydhi,D,98,187.0,20,M,879649,EUR,896140800,D,98,98,False,20.0,16.0,2.0,,6.0,8.0,17.0,3.0,1.0,,,77.0,35.0,6.9,11.0,0,10.0,5.0,,2.0,2.0,1.0,,,,2.0,1.0,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,
11452957,home,Al-Fayha,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,M,27,27,False,11.0,7.0,1.0,,3.0,4.0,10.0,,7.0,,,62.0,31.0,6.8,13.0,0,4.0,3.0,,6.0,8.0,,2.0,7.0,5.0,,2.0,,,1.0,1.0,,,,,2.0,,,,,,,,,,,,
11452957,home,Al-Fayha,Gojko Cimirot,gojko-cimirot,G. Cimirot,M,59,178.0,253,M,116604,EUR,724723200,M,13,13,False,45.0,37.0,5.0,4.0,14.0,16.0,30.0,,5.0,,,77.0,50.0,6.8,9.0,1,24.0,1.0,,4.0,1.0,2.0,1.0,,,,1.0,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,
11452957,home,Al-Fayha,Victor Ruiz,victor-ruiz,V. Ruiz,M,77,172.0,64,M,975496,EUR,752198400,M,10,10,False,34.0,30.0,2.0,2.0,16.0,18.0,19.0,,6.0,,,62.0,40.0,6.5,8.0,0,14.0,3.0,,2.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,1.0,,,,1.0,,,,,,,,
11452957,home,Al-Fayha,Henry Onyekuru,henry-onyekuru,H. Onyekuru,F,7,175.0,741,M,809220,EUR,865468800,M,7,7,False,20.0,18.0,2.0,2.0,4.0,4.0,16.0,,3.0,,,85.0,25.0,6.8,5.0,0,14.0,,,2.0,2.0,,,2.0,,,2.0,,,,,,,,,,2.0,,,,2.0,,,,,,,
11452957,home,Al-Fayha,Fashion Sakala,fashion-sakala,F. Sakala,F,10,178.0,8842,M,876626,EUR,858297600,F,17,17,False,19.0,16.0,,,2.0,3.0,18.0,1.0,3.0,,,90.0,39.0,6.6,11.0,5,14.0,2.0,1.0,6.0,3.0,,2.0,1.0,,2.0,1.0,1.0,,1.0,,,,,,2.0,,,2.0,,1.0,fashionjr10,1.0,1.0,2.0,,,
11452957,home,Al-Fayha,Saud Zidan,saud-zidan,S. Zidan,M,14,167.0,29,M,1084266,EUR,941846400,M,6,6,True,32.0,31.0,,,8.0,8.0,25.0,1.0,1.0,,,28.0,39.0,7.3,2.0,0,23.0,1.0,,1.0,4.0,,,2.0,2.0,,,1.0,,1.0,1.0,,,Saud Zidan,,1.0,2.0,,,,,,,,,,,
11452957,home,Al-Fayha,Mohammed Majrashi,mohammed-majrashi,M. Majrashi,F,20,180.0,7,M,160931,EUR,674697600,F,19,19,True,5.0,5.0,,,1.0,1.0,4.0,,1.0,,,28.0,6.0,6.5,,0,4.0,,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
11452957,home,Al-Fayha,Nawwaf Al Harthi,nawwaf-al-harthi,N. A. Harthi,M,7,169.0,18,M,948046,EUR,908150400,M,29,29,True,8.0,6.0,,,3.0,3.0,6.0,,,,,13.0,15.0,6.9,3.0,0,3.0,1.0,,,3.0,,,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
11452957,home,Al-Fayha,Abdulrahman Al-Safri,abdulrahman-al-safri,A. Al-Safri,M,8,176.0,22,M,990187,EUR,733536000,M,8,8,True,18.0,14.0,2.0,,10.0,10.0,8.0,,1.0,,,13.0,20.0,6.5,4.0,1,4.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,
11452957,home,Al-Fayha,Milan Pavkov,milan-pavkov,M. Pavkov,F,50,193.0,372,M,804183,EUR,760752000,F,23,23,True,1.0,,,,,,1.0,,,,,10.0,2.0,6.6,1.0,0,,,1.0,1.0,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
11452957,home,Al-Fayha,Ahmed Al-Kassar,ahmed-al-kassar,A. Al-Kassar,G,28,187.0,128,M,818749,EUR,673660800,G,28,28,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452957,home,Al-Fayha,Osama Al Khalaf,osama-al-khalaf,O. A. Khalaf,D,8,178.0,26,M,818871,EUR,851558400,D,80,80,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11452957,home,Al-Fayha,Abdulrahman Al Anzi,abdulrhman-al-anzi,A. A. Anzi,D,70,170.0,15,M,1523635,EUR,897782400,M,70,70,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Abdulrahman Al Anzi,,,,,,,,,,,,,,
