match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_unsuccessfulTouch,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_errorLeadToAShot,stat_wasFouled,player_firstName,player_sofascoreId,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_ownGoals,stat_fouls,player_lastName,stat_aerialWon,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_blockedScoringAttempt,stat_dispossessed,stat_totalOffside,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed,stat_accurateCross,stat_lastManTackle,stat_bigChanceCreated,stat_hitWoodwork
14572651,home,GNK Dinamo Zagreb,Ivan Filipović,ivan-filipovic,I. Filipović,G,44,194.0,574,M,286915,EUR,784684800,G,44,44,False,33.0,28.0,7.0,2.0,0.0,26.0,29.0,2.0,4.0,1.0,8.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,90.0,49.0,5.4,6.0,0.00059995,44.637539677365,8.0,28.98,8.295,0.3348,0,-1.917,0.03,0.01,-0.61,-0.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572651,home,GNK Dinamo Zagreb,Noa Mikić,mikic-noa,N. Mikić,D,35,175.0,729,M,1479508,EUR,1169856000,D,35,35,False,19.0,15.0,3.0,1.0,0.0,10.0,11.0,5.0,8.0,,3.0,,1.0,,,,,,45.0,28.0,6.0,8.0,0.00197256,73.51415368564,6.0,48.51,27.3,,0,,-0.02,0.06,-0.66,,1.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572651,home,GNK Dinamo Zagreb,Sergi Domínguez,sergi-dominguez,S. Domínguez,D,36,191.0,6129,M,1153335,EUR,1112313600,D,36,36,False,69.0,63.0,8.0,4.0,0.0,52.0,55.0,11.0,14.0,5.0,3.0,,,,,,,,90.0,84.0,5.9,7.0,0.00727992,119.35728805906,24.0,17.64,6.825,,0,,0.19,0.04,-0.67,,,1.0,1.0,,1.0,1.0,,,Sergi Domínguez,sergidominguez_,1.0,5.0,2.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14572651,home,GNK Dinamo Zagreb,Scott McKenna,scott-mckenna,S. McKenna,D,26,188.0,986,M,358108,EUR,847756800,D,26,26,False,63.0,58.0,4.0,2.0,0.0,47.0,47.0,11.0,16.0,3.0,3.0,1.0,,,,,,,90.0,69.0,5.7,5.0,0.00846269,110.17707327847,15.0,72.45,15.54,,0,,0.14,0.09,-0.92,,,3.0,1.0,1.0,1.0,1.0,,,,,,2.0,2.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
14572651,home,GNK Dinamo Zagreb,Bruno Goda,bruno-goda,B. Goda,D,3,182.0,547,M,855908,EUR,892771200,D,3,3,False,36.0,27.0,6.0,1.0,0.0,16.0,20.0,11.0,16.0,3.0,4.0,,2.0,,,,,,90.0,55.0,5.6,16.0,0.00344555,55.909357874647,8.0,30.87,14.91,,0,,-0.06,0.11,-0.53,,3.0,3.0,,,2.0,2.0,,,,,2.0,7.0,3.0,,,,2.0,,1.0,,,,,,,,,,,,,,,,
14572651,home,GNK Dinamo Zagreb,Dejan Ljubičić,dejan-ljubicic,D. Ljubičić,M,21,186.0,824,M,869883,EUR,876268800,M,77,77,False,46.0,37.0,1.0,1.0,0.0,19.0,23.0,18.0,23.0,1.0,4.0,,1.0,,,,,,90.0,58.0,6.9,11.0,0.021282,117.5791012106,11.0,58.065,18.9,,1,,-0.05,0.21,-0.01,,1.0,7.0,1.0,1.0,5.0,3.0,,,,,,2.0,,1.0,,,2.0,,1.0,1.0,0.0243,-0.08,,,,,,,,,,,,,
14572651,home,GNK Dinamo Zagreb,Josip Mišić,josip-misic,J. Mišić,M,27,187.0,1002,M,243713,EUR,772761600,M,27,27,False,44.0,40.0,3.0,2.0,0.0,34.0,36.0,6.0,8.0,1.0,7.0,,2.0,,,,,,63.0,54.0,6.6,7.0,0.00309309,141.61858327032,15.0,51.765,20.475,,2,,-0.03,0.1,-0.1,,,4.0,,,3.0,2.0,,,,,,2.0,,,1.0,,2.0,,1.0,2.0,0.0698,-0.39,True,,,,,,,,,,,,
14572651,home,GNK Dinamo Zagreb,Marko Soldo,soldo-marko,M. Soldo,M,14,187.0,628,M,1133184,EUR,1069459200,M,14,14,False,33.0,28.0,2.0,2.0,0.0,12.0,15.0,16.0,18.0,,3.0,,1.0,,,,,,90.0,53.0,6.9,9.0,0.0109911,120.55573099769,13.0,41.79,19.53,,1,,0.3,0.02,-0.37,,,11.0,3.0,1.0,6.0,3.0,1.0,2.0,,,,9.0,3.0,1.0,1.0,,4.0,,2.0,,0.133,-0.18,,1.0,,,,,,,,,,,
14572651,home,GNK Dinamo Zagreb,Fran Topić,fran-topic,F. Topić,M,30,183.0,715,M,1144319,EUR,1079740800,F,30,30,False,13.0,12.0,,,0.0,7.0,7.0,5.0,6.0,,2.0,,1.0,,,,,,71.0,23.0,6.6,6.0,0.0352623,44.25036951747,6.0,11.865,11.97,,1,,-0.19,0.25,0.15,,2.0,2.0,,,,,,2.0,,,,3.0,,,2.0,,1.0,,,,0.0536,0.02,,1.0,2.0,1.0,1.0,,,,,,,,
14572651,home,GNK Dinamo Zagreb,Dion Drena Beljo,dion-drena-beljo,D. D. Beljo,F,9,195.0,3451,M,995773,EUR,1014940800,F,9,9,False,8.0,6.0,,,0.0,4.0,5.0,2.0,3.0,,1.0,,2.0,,,,,,45.0,15.0,6.4,5.0,0.0009072,9.7699973899689,1.0,-4.935,-4.935,,0,,-0.02,-0.04,-0.03,,,3.0,,,,,,2.0,,,1.0,5.0,,,,,3.0,,1.0,,,,,,1.0,2.0,,,,,,,,,
