match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,captain,stat_aerialLost,stat_interceptionWon,stat_keyPass,stat_totalContest,stat_wonContest,stat_accurateCross,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_outfielderBlock,stat_wasFouled,stat_shotOffTarget,stat_errorLeadToAGoal,stat_blockedScoringAttempt
11450128,home,MKE Ankaragücü,Bahadır Han Güngördü,bahadir-han-gungordu,B. H. Güngördü,G,13,190.0,97,M,807289,EUR,821750400.0,G,99,99,False,38.0,13.0,28.0,4.0,10.0,13.0,3.0,25.0,2.0,2.0,3.0,9.0,2.0,4.0,2.0,90.0,50.0,7.6,26.0,0.00224239,0,0.4732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450128,home,MKE Ankaragücü,Stelios Kitsiou,stelios-kitsiou,S. Kitsiou,D,70,173.0,90,M,189627,EUR,749174400.0,D,70,70,False,23.0,16.0,3.0,1.0,10.0,14.0,6.0,11.0,1.0,3.0,3.0,1.0,,,,70.0,39.0,6.8,10.0,0.00829673,0,,2.0,2.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11450128,home,MKE Ankaragücü,Uroš Radaković,uros-radakovic,U. Radaković,D,26,194.0,313,M,151900,EUR,765072000.0,D,26,26,False,40.0,33.0,5.0,1.0,29.0,32.0,4.0,8.0,3.0,3.0,6.0,5.0,,,,90.0,50.0,7.0,7.0,0.00182606,0,,,3.0,,,,,1.0,True,2.0,1.0,,,,,,,,,,,,,,,,,,
11450128,home,MKE Ankaragücü,Nihad Mujakić,nihad-mujakic,N. Mujakić,D,5,189.0,775,M,858004,EUR,892598400.0,D,18,18,False,57.0,48.0,9.0,4.0,39.0,45.0,9.0,12.0,,,2.0,6.0,,,,90.0,68.0,7.1,11.0,0.00658707,0,,,,,,,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,
11450128,home,MKE Ankaragücü,Matěj Hanousek,matej-hanousek,M. Hanousek,D,23,182.0,56,M,320905,EUR,738979200.0,D,5,5,False,36.0,29.0,5.0,1.0,21.0,21.0,8.0,17.0,,1.0,,4.0,,,,85.0,57.0,6.5,17.0,0.00487164,0,,2.0,2.0,1.0,,,1.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,
11450128,home,MKE Ankaragücü,Ali Kaan Güneren,ali-kaan-guneren,A. K. Güneren,M,23,183.0,28,M,867848,EUR,955152000.0,M,23,23,False,25.0,19.0,6.0,3.0,10.0,11.0,10.0,15.0,,1.0,2.0,6.0,,,,90.0,42.0,7.4,9.0,0.184239,2,,1.0,5.0,1.0,,,1.0,1.0,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.7687,1.5145,,,,,,,
11450128,home,MKE Ankaragücü,Pedrinho,pedrinho,Pedrinho,M,14,170.0,130,M,182385,EUR,724809600.0,M,8,8,False,33.0,27.0,4.0,3.0,9.0,11.0,18.0,24.0,,4.0,2.0,6.0,,,,90.0,46.0,6.8,11.0,0.0263507,0,,2.0,5.0,3.0,1.0,1.0,3.0,2.0,,,,,,,,,,,,,,,,,1.0,3.0,,,
11450128,home,MKE Ankaragücü,Olimpiu Moruțan,olimpiu-morutan,O. Moruțan,F,80,172.0,1462,M,833613,EUR,924998400.0,M,80,80,False,26.0,15.0,3.0,1.0,5.0,9.0,10.0,19.0,,5.0,,8.0,,,,90.0,46.0,7.0,17.0,0.00635269,1,,2.0,4.0,,2.0,1.0,1.0,1.0,,,1.0,1.0,3.0,1.0,,1.0,,,,,0.008,,,,,2.0,1.0,,
11450128,home,MKE Ankaragücü,Efkan Bekiroğlu,efkan-bekiroglu,E. Bekiroğlu,M,11,185.0,168,M,800458,EUR,811036800.0,M,10,10,False,22.0,18.0,,,11.0,12.0,7.0,10.0,,2.0,,,,,,39.0,28.0,6.9,6.0,0.18838,0,,,,,,,2.0,,,,,1.0,,,,,1.0,,,,,,,,,2.0,,,
11450128,home,MKE Ankaragücü,Renaldo Cephas,renaldo-cephas,R. Cephas,F,21,179.0,811,M,1384968,EUR,944611200.0,M,29,29,False,19.0,16.0,1.0,,10.0,10.0,6.0,9.0,1.0,4.0,3.0,4.0,,,,85.0,34.0,6.9,7.0,0.0179378,1,,,5.0,2.0,2.0,1.0,3.0,1.0,,1.0,,,2.0,1.0,,,,,1.0,,0.0582,0.3849,Renaldo Cephas,,1.0,,,,
