match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_sofascoreId,stat_totalCross,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_dispossessed,stat_wonContest,player_firstName,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_wasFouled,stat_shotOffTarget,captain,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_errorLeadToAGoal,stat_outfielderBlock,stat_hitWoodwork
12437696,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,29.0,20.0,11.0,3.0,0.0,20.0,25.0,4.0,1.0,1.0,2.0,17.0,2.0,1.0,1.0,1.0,90.0,41.0,6.7,9.0,5.604e-05,0,-0.9863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437696,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,597,M,1526627,EUR,1056585600,D,32,32,False,41.0,28.0,9.0,2.0,1.0,14.0,19.0,22.0,,5.0,4.0,3.0,,,,,90.0,67.0,7.0,19.0,0.0509407,0,,14.0,5.0,2.0,1.0,1.0,3.0,5.0,4.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437696,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,44.0,37.0,6.0,3.0,0.0,32.0,36.0,8.0,1.0,3.0,3.0,3.0,,,,,90.0,57.0,6.8,7.0,0.010305,0,,5.0,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12437696,home,Celta Vigo,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,69408,EUR,662342400,D,20,20,False,49.0,43.0,5.0,1.0,0.0,36.0,40.0,10.0,,,3.0,5.0,,,,,90.0,59.0,6.4,8.0,0.0140099,2,,7.0,2.0,1.0,,,2.0,,,1.0,1.0,,marcosalonso28,1.0,1.0,1.0,0.0814,0.0719,,,,,,,,,,,,,,,
12437696,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,D,3,3,False,52.0,42.0,8.0,6.0,0.0,28.0,30.0,22.0,,1.0,1.0,4.0,,,,,90.0,76.0,7.2,15.0,0.537045,1,,14.0,8.0,2.0,2.0,2.0,1.0,,,1.0,2.0,3.0,,,,1.0,0.0238,,1.0,2.0,1.0,,,,,,,,,,,,
12437696,home,Celta Vigo,Hugo Álvarez,hugo-alvarez,H. Álvarez,M,23,176,698,M,1154935,EUR,1057104000,M,30,30,False,26.0,19.0,,,0.0,7.0,7.0,23.0,,3.0,,4.0,,,,,90.0,49.0,7.0,17.0,0.243334,3,,13.0,6.0,1.0,4.0,,,2.0,1.0,1.0,,,,4.0,2.0,1.0,0.5749,0.6637,1.0,1.0,1.0,Hugo Álvarez,1.0,1.0,1.0,,,,,,,,
12437696,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,30.0,21.0,4.0,3.0,0.0,11.0,15.0,15.0,,2.0,,4.0,,,,,75.0,37.0,6.8,10.0,0.00986148,0,,10.0,2.0,2.0,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437696,home,Celta Vigo,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,962890,EUR,1042934400,M,6,6,False,30.0,23.0,3.0,2.0,0.0,6.0,8.0,23.0,,6.0,,7.0,,,,,90.0,50.0,7.1,14.0,0.11962,1,,18.0,5.0,1.0,1.0,,,3.0,3.0,5.0,3.0,1.0,ilaixmk,1.0,1.0,,0.009,0.0679,,1.0,1.0,,1.0,,,2.0,,,,,,,
12437696,home,Celta Vigo,Jonathan Bamba,jonathan-bamba,J. Bamba,F,19,175,1936,M,595576,EUR,827798400,M,17,17,False,19.0,14.0,2.0,1.0,0.0,6.0,7.0,14.0,,,,7.0,,,,,62.0,28.0,6.5,11.0,0.0118697,2,,8.0,4.0,1.0,2.0,,1.0,,,2.0,1.0,,,2.0,,,0.1914,,,,,,,,,,2.0,,,,,,
12437696,home,Celta Vigo,Iago Aspas,iago-aspas,I. Aspas,F,10,176,5000,M,19356,EUR,554774400,F,10,10,False,31.0,19.0,2.0,,0.0,5.0,7.0,25.0,2.0,6.0,,4.0,,,,,89.0,45.0,7.0,16.0,0.250412,2,,15.0,1.0,,,,1.0,2.0,2.0,4.0,1.0,1.0,i.aspas10,1.0,,,0.4229,,,,,,1.0,1.0,,2.0,2.0,True,1.0,,,,
