match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_expectedGoals,stat_keyPass,stat_fouls,stat_wonTackle,stat_wasFouled,stat_challengeLost,stat_unsuccessfulTouch,stat_shotOffTarget,stat_dispossessed,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,captain,stat_bigChanceCreated,stat_penaltyConceded,stat_bigChanceMissed,stat_totalOffside,stat_punches,stat_outfielderBlock,stat_errorLeadToAGoal,stat_lastManTackle,stat_clearanceOffLine
12530670,home,Bodrum FK,Diogo Sousa,diogo-sousa,D. Sousa,G,1,195,145,M,882110,EUR,905904000,G,1,1,False,23.0,12.0,14.0,3.0,0.0,9.0,10.0,3.0,13.0,1.0,2.0,1.0,1.0,2.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,90.0,38.0,6.9,12.0,0.00126504,0,0.0694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12530670,home,Bodrum FK,Uzeyir Ergun,uzeyir-ergun,U. Ergun,D,23,178,29,M,996122,EUR,720835200,D,23,23,False,18.0,15.0,5.0,3.0,0.0,7.0,7.0,11.0,14.0,,1.0,,,1.0,4.0,,,,,,,60.0,40.0,7.0,5.0,0.529483,1,,,,3.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0299,3.0,,,,,,,,,,,,,,,,,,,,
12530670,home,Bodrum FK,Arlind Ajeti,arlind-ajeti,A. Ajeti,D,15,184,457,M,111746,EUR,748915200,D,15,15,False,32.0,24.0,6.0,3.0,0.0,17.0,19.0,7.0,13.0,3.0,4.0,1.0,1.0,4.0,2.0,,,,,,,90.0,46.0,6.7,9.0,0.0514579,1,,,,,,1.0,4.0,1.0,1.0,,0.0565,,3.0,,,,,,,,,,,,,,,,,,,
12530670,home,Bodrum FK,Ali Aytemur,ali-aytemur,A. Aytemur,D,34,184,29,M,802650,EUR,828489600,D,34,34,False,32.0,25.0,7.0,4.0,0.0,15.0,16.0,10.0,16.0,3.0,6.0,1.0,,4.0,4.0,,,,,,,90.0,41.0,6.6,8.0,0.00814549,0,,,,,,,1.0,,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,
12530670,home,Bodrum FK,Cenk Şen,cenk-sen,C. Şen,D,77,170,45,M,957359,EUR,970444800,D,77,77,False,35.0,25.0,5.0,1.0,0.0,12.0,14.0,13.0,23.0,1.0,6.0,3.0,3.0,2.0,4.0,,,,,,,90.0,66.0,6.8,17.0,0.0165975,0,,,,2.0,,3.0,5.0,,3.0,,,,2.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,
12530670,home,Bodrum FK,Taylan Antalyalı,taylan-antalyali,T. Antalyalı,M,14,180,286,M,190197,EUR,789523200,M,5,5,False,39.0,35.0,,,0.0,18.0,19.0,17.0,21.0,2.0,5.0,1.0,,1.0,6.0,,,,,,,88.0,49.0,7.0,6.0,0.0800089,2,,,,1.0,,3.0,6.0,1.0,,2.0,0.1502,1.0,,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,
12530670,home,Bodrum FK,Ahmet Aslan,ahmet-aslan,A. Aslan,M,21,179,23,M,1134098,EUR,993772800,M,21,21,False,23.0,19.0,1.0,,0.0,6.0,6.0,13.0,17.0,2.0,3.0,,,1.0,2.0,,,,,,,76.0,36.0,7.2,9.0,0.0103006,1,,Ahmet Aslan,,,,1.0,3.0,,2.0,1.0,0.0605,,,,,,3.0,,2.0,1.0,1.0,0.9052,,,,,,,,,,
12530670,home,Bodrum FK,Fredy,fredy,Fredy,M,16,169,1026,M,845281,EUR,638496000,M,16,16,False,42.0,31.0,3.0,,0.0,9.0,11.0,24.0,37.0,3.0,9.0,3.0,,,3.0,,,,,,,90.0,71.0,7.4,22.0,0.141539,4,,,,6.0,2.0,2.0,7.0,2.0,,1.0,0.1576,3.0,1.0,1.0,6.0,,3.0,1.0,1.0,1.0,,0.0091,True,,,,,,,,,
12530670,home,Bodrum FK,Enis Bardhi,enis-bardhi,E. Bardhi,M,10,172,1009,M,355024,EUR,804643200,M,10,10,False,50.0,38.0,4.0,2.0,1.0,7.0,7.0,33.0,54.0,,3.0,3.0,1.0,,4.0,,,,,,,90.0,79.0,7.4,28.0,0.456654,3,,,,11.0,2.0,,5.0,2.0,,,0.1262,5.0,1.0,,2.0,,1.0,1.0,2.0,,,,,1.0,,,,,,,,
12530670,home,Bodrum FK,Taulant Seferi,taulant-seferi,T. Seferi,F,99,177,450,M,279487,EUR,848016000,F,99,99,False,14.0,7.0,,,0.0,1.0,1.0,6.0,14.0,,1.0,,,,2.0,,,,,,,60.0,23.0,6.7,11.0,0.0392574,2,,,,1.0,,,2.0,,,,0.0105,1.0,2.0,,1.0,,2.0,,1.0,2.0,,0.1373,,,1.0,,,,,,,
12530670,home,Bodrum FK,Jonathan Okita,jonathan-okita,J. Okita,M,14,180,279,M,809225,EUR,844387200,F,11,11,False,12.0,8.0,,,0.0,2.0,2.0,6.0,11.0,1.0,2.0,1.0,,,4.0,,,,,,,60.0,23.0,6.4,10.0,0.0048717,2,,,,1.0,,3.0,4.0,,,,0.2772,,,,1.0,,4.0,1.0,,1.0,,0.0192,,,,1.0,,,,,,
12530670,home,Bodrum FK,Ege Bilsel,ege-bilsel,E. Bilsel,D,70,175,74,M,1011244,EUR,1073174400,F,70,70,True,7.0,6.0,1.0,1.0,0.0,3.0,3.0,3.0,5.0,,1.0,3.0,1.0,,1.0,,,,,,,30.0,20.0,6.6,6.0,0.0112624,1,,,,1.0,,,2.0,1.0,1.0,,0.0632,,,,,,,,,,,,,,,,,,,,,
12530670,home,Bodrum FK,Musah Mohammed,mohammed-musah,M. Mohammed,M,6,192,126,M,1105505,EUR,1010188800,D,26,26,True,23.0,16.0,7.0,5.0,0.0,3.0,4.0,13.0,19.0,4.0,6.0,,,1.0,2.0,,,,,,,30.0,29.0,7.3,7.0,0.0989723,1,,,,,,1.0,1.0,,,,0.1049,2.0,,,2.0,,,1.0,,,,,,,,,1.0,,,,,
12530670,home,Bodrum FK,George Pușcaș,george-puscas,G. Pușcaș,F,,187,1438,M,190319,EUR,828921600,F,9,9,True,7.0,5.0,,,0.0,,,5.0,7.0,4.0,4.0,1.0,,,1.0,,,,,,,30.0,15.0,7.3,4.0,0.0149005,4,,,,,,2.0,3.0,,1.0,,0.5277,1.0,1.0,,,,1.0,2.0,,2.0,,0.733,,,,1.0,1.0,,,,,
