match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_aerialWon,stat_dispossessed,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_totalClearance,stat_accurateCross,stat_challengeLost,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_outfielderBlock,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_totalOffside,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_lastManTackle
10382223,home,AFC Ajax,Steven Bergwijn,steven-bergwijn,S. Bergwijn,M,34,178,5149,M,StevenBergwijn,361798,EUR,876268800,F,7,7,False,35.0,32.0,,,10.0,10.0,23.0,27.0,4.0,,,70.0,53.0,7.6,10.0,4,2.0,,4.0,5.0,5.0,3.0,,1.0,1.0,1.0,1.0,,2.0,2.0,1.0,,,1.0,,1.0,2.0,,,,,,,1.0,,,1.0,1.0,,,,,,,
10382223,home,AFC Ajax,Calvin Bassey,calvin-bassey,C. Bassey,D,3,185,8671,M,,861972,EUR,946598400,D,3,3,True,30.0,29.0,1.0,1.0,18.0,18.0,11.0,12.0,2.0,,,20.0,30.0,7.2,1.0,0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
10382223,home,AFC Ajax,Brian Brobbey,brobbey-brian,B. Brobbey,F,9,180,7090,M,brianbrobbeyy,910048,EUR,1012521600,F,9,9,True,5.0,3.0,,,1.0,1.0,2.0,4.0,,,,20.0,8.0,6.2,3.0,1,,,2.0,1.0,1.0,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,
10382223,home,AFC Ajax,Jorrel Hato,jorrel-hato,J. Hato,D,21,182,15501,M,,1153079,EUR,1141689600,D,57,57,True,15.0,15.0,,,4.0,4.0,11.0,11.0,2.0,,,12.0,16.0,6.6,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,home,AFC Ajax,Francisco Conceição,francisco-conceicao,F. Conceição,F,7,170,19979,M,FConceicao_7,979222,EUR,1039824000,F,35,35,True,9.0,8.0,,,2.0,2.0,6.0,7.0,,,,12.0,11.0,6.5,2.0,0,,,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,home,AFC Ajax,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,,186719,EUR,807753600,M,21,21,True,11.0,9.0,,,4.0,4.0,5.0,7.0,1.0,,,4.0,12.0,,2.0,0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,home,AFC Ajax,Maarten Stekelenburg,maarten-stekelenburg,M. Stekelenburg,G,21,197,199,,,1941,EUR,401500800,G,1,1,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,home,AFC Ajax,Remko Pasveer,remko-pasveer,R. Pasveer,G,22,186,801,M,,2622,EUR,437097600,G,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,home,AFC Ajax,Youri Regeer,youri-regeer,Y. Regeer,M,6,177,742,M,,996940,EUR,1061164800,M,26,26,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,home,AFC Ajax,Kian Fitz-Jim,kian-fitz-jim,K. Fitz-Jim,M,28,173,1158,M,,1001945,EUR,1057363200,M,28,28,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,home,AFC Ajax,Lorenzo Lucca,lorenzo-lucca,L. Lucca,F,20,201,5041,M,,962364,EUR,968544000,F,18,18,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,,227192,EUR,807235200,G,1,1,False,27.0,14.0,23.0,10.0,4.0,4.0,10.0,23.0,9.0,,8.0,90.0,38.0,7.4,13.0,0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,7.0,1.0,1.0,1.0,1.0,,
10382223,away,Sparta Rotterdam,Shurandy Sambo,shurandy-sambo,S. Sambo,D,12,174,235,M,,916926,EUR,998179200,D,2,2,False,14.0,7.0,3.0,,6.0,11.0,2.0,4.0,7.0,,,86.0,23.0,5.3,9.0,0,1.0,,5.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,1.0,
10382223,away,Sparta Rotterdam,Dirk Abels,dirk-abels,D. Abels,D,2,177,60,M,,583606,EUR,866160000,D,3,3,False,18.0,14.0,7.0,6.0,6.0,7.0,8.0,11.0,3.0,,,90.0,24.0,6.5,4.0,0,,,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,1.0,,1.0,,,,,2.0,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Adil Auassar,adil-auassar,A. Auassar,D,,185,31,,,28319,EUR,528940800,D,4,4,False,22.0,17.0,4.0,2.0,12.0,14.0,5.0,8.0,3.0,,,90.0,32.0,6.4,5.0,0,,,3.0,3.0,,,2.0,3.0,2.0,,,,,,,2.0,3.0,,1.0,,,,,1.0,,,,,,True,,,,,,,,,1.0
10382223,away,Sparta Rotterdam,Mica Pinto,mica-pinto,Mica,D,5,176,157,M,,785815,EUR,739152000,D,5,5,False,15.0,13.0,3.0,3.0,9.0,10.0,5.0,6.0,4.0,,,72.0,27.0,6.3,2.0,1,1.0,1.0,4.0,2.0,,,,2.0,1.0,,,,,,,1.0,2.0,1.0,2.0,,1.0,,,1.0,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Jonathan de Guzmán,jonathan-de-guzman,J. d. Guzmán,M,13,173,79,M,,13028,EUR,558489600,M,6,6,False,26.0,17.0,3.0,1.0,10.0,12.0,7.0,14.0,4.0,,,90.0,40.0,6.7,11.0,0,,1.0,3.0,3.0,,,4.0,2.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,,913584,EUR,984009600,M,8,8,False,17.0,12.0,1.0,1.0,3.0,5.0,9.0,12.0,3.0,,,90.0,25.0,6.2,7.0,0,,1.0,3.0,1.0,,,1.0,,,1.0,,,,,2.0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Vito van Crooij,vito-van-crooij,V. van Crooij,M,32,172,213,M,,385708,EUR,822873600,M,7,7,False,12.0,10.0,2.0,2.0,4.0,4.0,6.0,10.0,2.0,,,72.0,20.0,6.9,5.0,2,2.0,,,2.0,,,,2.0,1.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,,578344,EUR,870652800,M,10,10,False,15.0,12.0,1.0,,8.0,11.0,4.0,4.0,6.0,,,86.0,27.0,6.5,7.0,1,,,4.0,4.0,3.0,1.0,,3.0,3.0,,1.0,,,,2.0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0
10382223,away,Sparta Rotterdam,Koki Saito,koki-saito,K. Saito,M,14,170,1063,M,,905356,EUR,997401600,M,11,11,False,24.0,21.0,1.0,1.0,10.0,11.0,11.0,13.0,2.0,,,89.0,36.0,5.9,7.0,1,,,7.0,3.0,4.0,2.0,,1.0,1.0,,1.0,,1.0,,,1.0,,,3.0,,,1.0,,,,,,,,,1.0,,,,,,,,
10382223,away,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,,796943,EUR,872899200,F,9,9,False,33.0,17.0,,,6.0,7.0,11.0,26.0,2.0,,,90.0,48.0,7.2,18.0,2,,4.0,7.0,17.0,,,,1.0,,4.0,1.0,12.0,1.0,1.0,1.0,2.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Jeremy van Mullem,jeremy-van-mullem,J. v. Mullem,D,14,184,54,M,,990722,EUR,921715200,D,16,16,True,7.0,6.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,,,18.0,8.0,6.4,2.0,0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Aaron Meijers,aaron-meijers,A. Meijers,D,14,176,30,M,,32386,EUR,562377600,D,15,15,True,4.0,2.0,1.0,,2.0,4.0,,,1.0,,,18.0,9.0,6.0,3.0,0,,,2.0,1.0,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,Aaron,Meijers,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Bart Vriends,bart-vriends,B. Vriends,D,3,188,217,M,,41495,EUR,673747200,D,12,12,True,1.0,1.0,,,1.0,1.0,,,,,,4.0,1.0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Pedro Alemañ,pedro-aleman-serna,P. Alemañ,M,8,182,58,M,,996933,EUR,1016668800,M,18,18,True,4.0,4.0,,,4.0,4.0,,,,,,4.0,4.0,,,0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Rayvien Rosario,rosario-rayvien,R. Rosario,F,,181,51,M,,1442072,EUR,1081641600,F,21,21,True,,,,,,,,,,,,1.0,,,,0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Youri Schoonderwaldt,youri-schoonderwaldt,Y. Schoonderwaldt,G,13,195,40,M,,996720,EUR,952905600,G,20,20,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Delano van Crooij,delano-van-crooy,D. v. Crooij,G,,182,15,M,,108714,EUR,676080000,G,30,30,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Rick Meissen,rick-meissen,R. Meissen,D,3,193,44,M,,1048906,EUR,1014508800,D,13,13,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,Rick Meijssen,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Mike Eerdhuijzen,mike-eerdhuijzen,M. Eerdhuijzen,D,44,194,180,M,,947842,EUR,963446400,D,14,14,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Mohammed Tahiri,mohammed-tahiri,M. Tahiri,F,19,177,95,M,,1066323,EUR,980121600,F,17,17,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Elias Hoff Melkersen,elias-hoff-melkersen,E. H. Melkersen,F,9,178,111,M,,984722,EUR,1041292800,F,19,19,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382223,away,Sparta Rotterdam,Patrick Brouwer,patrick-brouwer,P. Brouwer,F,27,176,92,M,,1066319,EUR,984960000,M,22,22,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
