match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_wasFouled,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_outfielderBlock,captain,stat_goals,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_punches,stat_lastManTackle
12437034,home,Manchester United,Noussair Mazraoui,,,noussair-mazraoui,N. Mazraoui,D,3,183,53635,M,nousmaz97,847030,EUR,879465600,D,3,3,True,3.0,1.0,1.0,,0.0,1.0,3.0,,,,,,,,,1.0,6.0,,2.0,2.5e-06,,0,,,,1.0,,3.0,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,
12437034,home,Manchester United,Altay Bayındır,,,altay-bayindir,A. Bayındır,G,1,198,15154,M,altaybayindir,815890,EUR,892512000,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437034,home,Manchester United,Antony,,,antony,Antony,M,7,172,219783,M,Antony,958380,EUR,951350400,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437034,home,Manchester United,Jack Fletcher,Jack Fletcher,,jack-fletcher,J. Fletcher,M,38,180,6070,M,,1402726,EUR,1174262400,F,57,57,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437034,home,Manchester United,Amad Diallo,,,diallo-amad,A. Diallo,F,16,173,104228,M,AmadDiallo19,971037,EUR,1026345600,F,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437034,home,Manchester United,Ethan Wheatley,,,wheatley-ethan,E. Wheatley,F,27,187,5982,M,,1426625,EUR,1137715200,F,36,36,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437034,away,Brentford,Mark Flekken,,,mark-flekken,M. Flekken,G,1,194,2856,M,,171919,EUR,739929600,G,1,1,False,37.0,28.0,14.0,5.0,0.0,27.0,27.0,1.0,10.0,,11.0,,9.0,1.0,1.0,90.0,58.0,8.8,9.0,0.00044801,,0,-0.0074000000000001,,,1.0,,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,
12437034,away,Brentford,Sepp van den Berg,,,sepp-van-den-berg,S. van den Berg,D,4,192,2094,M,,924378,EUR,1008806400,D,4,4,False,34.0,28.0,,,0.0,20.0,24.0,8.0,11.0,,2.0,,,,,87.0,56.0,6.8,11.0,0.00191961,,0,,1.0,2.0,2.0,4.0,5.0,,,2.0,3.0,,,,,3.0,1.0,,1.0,,,,3.0,2.0,,1.0,,,,,,
12437034,away,Brentford,Nathan Collins,,,nathan-collins,N. Collins,D,22,193,1556,M,,958916,EUR,988588800,D,22,22,False,81.0,72.0,5.0,1.0,0.0,42.0,48.0,30.0,33.0,,5.0,,,,,90.0,98.0,7.5,9.0,0.0279756,2.0,0,,,1.0,7.0,2.0,9.0,,,7.0,,,,,,2.0,,,1.0,,,1.0,1.0,1.0,,2.0,,,1.0,,,
12437034,away,Brentford,Ethan Pinnock,,,ethan-pinnock,E. Pinnock,D,5,194,1052,M,,855864,EUR,738633600,D,5,5,False,65.0,62.0,8.0,5.0,0.0,43.0,45.0,20.0,21.0,,3.0,,,,,90.0,88.0,8.2,5.0,0.128262,1.0,1,,1.0,5.0,2.0,5.0,6.0,,1.0,8.0,,,0.4194,0.968,1.0,2.0,4.0,2.0,,,,,,,,1.0,,1.0,,,,1.0
12437034,away,Brentford,Kristoffer Ajer,,,kristoffer-ajer,K. Ajer,D,20,196,1144,M,,576384,EUR,892771200,D,20,20,False,48.0,42.0,4.0,3.0,0.0,18.0,20.0,24.0,28.0,,2.0,,,,,90.0,57.0,6.5,8.0,0.0218898,,0,,,2.0,2.0,3.0,3.0,,,2.0,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
12437034,away,Brentford,Christian Nørgaard,,,christian-norgaard,C. Nørgaard,M,16,185,9605,M,,135256,EUR,763257600,M,6,6,False,52.0,47.0,1.0,,0.0,25.0,27.0,22.0,25.0,,9.0,,,,,90.0,74.0,7.1,12.0,0.0412532,,1,,,1.0,2.0,7.0,6.0,,1.0,2.0,1.0,3.0,0.0198,0.096,,2.0,3.0,3.0,,3.0,,,2.0,1.0,,1.0,True,,,,,
12437034,away,Brentford,Vitaly Janelt,,,vitaly-janelt,V. Janelt,M,27,184,1191,M,,814873,EUR,894758400,M,27,27,False,37.0,35.0,4.0,3.0,0.0,22.0,23.0,13.0,15.0,1.0,5.0,,,,,75.0,40.0,6.8,4.0,0.155189,1.0,0,,1.0,1.0,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437034,away,Brentford,Mikkel Damsgaard,,,damsgaard-mikkel,M. Damsgaard,M,24,180,3593,M,,907072,EUR,962582400,M,24,24,False,48.0,35.0,5.0,1.0,1.0,11.0,11.0,26.0,43.0,1.0,6.0,,,,,90.0,71.0,7.2,25.0,0.239857,1.0,1,,6.0,1.0,,7.0,4.0,,,3.0,4.0,1.0,0.0761,,2.0,,1.0,1.0,2.0,1.0,,,5.0,3.0,1.0,,,,,,,
12437034,away,Brentford,Bryan Mbeumo,,,bryan-mbeumo,B. Mbeumo,M,19,173,110440,M,bryan_m19,927083,EUR,933984000,M,19,19,False,28.0,20.0,3.0,1.0,0.0,4.0,6.0,18.0,24.0,,8.0,,,,,90.0,57.0,7.3,19.0,0.0508938,2.0,1,,2.0,3.0,,8.0,7.0,,,2.0,4.0,,0.0342,,2.0,,2.0,2.0,,3.0,,1.0,6.0,4.0,1.0,1.0,,,1.0,,,
12437034,away,Brentford,Keane Lewis-Potter,,,keane-lewis-potter,K. Lewis-Potter,D,23,170,1089,M,,972421,EUR,982800000,M,23,23,False,10.0,9.0,1.0,,0.0,4.0,4.0,5.0,7.0,,1.0,,,,,66.0,19.0,6.2,5.0,0.00757983,,1,,1.0,3.0,,6.0,3.0,,,,1.0,1.0,0.0647,,,,1.0,,,1.0,1.0,1.0,2.0,1.0,,,,,,,,
12437034,away,Brentford,Kevin Schade,,,kevin-schade,K. Schade,M,7,183,3191,M,,1006387,EUR,1006819200,F,7,7,False,16.0,13.0,1.0,,0.0,5.0,6.0,8.0,11.0,,2.0,,,,,74.0,28.0,6.1,10.0,0.0079928,,1,,1.0,3.0,2.0,8.0,4.0,1.0,,,1.0,,0.0872,,,,1.0,1.0,,2.0,,1.0,3.0,,1.0,,,,,,,
12437034,away,Brentford,Yoane Wissa,,,yoane-wissa,Y. Wissa,F,9,176,50158,M,yowissa,805123,EUR,841708800,M,11,11,True,6.0,5.0,,,0.0,1.0,1.0,4.0,5.0,,,,,,,24.0,9.0,6.4,3.0,0.00586866,,0,,,,,1.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,
12437034,away,Brentford,Fabio Carvalho,,,fabio-carvalho,F. Carvalho,F,14,170,4025,M,_fabio.10,991604,EUR,1030665600,M,14,14,True,3.0,1.0,,,0.0,1.0,1.0,,2.0,,1.0,,,,,16.0,7.0,6.5,4.0,3.495e-05,,2,,,1.0,,2.0,,,,,1.0,,0.1557,,,,,,,1.0,1.0,,,,1.0,,,,,,,
12437034,away,Brentford,Yehor Yarmolyuk,,,yarmoliuk-yehor,Y. Yarmolyuk,M,18,180,2555,M,,1031258,EUR,1078099200,M,18,18,True,16.0,13.0,,,0.0,7.0,9.0,6.0,7.0,,4.0,,,,,15.0,24.0,6.5,6.0,0.0117171,,0,,,,,3.0,1.0,,,,,,,,,1.0,1.0,1.0,,2.0,,,1.0,,,,,,,,,
12437034,away,Brentford,Mads Roerslev,Mads,Roerslev,mads-roerslev,M. Roerslev,D,2,184,428,M,,826057,EUR,930182400,D,30,30,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,,,,,,,10.0,4.0,6.6,1.0,0.0414101,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437034,away,Brentford,Hákon Rafn Valdimarsson,,,hakon-rafn-valdimarsson,H. R. Valdimarsson,G,12,195,496,M,,1005959,EUR,1002931200,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437034,away,Brentford,Ben Mee,,,ben-mee,B. Mee,D,15,180,577,M,,137774,EUR,622339200,D,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437034,away,Brentford,Jayden Meghoma,Jayden Meghoma,,meghoma-jayden,J. Meghoma,M,30,176,425,M,,1410201,EUR,1151452800,D,21,21,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437034,away,Brentford,Yunus Konak,Yunus Konak,,yunus-konak,Y. Konak,M,5,181,1118,M,,1518589,EUR,1136851200,M,26,26,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437034,away,Brentford,Ryan Trevitt,Ryan Trevitt,,ryan-trevitt,R. Trevitt,M,14,170,114,M,,1177007,EUR,1047427200,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
