match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_unsuccessfulTouch,stat_aerialLost,stat_dispossessed,stat_outfielderBlock,stat_fouls,stat_aerialWon,stat_duelWon,stat_totalContest,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_keyPass,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_hitWoodwork,stat_ownGoals
10433854,home,Trabzonspor,Uğurcan Çakır,ugurcan-cakir,U. Çakır,G,1,192,4886,M,754330,EUR,828662400,G,1,1,False,True,45.0,25.0,33.0,13.0,17.0,22.0,8.0,23.0,7.0,1.0,2.0,90.0,52.0,6.8,21.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433854,home,Trabzonspor,Jens Stryger Larsen,jens-stryger-larsen,J. Stryger Larsen,D,17,180,369,M,44848,EUR,667094400,D,19,19,False,,52.0,46.0,2.0,1.0,24.0,26.0,22.0,26.0,3.0,,,90.0,64.0,6.5,9.0,0,,,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10433854,home,Trabzonspor,Hüseyin Türkmen,huseyin-turkmen,H. Türkmen,D,4,183,128,M,913994,EUR,883612800,D,4,4,False,,57.0,51.0,8.0,6.0,40.0,42.0,11.0,15.0,6.0,,,90.0,66.0,6.5,8.0,0,,,5.0,,3.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
10433854,home,Trabzonspor,Marc Bartra,marc-bartra,M. Bartra,D,5,183,1897,M,99519,EUR,663897600,D,3,3,False,,37.0,32.0,5.0,2.0,26.0,26.0,6.0,11.0,4.0,,,90.0,51.0,7.5,8.0,1,,,3.0,,2.0,1.0,1.0,,1.0,,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,
10433854,home,Trabzonspor,Arif Boşluk,arif-bosluk,A. Boşluk,D,24,183,173,M,1138095,EUR,1054857600,D,72,72,False,,38.0,31.0,4.0,1.0,21.0,23.0,11.0,18.0,8.0,,,83.0,58.0,6.6,10.0,0,Arif Bosluk,,4.0,4.0,5.0,1.0,,,,,,2.0,,,,1.0,2.0,,,3.0,1.0,1.0,,,,,,,,,,
10433854,home,Trabzonspor,Anastasios Bakasetas,anastasios-bakasetas,A. Bakasetas,M,11,180,2113,M,114076,EUR,741225600,M,11,11,False,,69.0,58.0,4.0,4.0,28.0,34.0,30.0,36.0,11.0,,,90.0,90.0,7.2,17.0,2,,,7.0,2.0,4.0,3.0,2.0,1.0,,1.0,1.0,6.0,2.0,1.0,,,1.0,1.0,3.0,1.0,,,1.0,1.0,,,,,,,,
10433854,home,Trabzonspor,Manolis Siopis,manolis-siopis,M. Siopis,M,6,168,971,M,136675,EUR,768873600,M,6,6,False,,55.0,47.0,3.0,3.0,34.0,36.0,13.0,19.0,10.0,,,90.0,63.0,6.8,9.0,0,,,2.0,2.0,,1.0,,,,,1.0,5.0,1.0,,,1.0,2.0,2.0,1.0,,,,1.0,,,,,,,,,
10433854,home,Trabzonspor,Edin Višća,edin-visca,E. Višća,M,7,172,1000,M,109779,EUR,635212800,M,7,7,False,,41.0,35.0,3.0,3.0,8.0,10.0,27.0,33.0,4.0,,,74.0,48.0,7.1,9.0,1,,,2.0,1.0,,1.0,,,,1.0,1.0,4.0,,,,,3.0,2.0,,2.0,,1.0,,,1.0,,,,,,,
10433854,home,Trabzonspor,Abdülkadir Ömür,abdulkadir-omur,A. Ömür,M,10,168,642,M,826155,EUR,930268800,M,10,10,False,,32.0,27.0,3.0,3.0,12.0,13.0,15.0,19.0,4.0,,,74.0,44.0,7.6,7.0,1,,,4.0,,2.0,1.0,1.0,1.0,,2.0,,2.0,1.0,1.0,,1.0,,,1.0,,,3.0,1.0,,,2.0,1.0,1.0,2.0,,,
10433854,home,Trabzonspor,Mahmoud Trézéguet,mahmoud-trezeguet,M. Trézéguet,M,7,179,38551,M,295361,EUR,780969600,M,27,27,False,,36.0,26.0,1.0,,7.0,9.0,20.0,29.0,7.0,,,89.0,56.0,9.1,14.0,7,,,4.0,2.0,,1.0,,,,1.0,1.0,4.0,2.0,4.0,2.0,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,,1.0,1.0,,mahmoudtrezeguet,1.0,
