match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,captain,stat_aerialWon,stat_fouls,stat_accurateCross,stat_shotOffTarget,stat_wasFouled,stat_bigChanceCreated,player_firstName,player_lastName,stat_outfielderBlock,stat_hitWoodwork,stat_totalOffside
12450911,home,Paris Saint-Germain,Bradley Barcola,barcola-bradley,B. Barcola,F,29,182,37510,M,bradley_b,996952,EUR,1030924800,F,29,29,False,30.0,26.0,,,0.0,4.0,4.0,22.0,26.0,,,,73.0,38.0,6.8,6.0,0.020341,3,,,1.0,2.0,2.0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,0.5666,0.175,,,1.0,,,2.0,,,,,,,
12450911,home,Paris Saint-Germain,Warren Zaïre-Emery,warren-zaire-emery,W. Zaïre-Emery,M,33,178,16154,M,wzairemery6,1142672,EUR,1141776000,M,33,33,True,32.0,30.0,,,0.0,1.0,2.0,29.0,30.0,1.0,,,29.0,35.0,6.8,3.0,0.0392147,1,,,,2.0,1.0,2.0,,,,,1.0,,,,,1.0,,,0.0993,0.3536,,,,,,,,,,,,,
12450911,home,Paris Saint-Germain,Ousmane Dembélé,ousmane-dembele,O. Dembélé,F,10,178,239383,M,ODembélé,818244,EUR,863654400,F,10,10,True,30.0,25.0,,,0.0,,,26.0,34.0,2.0,,,17.0,38.0,6.9,10.0,0.562704,1,,4.0,,2.0,,,2.0,,,,,1.0,,,,,,,0.0179,,,,,,1.0,,,,,,,,
12450911,home,Paris Saint-Germain,Désiré Doué,desire-doue,D. Doué,F,14,181,91970,M,DD14,1154605,EUR,1117756800,F,14,14,True,4.0,4.0,,,0.0,1.0,1.0,3.0,5.0,1.0,,,17.0,15.0,6.9,5.0,0.00316971,0,,2.0,,1.0,4.0,,,4.0,3.0,,,,,,1.0,,,1.0,,,,,,,,,1.0,,Désiré Doué,,,,
12450911,home,Paris Saint-Germain,Matvey Safonov,matvey-safonov,M. Safonov,G,39,191,16026,M,MSafonov,800749,EUR,919900800,G,39,39,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450911,home,Paris Saint-Germain,Yoram Zague,zague-yoram,Y. Zague,D,24,168,2143,M,,1403218,EUR,1147651200,D,42,42,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450911,home,Paris Saint-Germain,Milan Škriniar,milan-skriniar,M. Škriniar,D,37,187,9818,M,milanskriniar,187205,EUR,792460800,D,37,37,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450911,home,Paris Saint-Germain,Lucas Beraldo,lucas-beraldo,L. Beraldo,D,4,182,17502,M,lberaldo,1108441,EUR,1069632000,D,35,35,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas Beraldo,,,,
12450911,home,Paris Saint-Germain,Randal Kolo Muani,randal-kolo-muani,R. K. Muani,F,39,187,23659,M,RKM,871706,EUR,912816000,F,23,23,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450911,home,Paris Saint-Germain,Marco Asensio,marco-asensio,M. Asensio,F,21,182,31005,M,marcoasensio10,361004,EUR,822182400,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450911,away,Nantes,Patrik Carlgren,patrik-carlgren,P. Carlgren,G,30,188,122,M,,156236,EUR,694828800,G,30,30,False,19.0,8.0,17.0,6.0,0.0,2.0,5.0,6.0,14.0,15.0,8.0,9.0,90.0,38.0,8.8,13.0,0.0006796,0,2.0411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450911,away,Nantes,Fabien Centonze,fabien-centonze,F. Centonze,D,18,182,177,M,,802034,EUR,821750400,D,18,18,False,13.0,6.0,3.0,1.0,0.0,5.0,7.0,1.0,6.0,1.0,,,45.0,25.0,6.5,9.0,0.00020267,0,,,1.0,4.0,4.0,1.0,,1.0,,,,,,2.0,,3.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
12450911,away,Nantes,Jean-Charles Castelletto,jean-charles-castelletto,J.-C. Castelletto,D,21,186,1499,M,,191204,EUR,791078400,D,21,21,False,8.0,6.0,1.0,,0.0,5.0,6.0,1.0,2.0,,,,73.0,18.0,6.8,3.0,0.0003083,0,,,,,4.0,,,,,,,,,4.0,1.0,1.0,,1.0,,,,,2.0,,,,1.0,,,,1.0,,
12450911,away,Nantes,Nathan Zeze,zeze-nathan,N. Zeze,D,44,190,847,M,,1154687,EUR,1119052800,D,44,44,False,14.0,12.0,3.0,1.0,0.0,10.0,11.0,2.0,3.0,1.0,,,90.0,28.0,6.8,2.0,0.00052669,0,,,3.0,4.0,4.0,1.0,,,,,,,,12.0,,2.0,1.0,,,,,,2.0,,,,,,Nathan Zeze,,,,
12450911,away,Nantes,Nicolas Pallois,nicolas-pallois,N. Pallois,D,5,190,248,M,,106496,EUR,559008000,D,4,4,False,15.0,13.0,3.0,2.0,0.0,11.0,13.0,2.0,2.0,3.0,,,90.0,39.0,7.1,3.0,0.00055212,0,,,,,3.0,,,,,,,,,13.0,,3.0,,1.0,,,,,,,,,,,,,1.0,,
12450911,away,Nantes,Nicolas Cozza,nicolas-cozza,N. Cozza,D,3,178,184,M,,886286,EUR,915753600,D,3,3,False,11.0,7.0,,,0.0,3.0,3.0,4.0,9.0,,,,90.0,31.0,6.8,7.0,0.00079732,0,,1.0,,2.0,6.0,1.0,,2.0,1.0,,,,,3.0,1.0,4.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,,
12450911,away,Nantes,Johann Lepenant,johann-lepenant,J. Lepenant,M,8,176,892,M,,963299,EUR,1035244800,M,8,8,False,22.0,11.0,1.0,,0.0,6.0,10.0,5.0,12.0,7.0,,,90.0,36.0,6.5,13.0,0.00118148,1,,,1.0,7.0,4.0,4.0,,,,,,,,3.0,1.0,4.0,2.0,2.0,0.1072,,,,,2.0,,1.0,,,,,,,
12450911,away,Nantes,Pedro Chirivella,pedro-chirivella,P. Chirivella,M,4,178,556,M,,799216,EUR,864345600,M,5,5,False,15.0,12.0,1.0,1.0,0.0,7.0,10.0,5.0,5.0,1.0,,,89.0,25.0,6.9,4.0,0.0599238,0,,,,1.0,4.0,1.0,,,,,,,,4.0,1.0,2.0,2.0,,,,1.0,True,1.0,,,,1.0,,,,,,
12450911,away,Nantes,Douglas Augusto,douglas-augusto,D. Augusto,M,66,173,491,M,,809034,EUR,853113600,M,6,6,False,21.0,13.0,4.0,2.0,1.0,7.0,10.0,6.0,11.0,6.0,,,90.0,38.0,7.1,10.0,0.00426677,1,,,1.0,6.0,3.0,2.0,2.0,,,,,,,2.0,1.0,2.0,,,0.0289,,1.0,,1.0,1.0,,1.0,,1.0,,,1.0,,
12450911,away,Nantes,Matthis Abline,abline-matthis,M. Abline,F,10,182,1315,M,,999070,EUR,1048809600,F,39,39,False,13.0,13.0,2.0,2.0,0.0,7.0,7.0,6.0,6.0,6.0,,,82.0,32.0,7.5,7.0,0.0284042,3,,,2.0,5.0,3.0,,2.0,4.0,3.0,,2.0,1.0,1.0,3.0,1.0,,,4.0,0.5103,0.4588,,,,,,,,,,,,,1.0
12450911,away,Nantes,Moses Simon,moses-simon,M. Simon,F,27,168,4098,M,,330051,EUR,805507200,F,27,27,False,14.0,9.0,2.0,,0.0,4.0,6.0,7.0,14.0,4.0,,,82.0,37.0,6.4,18.0,0.0772618,0,,6.0,2.0,9.0,3.0,1.0,2.0,5.0,1.0,,,,,,3.0,,,3.0,,,2.0,,1.0,,2.0,,1.0,,,,,,1.0
12450911,away,Nantes,Kelvin Amian,kelvin-amian,K. Amian,D,98,179,199,M,,802143,EUR,886896000,D,98,98,True,6.0,5.0,,,0.0,,,5.0,6.0,1.0,,,45.0,15.0,6.9,1.0,0.111338,0,,,,,2.0,,,,,,,,,5.0,,2.0,1.0,,,,,,,,,,,,,,,,
12450911,away,Nantes,Jean-Kévin Duverne,jean-kevin-duverne,J. Duverne,D,29,184,2643,M,,845930,EUR,868665600,D,2,2,True,4.0,2.0,1.0,,0.0,2.0,4.0,,,,,,17.0,10.0,6.7,4.0,6.782e-05,0,,,,2.0,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,2.0,,
12450911,away,Nantes,Ignatius Ganago,ignatius-ganago,I. Ganago,F,37,176,477,M,,890329,EUR,919123200,F,7,7,True,3.0,2.0,,,0.0,2.0,2.0,,1.0,,,,8.0,7.0,6.8,1.0,3.181e-05,0,,,,,1.0,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
12450911,away,Nantes,Bahereba Guirassy,bahereba-guirassy,B. Guirassy,F,11,177,1755,M,,1406007,EUR,1156809600,F,62,62,True,3.0,2.0,,,0.0,1.0,1.0,1.0,2.0,2.0,,,8.0,8.0,6.6,3.0,0.00028822,0,,,,1.0,2.0,,,2.0,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
12450911,away,Nantes,Jean-Philippe Gbamin,jean-philippe-gbamin,J. Gbamin,M,5,186,1191,M,,326343,EUR,811987200,M,17,17,True,3.0,1.0,,,0.0,1.0,3.0,,,,,,1.0,4.0,,2.0,3.57e-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450911,away,Nantes,Alban Lafont,alban-lafont,A. Lafont,G,40,195,2914,M,,826201,EUR,917049600,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450911,away,Nantes,Marcus Coco,marcus-coco,M. Coco,D,97,180,173,M,,785418,EUR,835574400,F,11,11,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450911,away,Nantes,Florent Mollet,florent-mollet,F. Mollet,M,91,174,195,M,,234230,EUR,690508800,M,25,25,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12450911,away,Nantes,Sorba Thomas,sorba-thomas,S. Thomas,M,7,185,586,M,,911039,EUR,917222400,M,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
