match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_duelWon,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalOffside,stat_expectedGoals,stat_aerialLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_keyPass,captain,stat_totalCross,stat_accurateCross,stat_shotOffTarget,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_savedShotsFromInsideTheBox,stat_saves,stat_goalAssist,stat_outfielderBlock,stat_clearanceOffLine
11408485,home,Chaves,Hugo Souza,hugo-souza,H. Souza,G,1,199,25668,M,hugosouza,950454,EUR,917740800,G,1,1,False,13.0,8.0,9.0,4.0,8.0,8.0,5.0,1.0,1.0,1.0,10.0,1.0,90.0,24.0,5.5,7.0,0.00010256,0,-2.3522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408485,home,Chaves,Bruno Rodrigues,bruno-rodrigues,B. Rodrigues,D,4,192,51,M,,1021100,EUR,991958400,D,4,4,False,11.0,10.0,1.0,,8.0,8.0,3.0,,,,2.0,,27.0,13.0,6.5,2.0,0.00080001,0,,,,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11408485,home,Chaves,Vasco Fernandes,vasco-fernandes,V. Fernandes,D,,181,45,M,,41650,EUR,532137600,D,13,13,False,31.0,27.0,6.0,3.0,19.0,19.0,12.0,1.0,,1.0,4.0,,90.0,43.0,6.4,5.0,0.00465852,1,,,,8.0,6.0,1.0,,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,0.2433,,,,,,,,,,,,,,,,,,
11408485,home,Chaves,Júnior Pius,junior-pius,J. Pius,D,40,192,41,M,,604214,EUR,819417600,D,40,40,False,38.0,25.0,13.0,8.0,14.0,21.0,17.0,9.0,2.0,1.0,7.0,,90.0,52.0,6.2,18.0,0.0131768,0,,,,11.0,7.0,2.0,3.0,1.0,,,1.0,2.0,2.0,4.0,,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,
11408485,home,Chaves,João Correia,joao-correia,J. Correia,M,77,175,850,M,,804272,EUR,841881600,M,77,77,False,19.0,12.0,4.0,2.0,4.0,7.0,16.0,3.0,1.0,,3.0,,90.0,47.0,6.1,13.0,0.0279966,3,,,,9.0,1.0,1.0,,,1.0,1.0,,,,,1.0,0.4976,1.0,,2.0,1.0,,,True,4.0,1.0,1.0,1.0,,,,,,,
11408485,home,Chaves,Dário Essugo,dario-essugo,D. Essugo,M,14,178,9115,M,,1110006,EUR,1110758400,M,14,14,False,35.0,28.0,7.0,3.0,10.0,11.0,24.0,3.0,,1.0,5.0,,90.0,50.0,6.7,8.0,0.0611914,0,,,,18.0,6.0,,3.0,,,,,,,2.0,,,,1.0,3.0,3.0,,1.0,,,,,,,,,,,,
11408485,home,Chaves,Kelechi Nwakali,kelechi-nwakali,K. Nwakali,M,50,181,305,M,,822472,EUR,897004800,M,28,28,False,33.0,28.0,4.0,3.0,17.0,20.0,16.0,3.0,,,4.0,,60.0,44.0,6.3,11.0,0.274054,1,,,,12.0,1.0,1.0,,,,1.0,,,,1.0,,0.0225,,2.0,1.0,1.0,,,,3.0,1.0,,,,,,,,,
11408485,home,Chaves,Bernardo Sousa,bernardo-sousa,B. Sousa,F,77,178,72,M,,1087371,EUR,954115200,M,7,7,False,38.0,26.0,3.0,1.0,11.0,14.0,32.0,3.0,,,5.0,,90.0,68.0,6.5,25.0,0.0440313,1,,,,15.0,3.0,1.0,,1.0,,,1.0,1.0,,1.0,,0.0117,,1.0,2.0,1.0,,,,8.0,,1.0,,1.0,,,,,,
11408485,home,Chaves,Leandro Sanca,sanca-leandro,L. Sanca,M,11,184,101,M,,1141665,EUR,946944000,F,10,10,False,5.0,4.0,,,2.0,2.0,3.0,,,,3.0,,45.0,9.0,6.6,2.0,0.00712749,0,,,,2.0,2.0,1.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
11408485,home,Chaves,Jô Batista,jo-batista,Batista,F,90,192,162,M,,947921,EUR,799286400,F,99,99,False,14.0,9.0,1.0,,6.0,9.0,5.0,3.0,,,1.0,,60.0,18.0,6.4,7.0,0.00273427,0,,,,3.0,2.0,2.0,1.0,1.0,,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
11408485,home,Chaves,Raphael Guzzo,raphael-guzzo,R. Guzzo,M,14,180,92,M,,190151,EUR,789350400,F,80,80,False,25.0,23.0,1.0,1.0,7.0,7.0,23.0,5.0,1.0,1.0,6.0,,87.0,42.0,7.5,10.0,0.0690101,3,,,,17.0,2.0,1.0,2.0,,,2.0,,,,1.0,,0.1844,,2.0,1.0,,,1.0,,5.0,1.0,1.0,,,1.0,,,,,
11408485,home,Chaves,Steven Vitória,steven-vitoria,S. Vitória,D,,195,115,M,,59574,EUR,537321600,D,19,19,True,14.0,6.0,3.0,1.0,4.0,7.0,7.0,2.0,,1.0,1.0,,63.0,22.0,5.9,10.0,0.00129594,0,,,,2.0,5.0,1.0,,2.0,,,1.0,3.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
11408485,home,Chaves,Rúben Ribeiro,ruben-ribeiro,R. Ribeiro,F,,175,58,M,,44653,EUR,554774400,M,20,20,True,15.0,13.0,,,6.0,6.0,11.0,2.0,,,1.0,,45.0,25.0,6.5,8.0,0.0231547,2,,,,7.0,1.0,2.0,1.0,,,1.0,,,,,,0.0724,,1.0,1.0,,,,,2.0,,,1.0,,,,,,,
