match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,captain,stat_aerialWon,stat_interceptionWon,stat_fouls,stat_dispossessed,stat_shotOffTarget,stat_keyPass,stat_accurateCross,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_outfielderBlock,player_sofascoreId
10433940,home,Antalyaspor,Helton Leite,,,helton-leite,H. Leite,G,23,196,372,M,329081,EUR,657504000,G,90,90,False,21.0,13.0,8.0,1.0,12.0,14.0,1.0,7.0,1.0,8.0,1.0,4.0,90.0,31.0,7.8,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10433940,home,Antalyaspor,Bünyamin Balcı,,,bunyamin-balci,B. Balcı,D,7,180,128,M,967214,EUR,959731200,D,7,7,False,30.0,19.0,6.0,,10.0,15.0,9.0,17.0,,7.0,,,90.0,50.0,6.7,15.0,0,2.0,1.0,2.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
10433940,home,Antalyaspor,Veysel Sarı,,,veysel-sari,V. Sarı,D,89,185,109,M,98276,EUR,585792000,D,89,89,False,38.0,25.0,8.0,1.0,22.0,25.0,3.0,13.0,,6.0,,,90.0,44.0,6.8,14.0,0,,2.0,3.0,5.0,,,,2.0,2.0,,,True,3.0,1.0,1.0,,,,,,,,,,,
10433940,home,Antalyaspor,Ömer Toprak,,,omer-toprak,Ö. Toprak,D,,187,127,M,39015,EUR,616982400,D,21,21,False,21.0,19.0,3.0,2.0,16.0,17.0,3.0,4.0,,2.0,,,37.0,22.0,6.6,2.0,0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
10433940,home,Antalyaspor,Cemali Sertel,,,sertel-cemali,C. Sertel,D,19,186,55,M,929956,EUR,947116800,D,3,3,False,21.0,18.0,,,15.0,16.0,3.0,6.0,2.0,7.0,,,90.0,49.0,7.1,12.0,1,1.0,1.0,6.0,8.0,1.0,2.0,1.0,4.0,3.0,3.0,1.0,,2.0,1.0,1.0,2.0,1.0,,,,,,,,,
10433940,home,Antalyaspor,Erdal Rakip,,,erdal-rakip,E. Rakip,M,,179,73,M,319871,EUR,824169600,M,6,6,False,23.0,18.0,1.0,,9.0,10.0,9.0,14.0,1.0,8.0,,,90.0,45.0,7.0,8.0,0,1.0,2.0,8.0,7.0,4.0,2.0,2.0,4.0,3.0,1.0,1.0,,,3.0,1.0,1.0,,2.0,,,,,,,,
10433940,home,Antalyaspor,Fernando,,,fernando,Fernando,M,,175,141,M,123354,EUR,699580800,M,8,8,False,46.0,38.0,13.0,8.0,21.0,23.0,20.0,31.0,,8.0,,,90.0,69.0,7.6,16.0,1,8.0,1.0,5.0,4.0,2.0,,,3.0,3.0,2.0,1.0,,,3.0,1.0,1.0,,4.0,3.0,1.0,,,,,,
10433940,home,Antalyaspor,Alassane Ndao,,,ndao-alassane,A. Ndao,M,,176,333,M,1016033,EUR,851040000,M,18,18,False,13.0,9.0,,,5.0,5.0,4.0,9.0,,5.0,,,64.0,21.0,6.4,9.0,0,1.0,,4.0,,,,,,,3.0,,,,,3.0,1.0,,,,,,,,,,
10433940,home,Antalyaspor,Fredy,,,fredy,Fredy,M,16,169,1026,M,845281,EUR,638496000,M,16,16,False,13.0,8.0,2.0,1.0,2.0,3.0,6.0,11.0,,2.0,,,64.0,23.0,7.2,7.0,4,1.0,,3.0,3.0,,,,3.0,2.0,,,,,,2.0,1.0,2.0,1.0,,2.0,3.0,,,,,
10433940,home,Antalyaspor,Sam Larsson,,,sam-larsson,S. Larsson,M,23,179,231,M,229800,EUR,734400000,M,20,20,False,23.0,18.0,,,8.0,9.0,11.0,15.0,,8.0,,,90.0,43.0,7.3,10.0,4,1.0,1.0,7.0,8.0,3.0,4.0,2.0,4.0,3.0,,2.0,,,1.0,,1.0,1.0,2.0,1.0,2.0,,2.0,1.0,,,
