match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_interceptionWon,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_wonContest,stat_clearanceOffLine,stat_outfielderBlock,stat_onTargetScoringAttempt,stat_bigChanceMissed,stat_goals,stat_totalOffside,stat_goalAssist,stat_hitWoodwork
11373421,home,Millwall,Bartosz Białkowski,bartosz-bialkowski,B. Białkowski,G,194.0,302,M,14328,EUR,552528000,G,33,33,False,27.0,17.0,16.0,6.0,14.0,18.0,3.0,9.0,2.0,10.0,1.0,1.0,1.0,1.0,90.0,34.0,5.9,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373421,home,Millwall,Ryan Leonard,ryan-leonard,R. Leonard,D,185.0,47,M,111398,EUR,706665600,D,18,18,False,58.0,46.0,10.0,3.0,24.0,27.0,24.0,34.0,1.0,6.0,,,,,90.0,86.0,6.3,16.0,2,18,3.0,2.0,3.0,2.0,8.0,6.0,1.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,
11373421,home,Millwall,Shaun Hutchinson,shaun-hutchinson,S. Hutchinson,D,186.0,24,M,37961,EUR,659318400,D,4,4,False,62.0,53.0,18.0,14.0,37.0,39.0,17.0,24.0,3.0,7.0,,,,,77.0,67.0,7.1,9.0,1,,1.0,1.0,1.0,2.0,3.0,2.0,,,,,,,,2.0,2.0,True,1.0,1.0,,,,,,,,,,,,,
11373421,home,Millwall,Jake Cooper,jake-cooper,J. Cooper,D,199.0,99,M,358220,EUR,791769600,D,5,5,False,79.0,59.0,21.0,9.0,45.0,48.0,14.0,31.0,1.0,6.0,,,,,90.0,98.0,6.9,23.0,4,5,,,,6.0,1.0,9.0,,,1.0,3.0,3.0,2.0,,,1.0,,,1.0,3.0,1.0,,,,,,,,,,,
11373421,home,Millwall,Danny McNamara,mcnamara-danny,D. McNamara,D,180.0,106,M,995670,EUR,914716800,M,2,2,False,36.0,32.0,,,10.0,10.0,22.0,27.0,,3.0,,,,,61.0,46.0,6.9,9.0,0,2,1.0,,,3.0,2.0,4.0,,1.0,2.0,,,,,,2.0,,,,1.0,1.0,,,1.0,,,,,,,,
11373421,home,Millwall,Billy Mitchell,mitchell-billy,B. Mitchell,M,178.0,51,M,982254,EUR,956275200,M,8,8,False,26.0,22.0,2.0,1.0,9.0,11.0,13.0,16.0,,7.0,,,,,61.0,32.0,6.3,8.0,0,8,1.0,,,,3.0,1.0,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,
11373421,home,Millwall,George Saville,george-saville,G. Saville,M,176.0,124,M,287897,EUR,738892800,M,23,23,False,50.0,42.0,8.0,6.0,20.0,22.0,26.0,39.0,,5.0,,,,,90.0,83.0,7.6,23.0,1,23,11.0,4.0,,2.0,7.0,8.0,1.0,1.0,3.0,,3.0,3.0,3.0,2.0,3.0,,,1.0,1.0,4.0,,,,1.0,2.0,,,,,,
11373421,home,Millwall,Zian Flemming,flemming-zian,Z. Flemming,F,183.0,1602,M,875137,EUR,901929600,M,10,10,False,26.0,19.0,2.0,1.0,6.0,8.0,13.0,20.0,,4.0,,,,,90.0,43.0,6.3,16.0,3,19,2.0,,2.0,1.0,11.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,,3.0,2.0,,,,,,,,,,,2.0,,,,,
11373421,home,Millwall,Murray Wallace,murray-wallace,M. Wallace,D,181.0,31,M,164285,EUR,726624000,M,3,3,False,4.0,2.0,,,1.0,2.0,1.0,2.0,,,,,,,20.0,9.0,6.3,3.0,0,3,,,1.0,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11373421,home,Millwall,Romain Esse,romain-esse,R. Esse,M,178.0,1105,M,1438837,EUR,1115942400,F,25,25,False,19.0,14.0,2.0,1.0,3.0,3.0,11.0,16.0,,3.0,,,,,61.0,37.0,6.9,14.0,2,14,,,,1.0,6.0,5.0,,5.0,3.0,,1.0,1.0,1.0,,2.0,,,2.0,,3.0,,,2.0,,,,,,,,
