match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_duelLost,stat_duelWon,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_aerialLost,stat_dispossessed,stat_onTargetScoringAttempt,stat_lastManTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_unsuccessfulTouch,stat_wasFouled,stat_challengeLost,stat_totalContest,stat_wonContest,stat_goals,player_sofascoreId,stat_shotOffTarget,stat_keyPass,stat_blockedScoringAttempt,stat_accurateCross,stat_bigChanceCreated,stat_goalAssist,stat_aerialWon,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_errorLeadToAShot
11391318,away,Stade Rennais,Baptiste Santamaria,,,baptiste-santamaria,B. Santamaria,M,22,183,473,M,344751,EUR,794707200,M,8,8,False,77.0,71.0,17.0,14.0,33.0,34.0,38.0,43.0,1.0,7.0,,,83.0,86.0,7.0,7.0,0.0350146,3,,,,6.0,3.0,,1.0,2.0,2.0,3.0,1.0,1.0,,,0.2608,,,1.0,1.0,,,,,2.0,,1.0,,,,,,,,,,1.0
11391318,away,Stade Rennais,Désiré Doué,Désiré Doué,,desire-doue,D. Doué,F,14,181,91970,M,1154605,EUR,1117756800,M,33,33,False,31.0,21.0,2.0,,3.0,3.0,19.0,31.0,,3.0,,,75.0,50.0,6.8,19.0,0.121149,0,,,3.0,7.0,7.0,,,1.0,,2.0,,3.0,,,,,1.0,3.0,1.0,4.0,3.0,,DD14,,1.0,,1.0,,,,,1.0,,,,
11391318,away,Stade Rennais,Benjamin Bourigeaud,,,benjamin-bourigeaud,B. Bourigeaud,M,19,178,962,M,324399,EUR,758505600,M,14,14,False,49.0,39.0,6.0,2.0,17.0,18.0,27.0,38.0,1.0,,,,90.0,64.0,6.9,15.0,0.203971,0,,,7.0,3.0,,,,,,2.0,,1.0,,,,,1.0,,,,,,,,2.0,,5.0,,,,,,,,,
11391318,away,Stade Rennais,Azor Matusiwa,,,azor-matusiwa,A. Matusiwa,M,5,173,458,M,856495,EUR,893721600,M,6,6,False,27.0,23.0,,,7.0,7.0,16.0,20.0,2.0,4.0,,,57.0,32.0,6.9,5.0,0.0212885,0,,,,2.0,2.0,1.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,2.0,,,,,,
11391318,away,Stade Rennais,Martin Terrier,,,martin-terrier,M. Terrier,F,11,184,2087,M,846445,EUR,857433600,M,7,7,False,24.0,18.0,,,1.0,1.0,17.0,23.0,2.0,1.0,,,83.0,46.0,6.4,15.0,0.0787899,2,,,,9.0,6.0,,,3.0,2.0,2.0,1.0,1.0,,,0.1847,,3.0,2.0,1.0,4.0,,,,,1.0,2.0,,,,1.0,,,,,,
11391318,away,Stade Rennais,Amine Gouiri,,,amine-gouiri,A. Gouiri,F,9,180,26883,M,859026,EUR,950659200,F,10,10,False,24.0,21.0,1.0,1.0,5.0,5.0,16.0,19.0,2.0,2.0,,,90.0,36.0,6.4,7.0,0.0129142,1,,,,3.0,1.0,,,,,,,2.0,,,0.406,,1.0,,,2.0,1.0,,amine_gouiri,1.0,,,,,,,1.0,,,,,
11391318,away,Stade Rennais,Arnaud Kalimuendo,,,arnaud-kalimuendo,A. Kalimuendo,F,25,175,3552,M,954061,EUR,1011484800,F,9,9,True,6.0,5.0,,,3.0,3.0,2.0,4.0,,2.0,,,33.0,10.0,6.7,2.0,0.0401296,1,,,1.0,,1.0,,,1.0,1.0,,,,,,0.0438,,,,,,,,,1.0,,,,,,,,,,,,
11391318,away,Stade Rennais,Jeanuël Belocian,,,jeanuel-belocian,J. Belocian,D,6,186,1254,M,1173172,EUR,1108598400,D,16,16,True,8.0,7.0,,,3.0,3.0,4.0,5.0,1.0,2.0,,,15.0,14.0,7.2,1.0,0.0116855,1,,,,,3.0,,,2.0,2.0,,,,,,0.0289,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,
11391318,away,Stade Rennais,Enzo Le Fée,,,enzo-le-fee,E. Le Fée,M,28,173,3108,M,984014,EUR,949536000,M,28,28,True,13.0,10.0,,,3.0,4.0,7.0,9.0,,4.0,,,15.0,17.0,6.7,5.0,0.015565,0,,,,3.0,2.0,,,1.0,1.0,1.0,,1.0,,,,,1.0,1.0,1.0,,,,,,1.0,,,,,,,,,,,
11391318,away,Stade Rennais,Fabian Rieder,,,fabian-rieder,F. Rieder,M,32,181,1574,M,929620,EUR,1013817600,M,32,32,True,8.0,8.0,2.0,2.0,3.0,3.0,5.0,5.0,,,,,15.0,16.0,6.8,1.0,0.00299586,1,,,,1.0,2.0,,1.0,2.0,1.0,,,,,,0.024,,,,,1.0,,,,,,1.0,,,,,,,,,,
11391318,away,Stade Rennais,Ibrahim Salah,,,ibrahim-salah,I. Salah,F,21,185,2215,M,1386639,EUR,999129600,F,34,34,True,2.0,2.0,,,,,2.0,3.0,,,,,15.0,6.0,6.2,3.0,0.00154046,0,,,1.0,3.0,,,,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,,
11391318,away,Stade Rennais,Gauthier Gallon,,,gauthier-gallon,G. Gallon,G,93,186,119,M,340561,EUR,735523200,G,1,1,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391318,away,Stade Rennais,Alidu Seidu,Alidu Seidu,,alidu-seidu,A. Seidu,D,36,173,2225,M,1049515,EUR,960076800,D,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391318,away,Stade Rennais,Rayan Bamba,Rayan Bamba,,rayan-bamba,R. Bamba,D,23,185,67,M,1835732,EUR,1084492800,D,52,52,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391318,away,Stade Rennais,Bertuğ Yıldırım,Bertug Yildirim,,bertug-ozgur-yildirim,B. Yıldırım,F,91,186,1629,M,1382235,EUR,1026432000,F,99,99,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
