match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,player_lastName,stat_wasFouled,stat_outfielderBlock,stat_dispossessed,stat_totalOffside,stat_blockedScoringAttempt,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,player_sofascoreId,stat_goalAssist,stat_bigChanceMissed
11598407,home,Salford City,Conor McAleny,conor-mcaleny,C. McAleny,F,14,178.0,23,M,103119,EUR,713577600.0,F,18,18,False,,9.0,8.0,,,2.0,3.0,6.0,6.0,6.0,,,58.0,24.0,6.6,5.0,2,,,,,,3.0,4.0,1.0,2.0,1.0,,1.0,,,1.0,,,,3.0,,1.0,,2.0,,,,,,,,,
11598407,home,Salford City,Kelly N'Mai,kelly-nmai,K. N'Mai,M,10,168.0,115,M,1133492,EUR,1083369600.0,M,30,30,True,,7.0,5.0,,,1.0,1.0,4.0,7.0,1.0,,,32.0,14.0,6.5,4.0,0,Kelly N'Mai,1.0,,1.0,,1.0,3.0,,,,1.0,1.0,2.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,
11598407,home,Salford City,Djavan Pedro,djavan-pedro,D. Pedro,F,45,182.0,23,M,1517644,EUR,1070582400.0,F,45,45,True,,2.0,,,,,,,2.0,,,,10.0,2.0,6.5,2.0,0,Djavan Pedro,,,1.0,2.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,
11598407,home,Salford City,Liam Humbles,liam-humbles,L. Humbles,M,27,,15,M,1400672,EUR,1070582400.0,M,47,47,True,,1.0,1.0,,,1.0,1.0,,,1.0,,,9.0,2.0,6.3,1.0,0,Liam Humbles,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,
11598407,home,Salford City,Alfie Henderson,alfie-henderson,A. Henderson,M,40,,2,M,1400664,EUR,,M,48,48,True,,,,,,,,,,,,,1.0,,,,0,Alfie Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598407,home,Salford City,Joe Wright,joe-wright,J. Wright,G,1,185.0,17,M,1063718,EUR,986860800.0,G,13,13,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598407,home,Salford City,Ben Collins,ben-collins,B. Collins,D,,189.0,1,M,1535469,EUR,1075334400.0,M,46,46,True,,,,,,,,,,,,,,,,,0,Ben Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598407,home,Salford City,Jordan Fankwe,jordan-fankwe,J. Fankwe,M,,,3,M,1549759,EUR,1042070400.0,M,52,52,True,,,,,,,,,,,,,,,,,0,Jordan Fankwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598407,home,Salford City,Sandro Da Costa,sandro-da-costa,S. D. Costa,F,,,8,M,1549762,EUR,1071360000.0,F,51,51,True,,,,,,,,,,,,,,,,,0,Sandro Da Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598407,home,Salford City,Matt Smith,matt-smith,M. Smith,F,,198.0,76,M,156344,EUR,613180800.0,F,17,17,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598407,away,Burnley,Arijanet Murić,arijanet-muric,A. Murić,G,49,198.0,1927,M,888971,EUR,910396800.0,G,49,49,False,,75.0,73.0,12.0,10.0,71.0,72.0,2.0,3.0,3.0,,,90.0,76.0,7.1,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,
11598407,away,Burnley,Vitinho,vitinho,Vitinho,D,2,175.0,3615,M,914477,EUR,932688000.0,D,22,22,False,,36.0,30.0,4.0,3.0,18.0,19.0,12.0,20.0,5.0,,,66.0,54.0,7.2,12.0,1,,3.0,,1.0,,3.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,1.0,,,,,1.0,,,,,,1.0,,,,,,
11598407,away,Burnley,Dara O'Shea,dara-oshea,D. O'Shea,D,26,188.0,661,M,856719,EUR,920505600.0,D,2,2,False,,120.0,111.0,15.0,10.0,80.0,84.0,31.0,36.0,9.0,,,90.0,130.0,8.4,10.0,1,,,,3.0,4.0,4.0,5.0,,,,3.0,1.0,1.0,1.0,,1.0,,,1.0,1.0,,,,,,,1.0,1.0,,,,
11598407,away,Burnley,Jack Cork,jack-cork,J. Cork,M,,185.0,86,M,20993,EUR,614736000.0,D,4,4,False,True,108.0,105.0,6.0,5.0,78.0,79.0,27.0,29.0,5.0,,,90.0,114.0,7.3,3.0,0,,,,,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11598407,away,Burnley,Hannes Delcroix,hannes-delcroix,H. Delcroix,D,3,185.0,5279,M,826169,EUR,920160000.0,D,44,44,False,,49.0,48.0,2.0,2.0,34.0,34.0,14.0,15.0,8.0,,,90.0,67.0,7.2,2.0,0,,,,1.0,2.0,1.0,3.0,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,,
11598407,away,Burnley,Sander Berge,sander-berge,S. Berge,M,16,195.0,2096,M,793167,EUR,887414400.0,M,16,16,False,,66.0,61.0,2.0,2.0,37.0,39.0,24.0,27.0,5.0,,,90.0,73.0,7.8,5.0,1,,,,1.0,2.0,2.0,6.0,1.0,2.0,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,1.0,1.0,,,,
11598407,away,Burnley,Manuel Benson,manuel-benson,M. Benson,M,14,166.0,3188,M,552632,EUR,859507200.0,M,10,10,False,,5.0,5.0,,,3.0,3.0,2.0,4.0,1.0,,,27.0,14.0,6.5,5.0,0,,2.0,,,,2.0,1.0,,2.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,
11598407,away,Burnley,Jacob Bruun Larsen,jacob-bruun-larsen,J. B. Larsen,M,7,183.0,704,M,809276,EUR,906163200.0,M,34,34,False,,28.0,25.0,2.0,1.0,12.0,13.0,14.0,17.0,4.0,,,66.0,41.0,7.9,8.0,2,,2.0,1.0,,,,3.0,,3.0,3.0,,,,,1.0,,1.0,,,,,,,,,,2.0,1.0,1.0,,,
11598407,away,Burnley,Anass Zaroury,anass-zaroury,A. Zaroury,F,9,176.0,4225,M,877036,EUR,973555200.0,M,19,19,False,,54.0,46.0,3.0,3.0,25.0,25.0,23.0,35.0,7.0,,,90.0,74.0,9.2,17.0,2,,6.0,2.0,,1.0,7.0,5.0,2.0,2.0,1.0,,,1.0,1.0,1.0,1.0,5.0,,2.0,,3.0,,1.0,,,,1.0,,2.0,zaroury,3.0,
11598407,away,Burnley,Wilson Odobert,wilson-odobert,W. Odobert,F,28,182.0,4525,M,1142679,EUR,1101600000.0,M,47,47,False,,43.0,34.0,2.0,1.0,14.0,17.0,20.0,27.0,,,,83.0,63.0,7.9,16.0,4,,1.0,,,,3.0,6.0,,6.0,4.0,,,1.0,,2.0,,1.0,,1.0,,1.0,,,,,1.0,3.0,1.0,,,,1.0
11598407,away,Burnley,Jay Rodriguez,jay-rodriguez,J. Rodriguez,F,16,185.0,307,M,26989,EUR,617673600.0,F,9,9,False,,12.0,10.0,,,3.0,4.0,7.0,9.0,2.0,,,82.0,18.0,6.9,5.0,1,,1.0,,2.0,,8.0,1.0,,,,1.0,,1.0,1.0,1.0,5.0,,,,,1.0,2.0,,,,1.0,,,,,,
11598407,away,Burnley,Mike Trésor,mike-tresor,M. Trésor,M,31,175.0,1087,M,826183,EUR,927849600.0,F,31,31,True,,26.0,22.0,2.0,2.0,11.0,11.0,11.0,18.0,3.0,,,63.0,39.0,6.8,13.0,1,,3.0,,,,4.0,2.0,,2.0,1.0,,,1.0,1.0,4.0,2.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,
11598407,away,Burnley,Connor Roberts,connor-roberts,C. Roberts,D,14,175.0,390,M,804613,EUR,811814400.0,D,14,14,True,,25.0,23.0,2.0,2.0,14.0,15.0,9.0,10.0,1.0,,,24.0,28.0,6.4,3.0,0,,,,1.0,,3.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,
11598407,away,Burnley,Han-Noah Massengo,massengo-han-noah,H. Massengo,M,4,175.0,580,M,927340,EUR,994377600.0,M,42,42,True,,12.0,9.0,2.0,,3.0,3.0,6.0,9.0,,,,24.0,14.0,6.6,3.0,1,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,
11598407,away,Burnley,Ameen Al-Dakhil,al-dhakil,A. Al-Dakhil,D,2,185.0,567,M,1979970,EUR,1015372800.0,D,28,28,True,,12.0,11.0,1.0,,10.0,10.0,1.0,2.0,3.0,,,8.0,14.0,6.3,2.0,0,Ameen,,,1.0,,3.0,,,,,,,,,,2.0,,Al-Dakhil,,,1.0,,,,,,,,,,,
11598407,away,Burnley,Aaron Ramsey,aaron-ramsey,A. Ramsey,M,30,180.0,734,M,1000142,EUR,1043107200.0,M,21,21,True,,12.0,11.0,,,6.0,7.0,5.0,5.0,,,,13.0,14.0,6.5,2.0,1,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,
11598407,away,Burnley,James Trafford,james-trafford,J. Trafford,G,1,197.0,21835,M,980643,EUR,1034208000.0,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598407,away,Burnley,Charlie Taylor,charlie-taylor,C. Taylor,D,29,183.0,244,M,166381,EUR,748224000.0,D,3,3,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598407,away,Burnley,Luca Koleosho,luca-koleosho,L. Koleosho,M,24,175.0,1581,M,1216282,EUR,1095206400.0,F,30,30,True,,,,,,,,,,,,,,,,,0,Luca Koleosho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11598407,away,Burnley,Josh Cullen,cullen-josh,J. Cullen,M,24,175.0,872,M,792122,EUR,828835200.0,M,24,24,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
