match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_outfielderBlock,stat_totalCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_totalOffside,captain,stat_goalAssist,stat_accurateCross,stat_bigChanceCreated,stat_shotOffTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals
10411520,home,Monza,Gianluca Caprari,,,gianluca-caprari,G. Caprari,F,24,170,457,M,,148458,EUR,743990400,F,17,17,False,31.0,27.0,,,8.0,9.0,20.0,26.0,5.0,,2.0,,,,,,69.0,46.0,7.3,11.0,0.0,0.0,0.176658,0,,,2.0,,,,,,3.0,,4.0,,7.0,5.0,2.0,,,,1.0,,,,,,
10411520,home,Monza,Samuele Birindelli,,,samuele-birindelli,S. Birindelli,M,19,175,231,M,,856729,EUR,932342400,D,19,19,True,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,,1.0,,,,,,21.0,7.0,6.6,3.0,0.0,0.0,0.00015888,0,,,,,,1.0,1.0,,,,1.0,,,,1.0,,,,,,,,,,
10411520,home,Monza,Stefano Sensi,,,stefano-sensi,S. Sensi,M,6,168,1044,M,,294313,EUR,807580800,M,12,12,True,14.0,11.0,1.0,1.0,6.0,8.0,5.0,6.0,3.0,,2.0,1.0,,,,,14.0,19.0,6.9,3.0,0.0,0.0,0.00159167,0,,,1.0,1.0,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,
10411520,home,Monza,Valentin Antov,,,valentin-antov,V. Antov,D,26,185,687,M,,827640,EUR,973728000,D,26,26,True,3.0,3.0,,,2.0,2.0,1.0,1.0,1.0,2.0,1.0,,,,,,12.0,5.0,6.6,,0.0,0.0,0.00019403,0,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,,,,,
10411520,home,Monza,José Machín,,,jose-machin,J. Machín,M,28,184,178,M,,792308,EUR,839980800,M,7,7,True,5.0,4.0,,,1.0,1.0,3.0,4.0,,2.0,,,,,,,13.0,8.0,6.4,2.0,0.0,0.0,0.00100785,0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
10411520,home,Monza,Franco Carboni,,,carboni-franco,F. Carboni,M,29,190,965,M,,1086199,EUR,1049414400,D,11,11,True,8.0,5.0,,,3.0,4.0,2.0,4.0,1.0,,1.0,,,,,,13.0,13.0,6.3,4.0,0.0,0.0,0.00072496,0,,1.0,4.0,,,,,2.0,,,,,2.0,1.0,,,,,,,,,,,
10411520,home,Monza,Alessandro Sorrentino,,,alessandro-sorrentino,A. Sorrentino,G,22,190,65,M,,991416,EUR,1017792000,G,91,91,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,home,Monza,Alessio Cragno,,,alessio-cragno,A. Cragno,G,22,184,263,M,,148740,EUR,772761600,G,89,89,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,home,Monza,Pablo Marí,,,pablo-mari,P. Marí,D,30,191,1707,M,,208988,EUR,746755200,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,home,Monza,Giulio Donati,,,giulio-donati,G. Donati,D,2,178,48,M,,103156,EUR,634176000,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,home,Monza,Mattia Valoti,,,mattia-valoti,M. Valoti,M,5,181,99,M,,139397,EUR,747273600,M,10,10,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,home,Monza,Filippo Ranocchia,,,filippo-ranocchia,F. Ranocchia,M,10,186,410,M,,934238,EUR,989798400,M,22,22,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,home,Monza,Marco D'Alessandro,,,marco-dalessandro,M. D'Alessandro,M,77,173,92,M,,55119,EUR,666748800,M,77,77,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,home,Monza,Andrea Barberis,,,andrea-barberis,A. Barberis,M,5,177,41,M,,152910,EUR,755568000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,home,Monza,Christian Gytkjær,,,christian-gytkjaer,C. Gytkjær,F,9,185,437,M,,78939,EUR,641952000,F,9,9,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,home,Monza,Samuele Vignato,Samuele Vignato,,samuele-vignato,S. Vignato,F,19,170,526,M,,1119364,EUR,1077580800,M,80,80,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,away,Napoli,Pierluigi Gollini,,,pierluigi-gollini,P. Gollini,G,95,194,1254,M,,329175,EUR,795484800,G,95,95,False,23.0,22.0,6.0,5.0,22.0,22.0,,1.0,,,3.0,,,2.0,2.0,,90.0,27.0,6.4,1.0,0.0,0.0,9.439e-05,0,-0.7875,,,,,,,,,,,,,,,,,,,,,,,,
10411520,away,Napoli,Bartosz Bereszyński,,,bartosz-bereszynski,B. Bereszyński,D,19,182,2549,M,,109461,EUR,710899200,D,19,19,False,54.0,43.0,1.0,1.0,18.0,20.0,25.0,34.0,4.0,1.0,8.0,1.0,,,,,62.0,70.0,6.8,13.0,0.0,0.0,0.0322717,0,,,2.0,,1.0,1.0,,1.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,
10411520,away,Napoli,Amir Rrahmani,,,amir-rrahmani,A. Rrahmani,D,13,190,3520,M,,332155,EUR,762048000,D,13,13,False,60.0,53.0,5.0,5.0,28.0,31.0,25.0,29.0,6.0,1.0,12.0,1.0,,,,,90.0,68.0,7.0,7.0,0.1468,0.0,0.157353,1,,1.0,1.0,,,1.0,1.0,,2.0,,,4.0,,,,,,,,,1.0,,,,
10411520,away,Napoli,Juan Jesus,,,juan-jesus,Juan Jesus,D,5,185,2485,M,,108484,EUR,676512000,D,5,5,False,32.0,28.0,1.0,1.0,20.0,22.0,8.0,10.0,6.0,2.0,7.0,1.0,,,,,90.0,42.0,6.9,5.0,0.0,0.0,0.002032,0,,,2.0,1.0,1.0,3.0,2.0,2.0,,2.0,,2.0,,,1.0,,,,,,,,,,
10411520,away,Napoli,Mathías Olivera,,,mathias-olivera,M. Olivera,D,17,184,3517,M,,805078,EUR,878256000,D,17,17,False,50.0,46.0,5.0,3.0,13.0,13.0,34.0,38.0,2.0,2.0,5.0,1.0,,,,,90.0,65.0,6.5,7.0,0.0608,0.179,0.13223,1,,3.0,7.0,1.0,1.0,,,2.0,1.0,,1.0,1.0,1.0,,2.0,1.0,,,1.0,,,,,1.0,
10411520,away,Napoli,Frank Anguissa,,,frank-anguissa,F. Anguissa,M,99,184,12968,M,anguiss_29,787941,EUR,816480000,M,99,99,False,44.0,39.0,3.0,3.0,11.0,13.0,28.0,32.0,1.0,1.0,3.0,,,,,,63.0,51.0,6.7,7.0,0.1457,0.1239,0.0454477,2,,1.0,3.0,1.0,,,,1.0,,,1.0,1.0,,,1.0,,,,,,1.0,,,1.0,
10411520,away,Napoli,Stanislav Lobotka,,,stanislav-lobotka,S. Lobotka,M,68,170,4661,M,StanLobotka,150383,EUR,785721600,M,68,68,False,35.0,32.0,3.0,3.0,7.0,7.0,25.0,28.0,4.0,,5.0,1.0,,,,,80.0,41.0,6.6,4.0,0.0,0.0,0.0414287,0,,,4.0,2.0,,3.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,
10411520,away,Napoli,Eljif Elmas,,,eljif-elmas,E. Elmas,M,20,182,3699,M,,838232,EUR,938131200,M,7,7,False,44.0,39.0,5.0,4.0,10.0,10.0,31.0,37.0,3.0,,4.0,,,,,,62.0,56.0,6.6,9.0,0.0302,0.0,0.119989,1,,,6.0,2.0,,3.0,2.0,2.0,1.0,,3.0,,,,1.0,,,,2.0,,,2.0,1.0,,
10411520,away,Napoli,Piotr Zieliński,,,piotr-zielinski,P. Zieliński,M,7,180,18478,M,zielu_94,138605,EUR,769392000,M,20,20,False,63.0,58.0,3.0,3.0,4.0,5.0,55.0,66.0,3.0,1.0,7.0,2.0,,,,,90.0,83.0,7.3,16.0,0.0817,0.161,0.440812,2,,1.0,7.0,3.0,,1.0,1.0,1.0,6.0,,8.0,,1.0,,2.0,,True,,1.0,,1.0,1.0,,1.0,
10411520,away,Napoli,Alessio Zerbin,,,alessio-zerbin,A. Zerbin,M,7,182,1060,M,,869888,EUR,920419200,M,23,23,False,19.0,17.0,1.0,1.0,7.0,7.0,10.0,12.0,,,,,,,,,45.0,23.0,6.5,4.0,0.0874,0.0,0.00868285,2,,1.0,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,
10411520,away,Napoli,Victor Osimhen,,,victor-osimhen,V. Osimhen,F,45,186,227771,M,Osimhen9,822471,EUR,914889600,F,9,9,False,14.0,10.0,,,2.0,2.0,9.0,15.0,8.0,5.0,1.0,1.0,,,,,90.0,38.0,7.5,13.0,0.2231,0.0966,0.122198,4,,1.0,6.0,1.0,1.0,,,2.0,3.0,,3.0,6.0,1.0,1.0,5.0,,,,1.0,,3.0,2.0,,1.0,
10411520,away,Napoli,Khvicha Kvaratskhelia,,,khvicha-kvaratskhelia,K. Kvaratskhelia,F,7,183,97764,M,Kvaradona,889259,EUR,981936000,F,77,77,True,20.0,16.0,1.0,1.0,2.0,3.0,14.0,20.0,2.0,,2.0,1.0,,,,,45.0,29.0,6.7,10.0,0.0587,0.0415,0.0692743,1,,,3.0,1.0,,,,,,,3.0,,2.0,1.0,,,,,,,,1.0,,1.0,
10411520,away,Napoli,Giovanni Di Lorenzo,,,giovanni-di-lorenzo,G. Di Lorenzo,D,22,182,6986,M,dilorenzo22,153257,EUR,744422400,D,22,22,True,16.0,13.0,1.0,,1.0,1.0,12.0,18.0,3.0,1.0,,1.0,,,,,28.0,30.0,7.1,7.0,0.0,0.0,0.0723727,0,,,,,1.0,2.0,,,1.0,,3.0,,,,1.0,,,,,,,,,,
10411520,away,Napoli,Matteo Politano,,,matteo-politano,M. Politano,F,21,171,4493,M,,235672,EUR,744336000,F,21,21,True,17.0,14.0,,,1.0,1.0,14.0,22.0,1.0,,2.0,,,,,,28.0,28.0,6.9,11.0,0.0349,0.0,0.101887,1,,,2.0,1.0,,,,,2.0,,6.0,,2.0,1.0,1.0,,,,1.0,,1.0,,,,
10411520,away,Napoli,Giacomo Raspadori,,,giacomo-raspadori,G. Raspadori,F,18,172,8190,M,giacomo.raspadori,865651,EUR,950832000,F,81,81,True,19.0,17.0,2.0,2.0,1.0,1.0,16.0,19.0,2.0,,1.0,1.0,,,,,27.0,27.0,7.1,4.0,0.164,0.1668,0.150711,3,,1.0,2.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,1.0,1.0,1.0,
10411520,away,Napoli,Giovanni Simeone,,,giovanni-simeone,G. Simeone,F,18,179,9782,M,simeonegiovanni,341143,EUR,804902400,F,18,18,True,5.0,5.0,,,,,5.0,5.0,1.0,,3.0,,,,,,10.0,8.0,6.9,,0.1177,0.0825,0.00557919,2,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,1.0,
10411520,away,Napoli,Davide Marfella,,,marfella-davide,D. Marfella,G,12,182,85,M,,917248,EUR,937353600,G,12,12,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,away,Napoli,Alex Meret,,,alex-meret,A. Meret,G,1,190,4366,M,,592794,EUR,858988800,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,away,Napoli,Min-jae Kim,,,min-jae-kim,M. Kim,D,3,190,15025,M,kiminjae3,896569,EUR,848016000,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,away,Napoli,Leo Østigård,,,leo-ostigard,L. Østigård,D,5,182,1809,M,,879746,EUR,943747200,D,55,55,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,away,Napoli,Karim Zedadka,,,karim-zedadka,K. Zedadka,M,7,182,578,M,,954036,EUR,960508800,M,31,31,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,away,Napoli,Diego Demme,,,diego-demme,D. Demme,M,6,170,333,M,,124318,EUR,690681600,M,4,4,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,away,Napoli,Tanguy Ndombélé,,,tanguy-ndombele,T. Ndombélé,M,22,181,2715,M,,845486,EUR,851731200,M,91,91,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
10411520,away,Napoli,Gianluca Gaetano,,,gaetano-gianluca,G. Gaetano,M,10,183,1108,M,,902019,EUR,957484800,M,70,70,True,,,,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
