match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_expectedGoals,stat_totalContest,stat_onTargetScoringAttempt,stat_wasFouled,stat_expectedGoalsOnTarget,stat_wonContest,stat_dispossessed,stat_bigChanceMissed,stat_errorLeadToAShot,stat_penaltyMiss,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyWon,stat_penaltyConceded,stat_penaltyFaced,stat_punches,stat_ownGoals,stat_hitWoodwork
11450067,home,Çaykur Rizespor,Gökhan Akkan,gokhan-akkan,G. Akkan,G,22,188,109,M,225012,EUR,788918400,G,23,23,False,True,25.0,24.0,9.0,8.0,1.0,18.0,18.0,6.0,7.0,1.0,1.0,6.0,1.0,5.0,7.0,90.0,37.0,9.0,1.0,0.00287242,1.0,0,0.6494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450067,home,Çaykur Rizespor,Taha Şahin,taha-sahin,T. Şahin,D,37,178,238,M,1394729,EUR,972172800,D,37,37,False,,32.0,24.0,5.0,3.0,0.0,17.0,19.0,8.0,17.0,,2.0,6.0,,,,90.0,50.0,7.0,14.0,0.0303855,,0,,Taha Sahin,,4.0,1.0,1.0,4.0,2.0,4.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11450067,home,Çaykur Rizespor,Husniddin Alikulov,alikulov-husniddin,H. Alikulov,D,2,186,2627,M,1121174,EUR,923184000,D,2,2,False,,50.0,40.0,8.0,4.0,0.0,32.0,35.0,9.0,16.0,,4.0,6.0,,,,90.0,62.0,7.0,12.0,0.0130888,,1,,,,1.0,1.0,3.0,6.0,3.0,,,1.0,,2.0,6.0,1.0,1.0,1.0,0.0146,,,,,,,,,,,,,,,,,,
11450067,home,Çaykur Rizespor,Emirhan Topçu,emirhan-topcu,E. Topçu,D,53,188,2617,M,895009,EUR,971222400,D,53,53,False,,60.0,48.0,13.0,7.0,0.0,37.0,40.0,11.0,21.0,,4.0,6.0,,,,90.0,80.0,7.9,15.0,0.00608365,1.0,3,,,,1.0,,8.0,13.0,1.0,4.0,2.0,,1.0,3.0,8.0,3.0,1.0,1.0,0.1888,1.0,2.0,1.0,0.4016,,,,,,,,,,,,,,
11450067,home,Çaykur Rizespor,Casper Højer,casper-hojer,C. Højer,D,5,183,148,M,281233,EUR,785289600,D,5,5,False,,39.0,36.0,3.0,3.0,0.0,20.0,22.0,18.0,23.0,,2.0,5.0,,,,90.0,59.0,6.8,8.0,0.156534,2.0,0,,,,6.0,2.0,4.0,3.0,,1.0,,,3.0,,,1.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
11450067,home,Çaykur Rizespor,Muammer Sarıkaya,muammer-sarikaya,M. Sarıkaya,M,24,179,36,M,816571,EUR,886982400,M,24,24,False,,31.0,25.0,5.0,2.0,0.0,15.0,17.0,10.0,14.0,,,7.0,,,,59.0,39.0,6.7,8.0,0.00307395,,0,,,,,,3.0,4.0,1.0,3.0,2.0,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,
11450067,home,Çaykur Rizespor,Jonjo Shelvey,jonjo-shelvey,J. Shelvey,M,53,185,480,M,36465,EUR,699148800,M,6,6,False,,74.0,58.0,21.0,13.0,0.0,34.0,38.0,25.0,40.0,,,9.0,,,,90.0,84.0,7.0,21.0,0.294423,3.0,2,,Jonjo,Shelvey,4.0,1.0,2.0,2.0,,,,,,1.0,1.0,,2.0,1.0,0.7942,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
11450067,home,Çaykur Rizespor,Gustavo Sauer,gustavo-sauer,Gustavo Sauer,M,7,181,393,M,904505,EUR,736128000,M,11,11,False,,10.0,5.0,2.0,,0.0,3.0,5.0,2.0,7.0,,,4.0,,,,45.0,21.0,6.7,9.0,0.00324082,,0,,,,2.0,,2.0,2.0,,1.0,1.0,1.0,,,,1.0,,,,2.0,,,,1.0,,,,,,,,,,,,,
11450067,home,Çaykur Rizespor,Ibrahim Olawoyin,ibrahim-olawoyin,I. Olawoyin,M,10,178,461,M,1008173,EUR,880934400,M,10,10,False,,23.0,18.0,5.0,3.0,0.0,5.0,6.0,14.0,18.0,,1.0,6.0,,,,90.0,41.0,7.6,10.0,0.044884,1.0,2,,,,1.0,1.0,3.0,6.0,,1.0,1.0,3.0,3.0,,,,,,0.074,3.0,1.0,3.0,0.477,2.0,,,,,1.0,1.0,1.0,,,,,,
11450067,home,Çaykur Rizespor,Babajide David Akintola,babajide-david-akintola,D. Babajide,M,11,178,297,M,798676,EUR,821491200,M,28,28,False,,18.0,14.0,1.0,1.0,0.0,6.0,8.0,8.0,12.0,,,5.0,,,,83.0,35.0,6.3,13.0,0.00336562,,1,,,,2.0,,10.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,,,0.0278,5.0,1.0,,0.1213,1.0,1.0,,,,,,3.0,,,,,,
