match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,stat_expectedGoalsOnTarget,stat_errorLeadToAShot,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_accurateCross,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_goals,stat_penaltyWon,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_penaltyConceded
12117101,home,Fortaleza,João Ricardo,joao-ricardo,J. Ricardo,G,1,188,675,M,839761,EUR,589507200,G,1,1,False,24.0,14.0,19.0,10.0,0.0,11.0,12.0,3.0,12.0,2.0,6.0,2.0,2.0,2.0,90.0,32.0,7.0,10.0,0.0011756,0,-0.2197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12117101,home,Fortaleza,Tinga,tinga,Tinga,D,2,179,424,M,330057,EUR,746841600,D,2,2,False,39.0,29.0,8.0,3.0,0.0,10.0,11.0,19.0,34.0,6.0,2.0,,,,90.0,68.0,6.9,19.0,0.0574025,1,,True,6.0,7.0,2.0,9.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3527,2.0,,,,,,,,,,,,,,,,,,,,
12117101,home,Fortaleza,Emanuel Brítez,emanuel-britez,E. Brítez,D,33,178,532,M,789395,EUR,701568000,D,19,19,False,24.0,21.0,4.0,2.0,0.0,13.0,14.0,8.0,10.0,7.0,1.0,,,,90.0,40.0,7.3,3.0,0.0106426,3,,,,,5.0,4.0,6.0,2.0,,,1.0,,1.0,,0.0764,,1.0,1.0,2.0,1.0,1.0,2.0,0.0491,,,,,,,,,,,,,
12117101,home,Fortaleza,Titi,titi,Titi,D,4,187,324,M,243435,EUR,574128000,D,4,4,False,24.0,19.0,4.0,,0.0,16.0,16.0,3.0,8.0,1.0,1.0,,,,90.0,32.0,6.3,7.0,0.00076073,0,,,,1.0,,3.0,3.0,,,,,,1.0,3.0,,,,,,,,3.0,,1.0,2.0,,,,,,,,,,,
12117101,home,Fortaleza,Felipe Jonatan,felipe-jonatan,F. Jonatan,D,16,176,464,M,931574,EUR,887500800,D,36,36,False,27.0,20.0,5.0,3.0,0.0,10.0,10.0,12.0,21.0,2.0,5.0,,,,90.0,54.0,7.3,13.0,0.118901,1,,,4.0,,2.0,1.0,6.0,,,,,,1.0,2.0,0.0565,3.0,,1.0,,1.0,,,,,1.0,,,2.0,2.0,1.0,,,,,,
12117101,home,Fortaleza,Hércules,hercules,Hércules,M,35,178,3079,M,1104068,EUR,972000000,M,35,35,False,32.0,21.0,8.0,3.0,0.0,8.0,11.0,13.0,21.0,1.0,7.0,,,,90.0,47.0,7.3,11.0,0.538339,1,,,,1.0,1.0,5.0,9.0,3.0,,,,,2.0,,0.0224,1.0,,1.0,,6.0,3.0,1.0,,,,,,,2.0,2.0,1.0,,,,,
12117101,home,Fortaleza,Lucas Sasha,lucas-sasha,L. Sasha,M,88,177,479,M,123225,EUR,636249600,M,88,88,False,29.0,26.0,4.0,4.0,0.0,11.0,11.0,15.0,18.0,3.0,8.0,,,,90.0,45.0,7.0,4.0,0.00837381,2,,,,1.0,3.0,7.0,9.0,1.0,,1.0,1.0,,1.0,2.0,0.3093,,1.0,,,3.0,2.0,5.0,0.1243,,1.0,,,,1.0,1.0,,,,,,
12117101,home,Fortaleza,Yago Pikachu,yago-pikachu,Y. Pikachu,M,22,170,1544,M,363688,EUR,707702400,M,22,22,False,18.0,16.0,,,0.0,6.0,6.0,12.0,15.0,,4.0,,,,88.0,35.0,7.4,6.0,0.104371,3,,,3.0,,,8.0,3.0,2.0,3.0,1.0,,,,3.0,0.7725,2.0,2.0,1.0,,,,3.0,1.4833,,,,,2.0,,,1.0,1.0,,,,
12117101,home,Fortaleza,Tomás Pochettino,tomas-pochettino,T. Pochettino,M,7,178,994,M,824626,EUR,823132800,M,7,7,False,22.0,17.0,5.0,4.0,1.0,4.0,6.0,14.0,23.0,1.0,5.0,,,,70.0,46.0,8.2,17.0,0.408404,3,,,7.0,1.0,2.0,5.0,4.0,1.0,1.0,,2.0,,,1.0,0.0975,5.0,,1.0,,1.0,1.0,1.0,,,2.0,,,1.0,1.0,,2.0,,,,,
12117101,home,Fortaleza,Breno Lopes,breno-lopes,B. Lopes,M,26,178,1395,M,937552,EUR,822441600,M,26,26,False,20.0,16.0,3.0,2.0,0.0,6.0,6.0,11.0,16.0,1.0,4.0,,,,81.0,36.0,7.2,10.0,0.0783363,2,,,2.0,,,4.0,3.0,,1.0,1.0,,,1.0,3.0,0.1813,1.0,1.0,1.0,,,,2.0,0.1266,,3.0,,,1.0,1.0,,1.0,,1.0,,,
