match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalContest,stat_wonContest,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_expectedGoals,stat_blockedScoringAttempt,stat_outfielderBlock,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,captain,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,player_sofascoreId,stat_punches,stat_clearanceOffLine,stat_goalAssist,stat_goals
11352533,home,Burnley,Jacob Bruun Larsen,,,jacob-bruun-larsen,J. B. Larsen,M,7,183,710,M,809276,EUR,906163200,F,34,34,False,35.0,28.0,3.0,2.0,9.0,11.0,21.0,28.0,2.0,3.0,1.0,6.0,,,69.0,52.0,7.2,13.0,0.153945,2,,4.0,2.0,3.0,1.0,7.0,,1.0,,,,,1.0,,2.0,1.0,,0.1292,,,,1.0,,,2.0,0.2127,,,,,
11352533,home,Burnley,Zeki Amdouni,,,zeki-amdouni,Z. Amdouni,F,25,183,2739,M,990550,EUR,975888000,F,25,25,True,8.0,6.0,,,2.0,3.0,4.0,5.0,3.0,1.0,,,,,21.0,13.0,6.7,3.0,0.0242446,0,,,,,1.0,1.0,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,
11352533,home,Burnley,Manuel Benson,,,manuel-benson,M. Benson,M,14,166,3203,M,552632,EUR,859507200,F,10,10,True,11.0,10.0,,,3.0,3.0,8.0,9.0,3.0,1.0,1.0,1.0,,,14.0,16.0,7.0,1.0,0.154955,1,,1.0,1.0,1.0,,1.0,,,,,1.0,,,1.0,,1.0,1.0,0.0174,,,,,,,,,,,,,
11352533,home,Burnley,Jóhann Guðmundsson,,,johann-gudmundsson,J. Guðmundsson,M,7,186,451,M,49805,EUR,656985600,M,7,7,True,8.0,8.0,,,6.0,6.0,2.0,3.0,1.0,1.0,1.0,1.0,,,1.0,11.0,,2.0,0.0417937,0,,1.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
11352533,home,Burnley,Jay Rodriguez,,,jay-rodriguez,J. Rodriguez,F,16,185,305,M,26989,EUR,617673600,F,9,9,True,2.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,1.0,2.0,,,3.78e-05,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352533,home,Burnley,Arijanet Murić,,,arijanet-muric,A. Murić,G,49,198,1886,M,888971,EUR,910396800,G,49,49,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352533,home,Burnley,Hjalmar Ekdal,,,hjalmar-ekdal,H. Ekdal,D,18,187,549,M,875360,EUR,908928000,D,18,18,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352533,home,Burnley,Hannes Delcroix,,,hannes-delcroix,H. Delcroix,D,3,185,5292,M,826169,EUR,920160000,D,44,44,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352533,home,Burnley,Jack Cork,,,jack-cork,J. Cork,M,,185,85,M,20993,EUR,614736000,M,4,4,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352533,home,Burnley,Mike Trésor,,,mike-tresor,M. Trésor,M,31,175,1090,M,826183,EUR,927849600,F,31,31,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352533,away,Bournemouth,Neto,,,neto,Neto,G,22,190,5148,M,84844,EUR,616809600,G,1,1,False,29.0,11.0,27.0,9.0,2.0,2.0,9.0,27.0,,,,5.0,3.0,5.0,90.0,36.0,7.9,18.0,0.00156525,0,0.4984,,,,,,,,1.0,,,,,,,,,,,,,,,True,,,Neto_Murara,1.0,,,
11352533,away,Bournemouth,Adam Smith,,,adam-smith,A. Smith,D,15,180,494,M,44566,EUR,672883200,D,15,15,False,18.0,5.0,2.0,,3.0,9.0,2.0,10.0,5.0,,,4.0,,,90.0,40.0,7.3,18.0,0.00114967,0,,1.0,,2.0,3.0,5.0,2.0,,3.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,1.0,,
11352533,away,Bournemouth,Ilya Zabarnyi,,,illia-zabarnyi,I. Zabarnyi,D,6,189,17027,M,1023567,EUR,1030838400,D,27,27,False,20.0,11.0,8.0,2.0,7.0,11.0,4.0,9.0,3.0,1.0,1.0,,,,90.0,35.0,7.1,10.0,0.00059371,0,,,,,,1.0,,,7.0,,2.0,,1.0,,1.0,,,,,2.0,,,,,,,IlliaZabarnyi,,,,
11352533,away,Bournemouth,Marcos Senesi,,,marcos-senesi,M. Senesi,D,5,184,5596,M,830659,EUR,863222400,D,25,25,False,5.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,,,1.0,,,12.0,7.0,6.8,2.0,0.0342138,0,,,,1.0,2.0,1.0,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,
11352533,away,Bournemouth,Miloš Kerkez,Milos,Kerkez,milos-kerkez,M. Kerkez,D,6,180,25853,M,1097425,EUR,1068163200,D,3,3,False,16.0,9.0,4.0,1.0,2.0,8.0,8.0,10.0,5.0,2.0,1.0,4.0,,,89.0,45.0,7.2,13.0,0.0063807,0,,2.0,1.0,,1.0,2.0,1.0,,7.0,3.0,2.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,miloskerkez,,,,
11352533,away,Bournemouth,Ryan Christie,,,ryan-christie,R. Christie,M,10,178,1213,M,322391,EUR,793411200,M,10,10,False,5.0,1.0,2.0,,,2.0,1.0,3.0,4.0,,,1.0,,,45.0,19.0,6.4,7.0,0.00304767,0,,,,2.0,1.0,7.0,1.0,3.0,4.0,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,,
11352533,away,Bournemouth,Lewis Cook,,,lewis-cook,L. Cook,M,4,175,895,M,548188,EUR,854928000,M,4,4,False,24.0,17.0,7.0,5.0,10.0,13.0,8.0,13.0,5.0,,,7.0,,,90.0,41.0,8.0,10.0,0.0217553,0,,2.0,1.0,2.0,3.0,5.0,,,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,,,,1.0,1.0,,,,,,,,,2.0,
11352533,away,Bournemouth,Antoine Semenyo,,,antoine-semenyo,A. Semenyo,M,42,185,84914,M,934354,EUR,947203200,M,24,24,False,25.0,16.0,5.0,2.0,5.0,8.0,11.0,18.0,5.0,1.0,1.0,5.0,,,90.0,49.0,7.9,14.0,0.291027,3,,1.0,,11.0,3.0,15.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,,1.0,1.0,2.0,0.1959,,,1.0,1.0,,,1.0,0.0308,antoinesemenyo42,,,,1.0
11352533,away,Bournemouth,Justin Kluivert,,,justin-kluivert,J. Kluivert,M,19,171,6976,M,851596,EUR,925862400,M,19,19,False,8.0,6.0,2.0,1.0,1.0,2.0,5.0,6.0,2.0,1.0,1.0,3.0,,,73.0,15.0,7.5,3.0,0.0580945,2,,,,1.0,1.0,2.0,,,,,,,1.0,,1.0,2.0,,0.5285,1.0,,,,,,1.0,0.4686,justinkluivert,,,,1.0
11352533,away,Bournemouth,Marcus Tavernier,,,marcus-tavernier,M. Tavernier,M,16,178,1762,M,895576,EUR,922060800,M,16,16,False,15.0,10.0,3.0,1.0,2.0,4.0,8.0,14.0,9.0,2.0,2.0,5.0,,,90.0,46.0,7.1,15.0,0.0069355,4,,3.0,,,,6.0,1.0,3.0,2.0,,7.0,3.0,4.0,,2.0,,4.0,0.2056,,,,,1.0,,,,,,,,
11352533,away,Bournemouth,Dominic Solanke,,,dominic-solanke,D. Solanke,F,19,186,11267,M,361420,EUR,874195200,F,9,9,False,11.0,4.0,,,,2.0,4.0,9.0,10.0,1.0,,3.0,,,89.0,31.0,6.9,15.0,0.097467,1,,,,4.0,6.0,10.0,2.0,3.0,2.0,,2.0,1.0,4.0,2.0,,1.0,,0.1925,,,,3.0,,,1.0,0.0454,Dom_Solanke,,,,
11352533,away,Bournemouth,Chris Mepham,,,chris-mepham,C. Mepham,D,2,191,391,M,865740,EUR,878688000,D,6,6,True,18.0,14.0,2.0,,10.0,11.0,4.0,7.0,1.0,,,3.0,,,78.0,32.0,6.6,6.0,0.00198735,0,,,,2.0,,6.0,,2.0,5.0,2.0,1.0,1.0,,,2.0,,,,,1.0,,,,,,,,,,,
11352533,away,Bournemouth,Alex Scott,Alex Scott,,alex-scott,A. Scott,M,8,178,2382,M,1104986,EUR,1061424000,M,14,14,True,5.0,3.0,,,1.0,3.0,2.0,2.0,3.0,,,1.0,,,45.0,11.0,6.4,6.0,0.00109748,0,,,,1.0,3.0,5.0,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
11352533,away,Bournemouth,Philip Billing,,,philip-billing,P. Billing,M,8,193,1790,M,548660,EUR,834451200,M,29,29,True,5.0,4.0,,,1.0,1.0,3.0,4.0,1.0,,,3.0,,,17.0,6.0,6.6,2.0,0.00082951,0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11352533,away,Bournemouth,Enes Ünal,,,enes-unal,E. Ünal,F,26,185,3634,M,336655,EUR,863222400,F,26,26,True,2.0,2.0,,,,,2.0,2.0,1.0,1.0,,,,,8.0,5.0,6.3,2.0,0.00174146,0,,,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,EnesUnal16,,,,
11352533,away,Bournemouth,Dango Ouattara,Dango Ouattara,,dango-ouattara,D. Ouattara,F,19,177,33926,M,1106451,EUR,1013385600,F,11,11,True,,,,,,,,,1.0,1.0,,,,,8.0,4.0,6.4,1.0,0.0001247,0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,d.ouattara15,,,,
11352533,away,Bournemouth,Mark Travers,,,mark-travers,M. Travers,G,12,191,619,M,856720,EUR,926985600,G,42,42,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352533,away,Bournemouth,Maxwell Kinsey-Wellings,,,maxwell-kinsey-wellings,M. Kinsey-Wellings,D,21,185,82,M,1902493,EUR,1107302400,D,48,48,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352533,away,Bournemouth,Romain Faivre,,,romain-faivre,R. Faivre,M,28,180,1033,M,913942,EUR,900374400,M,8,8,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352533,away,Bournemouth,Luis Sinisterra,,,luis-sinisterra,L. Sinisterra,F,17,176,6576,M,836070,EUR,929577600,F,17,17,True,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Sinisterra29,,,,
