match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_expectedGoals,stat_dispossessed,stat_onTargetScoringAttempt,stat_clearanceOffLine,stat_wasFouled,stat_expectedGoalsOnTarget,stat_keyPass,stat_totalCross,stat_shotOffTarget,stat_unsuccessfulTouch,captain,stat_challengeLost,stat_accurateCross,stat_bigChanceMissed,stat_totalOffside,player_sofascoreId,stat_bigChanceCreated,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_goals,stat_goalAssist
11391317,home,Lorient,Yvon Mvogo,yvon-mvogo,Y. Mvogo,G,38,190,548,M,149656,EUR,770860800,G,38,38,False,35.0,24.0,13.0,3.0,23.0,27.0,1.0,8.0,9.0,1.0,1.0,1.0,90.0,40.0,6.0,11.0,0.00031289,0,-0.3289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391317,home,Lorient,Formose Mendy,formose-mendy,F. Mendy,D,27,191,1488,M,982316,EUR,978393600,D,13,13,False,56.0,48.0,8.0,5.0,27.0,33.0,21.0,23.0,7.0,,,,90.0,68.0,7.1,8.0,0.0109724,0,,,,3.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
11391317,home,Lorient,Nathaniel Adjei,nathaniel-adjei,N. Adjei,D,32,191,432,M,1103079,EUR,1029888000,D,32,32,False,61.0,57.0,5.0,5.0,35.0,36.0,22.0,25.0,7.0,,,,90.0,72.0,7.3,5.0,0.0207907,1,,Nathaniel Adjei,,1.0,3.0,1.0,5.0,3.0,1.0,,1.0,,,1.0,1.0,1.0,0.0806,,,,,,,,,,,,,,,,,,,,,
11391317,home,Lorient,Souleymane Isaak Touré,souleymane-isaak-toure,S. I. Touré,D,95,206,1092,M,1012650,EUR,1048809600,D,95,95,False,54.0,52.0,,,35.0,36.0,17.0,18.0,3.0,,,,90.0,70.0,8.1,4.0,0.497723,1,,,,1.0,3.0,3.0,6.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0621,1.0,1.0,1.0,1.0,0.286,1.0,,,,,,,,,,,,,,,
11391317,home,Lorient,Panos Katseris,panos-katseris,P. Katseris,M,13,175,251,M,1402217,EUR,994291200,M,7,7,False,16.0,12.0,,,7.0,7.0,5.0,10.0,2.0,,,,68.0,31.0,6.8,10.0,0.114092,1,,,,,1.0,2.0,2.0,,,1.0,,,1.0,2.0,1.0,,0.06,,,,,,1.0,1.0,1.0,4.0,,,,,,,,,,,,
11391317,home,Lorient,Laurent Abergel,laurent-abergel,L. Abergel,M,6,170,153,M,296434,EUR,728524800,M,19,19,False,49.0,42.0,4.0,1.0,18.0,18.0,24.0,31.0,4.0,,,,82.0,56.0,6.9,10.0,0.0180131,0,,,,,,4.0,3.0,1.0,,,1.0,1.0,2.0,,,,,,,,2.0,,2.0,,,2.0,True,2.0,,,,,,,,,,
11391317,home,Lorient,Tiemoué Bakayoko,tiemoue-bakayoko,T. Bakayoko,M,14,188,1233,M,149735,EUR,777081600,M,14,14,False,47.0,43.0,1.0,1.0,24.0,27.0,19.0,20.0,7.0,,,,90.0,59.0,6.8,7.0,0.0400232,0,,,,,,4.0,4.0,,,1.0,,,2.0,2.0,2.0,,,2.0,,,2.0,,,,,1.0,,,,,,,,,,,,
11391317,home,Lorient,Darlin Yongwa,darlin-yongwa,D. Yongwa,D,44,177,1325,M,998241,EUR,969580800,M,12,12,False,33.0,15.0,4.0,,7.0,10.0,10.0,27.0,4.0,,,,90.0,59.0,7.2,24.0,0.227464,3,,,,,1.0,1.0,5.0,2.0,,1.0,1.0,,,3.0,3.0,,0.2483,,2.0,,,0.4299,2.0,4.0,1.0,2.0,,1.0,2.0,1.0,2.0,,,,,,,
11391317,home,Lorient,Badredine Bouanani,badredine-bouanani,B. Bouanani,M,27,177,10091,M,1153265,EUR,1102464000,F,10,10,False,29.0,24.0,5.0,4.0,12.0,12.0,15.0,22.0,1.0,,,,74.0,43.0,7.6,9.0,0.230472,2,,Badredine Bouanani,,,,1.0,2.0,1.0,,,,,,1.0,1.0,,0.25,,2.0,,1.0,0.1421,1.0,5.0,,1.0,,1.0,3.0,,,bouanani,1.0,,,,,
11391317,home,Lorient,Julien Ponceau,julien-ponceau,J. Ponceau,M,21,170,165,M,942844,EUR,975369600,F,21,21,False,24.0,22.0,2.0,2.0,9.0,9.0,16.0,20.0,2.0,,,,68.0,45.0,7.2,12.0,0.0586209,1,,,,1.0,1.0,6.0,5.0,,,,,,,3.0,3.0,,0.0943,4.0,,,1.0,,,5.0,1.0,3.0,,1.0,3.0,,1.0,,,1.0,,,,
