match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_totalContest,stat_bigChanceCreated,stat_interceptionWon,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_outfielderBlock,stat_wasFouled,stat_totalOffside,stat_dispossessed,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceMissed,captain,stat_lastManTackle,stat_hitWoodwork
12624405,home,Al-Nassr,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,24,24,False,25.0,20.0,6.0,1.0,0.0,19.0,20.0,1.0,5.0,1.0,1.0,1.0,4.0,12.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,90.0,46.0,6.2,5.0,0,,,,,,,,,,,,,,,,,,,,,,,,
12624405,home,Al-Nassr,Sultan Al-Ghannam,,,sultan-al-ghannam,S. Al-Ghannam,D,2,173,1607,M,,830126,EUR,768182400,D,2,2,False,29.0,22.0,3.0,1.0,0.0,13.0,13.0,11.0,21.0,8.0,1.0,3.0,,1.0,1.0,,,,,,,,90.0,52.0,6.4,13.0,0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,
12624405,home,Al-Nassr,Ali Lajami,,,ali-lajami,A. Lajami,D,78,175,1281,M,,818667,EUR,830390400,D,78,78,False,42.0,36.0,7.0,4.0,0.0,25.0,26.0,11.0,16.0,2.0,2.0,1.0,1.0,4.0,1.0,,,,,,,,90.0,52.0,6.5,10.0,0,,,,,2.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,
12624405,home,Al-Nassr,Mohamed Simakan,,,mohamed-simakan,M. Simakan,D,3,187,5883,M,,945063,EUR,957312000,D,3,3,False,49.0,41.0,4.0,1.0,0.0,34.0,37.0,7.0,12.0,6.0,6.0,2.0,3.0,4.0,2.0,,,,,,,,90.0,59.0,6.5,8.0,0,,,,,,2.0,,1.0,,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,
12624405,home,Al-Nassr,Nawaf Boushal,,,nawaf-boushal,N. Boushal,D,12,178,1391,M,,986400,EUR,937440000,D,12,12,False,41.0,34.0,7.0,3.0,0.0,21.0,21.0,13.0,20.0,4.0,5.0,2.0,2.0,8.0,3.0,,,,,,,,90.0,62.0,6.6,12.0,1,,,2.0,,1.0,3.0,2.0,,,,,,1.0,,1.0,1.0,1.0,,,,,,,
12624405,home,Al-Nassr,Ali Al-Hassan,,,ali-al-hassan,A. Al-Hassan,M,19,183,1000,M,,925947,EUR,857433600,M,19,19,False,38.0,34.0,,,0.0,16.0,17.0,18.0,21.0,3.0,4.0,1.0,2.0,2.0,2.0,,,,,,,,66.0,48.0,6.7,5.0,1,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,
12624405,home,Al-Nassr,Marcelo Brozović,,,marcelo-brozovic,M. Brozović,M,11,181,13081,M,marcelo_brozovic,108800,EUR,721872000,M,11,11,False,80.0,70.0,3.0,1.0,0.0,39.0,41.0,32.0,40.0,2.0,3.0,1.0,,2.0,2.0,,,,,,,,89.0,90.0,7.0,11.0,1,1.0,1.0,,,1.0,1.0,,1.0,2.0,,1.0,,,,,,,1.0,,,,,,
12624405,home,Al-Nassr,Ayman Yahya,,,ayman-ahmed,A. Yahya,M,23,168,1412,M,,1130539,EUR,989798400,M,23,23,False,35.0,31.0,2.0,,0.0,15.0,16.0,16.0,22.0,3.0,4.0,,,4.0,1.0,,,,,,,,81.0,54.0,7.6,10.0,2,3.0,,3.0,,2.0,,,1.0,,,,,1.0,,1.0,2.0,,,2.0,1.0,,,,
12624405,home,Al-Nassr,Sadio Mané,,,sadio-mane,S. Mané,M,10,175,169227,M,SadioMané,217704,EUR,702864000,M,10,10,False,29.0,26.0,1.0,,1.0,5.0,6.0,22.0,26.0,5.0,4.0,1.0,,2.0,,,,,,,,,90.0,41.0,8.3,7.0,3,3.0,1.0,2.0,2.0,,,1.0,2.0,4.0,1.0,2.0,,1.0,1.0,,1.0,2.0,,1.0,1.0,1.0,,,
12624405,home,Al-Nassr,Otávio,,,otavio,Otávio,M,25,171,6951,M,otavio,244801,EUR,792288000,M,25,25,False,39.0,31.0,4.0,1.0,0.0,16.0,18.0,15.0,22.0,3.0,7.0,,,4.0,1.0,,,,,,,,90.0,52.0,7.0,13.0,1,1.0,,1.0,,,1.0,3.0,2.0,1.0,1.0,2.0,,3.0,,,1.0,,,1.0,,,,,
12624405,home,Al-Nassr,Cristiano Ronaldo,,,cristiano-ronaldo,C. Ronaldo,F,7,187,2307715,M,CR7,750,EUR,476409600,F,7,7,False,21.0,17.0,,,0.0,7.0,7.0,10.0,16.0,5.0,2.0,1.0,,,,,,,,,,,90.0,38.0,6.5,13.0,6,2.0,,3.0,,,,4.0,,1.0,1.0,,,2.0,,,,3.0,2.0,1.0,,1.0,True,,
12624405,home,Al-Nassr,Abdullah Al-Khaibari,,,abdullah-alkhaibari,A. Al-Khaibari,M,17,178,1250,M,,867179,EUR,840153600,M,17,17,True,19.0,16.0,,,0.0,10.0,11.0,6.0,9.0,,4.0,,,1.0,2.0,,,,,,,,24.0,25.0,6.8,5.0,0,1.0,,,,,2.0,1.0,,,,,,2.0,,,,,,,,,,,
12624405,home,Al-Nassr,Ângelo,Ângelo,,angelo,Ângelo,M,20,182,9961,M,angelogabriel,1086455,EUR,1103587200,F,20,20,True,10.0,8.0,2.0,,0.0,3.0,3.0,5.0,8.0,3.0,,,,5.0,,,,,,,,,9.0,15.0,6.4,6.0,0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,,,,
12624405,home,Al-Nassr,Saad Haqawi,Saad Haqawi,,saad-haqawi,S. Haqawi,F,60,179,1084,M,,1797651,EUR,1128729600,F,60,60,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,3.0,,1.0,0,,,,,,,1.0,,,,,,,,,,,,,,,,,
12624405,home,Al-Nassr,Raghed Al-Najjar,,,raghid-najjar,R. Al-Najjar,G,36,188,830,M,,925920,EUR,843177600,G,36,36,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12624405,home,Al-Nassr,Awad Aman,Awad Aman,,awad-aman,A. Aman,D,70,170,549,M,,1653551,EUR,1105833600,D,70,70,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12624405,home,Al-Nassr,Majed Mohammed,Majed Mohammed,,majed-mohammed,M. Mohammed,D,50,169,71,M,,1385284,EUR,1007337600,D,50,50,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12624405,home,Al-Nassr,Mohammed Al-Fatil,,,mohammed-al-fatil,M. Al-Fatil,D,33,181,549,M,,328829,EUR,694483200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12624405,home,Al-Nassr,Abdulmajeed Al-Sulaiheem,,,abdulmajeed-al-sulaiheem,A. Al-Sulaiheem,M,8,165,600,M,,538320,EUR,768960000,M,8,8,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
12624405,home,Al-Nassr,Wesley,,,wesley,Wesley,F,22,180,10411,M,wesley_teixeira005,1211632,EUR,1109980800,F,80,80,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
